time,P
20050222:1607,16.28
20050222:1707,0
20050222:1807,0
20050222:1907,0
20050222:2007,0
20050222:2107,0
20050222:2207,0
20050222:2307,0
20050223:0007,0
20050223:0107,0
20050223:0207,0
20050223:0307,0
20050223:0407,0
20050223:0507,1.16
20050223:0607,228.12
20050223:0707,447.37
20050223:0807,657.5
20050223:0907,749.13
20050223:1007,801.01
20050223:1107,809.01
20050223:1207,760.09
20050223:1307,656.6
20050223:1407,478.91
20050223:1507,275.81
20050223:1607,18.83
20050223:1707,0
20050223:1807,0
20050223:1907,0
20050223:2007,0
20050223:2107,0
20050223:2207,0
20050223:2307,0
20050224:0007,0
20050224:0107,0
20050224:0207,0
20050224:0307,0
20050224:0407,0
20050224:0507,12.52
20050224:0607,232
20050224:0707,462.33
20050224:0807,637.91
20050224:0907,766.52
20050224:1007,826.04
20050224:1107,809.44
20050224:1207,770.19
20050224:1307,656.18
20050224:1407,502.78
20050224:1507,276.19
20050224:1607,18.86
20050224:1707,0
20050224:1807,0
20050224:1907,0
20050224:2007,0
20050224:2107,0
20050224:2207,0
20050224:2307,0
20050225:0007,0
20050225:0107,0
20050225:0207,0
20050225:0307,0
20050225:0407,0
20050225:0507,14.54
20050225:0607,235.89
20050225:0707,480.07
20050225:0807,640.37
20050225:0907,773.47
20050225:1007,835.23
20050225:1107,827.25
20050225:1207,778.84
20050225:1307,669.73
20050225:1407,512.12
20050225:1507,281.23
20050225:1607,19.67
20050225:1707,0
20050225:1807,0
20050225:1907,0
20050225:2007,0
20050225:2107,0
20050225:2207,0
20050225:2307,0
20050226:0007,0
20050226:0107,0
20050226:0207,0
20050226:0307,0
20050226:0407,0
20050226:0507,11.69
20050226:0607,241.3
20050226:0707,467.75
20050226:0807,649.64
20050226:0907,750.64
20050226:1007,809.51
20050226:1107,840.88
20050226:1207,757.26
20050226:1307,638.33
20050226:1407,491.23
20050226:1507,272.45
20050226:1607,17.11
20050226:1707,0
20050226:1807,0
20050226:1907,0
20050226:2007,0
20050226:2107,0
20050226:2207,0
20050226:2307,0
20050227:0007,0
20050227:0107,0
20050227:0207,0
20050227:0307,0
20050227:0407,0
20050227:0507,18.13
20050227:0607,184.26
20050227:0707,464.26
20050227:0807,614.28
20050227:0907,730.14
20050227:1007,801.87
20050227:1107,803.35
20050227:1207,752.63
20050227:1307,645.08
20050227:1407,491.11
20050227:1507,272.47
20050227:1607,19.73
20050227:1707,0
20050227:1807,0
20050227:1907,0
20050227:2007,0
20050227:2107,0
20050227:2207,0
20050227:2307,0
20050228:0007,0
20050228:0107,0
20050228:0207,0
20050228:0307,0
20050228:0407,0
20050228:0507,20.05
20050228:0607,216.86
20050228:0707,458.93
20050228:0807,629.78
20050228:0907,763.88
20050228:1007,825.5
20050228:1107,818.18
20050228:1207,758
20050228:1307,655.22
20050228:1407,497.24
20050228:1507,274.85
20050228:1607,19.83
20050228:1707,0
20050228:1807,0
20050228:1907,0
20050228:2007,0
20050228:2107,0
20050228:2207,0
20050228:2307,0
20050301:0007,0
