time,P
20050628:1207,550.02
20050628:1307,349.64
20050628:1407,140.49
20050628:1507,107.29
20050628:1607,4.79
20050628:1707,0
20050628:1807,0
20050628:1907,0
20050628:2007,0
20050628:2107,0
20050628:2207,0
20050628:2307,0
20050629:0007,0
20050629:0107,0
20050629:0207,0
20050629:0307,0
20050629:0407,0
20050629:0507,74.87
20050629:0607,244.39
20050629:0707,420.78
20050629:0807,559.19
20050629:0907,648.59
20050629:1007,688.78
20050629:1107,679.15
20050629:1207,609.3
20050629:1307,470.33
20050629:1407,305.09
20050629:1507,82.26
20050629:1607,23.8
20050629:1707,0
20050629:1807,0
20050629:1907,0
20050629:2007,0
20050629:2107,0
20050629:2207,0
20050629:2307,0
20050630:0007,0
20050630:0107,0
20050630:0207,0
20050630:0307,0
20050630:0407,0
20050630:0507,4.63
20050630:0607,96.95
20050630:0707,202.24
20050630:0807,527.96
20050630:0907,424.84
20050630:1007,638.09
20050630:1107,108.45
20050630:1207,248.37
20050630:1307,155.02
20050630:1407,130.75
20050630:1507,163.28
20050630:1607,42.95
20050630:1707,0
20050630:1807,0
20050630:1907,0
20050630:2007,0
20050630:2107,0
20050630:2207,0
20050630:2307,0
20050701:0007,0
20050701:0107,0
20050701:0207,0
20050701:0307,0
20050701:0407,0
20050701:0507,73.2
20050701:0607,234.78
20050701:0707,411.07
20050701:0807,544.14
20050701:0907,634.05
20050701:1007,661.46
20050701:1107,653.08
20050701:1207,589
20050701:1307,448.37
20050701:1407,324.54
20050701:1507,135.62
20050701:1607,1.89
20050701:1707,0
20050701:1807,0
20050701:1907,0
20050701:2007,0
20050701:2107,0
20050701:2207,0
20050701:2307,0
20050702:0007,0
20050702:0107,0
20050702:0207,0
20050702:0307,0
20050702:0407,0
20050702:0507,65.38
20050702:0607,232.06
20050702:0707,411.55
20050702:0807,551.09
20050702:0907,645.87
20050702:1007,671.46
20050702:1107,656.78
20050702:1207,590.26
20050702:1307,466.9
20050702:1407,280.61
20050702:1507,95.51
20050702:1607,7.45
20050702:1707,0
20050702:1807,0
20050702:1907,0
20050702:2007,0
20050702:2107,0
20050702:2207,0
20050702:2307,0
20050703:0007,0
20050703:0107,0
20050703:0207,0
20050703:0307,0
20050703:0407,0
20050703:0507,65.02
20050703:0607,233.53
20050703:0707,356.51
20050703:0807,510.69
20050703:0907,583.99
20050703:1007,673.28
20050703:1107,672.57
20050703:1207,608.92
20050703:1307,493.73
20050703:1407,344.87
20050703:1507,162.35
20050703:1607,35.35
20050703:1707,0
20050703:1807,0
20050703:1907,0
20050703:2007,0
20050703:2107,0
20050703:2207,0
20050703:2307,0
20050704:0007,0
20050704:0107,0
20050704:0207,0
20050704:0307,0
20050704:0407,0
20050704:0507,36.67
20050704:0607,175.71
20050704:0707,292.3
20050704:0807,426.93
20050704:0907,420.02
20050704:1007,667.56
20050704:1107,488.95
20050704:1207,121.69
20050704:1307,364.28
20050704:1407,358.81
20050704:1507,166.93
20050704:1607,43.12
20050704:1707,0
20050704:1807,0
20050704:1907,0
20050704:2007,0
20050704:2107,0
20050704:2207,0
20050704:2307,0
20050705:0007,0
20050705:0107,0
20050705:0207,0
20050705:0307,0
20050705:0407,0
20050705:0507,42.77
20050705:0607,236.84
20050705:0707,353.17
20050705:0807,478.34
20050705:0907,593.64
20050705:1007,624.41
20050705:1107,606.37
20050705:1207,582.97
20050705:1307,473.14
20050705:1407,349.46
20050705:1507,13.37
20050705:1607,22.25
20050705:1707,0
20050705:1807,0
20050705:1907,0
20050705:2007,0
20050705:2107,0
20050705:2207,0
20050705:2307,0
20050706:0007,0
20050706:0107,0
20050706:0207,0
20050706:0307,0
20050706:0407,0
20050706:0507,45.3
20050706:0607,216.94
20050706:0707,407.08
20050706:0807,545.35
20050706:0907,633
20050706:1007,678.13
20050706:1107,677.18
20050706:1207,623.98
20050706:1307,531.62
20050706:1407,355.94
20050706:1507,165.59
20050706:1607,45.31
20050706:1707,0
20050706:1807,0
20050706:1907,0
20050706:2007,0
20050706:2107,0
20050706:2207,0
20050706:2307,0
20050707:0007,0
20050707:0107,0
20050707:0207,0
20050707:0307,0
20050707:0407,0
20050707:0507,62.69
20050707:0607,224.87
20050707:0707,398.18
20050707:0807,535.08
20050707:0907,625.43
20050707:1007,658.35
20050707:1107,658.33
20050707:1207,602.13
20050707:1307,493.88
20050707:1407,345.62
20050707:1507,171.53
20050707:1607,43.98
20050707:1707,0
20050707:1807,0
20050707:1907,0
20050707:2007,0
20050707:2107,0
20050707:2207,0
20050707:2307,0
20050708:0007,0
20050708:0107,0
20050708:0207,0
20050708:0307,0
20050708:0407,0
20050708:0507,58.84
20050708:0607,226.41
20050708:0707,387.79
20050708:0807,444.61
20050708:0907,484.89
20050708:1007,615.55
20050708:1107,664.74
20050708:1207,561.29
20050708:1307,272.45
20050708:1407,363.76
20050708:1507,169.34
20050708:1607,43.07
20050708:1707,0
20050708:1807,0
20050708:1907,0
20050708:2007,0
20050708:2107,0
20050708:2207,0
20050708:2307,0
20050709:0007,0
20050709:0107,0
20050709:0207,0
20050709:0307,0
20050709:0407,0
20050709:0507,40.52
20050709:0607,226.38
20050709:0707,411.23
20050709:0807,522.61
20050709:0907,601.15
20050709:1007,650.82
20050709:1107,669.6
20050709:1207,570.97
20050709:1307,477.17
20050709:1407,351.02
20050709:1507,166.2
20050709:1607,46.61
20050709:1707,0
20050709:1807,0
20050709:1907,0
20050709:2007,0
20050709:2107,0
20050709:2207,0
20050709:2307,0
20050710:0007,0
20050710:0107,0
20050710:0207,0
20050710:0307,0
20050710:0407,0
20050710:0507,22.87
20050710:0607,134.16
20050710:0707,227.91
20050710:0807,304.54
20050710:0907,375.2
20050710:1007,623.6
20050710:1107,532.63
20050710:1207,627.14
20050710:1307,499.53
20050710:1407,375.38
20050710:1507,178.25
20050710:1607,39.33
20050710:1707,0
20050710:1807,0
20050710:1907,0
20050710:2007,0
20050710:2107,0
20050710:2207,0
20050710:2307,0
20050711:0007,0
20050711:0107,0
20050711:0207,0
20050711:0307,0
20050711:0407,0
20050711:0507,62.79
20050711:0607,235.04
20050711:0707,418.4
20050711:0807,559.37
20050711:0907,650.93
20050711:1007,688.85
20050711:1107,686.87
20050711:1207,613.08
20050711:1307,501.5
20050711:1407,210.23
20050711:1507,175.86
20050711:1607,34.61
20050711:1707,0
20050711:1807,0
20050711:1907,0
20050711:2007,0
20050711:2107,0
20050711:2207,0
20050711:2307,0
20050712:0007,0
20050712:0107,0
20050712:0207,0
20050712:0307,0
20050712:0407,0
20050712:0507,64.21
20050712:0607,235.97
20050712:0707,421.86
20050712:0807,568.22
20050712:0907,660.23
20050712:1007,680.98
20050712:1107,593.23
20050712:1207,277.3
20050712:1307,493.07
20050712:1407,370.62
20050712:1507,170.7
20050712:1607,40.43
20050712:1707,0
20050712:1807,0
20050712:1907,0
20050712:2007,0
20050712:2107,0
20050712:2207,0
20050712:2307,0
20050713:0007,0
20050713:0107,0
20050713:0207,0
20050713:0307,0
20050713:0407,0
20050713:0507,17.26
20050713:0607,201.08
20050713:0707,393.56
20050713:0807,537.11
20050713:0907,630.93
20050713:1007,655.29
20050713:1107,481.24
20050713:1207,55.95
20050713:1307,45.61
20050713:1407,46.44
20050713:1507,78.82
20050713:1607,39.8
20050713:1707,0
20050713:1807,0
20050713:1907,0
20050713:2007,0
20050713:2107,0
20050713:2207,0
20050713:2307,0
20050714:0007,0
20050714:0107,0
20050714:0207,0
20050714:0307,0
20050714:0407,0
20050714:0507,2.55
20050714:0607,205.94
20050714:0707,387.53
20050714:0807,541.53
20050714:0907,627.65
20050714:1007,660.04
20050714:1107,657.86
20050714:1207,612.14
20050714:1307,493.8
20050714:1407,350.24
20050714:1507,165.12
20050714:1607,37.64
20050714:1707,0
20050714:1807,0
20050714:1907,0
20050714:2007,0
20050714:2107,0
20050714:2207,0
20050714:2307,0
20050715:0007,0
20050715:0107,0
20050715:0207,0
20050715:0307,0
20050715:0407,0
20050715:0507,56.23
20050715:0607,210.39
20050715:0707,381.6
20050715:0807,519
20050715:0907,612.31
20050715:1007,645.78
20050715:1107,639.92
20050715:1207,579.25
20050715:1307,479.63
20050715:1407,338.37
20050715:1507,165.61
20050715:1607,38.84
20050715:1707,0
20050715:1807,0
20050715:1907,0
20050715:2007,0
20050715:2107,0
20050715:2207,0
20050715:2307,0
20050716:0007,0
20050716:0107,0
20050716:0207,0
20050716:0307,0
20050716:0407,0
20050716:0507,32.63
20050716:0607,191.57
20050716:0707,377.44
20050716:0807,497.69
20050716:0907,604.42
20050716:1007,636.73
20050716:1107,649.49
20050716:1207,589.39
20050716:1307,486.45
20050716:1407,331.43
20050716:1507,157.21
20050716:1607,39.08
20050716:1707,0
20050716:1807,0
20050716:1907,0
20050716:2007,0
20050716:2107,0
20050716:2207,0
20050716:2307,0
20050717:0007,0
20050717:0107,0
20050717:0207,0
20050717:0307,0
20050717:0407,0
20050717:0507,15.04
20050717:0607,181.11
20050717:0707,358.07
20050717:0807,515.17
20050717:0907,619.06
20050717:1007,668
20050717:1107,592.78
20050717:1207,618.86
20050717:1307,520.19
20050717:1407,365.84
20050717:1507,170.96
20050717:1607,38.69
20050717:1707,0
20050717:1807,0
20050717:1907,0
20050717:2007,0
20050717:2107,0
20050717:2207,0
20050717:2307,0
20050718:0007,0
20050718:0107,0
20050718:0207,0
20050718:0307,0
20050718:0407,0
20050718:0507,50.62
20050718:0607,130.39
20050718:0707,395.83
20050718:0807,540.01
20050718:0907,628.32
20050718:1007,662.49
20050718:1107,657.91
20050718:1207,589.33
20050718:1307,460.85
20050718:1407,343.19
20050718:1507,121.6
20050718:1607,40.34
20050718:1707,0
20050718:1807,0
20050718:1907,0
20050718:2007,0
20050718:2107,0
20050718:2207,0
20050718:2307,0
20050719:0007,0
20050719:0107,0
20050719:0207,0
20050719:0307,0
20050719:0407,0
20050719:0507,55.1
20050719:0607,213.41
20050719:0707,389.51
20050719:0807,523.63
20050719:0907,605.81
20050719:1007,632.96
20050719:1107,628.07
20050719:1207,573.85
20050719:1307,467.04
20050719:1407,337.54
20050719:1507,169.2
20050719:1607,39.23
20050719:1707,0
20050719:1807,0
20050719:1907,0
20050719:2007,0
20050719:2107,0
20050719:2207,0
20050719:2307,0
20050720:0007,0
20050720:0107,0
20050720:0207,0
20050720:0307,0
20050720:0407,0
20050720:0507,55.99
20050720:0607,213.36
20050720:0707,388.26
20050720:0807,523.24
20050720:0907,607.26
20050720:1007,646.25
20050720:1107,648.57
20050720:1207,596.83
20050720:1307,483.93
20050720:1407,348.81
20050720:1507,164.01
20050720:1607,37.76
20050720:1707,0
20050720:1807,0
20050720:1907,0
20050720:2007,0
20050720:2107,0
20050720:2207,0
20050720:2307,0
20050721:0007,0
20050721:0107,0
20050721:0207,0
20050721:0307,0
20050721:0407,0
20050721:0507,48.64
20050721:0607,206.68
20050721:0707,375.81
20050721:0807,515.21
20050721:0907,626.11
20050721:1007,661.07
20050721:1107,673.69
20050721:1207,474.83
20050721:1307,502.49
20050721:1407,350.67
20050721:1507,138.66
20050721:1607,33.34
20050721:1707,0
20050721:1807,0
20050721:1907,0
20050721:2007,0
20050721:2107,0
20050721:2207,0
20050721:2307,0
20050722:0007,0
20050722:0107,0
20050722:0207,0
20050722:0307,0
20050722:0407,0
20050722:0507,10.51
20050722:0607,196.03
20050722:0707,342.88
20050722:0807,479.38
20050722:0907,592.87
20050722:1007,704.3
20050722:1107,655.12
20050722:1207,608.36
20050722:1307,492.79
20050722:1407,366.42
20050722:1507,173.93
20050722:1607,31.67
20050722:1707,0
20050722:1807,0
20050722:1907,0
20050722:2007,0
20050722:2107,0
20050722:2207,0
20050722:2307,0
20050723:0007,0
20050723:0107,0
20050723:0207,0
20050723:0307,0
20050723:0407,0
20050723:0507,54.57
20050723:0607,208.39
20050723:0707,388.4
20050723:0807,521.75
20050723:0907,537.61
20050723:1007,661.6
20050723:1107,662.64
20050723:1207,604.07
20050723:1307,496.05
20050723:1407,354.66
20050723:1507,165.37
20050723:1607,37.42
20050723:1707,0
20050723:1807,0
20050723:1907,0
20050723:2007,0
20050723:2107,0
20050723:2207,0
20050723:2307,0
20050724:0007,0
20050724:0107,0
20050724:0207,0
20050724:0307,0
20050724:0407,0
20050724:0507,49.88
20050724:0607,209.6
20050724:0707,390.95
20050724:0807,530.81
20050724:0907,627.07
20050724:1007,660.59
20050724:1107,661.08
20050724:1207,613.83
20050724:1307,497.29
20050724:1407,354.69
20050724:1507,163.52
20050724:1607,38.03
20050724:1707,0
20050724:1807,0
20050724:1907,0
20050724:2007,0
20050724:2107,0
20050724:2207,0
20050724:2307,0
20050725:0007,0
20050725:0107,0
20050725:0207,0
20050725:0307,0
20050725:0407,0
20050725:0507,21.13
20050725:0607,31.76
20050725:0707,92.57
20050725:0807,307.25
20050725:0907,368.98
20050725:1007,431.74
20050725:1107,668.42
20050725:1207,614.26
20050725:1307,511.65
20050725:1407,323.21
20050725:1507,118.08
20050725:1607,34.64
20050725:1707,0
20050725:1807,0
20050725:1907,0
20050725:2007,0
20050725:2107,0
20050725:2207,0
20050725:2307,0
20050726:0007,0
20050726:0107,0
20050726:0207,0
20050726:0307,0
20050726:0407,0
20050726:0507,4.05
20050726:0607,135.06
20050726:0707,398.09
20050726:0807,508.23
20050726:0907,629.09
20050726:1007,674.25
20050726:1107,680.48
20050726:1207,623.02
20050726:1307,494.87
20050726:1407,360.35
20050726:1507,177.93
20050726:1607,37.51
20050726:1707,0
20050726:1807,0
20050726:1907,0
20050726:2007,0
20050726:2107,0
20050726:2207,0
20050726:2307,0
20050727:0007,0
20050727:0107,0
20050727:0207,0
20050727:0307,0
20050727:0407,0
20050727:0507,57.33
20050727:0607,169.24
20050727:0707,353.51
20050727:0807,562.82
20050727:0907,632.04
20050727:1007,661.59
20050727:1107,611.77
20050727:1207,601.52
20050727:1307,491.31
20050727:1407,359.29
20050727:1507,171.62
20050727:1607,38.63
20050727:1707,0
20050727:1807,0
20050727:1907,0
20050727:2007,0
20050727:2107,0
20050727:2207,0
20050727:2307,0
20050728:0007,0
20050728:0107,0
20050728:0207,0
20050728:0307,0
20050728:0407,0
20050728:0507,8.65
20050728:0607,198.25
20050728:0707,313.36
20050728:0807,108.69
20050728:0907,183.68
20050728:1007,124.08
20050728:1107,173.62
20050728:1207,520.82
20050728:1307,504.72
20050728:1407,270.61
20050728:1507,174.61
20050728:1607,37.53
20050728:1707,0
20050728:1807,0
20050728:1907,0
20050728:2007,0
20050728:2107,0
20050728:2207,0
20050728:2307,0
20050729:0007,0
20050729:0107,0
20050729:0207,0
20050729:0307,0
20050729:0407,0
20050729:0507,26.22
20050729:0607,114.25
20050729:0707,417.66
20050729:0807,519.87
20050729:0907,654.67
20050729:1007,534.37
20050729:1107,585.56
20050729:1207,216.71
20050729:1307,498.5
20050729:1407,360.29
20050729:1507,164.05
20050729:1607,37.54
20050729:1707,0
20050729:1807,0
20050729:1907,0
20050729:2007,0
20050729:2107,0
20050729:2207,0
20050729:2307,0
20050730:0007,0
20050730:0107,0
20050730:0207,0
20050730:0307,0
20050730:0407,0
20050730:0507,58.78
20050730:0607,91.65
20050730:0707,362.03
20050730:0807,513.63
20050730:0907,622.25
20050730:1007,684.63
20050730:1107,699.14
20050730:1207,647.46
20050730:1307,518.18
20050730:1407,369.8
20050730:1507,173.7
20050730:1607,37.3
20050730:1707,0
20050730:1807,0
20050730:1907,0
20050730:2007,0
20050730:2107,0
20050730:2207,0
20050730:2307,0
20050731:0007,0
20050731:0107,0
20050731:0207,0
20050731:0307,0
20050731:0407,0
20050731:0507,68.5
20050731:0607,204.93
20050731:0707,356.64
20050731:0807,506.64
20050731:0907,602.76
20050731:1007,626.35
20050731:1107,612.51
20050731:1207,561.52
20050731:1307,450.56
20050731:1407,278.68
20050731:1507,119.81
20050731:1607,16.27
20050731:1707,0
20050731:1807,0
20050731:1907,0
20050731:2007,0
20050731:2107,0
20050731:2207,0
20050731:2307,0
20050801:0007,0
20050801:0107,0
20050801:0207,0
20050801:0307,0
20050801:0407,0
20050801:0507,6.88
20050801:0607,144.96
20050801:0707,422.51
20050801:0807,548.27
20050801:0907,664.69
20050801:1007,702.35
20050801:1107,706.02
20050801:1207,652.54
20050801:1307,555.45
20050801:1407,390.07
20050801:1507,189.2
20050801:1607,38.59
20050801:1707,0
20050801:1807,0
20050801:1907,0
20050801:2007,0
20050801:2107,0
20050801:2207,0
20050801:2307,0
20050802:0007,0
20050802:0107,0
20050802:0207,0
20050802:0307,0
20050802:0407,0
20050802:0507,56.09
20050802:0607,218.23
20050802:0707,401.49
20050802:0807,544.45
20050802:0907,646.49
20050802:1007,697.28
20050802:1107,694.81
20050802:1207,642.43
20050802:1307,535.8
20050802:1407,373.25
20050802:1507,180.91
20050802:1607,37.35
20050802:1707,0
20050802:1807,0
20050802:1907,0
20050802:2007,0
20050802:2107,0
20050802:2207,0
20050802:2307,0
20050803:0007,0
20050803:0107,0
20050803:0207,0
20050803:0307,0
20050803:0407,0
20050803:0507,24.16
20050803:0607,156.08
20050803:0707,393.18
20050803:0807,575.02
20050803:0907,648.72
20050803:1007,698.26
20050803:1107,619.82
20050803:1207,448.51
20050803:1307,300.04
20050803:1407,82.89
20050803:1507,12.61
20050803:1607,29.98
20050803:1707,0
20050803:1807,0
20050803:1907,0
20050803:2007,0
20050803:2107,0
20050803:2207,0
20050803:2307,0
20050804:0007,0
20050804:0107,0
20050804:0207,0
20050804:0307,0
20050804:0407,0
20050804:0507,41.76
20050804:0607,166.8
20050804:0707,262.28
20050804:0807,365.39
20050804:0907,655.95
20050804:1007,709.09
20050804:1107,712.75
20050804:1207,643.61
20050804:1307,538.5
20050804:1407,386.17
20050804:1507,190.29
20050804:1607,32.03
20050804:1707,0
20050804:1807,0
20050804:1907,0
20050804:2007,0
20050804:2107,0
20050804:2207,0
20050804:2307,0
20050805:0007,0
20050805:0107,0
20050805:0207,0
20050805:0307,0
20050805:0407,0
20050805:0507,47.28
20050805:0607,140.05
20050805:0707,401.49
20050805:0807,547.07
20050805:0907,663.58
20050805:1007,697.56
20050805:1107,693.87
20050805:1207,649.67
20050805:1307,522.14
20050805:1407,368.22
20050805:1507,69.77
20050805:1607,32.22
20050805:1707,0
20050805:1807,0
20050805:1907,0
20050805:2007,0
20050805:2107,0
20050805:2207,0
20050805:2307,0
20050806:0007,0
20050806:0107,0
20050806:0207,0
20050806:0307,0
20050806:0407,0
20050806:0507,61.06
20050806:0607,223.04
20050806:0707,394.67
20050806:0807,566.2
20050806:0907,540.39
20050806:1007,636.06
20050806:1107,660.08
20050806:1207,448.43
20050806:1307,281.9
20050806:1407,156.06
20050806:1507,85.14
20050806:1607,23.02
20050806:1707,0
20050806:1807,0
20050806:1907,0
20050806:2007,0
20050806:2107,0
20050806:2207,0
20050806:2307,0
20050807:0007,0
20050807:0107,0
20050807:0207,0
20050807:0307,0
20050807:0407,0
20050807:0507,40.65
20050807:0607,228.2
20050807:0707,405.16
20050807:0807,547.79
20050807:0907,655.5
20050807:1007,694.56
20050807:1107,696.31
20050807:1207,592.91
20050807:1307,507.5
20050807:1407,368.69
20050807:1507,79.45
20050807:1607,17.2
20050807:1707,0
20050807:1807,0
20050807:1907,0
20050807:2007,0
20050807:2107,0
20050807:2207,0
20050807:2307,0
20050808:0007,0
20050808:0107,0
20050808:0207,0
20050808:0307,0
20050808:0407,0
20050808:0507,43.62
20050808:0607,240.5
20050808:0707,386.18
20050808:0807,545.39
20050808:0907,619.49
20050808:1007,522.56
20050808:1107,473.84
20050808:1207,603.9
20050808:1307,538.14
20050808:1407,330.02
20050808:1507,12.82
20050808:1607,9.12
20050808:1707,0
20050808:1807,0
20050808:1907,0
20050808:2007,0
20050808:2107,0
20050808:2207,0
20050808:2307,0
20050809:0007,0
20050809:0107,0
20050809:0207,0
20050809:0307,0
20050809:0407,0
20050809:0507,33.71
20050809:0607,32.15
20050809:0707,232.28
20050809:0807,83.86
20050809:0907,593.81
20050809:1007,643.24
20050809:1107,639.2
20050809:1207,425.89
20050809:1307,223.85
20050809:1407,80.79
20050809:1507,29.64
20050809:1607,16.06
20050809:1707,0
20050809:1807,0
20050809:1907,0
20050809:2007,0
20050809:2107,0
20050809:2207,0
20050809:2307,0
20050810:0007,0
20050810:0107,0
20050810:0207,0
20050810:0307,0
20050810:0407,0
20050810:0507,2.06
20050810:0607,89.89
20050810:0707,338.77
20050810:0807,552.01
20050810:0907,324.37
20050810:1007,496.05
20050810:1107,318.58
20050810:1207,326.4
20050810:1307,141.24
20050810:1407,297.07
20050810:1507,128.73
20050810:1607,27.42
20050810:1707,0
20050810:1807,0
20050810:1907,0
20050810:2007,0
20050810:2107,0
20050810:2207,0
20050810:2307,0
20050811:0007,0
20050811:0107,0
20050811:0207,0
20050811:0307,0
20050811:0407,0
20050811:0507,17.8
20050811:0607,66.17
20050811:0707,159.77
20050811:0807,410.83
20050811:0907,589.18
20050811:1007,661.62
20050811:1107,598.4
20050811:1207,389.42
20050811:1307,491.96
20050811:1407,387.86
20050811:1507,189.78
20050811:1607,30.08
20050811:1707,0
20050811:1807,0
20050811:1907,0
20050811:2007,0
20050811:2107,0
20050811:2207,0
20050811:2307,0
20050812:0007,0
20050812:0107,0
20050812:0207,0
20050812:0307,0
20050812:0407,0
20050812:0507,13.84
20050812:0607,205.33
20050812:0707,386.87
20050812:0807,559.71
20050812:0907,660.85
20050812:1007,629.6
20050812:1107,635.61
20050812:1207,88.4
20050812:1307,39.56
20050812:1407,114.68
20050812:1507,70.2
20050812:1607,16.95
20050812:1707,0
20050812:1807,0
20050812:1907,0
20050812:2007,0
20050812:2107,0
20050812:2207,0
20050812:2307,0
20050813:0007,0
20050813:0107,0
20050813:0207,0
20050813:0307,0
20050813:0407,0
20050813:0507,6.35
20050813:0607,51.16
20050813:0707,430.08
20050813:0807,583.86
20050813:0907,660.26
20050813:1007,744.19
20050813:1107,665.18
20050813:1207,637.56
20050813:1307,561.4
20050813:1407,382.68
20050813:1507,185.65
20050813:1607,30.07
20050813:1707,0
20050813:1807,0
20050813:1907,0
20050813:2007,0
20050813:2107,0
20050813:2207,0
20050813:2307,0
20050814:0007,0
20050814:0107,0
20050814:0207,0
20050814:0307,0
20050814:0407,0
20050814:0507,61.56
20050814:0607,163.21
20050814:0707,331.87
20050814:0807,549.64
20050814:0907,643.34
20050814:1007,715.81
20050814:1107,673.58
20050814:1207,464.89
20050814:1307,516.97
20050814:1407,327.02
20050814:1507,184.86
20050814:1607,28.49
20050814:1707,0
20050814:1807,0
20050814:1907,0
20050814:2007,0
20050814:2107,0
20050814:2207,0
20050814:2307,0
20050815:0007,0
20050815:0107,0
20050815:0207,0
20050815:0307,0
20050815:0407,0
20050815:0507,64.83
20050815:0607,134.57
20050815:0707,435.36
20050815:0807,551.69
20050815:0907,660.21
20050815:1007,706.99
20050815:1107,692.39
20050815:1207,436.46
20050815:1307,378.17
20050815:1407,307.45
20050815:1507,148.36
20050815:1607,20.92
20050815:1707,0
20050815:1807,0
20050815:1907,0
20050815:2007,0
20050815:2107,0
20050815:2207,0
20050815:2307,0
20050816:0007,0
20050816:0107,0
20050816:0207,0
20050816:0307,0
20050816:0407,0
20050816:0507,2.06
20050816:0607,13.77
20050816:0707,76.75
20050816:0807,298.23
20050816:0907,358.71
20050816:1007,565.94
20050816:1107,485.33
20050816:1207,82.67
20050816:1307,59.33
20050816:1407,168.25
20050816:1507,89.57
20050816:1607,22.9
20050816:1707,0
20050816:1807,0
20050816:1907,0
20050816:2007,0
20050816:2107,0
20050816:2207,0
20050816:2307,0
20050817:0007,0
20050817:0107,0
20050817:0207,0
20050817:0307,0
20050817:0407,0
20050817:0507,4.61
20050817:0607,140
20050817:0707,294.3
20050817:0807,390.35
20050817:0907,674.36
20050817:1007,705.44
20050817:1107,694.37
20050817:1207,624.06
20050817:1307,517.42
20050817:1407,374.09
20050817:1507,188.62
20050817:1607,26.72
20050817:1707,0
20050817:1807,0
20050817:1907,0
20050817:2007,0
20050817:2107,0
20050817:2207,0
20050817:2307,0
20050818:0007,0
20050818:0107,0
20050818:0207,0
20050818:0307,0
20050818:0407,0
20050818:0507,58.51
20050818:0607,178.16
20050818:0707,295.73
20050818:0807,556.82
20050818:0907,664.86
20050818:1007,685.68
20050818:1107,689.85
20050818:1207,627.65
20050818:1307,527.73
20050818:1407,371
20050818:1507,183.11
20050818:1607,26.29
20050818:1707,0
20050818:1807,0
20050818:1907,0
20050818:2007,0
20050818:2107,0
20050818:2207,0
20050818:2307,0
20050819:0007,0
20050819:0107,0
20050819:0207,0
20050819:0307,0
20050819:0407,0
20050819:0507,60.87
20050819:0607,146.1
20050819:0707,405.73
20050819:0807,551.11
20050819:0907,656.83
20050819:1007,696.28
20050819:1107,682.16
20050819:1207,379.3
20050819:1307,519.99
20050819:1407,364.7
20050819:1507,174.65
20050819:1607,12.63
20050819:1707,0
20050819:1807,0
20050819:1907,0
20050819:2007,0
20050819:2107,0
20050819:2207,0
20050819:2307,0
20050820:0007,0
20050820:0107,0
20050820:0207,0
20050820:0307,0
20050820:0407,0
20050820:0507,53.43
20050820:0607,221.95
20050820:0707,325.33
20050820:0807,546.4
20050820:0907,660.03
20050820:1007,703.07
20050820:1107,694.57
20050820:1207,624.79
20050820:1307,527.69
20050820:1407,371.12
20050820:1507,177.1
20050820:1607,25.14
20050820:1707,0
20050820:1807,0
20050820:1907,0
20050820:2007,0
20050820:2107,0
20050820:2207,0
20050820:2307,0
20050821:0007,0
20050821:0107,0
20050821:0207,0
20050821:0307,0
20050821:0407,0
20050821:0507,56.08
20050821:0607,237.11
20050821:0707,420.99
20050821:0807,570.27
20050821:0907,666.97
20050821:1007,713.51
20050821:1107,709.61
20050821:1207,645.21
20050821:1307,539.56
20050821:1407,377.44
20050821:1507,180.93
20050821:1607,23.29
20050821:1707,0
20050821:1807,0
20050821:1907,0
20050821:2007,0
20050821:2107,0
20050821:2207,0
20050821:2307,0
20050822:0007,0
20050822:0107,0
20050822:0207,0
20050822:0307,0
20050822:0407,0
20050822:0507,59.59
20050822:0607,233.45
20050822:0707,398.43
20050822:0807,559.57
20050822:0907,666.85
20050822:1007,704.15
20050822:1107,700.44
20050822:1207,627.31
20050822:1307,505.58
20050822:1407,374.51
20050822:1507,189.67
20050822:1607,24.38
20050822:1707,0
20050822:1807,0
20050822:1907,0
20050822:2007,0
20050822:2107,0
20050822:2207,0
20050822:2307,0
20050823:0007,0
20050823:0107,0
20050823:0207,0
20050823:0307,0
20050823:0407,0
20050823:0507,5.7
20050823:0607,26.78
20050823:0707,27.92
20050823:0807,158.08
20050823:0907,450.85
20050823:1007,356.38
20050823:1107,65.19
20050823:1207,514.97
20050823:1307,511.4
20050823:1407,227.69
20050823:1507,164.84
20050823:1607,20.51
20050823:1707,0
20050823:1807,0
20050823:1907,0
20050823:2007,0
20050823:2107,0
20050823:2207,0
20050823:2307,0
20050824:0007,0
20050824:0107,0
20050824:0207,0
20050824:0307,0
20050824:0407,0
20050824:0507,66.12
20050824:0607,213.59
20050824:0707,337.63
20050824:0807,574.28
20050824:0907,668.67
20050824:1007,704.27
20050824:1107,695.28
20050824:1207,622.67
20050824:1307,523.06
20050824:1407,375.53
20050824:1507,181.6
20050824:1607,22.65
20050824:1707,0
20050824:1807,0
20050824:1907,0
20050824:2007,0
20050824:2107,0
20050824:2207,0
20050824:2307,0
20050825:0007,0
20050825:0107,0
20050825:0207,0
20050825:0307,0
20050825:0407,0
20050825:0507,64.28
20050825:0607,246.48
20050825:0707,430.71
20050825:0807,543.42
20050825:0907,663.84
20050825:1007,702.93
20050825:1107,687.52
20050825:1207,615.22
20050825:1307,522.55
20050825:1407,368.32
20050825:1507,178.49
20050825:1607,22.26
20050825:1707,0
20050825:1807,0
20050825:1907,0
