time,P
20060830:0007,0
20060830:0107,0
20060830:0207,0
20060830:0307,0
20060830:0407,2.92
20060830:0507,126.44
20060830:0607,335.59
20060830:0707,311.03
20060830:0807,644.02
20060830:0907,735.49
20060830:1007,756.65
20060830:1107,721.67
20060830:1207,632.64
20060830:1307,495.77
20060830:1407,315.79
20060830:1507,96.94
20060830:1607,0
20060830:1707,0
20060830:1807,0
20060830:1907,0
20060830:2007,0
20060830:2107,0
20060830:2207,0
20060830:2307,0
20060831:0007,0
20060831:0107,0
20060831:0207,0
20060831:0307,0
20060831:0407,0.31
20060831:0507,117.39
20060831:0607,328.32
20060831:0707,519.64
20060831:0807,653.84
20060831:0907,732.4
20060831:1007,669.16
20060831:1107,718.61
20060831:1207,629.14
20060831:1307,493.95
20060831:1407,310.43
20060831:1507,100.16
20060831:1607,0
20060831:1707,0
20060831:1807,0
20060831:1907,0
20060831:2007,0
20060831:2107,0
20060831:2207,0
20060831:2307,0
20060901:0007,0
20060901:0107,0
20060901:0207,0
20060901:0307,0
20060901:0407,0
20060901:0507,102.84
20060901:0607,292.09
20060901:0707,471.59
20060901:0807,578.47
20060901:0907,665.18
20060901:1007,683.2
20060901:1107,667.54
20060901:1207,593.05
20060901:1307,464.96
20060901:1407,305.28
20060901:1507,112.1
20060901:1607,0
20060901:1707,0
20060901:1807,0
20060901:1907,0
20060901:2007,0
20060901:2107,0
20060901:2207,0
20060901:2307,0
20060902:0007,0
20060902:0107,0
20060902:0207,0
20060902:0307,0
20060902:0407,0
20060902:0507,20.4
20060902:0607,32.38
20060902:0707,203.51
20060902:0807,321.38
20060902:0907,94.32
20060902:1007,227.3
20060902:1107,452.42
20060902:1207,529.47
20060902:1307,284.42
20060902:1407,109.51
20060902:1507,61.36
20060902:1607,0
20060902:1707,0
20060902:1807,0
20060902:1907,0
20060902:2007,0
20060902:2107,0
20060902:2207,0
20060902:2307,0
20060903:0007,0
20060903:0107,0
20060903:0207,0
20060903:0307,0
20060903:0407,1.09
20060903:0507,9.89
20060903:0607,82.56
20060903:0707,307.07
20060903:0807,368.28
20060903:0907,593.32
20060903:1007,619.29
20060903:1107,657.87
20060903:1207,594.03
20060903:1307,491.7
20060903:1407,273.13
20060903:1507,111.41
20060903:1607,0
20060903:1707,0
20060903:1807,0
20060903:1907,0
20060903:2007,0
20060903:2107,0
20060903:2207,0
20060903:2307,0
20060904:0007,0
20060904:0107,0
20060904:0207,0
20060904:0307,0
20060904:0407,2.43
20060904:0507,113.66
20060904:0607,345.43
20060904:0707,519.75
20060904:0807,643.28
20060904:0907,688.65
20060904:1007,666.15
20060904:1107,704.17
20060904:1207,625.82
20060904:1307,492.47
20060904:1407,315.93
20060904:1507,118.71
20060904:1607,0
20060904:1707,0
20060904:1807,0
20060904:1907,0
20060904:2007,0
20060904:2107,0
20060904:2207,0
20060904:2307,0
20060905:0007,0
20060905:0107,0
20060905:0207,0
20060905:0307,0
20060905:0407,2.92
20060905:0507,38.63
20060905:0607,333.7
20060905:0707,510.55
20060905:0807,652.42
20060905:0907,556.71
20060905:1007,612.45
20060905:1107,667.67
20060905:1207,602.1
20060905:1307,446.26
20060905:1407,307.93
20060905:1507,90.98
20060905:1607,0
20060905:1707,0
20060905:1807,0
20060905:1907,0
20060905:2007,0
20060905:2107,0
20060905:2207,0
20060905:2307,0
20060906:0007,0
20060906:0107,0
20060906:0207,0
20060906:0307,0
20060906:0407,0
20060906:0507,37.28
20060906:0607,40.12
20060906:0707,141.41
20060906:0807,140.86
20060906:0907,636.04
20060906:1007,638.74
20060906:1107,677.62
20060906:1207,603.33
20060906:1307,312.24
20060906:1407,223.92
20060906:1507,100.01
20060906:1607,0
20060906:1707,0
20060906:1807,0
20060906:1907,0
20060906:2007,0
20060906:2107,0
20060906:2207,0
20060906:2307,0
20060907:0007,0
20060907:0107,0
20060907:0207,0
20060907:0307,0
20060907:0407,1.59
20060907:0507,6.25
20060907:0607,82.96
20060907:0707,472.77
20060907:0807,485.73
20060907:0907,720.98
20060907:1007,755.78
20060907:1107,685.8
20060907:1207,644.1
20060907:1307,144.81
20060907:1407,255.58
20060907:1507,100.39
20060907:1607,0
20060907:1707,0
20060907:1807,0
20060907:1907,0
20060907:2007,0
20060907:2107,0
20060907:2207,0
20060907:2307,0
20060908:0007,0
20060908:0107,0
20060908:0207,0
20060908:0307,0
20060908:0407,0.36
20060908:0507,131.3
20060908:0607,316.14
20060908:0707,522.5
20060908:0807,647.77
20060908:0907,716.04
20060908:1007,733.1
20060908:1107,696.89
20060908:1207,615.42
20060908:1307,477.99
20060908:1407,304.46
20060908:1507,104.9
20060908:1607,0
20060908:1707,0
20060908:1807,0
20060908:1907,0
20060908:2007,0
20060908:2107,0
20060908:2207,0
20060908:2307,0
20060909:0007,0
20060909:0107,0
20060909:0207,0
20060909:0307,0
20060909:0407,1.59
20060909:0507,109.85
20060909:0607,334.69
20060909:0707,508.23
20060909:0807,639.45
20060909:0907,710.11
20060909:1007,715.37
20060909:1107,600.25
20060909:1207,456.26
20060909:1307,385.81
20060909:1407,101.84
20060909:1507,83.45
20060909:1607,0
20060909:1707,0
20060909:1807,0
20060909:1907,0
20060909:2007,0
20060909:2107,0
20060909:2207,0
20060909:2307,0
20060910:0007,0
20060910:0107,0
20060910:0207,0
20060910:0307,0
20060910:0407,0
20060910:0507,100.43
20060910:0607,291.31
20060910:0707,511.09
20060910:0807,644.4
20060910:0907,723.39
20060910:1007,753.7
20060910:1107,708.92
20060910:1207,605.56
20060910:1307,475.86
20060910:1407,287.68
20060910:1507,97.18
20060910:1607,0
20060910:1707,0
20060910:1807,0
20060910:1907,0
20060910:2007,0
20060910:2107,0
20060910:2207,0
20060910:2307,0
20060911:0007,0
20060911:0107,0
20060911:0207,0
20060911:0307,0
20060911:0407,2.82
20060911:0507,139.61
20060911:0607,362.2
20060911:0707,315.07
20060911:0807,500.88
20060911:0907,617.33
20060911:1007,715.26
20060911:1107,706.85
20060911:1207,602.63
20060911:1307,473.28
20060911:1407,270.61
20060911:1507,81.62
20060911:1607,0
20060911:1707,0
20060911:1807,0
20060911:1907,0
20060911:2007,0
20060911:2107,0
20060911:2207,0
20060911:2307,0
20060912:0007,0
20060912:0107,0
20060912:0207,0
20060912:0307,0
20060912:0407,0
20060912:0507,132.64
20060912:0607,349.36
20060912:0707,540.35
20060912:0807,670.56
20060912:0907,750.61
20060912:1007,774.77
20060912:1107,737.83
20060912:1207,649.17
20060912:1307,500.34
20060912:1407,309.15
20060912:1507,99.89
20060912:1607,0
20060912:1707,0
20060912:1807,0
20060912:1907,0
20060912:2007,0
20060912:2107,0
20060912:2207,0
20060912:2307,0
20060913:0007,0
20060913:0107,0
20060913:0207,0
20060913:0307,0
20060913:0407,0.02
20060913:0507,122.08
20060913:0607,318.12
20060913:0707,531.13
20060913:0807,647.66
20060913:0907,720.67
20060913:1007,743.85
20060913:1107,708.93
20060913:1207,621.77
20060913:1307,478.85
20060913:1407,286.69
20060913:1507,38.82
20060913:1607,0
20060913:1707,0
20060913:1807,0
20060913:1907,0
20060913:2007,0
20060913:2107,0
20060913:2207,0
20060913:2307,0
20060914:0007,0
20060914:0107,0
20060914:0207,0
20060914:0307,0
20060914:0407,1.98
20060914:0507,126.15
20060914:0607,20.39
20060914:0707,408.44
20060914:0807,556.92
20060914:0907,374.98
20060914:1007,580.08
20060914:1107,697.5
20060914:1207,583.89
20060914:1307,461.22
20060914:1407,296.04
20060914:1507,97.06
20060914:1607,0
20060914:1707,0
20060914:1807,0
20060914:1907,0
20060914:2007,0
20060914:2107,0
20060914:2207,0
20060914:2307,0
20060915:0007,0
20060915:0107,0
20060915:0207,0
20060915:0307,0
20060915:0407,0
20060915:0507,58.32
20060915:0607,348.68
20060915:0707,538.61
20060915:0807,665.1
20060915:0907,740.52
20060915:1007,764.11
20060915:1107,738.51
20060915:1207,646.38
20060915:1307,488.96
20060915:1407,298.83
20060915:1507,87.37
20060915:1607,0
20060915:1707,0
20060915:1807,0
20060915:1907,0
20060915:2007,0
20060915:2107,0
20060915:2207,0
20060915:2307,0
20060916:0007,0
20060916:0107,0
20060916:0207,0
20060916:0307,0
20060916:0407,0
20060916:0507,122.81
20060916:0607,331.52
20060916:0707,504.52
20060916:0807,646.79
20060916:0907,708.48
20060916:1007,731.16
20060916:1107,439.5
20060916:1207,306.41
20060916:1307,357.12
20060916:1407,260.02
20060916:1507,89.68
20060916:1607,0
20060916:1707,0
20060916:1807,0
20060916:1907,0
20060916:2007,0
20060916:2107,0
20060916:2207,0
20060916:2307,0
20060917:0007,0
20060917:0107,0
20060917:0207,0
20060917:0307,0
20060917:0407,1.15
20060917:0507,106.41
20060917:0607,292.86
20060917:0707,493.86
20060917:0807,476.05
20060917:0907,622.04
20060917:1007,660.63
20060917:1107,662.96
20060917:1207,530.43
20060917:1307,366.15
20060917:1407,91.89
20060917:1507,20.07
20060917:1607,0
20060917:1707,0
20060917:1807,0
20060917:1907,0
20060917:2007,0
20060917:2107,0
20060917:2207,0
20060917:2307,0
20060918:0007,0
20060918:0107,0
20060918:0207,0
20060918:0307,0
20060918:0407,0
20060918:0507,101.83
20060918:0607,346.85
20060918:0707,535.12
20060918:0807,661.75
20060918:0907,727.43
20060918:1007,755.87
20060918:1107,720.18
20060918:1207,623.73
20060918:1307,479.7
20060918:1407,285.13
20060918:1507,88.52
20060918:1607,0
20060918:1707,0
20060918:1807,0
20060918:1907,0
20060918:2007,0
20060918:2107,0
20060918:2207,0
20060918:2307,0
20060919:0007,0
20060919:0107,0
20060919:0207,0
20060919:0307,0
20060919:0407,1.55
20060919:0507,141.44
20060919:0607,354.15
20060919:0707,534.22
20060919:0807,648.34
20060919:0907,713.62
20060919:1007,734.02
20060919:1107,619.78
20060919:1207,483.84
20060919:1307,459.17
20060919:1407,206.01
20060919:1507,68.17
20060919:1607,0
20060919:1707,0
20060919:1807,0
20060919:1907,0
20060919:2007,0
20060919:2107,0
20060919:2207,0
20060919:2307,0
20060920:0007,0
20060920:0107,0
20060920:0207,0
20060920:0307,0
20060920:0407,0.74
20060920:0507,137.95
20060920:0607,337.88
20060920:0707,505.66
20060920:0807,639.03
20060920:0907,568.36
20060920:1007,713.41
20060920:1107,611.68
20060920:1207,528.81
20060920:1307,426.43
20060920:1407,274.47
20060920:1507,83.62
20060920:1607,0
20060920:1707,0
20060920:1807,0
20060920:1907,0
20060920:2007,0
20060920:2107,0
20060920:2207,0
20060920:2307,0
20060921:0007,0
20060921:0107,0
20060921:0207,0
20060921:0307,0
20060921:0407,2.95
20060921:0507,127.17
20060921:0607,339.32
20060921:0707,507.35
20060921:0807,625.29
20060921:0907,684.16
20060921:1007,720.82
20060921:1107,691.4
20060921:1207,613.39
20060921:1307,468.66
20060921:1407,283.42
20060921:1507,79.77
20060921:1607,0
20060921:1707,0
20060921:1807,0
20060921:1907,0
20060921:2007,0
20060921:2107,0
20060921:2207,0
20060921:2307,0
20060922:0007,0
20060922:0107,0
20060922:0207,0
20060922:0307,0
20060922:0407,1.59
20060922:0507,119.88
20060922:0607,324.12
20060922:0707,495.65
20060922:0807,599.88
20060922:0907,664.61
20060922:1007,691.49
20060922:1107,656.68
20060922:1207,576.49
20060922:1307,443.54
20060922:1407,265.4
20060922:1507,73.15
20060922:1607,0
20060922:1707,0
20060922:1807,0
20060922:1907,0
20060922:2007,0
20060922:2107,0
20060922:2207,0
20060922:2307,0
20060923:0007,0
20060923:0107,0
20060923:0207,0
20060923:0307,0
20060923:0407,1.61
20060923:0507,137.69
20060923:0607,353.42
20060923:0707,533.2
20060923:0807,648.9
20060923:0907,705.88
20060923:1007,724.57
20060923:1107,682.06
20060923:1207,586.82
20060923:1307,448.45
20060923:1407,225.61
20060923:1507,69.26
20060923:1607,0
20060923:1707,0
20060923:1807,0
20060923:1907,0
20060923:2007,0
20060923:2107,0
20060923:2207,0
20060923:2307,0
20060924:0007,0
20060924:0107,0
20060924:0207,0
20060924:0307,0
20060924:0407,1.16
20060924:0507,134.56
20060924:0607,352.69
20060924:0707,518.02
20060924:0807,636.66
20060924:0907,658.9
20060924:1007,718.6
20060924:1107,675.95
20060924:1207,577.03
20060924:1307,448.23
20060924:1407,269.55
20060924:1507,61.31
20060924:1607,0
20060924:1707,0
20060924:1807,0
20060924:1907,0
20060924:2007,0
20060924:2107,0
20060924:2207,0
20060924:2307,0
20060925:0007,0
20060925:0107,0
20060925:0207,0
20060925:0307,0
20060925:0407,3.03
20060925:0507,160.04
20060925:0607,364.16
20060925:0707,526.33
20060925:0807,639.3
20060925:0907,694.92
20060925:1007,698.61
20060925:1107,657.25
20060925:1207,552.3
20060925:1307,441.74
20060925:1407,287.71
20060925:1507,68.41
20060925:1607,0
20060925:1707,0
20060925:1807,0
20060925:1907,0
20060925:2007,0
20060925:2107,0
20060925:2207,0
20060925:2307,0
20060926:0007,0
20060926:0107,0
20060926:0207,0
20060926:0307,0
20060926:0407,0
20060926:0507,148.58
20060926:0607,361.42
20060926:0707,533.04
20060926:0807,648.84
20060926:0907,706.97
20060926:1007,708.31
20060926:1107,642.48
20060926:1207,553.1
20060926:1307,451.15
20060926:1407,288.71
20060926:1507,78.66
20060926:1607,0
20060926:1707,0
20060926:1807,0
20060926:1907,0
20060926:2007,0
20060926:2107,0
20060926:2207,0
20060926:2307,0
20060927:0007,0
20060927:0107,0
20060927:0207,0
20060927:0307,0
20060927:0407,0
20060927:0507,41.52
20060927:0607,173.9
20060927:0707,383.15
20060927:0807,647.85
20060927:0907,714.54
20060927:1007,729.51
20060927:1107,649.73
20060927:1207,500.93
20060927:1307,471.3
20060927:1407,186.64
20060927:1507,81.64
20060927:1607,0
20060927:1707,0
20060927:1807,0
20060927:1907,0
20060927:2007,0
20060927:2107,0
20060927:2207,0
20060927:2307,0
20060928:0007,0
20060928:0107,0
20060928:0207,0
20060928:0307,0
20060928:0407,3.12
20060928:0507,155.01
20060928:0607,368.1
20060928:0707,525.94
20060928:0807,636.37
20060928:0907,698.89
20060928:1007,701.75
20060928:1107,672.94
20060928:1207,529.62
20060928:1307,113.03
20060928:1407,34.16
20060928:1507,10.91
20060928:1607,0
20060928:1707,0
20060928:1807,0
20060928:1907,0
20060928:2007,0
20060928:2107,0
20060928:2207,0
20060928:2307,0
20060929:0007,0
20060929:0107,0
20060929:0207,0
20060929:0307,0
20060929:0407,0.02
20060929:0507,20.47
20060929:0607,166.44
20060929:0707,241.57
20060929:0807,602.49
20060929:0907,696.2
20060929:1007,710.18
20060929:1107,670.9
20060929:1207,566.85
20060929:1307,457.91
20060929:1407,276.32
20060929:1507,80.13
20060929:1607,0
20060929:1707,0
20060929:1807,0
20060929:1907,0
20060929:2007,0
20060929:2107,0
20060929:2207,0
20060929:2307,0
20060930:0007,0
20060930:0107,0
20060930:0207,0
20060930:0307,0
20060930:0407,1.68
20060930:0507,164.44
20060930:0607,373.92
20060930:0707,541.12
20060930:0807,644.37
20060930:0907,691.59
20060930:1007,708.54
20060930:1107,674.98
20060930:1207,559.54
20060930:1307,452.69
20060930:1407,236.05
20060930:1507,1.48
20060930:1607,0
20060930:1707,0
20060930:1807,0
20060930:1907,0
20060930:2007,0
20060930:2107,0
20060930:2207,0
20060930:2307,0
20061001:0007,0
20061001:0107,0
20061001:0207,0
20061001:0307,0
20061001:0407,0.74
20061001:0507,130.91
20061001:0607,340.65
20061001:0707,525.59
20061001:0807,651.75
20061001:0907,708.71
20061001:1007,726.37
20061001:1107,678.89
20061001:1207,518.38
20061001:1307,447.48
20061001:1407,268.17
20061001:1507,65.27
20061001:1607,0
20061001:1707,0
20061001:1807,0
20061001:1907,0
20061001:2007,0
20061001:2107,0
20061001:2207,0
20061001:2307,0
20061002:0007,0
20061002:0107,0
20061002:0207,0
20061002:0307,0
20061002:0407,1.23
20061002:0507,138.24
20061002:0607,343.46
20061002:0707,521.46
20061002:0807,674.66
20061002:0907,720.87
20061002:1007,729.74
20061002:1107,695.83
20061002:1207,562.77
20061002:1307,461.76
20061002:1407,280.44
20061002:1507,73.12
20061002:1607,0
20061002:1707,0
20061002:1807,0
20061002:1907,0
20061002:2007,0
20061002:2107,0
20061002:2207,0
20061002:2307,0
20061003:0007,0
20061003:0107,0
20061003:0207,0
20061003:0307,0
20061003:0407,1.51
20061003:0507,146.08
20061003:0607,356.72
20061003:0707,522.47
20061003:0807,663.46
20061003:0907,731.04
20061003:1007,733.06
20061003:1107,689.08
20061003:1207,554.83
20061003:1307,445.74
20061003:1407,274.87
20061003:1507,73.78
20061003:1607,0
20061003:1707,0
20061003:1807,0
20061003:1907,0
20061003:2007,0
20061003:2107,0
20061003:2207,0
20061003:2307,0
20061004:0007,0
20061004:0107,0
20061004:0207,0
20061004:0307,0
20061004:0407,1.29
20061004:0507,147.85
20061004:0607,356.79
20061004:0707,516.87
20061004:0807,655.8
20061004:0907,724.87
20061004:1007,726.1
20061004:1107,682.16
20061004:1207,571.84
20061004:1307,456.4
20061004:1407,278.61
20061004:1507,68
20061004:1607,0
20061004:1707,0
20061004:1807,0
20061004:1907,0
20061004:2007,0
20061004:2107,0
20061004:2207,0
20061004:2307,0
20061005:0007,0
20061005:0107,0
20061005:0207,0
20061005:0307,0
20061005:0407,1.06
20061005:0507,146.17
20061005:0607,352.08
20061005:0707,526.35
20061005:0807,636.67
20061005:0907,703.99
20061005:1007,718.23
20061005:1107,714.06
20061005:1207,620.65
20061005:1307,480.51
20061005:1407,289.64
20061005:1507,71.27
20061005:1607,0
20061005:1707,0
20061005:1807,0
20061005:1907,0
20061005:2007,0
20061005:2107,0
20061005:2207,0
20061005:2307,0
20061006:0007,0
20061006:0107,0
20061006:0207,0
20061006:0307,0
20061006:0407,1.74
20061006:0507,156.71
20061006:0607,373.16
20061006:0707,529.74
20061006:0807,638.96
20061006:0907,692.77
20061006:1007,713.13
20061006:1107,670.36
20061006:1207,592.14
20061006:1307,465.01
20061006:1407,282.07
20061006:1507,68.21
20061006:1607,0
20061006:1707,0
20061006:1807,0
20061006:1907,0
20061006:2007,0
20061006:2107,0
20061006:2207,0
20061006:2307,0
20061007:0007,0
20061007:0107,0
20061007:0207,0
20061007:0307,0
20061007:0407,1.12
20061007:0507,163.26
20061007:0607,378.29
20061007:0707,551.45
20061007:0807,671.1
20061007:0907,733.23
20061007:1007,750.14
20061007:1107,699.26
20061007:1207,615.85
20061007:1307,476.42
20061007:1407,263.33
20061007:1507,47.27
20061007:1607,0
20061007:1707,0
20061007:1807,0
20061007:1907,0
20061007:2007,0
20061007:2107,0
20061007:2207,0
20061007:2307,0
20061008:0007,0
20061008:0107,0
20061008:0207,0
20061008:0307,0
20061008:0407,1.76
20061008:0507,164.68
20061008:0607,385.02
20061008:0707,561
20061008:0807,677.27
20061008:0907,742.93
20061008:1007,756.07
20061008:1107,701.76
20061008:1207,610.95
20061008:1307,473.31
20061008:1407,282.69
20061008:1507,63.49
20061008:1607,0
20061008:1707,0
20061008:1807,0
20061008:1907,0
20061008:2007,0
20061008:2107,0
20061008:2207,0
20061008:2307,0
20061009:0007,0
20061009:0107,0
20061009:0207,0
20061009:0307,0
20061009:0407,1.16
20061009:0507,167.36
20061009:0607,396.4
20061009:0707,572.66
20061009:0807,686.59
20061009:0907,748.35
20061009:1007,759.42
20061009:1107,694.46
20061009:1207,588.98
20061009:1307,433.99
20061009:1407,261.48
20061009:1507,69.67
20061009:1607,0
20061009:1707,0
20061009:1807,0
20061009:1907,0
20061009:2007,0
20061009:2107,0
20061009:2207,0
20061009:2307,0
20061010:0007,0
20061010:0107,0
20061010:0207,0
20061010:0307,0
20061010:0407,1.17
20061010:0507,178.03
20061010:0607,351.13
20061010:0707,545.98
20061010:0807,670.72
20061010:0907,728.48
20061010:1007,741.41
20061010:1107,690.24
20061010:1207,541
20061010:1307,441.83
20061010:1407,236.45
20061010:1507,60.53
20061010:1607,0
20061010:1707,0
20061010:1807,0
20061010:1907,0
20061010:2007,0
20061010:2107,0
20061010:2207,0
20061010:2307,0
20061011:0007,0
20061011:0107,0
20061011:0207,0
20061011:0307,0
20061011:0407,0.75
20061011:0507,170.04
20061011:0607,393.32
20061011:0707,571.29
20061011:0807,689.45
20061011:0907,752.81
20061011:1007,763.77
20061011:1107,703.87
20061011:1207,604.71
20061011:1307,460.47
20061011:1407,270.93
20061011:1507,59.45
20061011:1607,0
20061011:1707,0
20061011:1807,0
20061011:1907,0
20061011:2007,0
20061011:2107,0
20061011:2207,0
20061011:2307,0
20061012:0007,0
20061012:0107,0
20061012:0207,0
20061012:0307,0
20061012:0407,0
20061012:0507,64.97
20061012:0607,260.8
20061012:0707,537.74
20061012:0807,667.01
20061012:0907,674.43
20061012:1007,741.16
20061012:1107,550.17
20061012:1207,184.75
20061012:1307,81.47
20061012:1407,116.21
20061012:1507,41.89
20061012:1607,0
20061012:1707,0
20061012:1807,0
20061012:1907,0
20061012:2007,0
20061012:2107,0
20061012:2207,0
20061012:2307,0
20061013:0007,0
20061013:0107,0
20061013:0207,0
20061013:0307,0
20061013:0407,2.58
20061013:0507,162.12
20061013:0607,376.36
20061013:0707,550.28
20061013:0807,663.38
20061013:0907,730.98
20061013:1007,724.93
20061013:1107,684.13
20061013:1207,553.87
20061013:1307,482.53
20061013:1407,186.46
20061013:1507,65.59
20061013:1607,0
20061013:1707,0
20061013:1807,0
20061013:1907,0
20061013:2007,0
20061013:2107,0
20061013:2207,0
20061013:2307,0
20061014:0007,0
20061014:0107,0
20061014:0207,0
20061014:0307,0
20061014:0407,0.36
20061014:0507,174.85
20061014:0607,392.96
20061014:0707,564.06
20061014:0807,680.74
20061014:0907,733.9
20061014:1007,747
20061014:1107,686.25
20061014:1207,560.5
20061014:1307,25.96
20061014:1407,11.95
20061014:1507,46.75
20061014:1607,0
20061014:1707,0
20061014:1807,0
20061014:1907,0
20061014:2007,0
20061014:2107,0
20061014:2207,0
20061014:2307,0
20061015:0007,0
20061015:0107,0
20061015:0207,0
20061015:0307,0
20061015:0407,2.66
20061015:0507,183.17
20061015:0607,255.49
20061015:0707,388.69
20061015:0807,419.73
20061015:0907,722.66
20061015:1007,675
20061015:1107,461.19
20061015:1207,258.16
20061015:1307,442.81
20061015:1407,260.4
20061015:1507,50.27
20061015:1607,0
20061015:1707,0
20061015:1807,0
20061015:1907,0
20061015:2007,0
20061015:2107,0
20061015:2207,0
20061015:2307,0
20061016:0007,0
20061016:0107,0
20061016:0207,0
20061016:0307,0
20061016:0407,1.45
20061016:0507,160.14
20061016:0607,375.97
20061016:0707,561.81
20061016:0807,674.04
20061016:0907,735.4
20061016:1007,738.91
20061016:1107,668.41
20061016:1207,579.29
20061016:1307,441.06
20061016:1407,253.82
20061016:1507,49.68
20061016:1607,0
20061016:1707,0
20061016:1807,0
20061016:1907,0
20061016:2007,0
20061016:2107,0
20061016:2207,0
20061016:2307,0
20061017:0007,0
20061017:0107,0
20061017:0207,0
20061017:0307,0
20061017:0407,0
20061017:0507,165.4
20061017:0607,385.46
20061017:0707,556.25
20061017:0807,651.16
20061017:0907,655.19
20061017:1007,720.59
20061017:1107,581.73
20061017:1207,547.52
20061017:1307,457.03
20061017:1407,262.66
20061017:1507,48.02
20061017:1607,0
20061017:1707,0
20061017:1807,0
20061017:1907,0
20061017:2007,0
20061017:2107,0
20061017:2207,0
20061017:2307,0
20061018:0007,0
20061018:0107,0
20061018:0207,0
20061018:0307,0
20061018:0407,0
20061018:0507,76.99
20061018:0607,237.83
20061018:0707,538.52
20061018:0807,651.99
20061018:0907,605.61
20061018:1007,689.69
20061018:1107,651.02
20061018:1207,567.58
20061018:1307,445.38
20061018:1407,273.1
20061018:1507,56.74
20061018:1607,0
20061018:1707,0
20061018:1807,0
20061018:1907,0
20061018:2007,0
20061018:2107,0
20061018:2207,0
20061018:2307,0
20061019:0007,0
20061019:0107,0
20061019:0207,0
20061019:0307,0
20061019:0407,0
20061019:0507,105.84
20061019:0607,294.44
20061019:0707,437.1
20061019:0807,418.2
20061019:0907,627.11
20061019:1007,603.06
20061019:1107,306.67
20061019:1207,341.09
20061019:1307,203.38
20061019:1407,229.95
20061019:1507,40.63
20061019:1607,0
20061019:1707,0
20061019:1807,0
20061019:1907,0
20061019:2007,0
20061019:2107,0
20061019:2207,0
20061019:2307,0
20061020:0007,0
20061020:0107,0
20061020:0207,0
20061020:0307,0
20061020:0407,0
20061020:0507,155.75
20061020:0607,178.26
20061020:0707,389.17
20061020:0807,584.08
20061020:0907,535.94
20061020:1007,714.19
20061020:1107,702.29
20061020:1207,599.3
20061020:1307,433.4
20061020:1407,250.9
20061020:1507,41.44
20061020:1607,0
20061020:1707,0
20061020:1807,0
20061020:1907,0
20061020:2007,0
20061020:2107,0
20061020:2207,0
20061020:2307,0
20061021:0007,0
20061021:0107,0
20061021:0207,0
20061021:0307,0
20061021:0407,0
20061021:0507,146.21
20061021:0607,375.32
20061021:0707,537.69
20061021:0807,652.48
20061021:0907,706.72
20061021:1007,734.75
20061021:1107,680.48
20061021:1207,600.25
20061021:1307,447.84
20061021:1407,246.8
20061021:1507,41.27
20061021:1607,0
20061021:1707,0
20061021:1807,0
20061021:1907,0
20061021:2007,0
20061021:2107,0
20061021:2207,0
20061021:2307,0
20061022:0007,0
20061022:0107,0
20061022:0207,0
20061022:0307,0
20061022:0407,0
20061022:0507,163.87
20061022:0607,384.06
20061022:0707,545.38
20061022:0807,665.54
20061022:0907,735.97
20061022:1007,716.48
20061022:1107,681.94
20061022:1207,584.52
20061022:1307,322.2
20061022:1407,246.26
20061022:1507,11.68
20061022:1607,0
20061022:1707,0
20061022:1807,0
20061022:1907,0
20061022:2007,0
20061022:2107,0
20061022:2207,0
20061022:2307,0
20061023:0007,0
20061023:0107,0
20061023:0207,0
20061023:0307,0
20061023:0407,0
20061023:0507,175.79
20061023:0607,377.73
20061023:0707,533.64
20061023:0807,664.88
20061023:0907,709.85
20061023:1007,721.11
20061023:1107,613.14
20061023:1207,539.28
20061023:1307,355.42
20061023:1407,225.89
20061023:1507,38.35
20061023:1607,0
20061023:1707,0
20061023:1807,0
20061023:1907,0
20061023:2007,0
20061023:2107,0
20061023:2207,0
20061023:2307,0
20061024:0007,0
20061024:0107,0
20061024:0207,0
20061024:0307,0
20061024:0407,0
20061024:0507,124.36
20061024:0607,391.86
20061024:0707,579.84
20061024:0807,653.54
20061024:0907,695
20061024:1007,732.31
20061024:1107,700.71
20061024:1207,609.87
20061024:1307,429.05
20061024:1407,244.65
20061024:1507,39.17
20061024:1607,0
20061024:1707,0
20061024:1807,0
20061024:1907,0
20061024:2007,0
20061024:2107,0
20061024:2207,0
20061024:2307,0
20061025:0007,0
20061025:0107,0
20061025:0207,0
20061025:0307,0
20061025:0407,0
20061025:0507,170.83
20061025:0607,380.95
20061025:0707,563.69
20061025:0807,616.2
20061025:0907,746.09
20061025:1007,752.75
20061025:1107,578.09
20061025:1207,572.7
20061025:1307,437.2
20061025:1407,248.14
20061025:1507,34.7
20061025:1607,0
20061025:1707,0
20061025:1807,0
20061025:1907,0
20061025:2007,0
20061025:2107,0
20061025:2207,0
20061025:2307,0
20061026:0007,0
20061026:0107,0
20061026:0207,0
20061026:0307,0
20061026:0407,0
20061026:0507,169.72
20061026:0607,380.48
20061026:0707,554.19
20061026:0807,663.35
20061026:0907,706.54
20061026:1007,746.96
20061026:1107,684.06
20061026:1207,600.11
20061026:1307,436.54
20061026:1407,253.59
20061026:1507,42
20061026:1607,0
20061026:1707,0
20061026:1807,0
20061026:1907,0
20061026:2007,0
20061026:2107,0
20061026:2207,0
20061026:2307,0
20061027:0007,0
20061027:0107,0
20061027:0207,0
20061027:0307,0
20061027:0407,0
20061027:0507,170.06
20061027:0607,378.8
20061027:0707,509.21
20061027:0807,669.54
20061027:0907,735.62
20061027:1007,748.97
20061027:1107,685.26
