time,P
20070619:0007,0
20070619:0107,0
20070619:0207,0
20070619:0307,0
20070619:0407,0
20070619:0507,85.24
20070619:0607,262.28
20070619:0707,434.3
20070619:0807,568.59
20070619:0907,644.33
20070619:1007,677.49
20070619:1107,666.91
20070619:1207,597.89
20070619:1307,499.35
20070619:1407,346.26
20070619:1507,157.1
20070619:1607,30.66
20070619:1707,0
20070619:1807,0
20070619:1907,0
20070619:2007,0
20070619:2107,0
20070619:2207,0
20070619:2307,0
20070620:0007,0
20070620:0107,0
20070620:0207,0
20070620:0307,0
20070620:0407,0
20070620:0507,83.95
20070620:0607,263.72
20070620:0707,438.74
20070620:0807,566.85
20070620:0907,647.39
20070620:1007,655.13
20070620:1107,616.52
20070620:1207,592.04
20070620:1307,493.09
20070620:1407,344.76
20070620:1507,158.01
20070620:1607,30.39
20070620:1707,0
20070620:1807,0
20070620:1907,0
20070620:2007,0
20070620:2107,0
20070620:2207,0
20070620:2307,0
20070621:0007,0
20070621:0107,0
20070621:0207,0
20070621:0307,0
20070621:0407,0
20070621:0507,84.5
20070621:0607,262.32
20070621:0707,436.93
20070621:0807,569.11
20070621:0907,653.97
20070621:1007,666.79
20070621:1107,663.35
20070621:1207,515.05
20070621:1307,391.68
20070621:1407,312.15
20070621:1507,165.7
20070621:1607,30.22
20070621:1707,0
20070621:1807,0
20070621:1907,0
20070621:2007,0
20070621:2107,0
20070621:2207,0
20070621:2307,0
20070622:0007,0
20070622:0107,0
20070622:0207,0
20070622:0307,0
20070622:0407,0
20070622:0507,81.33
20070622:0607,258.95
20070622:0707,436.34
20070622:0807,563.5
20070622:0907,647.34
20070622:1007,679.55
20070622:1107,666.94
20070622:1207,597.02
20070622:1307,492.65
20070622:1407,336.1
20070622:1507,153.41
20070622:1607,30.77
20070622:1707,0
20070622:1807,0
20070622:1907,0
20070622:2007,0
20070622:2107,0
20070622:2207,0
20070622:2307,0
20070623:0007,0
20070623:0107,0
20070623:0207,0
20070623:0307,0
20070623:0407,0
20070623:0507,84.46
20070623:0607,253.15
20070623:0707,274.39
20070623:0807,477.5
20070623:0907,365.36
20070623:1007,595.86
20070623:1107,599.33
20070623:1207,563.04
20070623:1307,440.61
20070623:1407,291.86
20070623:1507,159.91
20070623:1607,28.34
20070623:1707,0
20070623:1807,0
20070623:1907,0
20070623:2007,0
20070623:2107,0
20070623:2207,0
20070623:2307,0
20070624:0007,0
20070624:0107,0
20070624:0207,0
20070624:0307,0
20070624:0407,0
20070624:0507,33.56
20070624:0607,32.66
20070624:0707,155.81
20070624:0807,554.75
20070624:0907,537.97
20070624:1007,677.58
20070624:1107,643.33
20070624:1207,315.33
20070624:1307,37.24
20070624:1407,110.78
20070624:1507,152.39
20070624:1607,31.91
20070624:1707,0
20070624:1807,0
20070624:1907,0
20070624:2007,0
20070624:2107,0
20070624:2207,0
20070624:2307,0
20070625:0007,0
20070625:0107,0
20070625:0207,0
20070625:0307,0
20070625:0407,0
20070625:0507,79.74
20070625:0607,190.74
20070625:0707,435.59
20070625:0807,555.87
20070625:0907,644.4
20070625:1007,251.87
20070625:1107,462.07
20070625:1207,402.27
20070625:1307,462.14
20070625:1407,164.57
20070625:1507,149.5
20070625:1607,32.06
20070625:1707,0
20070625:1807,0
20070625:1907,0
20070625:2007,0
20070625:2107,0
20070625:2207,0
20070625:2307,0
20070626:0007,0
20070626:0107,0
20070626:0207,0
20070626:0307,0
20070626:0407,0
20070626:0507,83.09
20070626:0607,192.77
20070626:0707,439.01
20070626:0807,572.78
20070626:0907,660.05
20070626:1007,693.43
20070626:1107,677.51
20070626:1207,608.26
20070626:1307,484.31
20070626:1407,279.52
20070626:1507,129.05
20070626:1607,17.79
20070626:1707,0
20070626:1807,0
20070626:1907,0
20070626:2007,0
20070626:2107,0
20070626:2207,0
20070626:2307,0
20070627:0007,0
20070627:0107,0
20070627:0207,0
20070627:0307,0
20070627:0407,0
20070627:0507,80.76
20070627:0607,259.07
20070627:0707,438.97
20070627:0807,576.79
20070627:0907,664.3
20070627:1007,699.02
20070627:1107,686.68
20070627:1207,617.09
20070627:1307,503.3
20070627:1407,346.54
20070627:1507,158.89
20070627:1607,32.09
20070627:1707,0
20070627:1807,0
20070627:1907,0
20070627:2007,0
20070627:2107,0
20070627:2207,0
20070627:2307,0
20070628:0007,0
20070628:0107,0
20070628:0207,0
20070628:0307,0
20070628:0407,0
20070628:0507,81.45
20070628:0607,256.99
20070628:0707,424.8
20070628:0807,497.4
20070628:0907,652.63
20070628:1007,689.06
20070628:1107,645.24
20070628:1207,273.4
20070628:1307,506.96
20070628:1407,340.91
20070628:1507,16.4
20070628:1607,31.97
20070628:1707,0
20070628:1807,0
20070628:1907,0
20070628:2007,0
20070628:2107,0
20070628:2207,0
20070628:2307,0
20070629:0007,0
20070629:0107,0
20070629:0207,0
20070629:0307,0
20070629:0407,0
20070629:0507,78.15
20070629:0607,186.38
20070629:0707,423.73
20070629:0807,562.38
20070629:0907,649.44
20070629:1007,692.24
20070629:1107,671.08
20070629:1207,559.39
20070629:1307,398.89
20070629:1407,360.47
20070629:1507,146.86
20070629:1607,32.3
20070629:1707,0
20070629:1807,0
20070629:1907,0
20070629:2007,0
20070629:2107,0
20070629:2207,0
20070629:2307,0
20070630:0007,0
20070630:0107,0
20070630:0207,0
20070630:0307,0
20070630:0407,0
20070630:0507,81.2
20070630:0607,252.95
20070630:0707,431.66
20070630:0807,569.6
20070630:0907,655.12
20070630:1007,692.82
20070630:1107,678.39
20070630:1207,612.62
20070630:1307,499.56
20070630:1407,354.58
20070630:1507,152.22
20070630:1607,27.51
20070630:1707,0
20070630:1807,0
20070630:1907,0
20070630:2007,0
20070630:2107,0
20070630:2207,0
20070630:2307,0
20070701:0007,0
20070701:0107,0
20070701:0207,0
20070701:0307,0
20070701:0407,0
20070701:0507,12.46
20070701:0607,27.49
20070701:0707,172.45
20070701:0807,390.85
20070701:0907,459.36
20070701:1007,346.76
20070701:1107,421.36
20070701:1207,444.61
20070701:1307,343.26
20070701:1407,339.39
20070701:1507,100.99
20070701:1607,31.27
20070701:1707,0
20070701:1807,0
20070701:1907,0
20070701:2007,0
20070701:2107,0
20070701:2207,0
20070701:2307,0
20070702:0007,0
20070702:0107,0
20070702:0207,0
20070702:0307,0
20070702:0407,0
20070702:0507,64.02
20070702:0607,201.54
20070702:0707,404.99
20070702:0807,367.56
20070702:0907,596.24
20070702:1007,632.76
20070702:1107,589.49
20070702:1207,93.22
20070702:1307,167.38
20070702:1407,128.91
20070702:1507,146.81
20070702:1607,33.01
20070702:1707,0
20070702:1807,0
20070702:1907,0
20070702:2007,0
20070702:2107,0
20070702:2207,0
20070702:2307,0
20070703:0007,0
20070703:0107,0
20070703:0207,0
20070703:0307,0
20070703:0407,0
20070703:0507,78.96
20070703:0607,243.19
20070703:0707,409.31
20070703:0807,531.87
20070703:0907,613.85
20070703:1007,648.98
20070703:1107,578.32
20070703:1207,557.03
20070703:1307,438.66
20070703:1407,297.97
20070703:1507,163.9
20070703:1607,26.29
20070703:1707,0
20070703:1807,0
20070703:1907,0
20070703:2007,0
20070703:2107,0
20070703:2207,0
20070703:2307,0
20070704:0007,0
20070704:0107,0
20070704:0207,0
20070704:0307,0
20070704:0407,0
20070704:0507,35.29
20070704:0607,243.54
20070704:0707,405.5
20070704:0807,526.25
20070704:0907,619.19
20070704:1007,647.1
20070704:1107,605.37
20070704:1207,550.98
20070704:1307,463.49
20070704:1407,339.51
20070704:1507,159.98
20070704:1607,33.99
20070704:1707,0
20070704:1807,0
20070704:1907,0
20070704:2007,0
20070704:2107,0
20070704:2207,0
20070704:2307,0
20070705:0007,0
20070705:0107,0
20070705:0207,0
20070705:0307,0
20070705:0407,0
20070705:0507,77.55
20070705:0607,225.14
20070705:0707,421.88
20070705:0807,547.9
20070705:0907,639.69
20070705:1007,673.77
20070705:1107,659.7
20070705:1207,592.52
20070705:1307,455.99
20070705:1407,354.67
20070705:1507,163.1
20070705:1607,32.36
20070705:1707,0
20070705:1807,0
20070705:1907,0
20070705:2007,0
20070705:2107,0
20070705:2207,0
20070705:2307,0
20070706:0007,0
20070706:0107,0
20070706:0207,0
20070706:0307,0
20070706:0407,0
20070706:0507,77.86
20070706:0607,244.76
20070706:0707,415.34
20070706:0807,542.02
20070706:0907,618.82
20070706:1007,668.64
20070706:1107,647.68
20070706:1207,602.79
20070706:1307,482.71
20070706:1407,340.71
20070706:1507,164.01
20070706:1607,33.99
20070706:1707,0
20070706:1807,0
20070706:1907,0
20070706:2007,0
20070706:2107,0
20070706:2207,0
20070706:2307,0
20070707:0007,0
20070707:0107,0
20070707:0207,0
20070707:0307,0
20070707:0407,0
20070707:0507,77.14
20070707:0607,244.92
20070707:0707,414.53
20070707:0807,543.41
20070707:0907,629.39
20070707:1007,657.07
20070707:1107,516.64
20070707:1207,564.52
20070707:1307,303.28
20070707:1407,24.36
20070707:1507,127.57
20070707:1607,33.97
20070707:1707,0
20070707:1807,0
20070707:1907,0
20070707:2007,0
20070707:2107,0
20070707:2207,0
20070707:2307,0
20070708:0007,0
20070708:0107,0
20070708:0207,0
20070708:0307,0
20070708:0407,0
20070708:0507,54.36
20070708:0607,74.99
20070708:0707,78.94
20070708:0807,255.07
20070708:0907,503.13
20070708:1007,630.17
20070708:1107,640.87
20070708:1207,577.04
20070708:1307,424.59
20070708:1407,158.43
20070708:1507,99.96
20070708:1607,23.07
20070708:1707,0
20070708:1807,0
20070708:1907,0
20070708:2007,0
20070708:2107,0
20070708:2207,0
20070708:2307,0
20070709:0007,0
20070709:0107,0
20070709:0207,0
20070709:0307,0
20070709:0407,0
20070709:0507,72.75
20070709:0607,244.65
20070709:0707,266.93
20070709:0807,519.74
20070709:0907,544.38
20070709:1007,594.73
20070709:1107,487.59
20070709:1207,187.79
20070709:1307,296.69
20070709:1407,25.74
20070709:1507,15.61
20070709:1607,15.73
20070709:1707,0
20070709:1807,0
20070709:1907,0
20070709:2007,0
20070709:2107,0
20070709:2207,0
20070709:2307,0
20070710:0007,0
20070710:0107,0
20070710:0207,0
20070710:0307,0
20070710:0407,0
20070710:0507,59.19
20070710:0607,109.69
20070710:0707,238.84
20070710:0807,438.81
20070710:0907,533.02
20070710:1007,601.24
20070710:1107,643.64
20070710:1207,456.71
20070710:1307,272.02
20070710:1407,338.61
20070710:1507,104.97
20070710:1607,35.11
20070710:1707,0
20070710:1807,0
20070710:1907,0
20070710:2007,0
20070710:2107,0
20070710:2207,0
20070710:2307,0
20070711:0007,0
20070711:0107,0
20070711:0207,0
20070711:0307,0
20070711:0407,0
20070711:0507,67.63
20070711:0607,210.63
20070711:0707,231.14
20070711:0807,369.01
20070711:0907,509.21
20070711:1007,616.07
20070711:1107,588.71
20070711:1207,584.2
20070711:1307,452.98
20070711:1407,252.12
20070711:1507,25.7
20070711:1607,20.08
20070711:1707,0
20070711:1807,0
20070711:1907,0
20070711:2007,0
20070711:2107,0
20070711:2207,0
20070711:2307,0
20070712:0007,0
20070712:0107,0
20070712:0207,0
20070712:0307,0
20070712:0407,0
20070712:0507,76.36
20070712:0607,243.08
20070712:0707,411.16
20070712:0807,544.33
20070712:0907,633.43
20070712:1007,642.88
20070712:1107,646.67
20070712:1207,304.16
20070712:1307,49.75
20070712:1407,45.97
20070712:1507,12.4
20070712:1607,6.3
20070712:1707,0
20070712:1807,0
20070712:1907,0
20070712:2007,0
20070712:2107,0
20070712:2207,0
20070712:2307,0
20070713:0007,0
20070713:0107,0
20070713:0207,0
20070713:0307,0
20070713:0407,0
20070713:0507,41.07
20070713:0607,62.49
20070713:0707,211.55
20070713:0807,264.21
20070713:0907,479.68
20070713:1007,240.7
20070713:1107,576.51
20070713:1207,435.02
20070713:1307,480.53
20070713:1407,262.33
20070713:1507,172.89
20070713:1607,32.76
20070713:1707,0
20070713:1807,0
20070713:1907,0
20070713:2007,0
20070713:2107,0
20070713:2207,0
20070713:2307,0
20070714:0007,0
20070714:0107,0
20070714:0207,0
20070714:0307,0
20070714:0407,0
20070714:0507,53.64
20070714:0607,195.92
20070714:0707,428.05
20070714:0807,560.55
20070714:0907,624.13
20070714:1007,655.7
20070714:1107,672.12
20070714:1207,619.17
20070714:1307,39.49
20070714:1407,58.5
20070714:1507,42.38
20070714:1607,29.76
20070714:1707,0
20070714:1807,0
20070714:1907,0
20070714:2007,0
20070714:2107,0
20070714:2207,0
20070714:2307,0
20070715:0007,0
20070715:0107,0
20070715:0207,0
20070715:0307,0
20070715:0407,0
20070715:0507,75.47
20070715:0607,237.35
20070715:0707,412.09
20070715:0807,491.74
20070715:0907,215.05
20070715:1007,238.87
20070715:1107,456.06
20070715:1207,341.96
20070715:1307,189.64
20070715:1407,26
20070715:1507,87.35
20070715:1607,1.15
20070715:1707,0
20070715:1807,0
20070715:1907,0
20070715:2007,0
20070715:2107,0
20070715:2207,0
20070715:2307,0
20070716:0007,0
20070716:0107,0
20070716:0207,0
20070716:0307,0
20070716:0407,0
20070716:0507,74.47
20070716:0607,247.6
20070716:0707,423.96
20070716:0807,552.58
20070716:0907,635.84
20070716:1007,664.16
20070716:1107,358.98
20070716:1207,75.71
20070716:1307,39.16
20070716:1407,31.15
20070716:1507,15.73
20070716:1607,18.54
20070716:1707,0
20070716:1807,0
20070716:1907,0
20070716:2007,0
20070716:2107,0
20070716:2207,0
20070716:2307,0
20070717:0007,0
20070717:0107,0
20070717:0207,0
20070717:0307,0
20070717:0407,0
20070717:0507,68.7
20070717:0607,226.75
20070717:0707,304.6
20070717:0807,368.61
20070717:0907,253.7
20070717:1007,392.26
20070717:1107,54.67
20070717:1207,104.67
20070717:1307,61.12
20070717:1407,299.9
20070717:1507,165.49
20070717:1607,36.27
20070717:1707,0
20070717:1807,0
20070717:1907,0
20070717:2007,0
20070717:2107,0
20070717:2207,0
20070717:2307,0
20070718:0007,0
20070718:0107,0
20070718:0207,0
20070718:0307,0
20070718:0407,0
20070718:0507,4.18
20070718:0607,41.68
20070718:0707,48.16
20070718:0807,79.58
20070718:0907,245.68
20070718:1007,580.43
20070718:1107,549.2
20070718:1207,355.55
20070718:1307,513.49
20070718:1407,348.54
20070718:1507,176.11
20070718:1607,36.65
20070718:1707,0
20070718:1807,0
20070718:1907,0
20070718:2007,0
20070718:2107,0
20070718:2207,0
20070718:2307,0
20070719:0007,0
20070719:0107,0
20070719:0207,0
20070719:0307,0
20070719:0407,0
20070719:0507,69.98
20070719:0607,250.95
20070719:0707,441.99
20070719:0807,564.13
20070719:0907,654.16
20070719:1007,694.35
20070719:1107,678.31
20070719:1207,600.58
20070719:1307,510.39
20070719:1407,26.4
20070719:1507,164.38
20070719:1607,35.5
20070719:1707,0
20070719:1807,0
20070719:1907,0
20070719:2007,0
20070719:2107,0
20070719:2207,0
20070719:2307,0
20070720:0007,0
20070720:0107,0
20070720:0207,0
20070720:0307,0
20070720:0407,0
20070720:0507,72.75
20070720:0607,256.23
20070720:0707,443.95
20070720:0807,588.25
20070720:0907,676.46
20070720:1007,716.33
20070720:1107,695.24
20070720:1207,628.73
20070720:1307,507.68
20070720:1407,308.75
20070720:1507,189.04
20070720:1607,35.31
20070720:1707,0
20070720:1807,0
20070720:1907,0
20070720:2007,0
20070720:2107,0
20070720:2207,0
20070720:2307,0
20070721:0007,0
20070721:0107,0
20070721:0207,0
20070721:0307,0
20070721:0407,0
20070721:0507,72.95
20070721:0607,255.06
20070721:0707,439.06
20070721:0807,565.06
20070721:0907,649.87
20070721:1007,686.39
20070721:1107,676.02
20070721:1207,486.15
20070721:1307,373.43
20070721:1407,243.64
20070721:1507,43.77
20070721:1607,36.15
20070721:1707,0
20070721:1807,0
20070721:1907,0
20070721:2007,0
20070721:2107,0
20070721:2207,0
20070721:2307,0
20070722:0007,0
20070722:0107,0
20070722:0207,0
20070722:0307,0
20070722:0407,0
20070722:0507,73.63
20070722:0607,253.45
20070722:0707,438.13
20070722:0807,562.98
20070722:0907,641.44
20070722:1007,690.94
20070722:1107,692
20070722:1207,186.18
20070722:1307,210.37
20070722:1407,168.22
20070722:1507,12.38
20070722:1607,1.15
20070722:1707,0
20070722:1807,0
20070722:1907,0
20070722:2007,0
20070722:2107,0
20070722:2207,0
20070722:2307,0
20070723:0007,0
20070723:0107,0
20070723:0207,0
20070723:0307,0
20070723:0407,0
20070723:0507,32.51
20070723:0607,134.32
20070723:0707,323.14
20070723:0807,504.41
20070723:0907,650.2
20070723:1007,604.48
20070723:1107,690.82
20070723:1207,639.82
20070723:1307,522.36
20070723:1407,340.62
20070723:1507,146.73
20070723:1607,35.24
20070723:1707,0
20070723:1807,0
20070723:1907,0
20070723:2007,0
20070723:2107,0
20070723:2207,0
20070723:2307,0
20070724:0007,0
20070724:0107,0
20070724:0207,0
20070724:0307,0
20070724:0407,0
20070724:0507,44.21
20070724:0607,230.71
20070724:0707,421.19
20070724:0807,421.45
20070724:0907,120.41
20070724:1007,74.24
20070724:1107,555.2
20070724:1207,629.15
20070724:1307,517.95
20070724:1407,360.39
20070724:1507,109.39
20070724:1607,17.04
20070724:1707,0
20070724:1807,0
20070724:1907,0
20070724:2007,0
20070724:2107,0
20070724:2207,0
20070724:2307,0
20070725:0007,0
20070725:0107,0
20070725:0207,0
20070725:0307,0
20070725:0407,0
20070725:0507,74.2
20070725:0607,249.94
20070725:0707,428.13
20070725:0807,467.15
20070725:0907,651.11
20070725:1007,702.14
20070725:1107,572.95
20070725:1207,514.33
20070725:1307,493.19
20070725:1407,372.13
20070725:1507,163.03
20070725:1607,32.88
20070725:1707,0
20070725:1807,0
20070725:1907,0
20070725:2007,0
20070725:2107,0
20070725:2207,0
20070725:2307,0
20070726:0007,0
20070726:0107,0
20070726:0207,0
20070726:0307,0
20070726:0407,0
20070726:0507,73.23
20070726:0607,252.55
20070726:0707,437.5
20070726:0807,572.54
20070726:0907,661.49
20070726:1007,701.22
20070726:1107,692.22
20070726:1207,643.14
20070726:1307,529.37
20070726:1407,376.76
20070726:1507,182.12
20070726:1607,35.82
20070726:1707,0
20070726:1807,0
20070726:1907,0
20070726:2007,0
20070726:2107,0
20070726:2207,0
20070726:2307,0
20070727:0007,0
20070727:0107,0
20070727:0207,0
20070727:0307,0
20070727:0407,0
20070727:0507,73.52
20070727:0607,250.19
20070727:0707,410.42
20070727:0807,556.76
20070727:0907,636.16
20070727:1007,673.83
20070727:1107,678.29
20070727:1207,619.58
20070727:1307,514.38
20070727:1407,369.29
20070727:1507,182.09
20070727:1607,35.94
20070727:1707,0
20070727:1807,0
20070727:1907,0
20070727:2007,0
20070727:2107,0
20070727:2207,0
20070727:2307,0
20070728:0007,0
20070728:0107,0
20070728:0207,0
20070728:0307,0
20070728:0407,0
20070728:0507,73.57
20070728:0607,243.88
20070728:0707,424.12
20070728:0807,554.7
20070728:0907,639.85
20070728:1007,681.11
20070728:1107,666.87
20070728:1207,615.8
20070728:1307,510.84
20070728:1407,335.82
20070728:1507,165.29
20070728:1607,1.15
20070728:1707,0
20070728:1807,0
20070728:1907,0
20070728:2007,0
20070728:2107,0
20070728:2207,0
20070728:2307,0
20070729:0007,0
20070729:0107,0
20070729:0207,0
20070729:0307,0
20070729:0407,0
20070729:0507,72.67
20070729:0607,175.58
20070729:0707,369.38
20070729:0807,273.59
20070729:0907,557.07
20070729:1007,655.68
20070729:1107,562.56
20070729:1207,616.57
20070729:1307,525.93
20070729:1407,359.82
20070729:1507,166.61
20070729:1607,34.18
20070729:1707,0
20070729:1807,0
20070729:1907,0
20070729:2007,0
20070729:2107,0
20070729:2207,0
20070729:2307,0
20070730:0007,0
20070730:0107,0
20070730:0207,0
20070730:0307,0
20070730:0407,0
20070730:0507,22.21
20070730:0607,137.18
20070730:0707,417.96
20070730:0807,433.9
20070730:0907,419.47
20070730:1007,699.52
20070730:1107,181.48
20070730:1207,652.88
20070730:1307,231.5
20070730:1407,256.64
20070730:1507,139.29
20070730:1607,7.86
20070730:1707,0
20070730:1807,0
20070730:1907,0
20070730:2007,0
20070730:2107,0
20070730:2207,0
20070730:2307,0
20070731:0007,0
20070731:0107,0
20070731:0207,0
20070731:0307,0
20070731:0407,0
20070731:0507,12
20070731:0607,178.23
20070731:0707,431.78
20070731:0807,578.65
20070731:0907,675.33
20070731:1007,728.04
20070731:1107,710.99
20070731:1207,544.46
20070731:1307,458.2
20070731:1407,63.29
20070731:1507,11.37
20070731:1607,22.1
20070731:1707,0
20070731:1807,0
20070731:1907,0
20070731:2007,0
20070731:2107,0
20070731:2207,0
20070731:2307,0
20070801:0007,0
20070801:0107,0
20070801:0207,0
20070801:0307,0
20070801:0407,0
20070801:0507,12.69
20070801:0607,39.15
20070801:0707,78.93
20070801:0807,562.82
20070801:0907,447.36
20070801:1007,527.87
20070801:1107,662.16
20070801:1207,551.06
20070801:1307,38.19
20070801:1407,325.17
20070801:1507,183.23
20070801:1607,34.14
20070801:1707,0
20070801:1807,0
20070801:1907,0
20070801:2007,0
20070801:2107,0
20070801:2207,0
20070801:2307,0
20070802:0007,0
20070802:0107,0
20070802:0207,0
20070802:0307,0
20070802:0407,0
20070802:0507,70.84
20070802:0607,140.13
20070802:0707,374.06
20070802:0807,484.99
20070802:0907,560.68
20070802:1007,540.26
20070802:1107,536.11
20070802:1207,576.26
20070802:1307,372.03
20070802:1407,378.39
20070802:1507,183.18
20070802:1607,31.89
20070802:1707,0
20070802:1807,0
20070802:1907,0
20070802:2007,0
20070802:2107,0
20070802:2207,0
20070802:2307,0
20070803:0007,0
20070803:0107,0
20070803:0207,0
20070803:0307,0
20070803:0407,0
20070803:0507,28.96
20070803:0607,76.18
20070803:0707,373.2
20070803:0807,373.82
20070803:0907,510.26
20070803:1007,448.16
20070803:1107,625.06
20070803:1207,471.38
20070803:1307,518.86
20070803:1407,365.65
20070803:1507,179.61
20070803:1607,32.39
20070803:1707,0
20070803:1807,0
20070803:1907,0
20070803:2007,0
20070803:2107,0
20070803:2207,0
20070803:2307,0
20070804:0007,0
20070804:0107,0
20070804:0207,0
20070804:0307,0
20070804:0407,0
20070804:0507,40.04
20070804:0607,184.83
20070804:0707,301.53
20070804:0807,541.22
20070804:0907,648.26
20070804:1007,704.42
20070804:1107,683.31
20070804:1207,149.08
20070804:1307,261.54
20070804:1407,56.5
20070804:1507,57.37
20070804:1607,32.68
20070804:1707,0
20070804:1807,0
20070804:1907,0
20070804:2007,0
20070804:2107,0
20070804:2207,0
20070804:2307,0
20070805:0007,0
20070805:0107,0
20070805:0207,0
20070805:0307,0
20070805:0407,0
20070805:0507,69.3
20070805:0607,252.17
20070805:0707,424.66
20070805:0807,552.48
20070805:0907,627.44
20070805:1007,673.62
20070805:1107,689.04
20070805:1207,620.09
20070805:1307,493.61
20070805:1407,363.32
20070805:1507,146.3
20070805:1607,26.27
20070805:1707,0
20070805:1807,0
20070805:1907,0
20070805:2007,0
20070805:2107,0
20070805:2207,0
20070805:2307,0
20070806:0007,0
20070806:0107,0
20070806:0207,0
20070806:0307,0
20070806:0407,0
20070806:0507,45.56
20070806:0607,30.29
20070806:0707,63.47
20070806:0807,348.36
20070806:0907,640.42
20070806:1007,695.02
20070806:1107,650.88
20070806:1207,446.12
20070806:1307,176.51
20070806:1407,61.52
20070806:1507,173.97
20070806:1607,32.13
20070806:1707,0
20070806:1807,0
20070806:1907,0
20070806:2007,0
20070806:2107,0
20070806:2207,0
20070806:2307,0
20070807:0007,0
20070807:0107,0
20070807:0207,0
20070807:0307,0
20070807:0407,0
20070807:0507,31.77
20070807:0607,238.29
20070807:0707,414.88
20070807:0807,538.23
20070807:0907,632.66
20070807:1007,594.77
20070807:1107,661.91
20070807:1207,456.98
20070807:1307,337.44
20070807:1407,25.5
20070807:1507,11.21
20070807:1607,21.48
20070807:1707,0
20070807:1807,0
20070807:1907,0
20070807:2007,0
20070807:2107,0
20070807:2207,0
20070807:2307,0
20070808:0007,0
20070808:0107,0
20070808:0207,0
20070808:0307,0
20070808:0407,0
20070808:0507,32.73
20070808:0607,21.62
20070808:0707,39.65
20070808:0807,61.22
20070808:0907,237.75
20070808:1007,222.33
20070808:1107,556.29
20070808:1207,518.8
20070808:1307,501.68
20070808:1407,292.34
20070808:1507,178.47
20070808:1607,11.22
20070808:1707,0
20070808:1807,0
20070808:1907,0
20070808:2007,0
20070808:2107,0
20070808:2207,0
20070808:2307,0
20070809:0007,0
20070809:0107,0
20070809:0207,0
20070809:0307,0
20070809:0407,0
20070809:0507,68.1
20070809:0607,245.54
20070809:0707,425.7
20070809:0807,566.69
20070809:0907,660.73
20070809:1007,673.12
20070809:1107,686.67
20070809:1207,622.8
20070809:1307,296.47
20070809:1407,55.22
20070809:1507,29.91
20070809:1607,2.56
20070809:1707,0
20070809:1807,0
20070809:1907,0
20070809:2007,0
20070809:2107,0
20070809:2207,0
20070809:2307,0
20070810:0007,0
20070810:0107,0
20070810:0207,0
20070810:0307,0
20070810:0407,0
20070810:0507,29.96
20070810:0607,110.5
20070810:0707,149.64
20070810:0807,581.08
20070810:0907,617.3
20070810:1007,707.7
20070810:1107,708.3
20070810:1207,645.55
20070810:1307,491.2
20070810:1407,362.68
20070810:1507,141.43
20070810:1607,31.57
20070810:1707,0
20070810:1807,0
20070810:1907,0
20070810:2007,0
20070810:2107,0
20070810:2207,0
20070810:2307,0
20070811:0007,0
20070811:0107,0
20070811:0207,0
20070811:0307,0
20070811:0407,0
20070811:0507,48.81
20070811:0607,169.77
20070811:0707,428.51
20070811:0807,574.78
20070811:0907,614.4
20070811:1007,707.67
20070811:1107,705.11
20070811:1207,649.64
20070811:1307,539.05
20070811:1407,350.37
20070811:1507,165.08
20070811:1607,0.38
20070811:1707,0
20070811:1807,0
20070811:1907,0
20070811:2007,0
20070811:2107,0
20070811:2207,0
20070811:2307,0
20070812:0007,0
20070812:0107,0
20070812:0207,0
20070812:0307,0
20070812:0407,0
20070812:0507,3.64
20070812:0607,110.55
20070812:0707,207.6
20070812:0807,210.76
20070812:0907,348.1
20070812:1007,283.69
20070812:1107,553.45
20070812:1207,394.39
20070812:1307,425.47
20070812:1407,348.69
20070812:1507,180.49
20070812:1607,18.67
20070812:1707,0
20070812:1807,0
20070812:1907,0
20070812:2007,0
20070812:2107,0
20070812:2207,0
20070812:2307,0
20070813:0007,0
20070813:0107,0
20070813:0207,0
20070813:0307,0
20070813:0407,0
20070813:0507,59.7
20070813:0607,131.92
20070813:0707,169.76
20070813:0807,584.35
20070813:0907,664.42
20070813:1007,718.49
20070813:1107,688.5
20070813:1207,628.06
20070813:1307,524.04
20070813:1407,371.44
20070813:1507,182.3
20070813:1607,30.19
20070813:1707,0
20070813:1807,0
20070813:1907,0
20070813:2007,0
20070813:2107,0
20070813:2207,0
20070813:2307,0
20070814:0007,0
20070814:0107,0
20070814:0207,0
20070814:0307,0
20070814:0407,0
20070814:0507,76.66
20070814:0607,258.39
20070814:0707,443.53
20070814:0807,574.99
20070814:0907,657.95
20070814:1007,714.28
20070814:1107,706.13
20070814:1207,605.09
20070814:1307,467.33
20070814:1407,348.81
20070814:1507,188.3
20070814:1607,28.66
20070814:1707,0
20070814:1807,0
20070814:1907,0
20070814:2007,0
20070814:2107,0
20070814:2207,0
20070814:2307,0
20070815:0007,0
20070815:0107,0
20070815:0207,0
20070815:0307,0
20070815:0407,0
20070815:0507,71.43
20070815:0607,260.73
20070815:0707,440.16
20070815:0807,573.42
20070815:0907,666.55
20070815:1007,712.51
20070815:1107,700.35
20070815:1207,631.65
20070815:1307,502.27
20070815:1407,202.09
20070815:1507,77.33
20070815:1607,5.64
20070815:1707,0
20070815:1807,0
20070815:1907,0
20070815:2007,0
20070815:2107,0
20070815:2207,0
20070815:2307,0
20070816:0007,0
20070816:0107,0
20070816:0207,0
20070816:0307,0
20070816:0407,0
20070816:0507,67.25
20070816:0607,83.16
20070816:0707,264.92
