timestamp,p,0,100,150,200,300,350,400,450,500,600
20130103:0707,-103976.4319,-103976.4319,460386.0954,1050549.81,-334693.559,1223397.248,-258890.4405,587588.4923,-9679.24317,-209730.17,-209730.17
20130103:0807,23124.10019,23124.10019,84126.18345,1833314.785,-222700.6074,1364668.93,-180962.7897,435594.9609,-103682.4661,-52183.70292,-52183.70292
20130103:0907,301427.9105,301427.9105,-49586.39844,1553116.518,-85644.78263,928816.084,642429.766,-224394.7956,-146213.8735,-116083.6675,-116083.6675
20130103:1007,498552.1621,498552.1621,-49469.46323,1356275.852,-49917.83568,640346.2114,757780.7549,-383148.1157,-228939.2965,-93676.06074,-93676.06074
20130103:1107,751272.1618,751272.1618,-104224.0435,1371179.26,252381.4413,1225372.588,97210.30093,-262405.8095,-171280.1178,-3354.610775,-3354.610775
20130103:1207,731223.1723,731223.1723,-147750.1579,1491128.259,396628.0456,1617873.27,-134567.9427,-149406.01,-99173.73903,6401.912845,6401.912845
20130103:1307,693867.8147,693867.8147,-165876.4223,1566636.586,478859.3763,1594901.196,-109585.4503,-96213.00856,-103975.2223,-43285.72936,-43285.72936
20130103:1407,700883.3927,700883.3927,-149900.6628,1533871.629,508262.1517,1137225.655,51591.89806,-112057.0123,-151775.8554,-145398.4309,-145398.4309
20130103:1507,646510.9815,646510.9815,-172777.8949,578046.4143,454992.0631,-78937.58551,106466.4294,-227942.6559,-11881.00836,-252476.4024,-252476.4024
20130103:1607,563087.4377,563087.4377,45120.90477,284940.6319,494642.8569,175487.8861,-141795.6501,253640.5645,119418.4805,109452.2301,109452.2301
20130103:1707,530498.8339,530498.8339,400502.6975,767873.68,523467.0518,484052.9524,-302852.7457,530147.3595,12051.91289,114986.5119,114986.5119
20130103:1807,847923.9206,847923.9206,579446.4793,815316.8994,256101.1247,704616.7789,-244206.7618,774267.3765,-159135.7499,-127749.0446,-127749.0446
20130103:1907,946644.7644,946644.7644,342308.5594,368430.0133,97589.64382,611328.6399,-115210.3502,751092.6923,-102864.992,-150323.4258,-150323.4258
20130103:2007,821103.4007,821103.4007,86269.17809,6593.400254,57316.00476,525560.8165,-66504.50842,625636.2441,-76472.31891,-59248.58108,-59248.58108
20130103:2107,561552.5968,561552.5968,-29338.44149,-47961.50581,122729.191,505996.5363,-130828.0272,452312.9852,-161281.8892,81448.16881,81448.16881
20130103:2207,-114616.3159,-114616.3159,345953.5492,520120.959,-5275.422991,496864.3743,-267892.031,-76550.26115,-305354.4715,90641.01457,90641.01457
20130103:2307,-132293.3,-132293.3,703709.0178,664436.0995,-342163.0966,467759.4107,-102381.4985,-392475.1673,-221500.2622,-353492.389,-353492.389
20130104:0007,-14245.94261,-14245.94261,744153.5368,596014.9373,-310415.4179,459620.0074,-25937.33845,-351303.3169,-175505.0606,-357730.1056,-357730.1056
20130104:0107,12871.31387,12871.31387,568765.6199,764378.9395,-150046.3399,829502.3942,-36248.96101,942789.1783,-80809.24405,-8179.490281,-8179.490281
20130104:0207,-29434.19726,-29434.19726,419241.9267,868219.5124,-153990.4513,952029.9061,-65292.543,1354425.026,-60638.1116,53503.55038,53503.55038
20130104:0307,525.4557274,525.4557274,263415.5063,916525.5218,-203034.8906,933662.3387,-72915.01376,1094537.855,-68878.95276,1443.098579,1443.098579
20130104:0407,117365.934,117365.934,150365.3147,915369.8185,-248819.0955,856765.7117,-62867.87473,343832.4172,-91433.34842,-81591.98155,-81591.98155
20130104:0507,390815.3962,390815.3962,201600.3352,861555.4969,-205699.0178,705120.9524,-202575.0169,64557.35435,-177221.0638,126920.3119,126920.3119
20130104:0607,367120.6888,367120.6888,287449.3312,912727.2739,-78306.93293,628002.1741,151137.5489,1263066.212,-278046.9005,300150.1031,300150.1031
20130104:0707,380927.4457,380927.4457,243621.1922,997821.1862,-12732.6773,633508.3398,329278.0915,1012677.637,-268709.868,54408.04943,54408.04943
20130104:0807,619331.1614,619331.1614,520835.692,1244908.866,336144.2376,440218.8035,339726.2268,-594310.9788,46263.94751,-459492.701,-459492.701
20130104:0907,709388.886,709388.886,694140.4216,1321596.966,470169.4117,235447.1259,239471.8447,-906644.238,244854.0766,-429333.4299,-429333.4299
20130104:1007,799357.1772,799357.1772,693154.5364,1299398.722,511154.4434,128.2470926,166614.4549,-613240.0756,294388.8459,-262303.2803,-262303.2803
20130104:1107,910921.1128,910921.1128,506530.5883,1178754.748,465291.367,-192830.9711,154552.2896,-47749.0034,147586.526,-111368.0671,-111368.0671
20130104:1207,858510.8366,858510.8366,-161214.6583,53190.74343,107445.6882,-232972.5887,153089.5506,254797.0773,-383128.3898,1204129.016,1204129.016
20130104:1307,510223.4487,510223.4487,-161362.3533,57278.01955,67097.46727,53807.54074,-25924.41536,-358084.2126,-329888.1861,1979399.903,1979399.903
20130104:1407,347632.4994,347632.4994,-26815.36701,536504.1366,190796.976,55421.51349,-145289.7986,-483914.4147,-86641.7926,873641.9584,873641.9584
20130104:1507,214047.097,214047.097,-41480.86419,714923.5483,463607.8711,-131326.4309,-179270.191,-245593.9347,463169.3399,-318555.3223,-318555.3223
20130104:1607,229329.1601,229329.1601,-131506.287,419334.9617,729561.7841,-141385.6124,-78836.86128,-123788.8386,451085.2988,-76033.85204,-76033.85204
20130104:1707,199610.6501,199610.6501,-174437.6419,106768.8904,917180.4833,-64615.4116,-34155.12752,-55317.51192,200958.1794,115399.3988,115399.3988
20130104:1807,90256.55663,90256.55663,-145648.2219,-63627.37064,843900.566,44605.09187,-119289.7295,-68333.61395,-133656.3512,117927.2058,117927.2058
20130104:1907,-332702.5442,-332702.5442,54834.6866,248333.5671,24084.7148,292760.3685,-230816.5869,-246580.3524,-218070.8886,3414.410034,3414.410034
20130104:2007,-335565.8041,-335565.8041,106830.6787,581592.1405,-404819.6319,352147.5551,-11865.369,-73548.5168,-17012.38196,62986.84612,62986.84612
20130104:2107,-220138.9942,-220138.9942,102044.1246,646494.3366,-97506.3272,341670.931,70993.61418,123445.7715,-136378.1358,-146737.1845,-146737.1845
20130104:2207,-169471.77,-169471.77,228936.946,926329.5231,146021.8065,767881.688,2442.838737,212446.5115,-223608.9519,-402056.6101,-402056.6101
20130104:2307,-227391.4853,-227391.4853,317604.479,1089691.015,-100444.1902,1051344.273,-64782.89838,152466.9141,-120830.2703,-302664.3159,-302664.3159
20130105:0007,-275755.7825,-275755.7825,373224.8573,1174973.662,-345433.836,1235811.063,-112100.2595,26201.59125,-17952.49901,-171722.0666,-171722.0666
20130105:0107,-285677.7084,-285677.7084,378516.4524,1135509.093,-417725.8913,1307515.343,-139667.2046,-180869.9325,18876.18589,-121851.3921,-121851.3921
20130105:0207,-227833.6184,-227833.6184,284650.2129,714277.1705,-146918.8905,1207516.974,-235223.7978,-314135.5876,-94492.61564,-177532.599,-177532.599
20130105:0307,-145973.7265,-145973.7265,314258.7526,577891.0532,-96748.18207,1133167.631,-63857.04801,-79826.66822,-101414.9943,-174573.7094,-174573.7094
20130105:0407,18693.0858,18693.0858,364978.3301,630670.929,-174432.6885,1113548.373,339748.7503,34412.11765,103151.3473,-165416.6555,-165416.6555
20130105:0507,536941.125,536941.125,311239.1954,1158266.946,907804.54,1492646.024,707198.6162,-176205.3902,269053.787,-109914.5609,-109914.5609
20130105:0607,643862.933,643862.933,228479.8666,1243120.676,1427375.011,1650096.743,687049.7557,-332206.9406,272931.6208,-81808.46222,-81808.46222
20130105:0707,667304.1002,667304.1002,91321.7465,1026360,1558297.309,1488028.392,413762.721,-331660.6141,339884.9958,-58467.29777,-58467.29777
20130105:0807,690721.9936,690721.9936,-85605.8398,653840.6709,1415223.159,980934.6231,-128711.1578,-169471.3914,424005.8384,-37163.94092,-37163.94092
20130105:0907,682413.9476,682413.9476,-354118.3659,-8683.252925,892145.8187,74663.74147,-601375.308,119204.5628,450430.1309,-11817.11832,-11817.11832
20130105:1007,615204.6092,615204.6092,-248613.2765,351102.0907,728406.435,778207.7128,-149785.5318,-125771.8397,341868.0492,-19553.52917,-19553.52917
20130105:1107,562937.5065,562937.5065,-162041.9953,881096.0316,719759.1621,1050098.277,-19230.19797,-304845.8878,267473.8215,-33150.76783,-33150.76783
20130105:1207,581902.076,581902.076,-159620.9482,1069557.832,858753.9574,633010.9123,-196651.9967,402452.0377,-282002.0382,-256229.5646,-256229.5646
20130105:1307,610737.9552,610737.9552,-215986.3104,853365.532,878756.2758,383428.7771,-203629.5518,628933.1018,-472820.7211,-337325.4735,-337325.4735
20130105:1407,622327.5792,622327.5792,-264658.3145,717409.594,825262.7593,383421.9315,13206.7888,339212.8785,-442494.9827,-312931.8685,-312931.8685
20130105:1507,615128.8718,615128.8718,-281094.3896,738246.9228,719065.4119,593589.85,233588.7042,-238470.7987,-263674.8016,-211071.7132,-211071.7132
20130105:1607,-83448.71475,-83448.71475,-132250.5502,1117376.567,-147183.015,1064850.615,58261.84852,-531271.3466,-16458.42262,26740.69474,26740.69474
20130105:1707,-418543.2918,-418543.2918,63968.78406,1000532.877,-594110.5458,871942.4582,-298468.3787,28241.84979,320670.9214,-7539.443358,-7539.443358
20130105:1807,-299408.4902,-299408.4902,243633.2616,678947.3299,-384645.3839,656079.1465,-295576.5214,11881.14233,203488.4611,-133399.7466,-133399.7466
20130105:1907,-116261.0735,-116261.0735,851015.0915,461115.019,-33110.76881,698792.1953,50946.11242,-118653.4677,-303904.7846,-210610.6791,-210610.6791
20130105:2007,-156172.0455,-156172.0455,996773.2044,618816.1645,-79499.48008,1002365.94,132543.4867,-78305.31063,-363103.9139,-135002.2503,-135002.2503
20130105:2107,-220570.8423,-220570.8423,941992.0905,745361.9529,-186980.1942,1272955.298,80930.70059,-54345.92596,-264536.5376,-40833.98287,-40833.98287
20130105:2207,-244527.8433,-244527.8433,783007.3032,742019.7195,-257477.9564,1340151.66,-35874.85532,-99865.18123,-116120.9745,21098.67563,21098.67563
20130105:2307,-23167.01375,-23167.01375,574504.684,964514.6237,-241781.0361,962635.3957,-273358.3276,-290528.4731,10254.35823,163872.0285,163872.0285
20130106:0007,262800.056,262800.056,515403.6097,1368400.714,62965.77107,797699.6972,-71326.34288,-254734.7319,-145054.1985,1149.42007,1149.42007
20130106:0107,399976.6395,399976.6395,363875.5918,1430119.564,311128.8915,925402.495,334853.3637,-213785.0058,-171815.3431,-208014.777,-208014.777
20130106:0207,618067.8257,618067.8257,1060483.051,1283282.612,676296.9071,1079034.272,616162.9673,2611.345332,-91827.78869,-370223.3046,-370223.3046
20130106:0307,631657.1629,631657.1629,1409548.055,1173504.911,660464.5861,1012959.074,503906.7575,214390.3302,-108334.648,-275827.3623,-275827.3623
20130106:0407,562271.3255,562271.3255,1397251.756,969356.3644,558513.5375,762869.5718,397279.299,626664.2367,-132097.7425,-121793.2017,-121793.2017
20130106:0507,446397.5152,446397.5152,1128362.157,637729.7372,485566.7271,296043.0081,336443.1448,1159609.097,-119103.1653,5953.521308,5953.521308
20130106:0607,223614.8163,223614.8163,152990.4319,-92664.23435,666288.6611,-160832.078,254209.7149,1699308.104,-70437.90554,5063.145481,5063.145481
20130106:0707,207296.3896,207296.3896,49816.58446,45710.43558,901745.7982,286403.9766,234758.2996,1489940.697,-195855.9151,239054.7247,239054.7247
20130106:0807,193233.2079,193233.2079,183104.6963,307511.3594,1079764.395,386948.1667,249605.559,1275867.053,-233935.8091,945131.0678,945131.0678
20130106:0907,161724.5059,161724.5059,43238.40671,670562.819,1347768.208,106999.1129,-172692.02,1189368.184,-69702.57889,876071.7394,876071.7394
20130106:1007,181241.5998,181241.5998,-94864.24206,729930.4092,1395201.821,-525.9883011,-338512.586,1319976.474,14516.7568,10424.9778,10424.9778
20130106:1107,200622.7452,200622.7452,-150121.1291,773109.8206,1428123.078,33776.99674,-343582.8257,1453927.516,4110.611579,-657168.2091,-657168.2091
20130106:1207,183497.3657,183497.3657,-124297.5446,823194.4025,1483835.047,164717.0729,-245843.8556,1524104.032,310271.989,-732981.9106,-732981.9106
20130106:1307,-62200.30866,-62200.30866,94651.49639,825978.138,1041843.043,365253.9317,59723.23284,1326028.758,185348.7533,-81072.41622,-81072.41622
20130106:1407,-37770.93026,-37770.93026,282881.788,684171.0854,179584.1986,313939.7858,-171535.3614,634695.6264,406273.118,-56740.35485,-56740.35485
20130106:1507,38762.2581,38762.2581,444412.587,562758.4699,136954.1468,203543.3967,-271902.1108,-65510.58738,23345.0056,-232772.0518,-232772.0518
20130106:1607,116460.269,116460.269,714269.8415,595656.1236,170311.1805,217232.4149,-253468.4193,-689668.971,-544680.9871,-285694.8114,-285694.8114
20130106:1707,92048.97556,92048.97556,760404.138,762645.8961,50023.46605,344394.0808,-214074.084,-450808.1837,-412754.5271,-162870.41,-162870.41
20130106:1807,46752.18407,46752.18407,725433.1697,943484.8638,-135772.5403,472856.5769,-194867.9787,-145015.4796,-148165.3059,-97432.62574,-97432.62574
20130106:1907,12802.44292,12802.44292,627145.9921,1041376.257,-305184.5849,558731.9777,-195483.8602,10476.79109,43084.51852,-139118.2542,-139118.2542
20130106:2007,144220.059,144220.059,489148.5141,720385.2371,-247227.4134,515491.5018,-235872.4063,-207276.2775,-7461.617452,-155862.3917,-155862.3917
20130106:2107,380858.6368,380858.6368,522469.221,529215.7861,83181.02387,217318.4979,-259329.213,-349667.1514,-193572.2912,-40610.80538,-40610.80538
20130106:2207,505749.3171,505749.3171,488434.7799,716768.2468,248311.6465,13921.19605,-250277.8328,-239001.5122,-259367.1437,4575.382349,4575.382349
20130106:2307,567221.3587,567221.3587,376857.2216,1345953.34,513610.1333,1244479.108,-169650.603,31286.04466,-265.1729819,-36930.21714,-36930.21714
20130107:0007,508904.1725,508904.1725,361131.7022,1387248.759,557000.8338,1804250.372,-166181.3832,46558.86935,368417.6364,-84338.1248,-84338.1248
20130107:0107,452534.6358,452534.6358,329053.1171,1222521.651,664811.0232,1676610.896,-206934.5676,-38073.04422,501663.1826,-160770.075,-160770.075
20130107:0207,436732.862,436732.862,243531.5711,976755.0999,894333.4998,980174.1656,-256213.1945,-165410.3053,184730.3689,-256530.0982,-256530.0982
20130107:0307,458479.5098,458479.5098,-222064.5406,16802.33615,1275627.956,-513896.8123,26377.37572,-301386.358,-489934.2404,-288500.5256,-288500.5256
20130107:0407,457736.2743,457736.2743,-333966.1497,-138877.5331,1090505.553,-155138.0189,453508.4731,-13529.42265,208235.5205,-162740.0106,-162740.0106
20130107:0507,454413.743,454413.743,-256546.0775,87778.63505,904389.5922,125849.3295,83973.05938,257522.4192,191611.0338,-102967.6553,-102967.6553
20130107:0607,513382.6858,513382.6858,-161665.139,96023.43413,926867.3317,-98829.60129,-377922.3308,633590.6075,-73043.98667,-213820.1463,-213820.1463
20130107:0707,492574.443,492574.443,-179808.1836,-102056.04,1076877.283,-331200.9709,-243163.771,535959.6111,-53402.8096,-289727.6609,-289727.6609
20130107:0807,386548.2534,386548.2534,-199195.4386,-269082.6821,1114695.031,-405299.4732,-32924.30956,313040.0721,-72710.04333,-300376.4207,-300376.4207
20130107:0907,249443.0565,249443.0565,-190431.2292,-324758.8072,988177.2917,-304114.0008,88230.99403,120486.2096,-191254.9389,-262812.8627,-262812.8627
20130107:1007,-145273.466,-145273.466,-38716.30397,-27852.6474,89426.1108,151148.3693,-161637.5327,204630.7922,-257524.8378,-208098.5333,-208098.5333
20130107:1107,-107758.7145,-107758.7145,99966.39456,208328.2727,-184085.5036,276235.4653,-373280.2444,554527.8553,-51801.917,-236461.5398,-236461.5398
20130107:1207,-52470.31806,-52470.31806,238667.5106,287942.1885,15104.5849,221250.5564,-261677.0592,648569.9535,23384.54695,-239680.7374,-239680.7374
20130107:1307,-147044.623,-147044.623,698555.9297,361420.575,29746.0535,228195.6358,30181.37349,334126.1139,-32306.52906,111612.248,111612.248
20130107:1407,-194116.0912,-194116.0912,823134.5556,360816.2253,-157904.9807,349296.5921,13967.77812,158144.6231,-90131.96887,259552.0546,259552.0546
20130107:1507,-157544.8133,-157544.8133,841055.7194,417213.8201,-299654.306,519306.5975,-92951.84273,54625.45964,-130254.1908,275362.4117,275362.4117
20130107:1607,-50323.99882,-50323.99882,827416.083,553508.1895,-323134.9081,688927.0312,-184198.1531,-35393.69319,-153957.6974,214399.16,214399.16
20130107:1707,133947.853,133947.853,752109.5887,909678.1265,-167464.7468,907283.3759,-101421.5356,-283492.2158,-233763.032,197948.3139,197948.3139
20130107:1807,95815.5643,95815.5643,698821.5319,945261.3791,-91557.39553,793235.6677,-63954.23114,-269500.7303,-202409.9698,80279.53431,80279.53431
20130107:1907,137626.9682,137626.9682,682711.3991,790766.8956,-37825.80792,648376.9079,-121992.4737,-216711.7152,-32321.7376,-203682.5953,-203682.5953
20130107:2007,501262.258,501262.258,1064393.786,282870.0902,517088.0451,659770.01,221185.5354,-152043.7456,491124.4438,-356697.646,-356697.646
20130107:2107,594606.5347,594606.5347,1187732.305,158576.8517,730438.5934,751016.9507,474674.186,-162301.9443,635069.5784,-188383.2287,-188383.2287
20130107:2207,568028.3613,568028.3613,1050721.83,137762.5375,740024.807,687638.5146,849686.1496,-205006.8852,560533.4864,-41798.98046,-41798.98046
20130107:2307,482262.8633,482262.8633,716541.6113,131247.9825,649646.3493,384662.3644,1325524.249,-256879.0954,305342.4264,-18655.42958,-18655.42958
20130108:0007,288086.1016,288086.1016,-294913.6845,-230452.4079,547368.7249,-383469.1292,1754675.578,94282.76118,-241508.2081,-235767.7189,-235767.7189
20130108:0107,236782.5387,236782.5387,-260153.0757,-359376.8009,757488.0723,-251606.3329,1473125.565,512098.443,-185457.1108,-295710.9095,-295710.9095
20130108:0207,177213.8914,177213.8914,53183.19727,-275267.9699,894479.943,-30957.88929,1328266.941,614165.6264,-124958.8106,-248848.1238,-248848.1238
20130108:0307,48182.48258,48182.48258,135825.3868,-136842.2368,1015697.018,-32451.81126,773864.9817,722398.5977,-144266.7496,-203262.2973,-203262.2973
20130108:0407,30525.82878,30525.82878,-67925.64253,-146508.3778,1264439.888,-190534.6793,497518.1468,815032.7395,-92722.72894,-217761.4677,-217761.4677
20130108:0507,89095.85978,89095.85978,-222274.8095,-189255.9308,1544105.251,-284722.6729,252200.9627,871025.5363,47795.2899,-236756.5734,-236756.5734
20130108:0607,218880.352,218880.352,-226603.679,-234627.0579,1639653.097,-255269.9932,-35435.53647,836655.8831,167191.3115,-249417.1654,-249417.1654
20130108:0707,169661.8452,169661.8452,283284.1658,-262600.7235,561870.1335,-43350.90104,-174648.9343,615269.5722,-178502.1716,-184283.192,-184283.192
20130108:0807,132979.7078,132979.7078,642282.7035,-120382.2559,-594199.1964,17527.58501,345841.5634,509681.7226,-207267.9103,-26022.02468,-26022.02468
20130108:0907,182225.4485,182225.4485,692699.0255,112139.4725,-302223.7308,89903.80356,410723.5619,519925.9851,-19725.17639,31564.79907,31564.79907
20130108:1007,164721.6232,164721.6232,785307.5656,542653.9733,314027.0061,348978.3251,-253377.7481,77721.58871,110739.642,-136447.1853,-136447.1853
20130108:1107,99219.16855,99219.16855,818794.3102,574194.5069,83290.48575,370680.3032,-507836.7095,-332423.2468,25022.68707,-276876.7375,-276876.7375
20130108:1207,55328.93467,55328.93467,818157.8983,605420.3272,-282270.4802,279480.8519,-498201.9195,-426014.153,-80339.48436,-203493.8354,-203493.8354
20130108:1307,68076.98455,68076.98455,789293.2754,721041.6549,-498486.8278,142237.61,-316912.3059,-169671.7911,-157080.4781,-8206.804177,-8206.804177
