timestamp,p,0,50,100,150,250,300,350,400,450
20130103:1007,340687.4334,340687.4334,1132525.203,65935.53283,319372.2986,[165321.172],564040.5077,793131.4596,641640.5178,-315908.0924
20130103:1107,311420.0273,311420.0273,1175251.319,485169.6188,313173.5093,[754065.6314],631330.4736,428251.3186,710076.5506,-266986.6079
20130103:1207,310808.4562,310808.4562,1175556.315,486390.0355,313068.0897,[756126.2601],630061.5795,425904.6444,710840.4493,-216048.508
20130103:1307,173671.9615,173671.9615,1405716.031,600533.3769,173330.6084,[1024540.875],307051.088,-290887.399,980474.0213,-190594.5573
20130103:1407,173471.6252,173471.6252,1406937.203,600723.9317,173137.0041,[1024606.072],306301.2136,-292471.7617,981972.3945,-190967.5831
20130103:1507,343041.0059,343041.0059,1180758.532,583784.1397,343209.4283,[870470.3984],353836.5809,-79923.84269,1024680.496,-180758.0218
20130103:1607,352781.3642,352781.3642,1138591.611,578390.7687,352942.5125,[862827.3274],360837.0319,-61133.53395,1012431.687,-45397.91796
20130103:1707,590040.0555,590040.0555,-234040.4146,260780.0959,1243939.545,[859168.3891],445542.6225,27900.48869,905750.4339,-82468.07654
20130103:1807,592066.8775,592066.8775,-238154.2579,258872.1475,1139603.475,[860149.9017],445600.2771,26808.32347,907190.8915,-258220.8447
20130103:1907,1288783.143,1288783.143,-90579.61784,-39417.79505,1162566.104,[1162254.43],807709.9487,-282470.0127,1438676.316,-187420.7723
20130103:2007,1290798.989,1290798.989,-87244.31288,-39721.47079,1172396.978,[1163057.52],810303.182,-283108.3925,1440259.021,44278.6406
20130103:2107,1303637.573,1303637.573,240574.2069,305443.255,1316903.039,[1132192.614],1705338.867,-217803.9152,1278834.098,261828.964
20130103:2207,1302893.375,1302893.375,239438.2453,308688.4386,1316403.397,[1131208.868],1684270.28,-217118.2444,1275124.895,98329.90878
20130103:2307,1405328.88,1405328.88,-87050.10438,665738.439,1432704.483,[307373.3231],1221158.361,-155974.6028,-2481.814857,-229855.9768
20130104:0007,1416818.051,1416818.051,-89340.32187,660307.2157,1440861.732,[262907.7803],1237573.434,-158243.7366,-34276.9592,-336422.5519
20130104:0107,1468459.061,1468459.061,261841.1766,763356.6773,1447632.905,[-84713.36774],1206574.422,-213469.3598,137203.5364,-86976.36246
20130104:0207,1467763.474,1467763.474,264792.8153,764670.5519,1446964.682,[-83201.32332],1205818.375,-213579.517,138785.3835,81020.95303
20130104:0307,1554035.177,1554035.177,1066108.711,663052.2812,1559268.545,[327574.9072],1277084.593,-231039.4723,-115208.2437,113787.47
20130104:0407,1555202.965,1555202.965,1068102.605,661143.5791,1560511.403,[327927.1508],1278203.924,-231137.0392,-117907.5328,15581.17878
20130104:0507,1511484.479,1511484.479,1089659.343,452248.1994,1514596.525,[158610.7554],1470718.629,-230099.3423,-380804.8435,-324601.0326
20130104:0607,1509816.831,1509816.831,1089088.703,453301.1728,1512876.433,[158096.8905],1470626.83,-229804.802,-379962.2901,-312942.9165
20130104:0707,557709.2558,557709.2558,1061080.082,835186.93,554196.006,[144531.4446],586901.8285,-73511.03143,-97601.34638,-185288.9485
20130104:0807,513295.4082,513295.4082,1065766.946,844520.1844,509790.6602,[145154.9359],532174.6896,-83331.56069,-92266.11951,542616.4981
20130104:0907,137228.3481,137228.3481,1237960.59,838334.9321,137873.3761,[179713.2283],125756.6819,-150848.6061,-36190.7449,731663.252
20130104:1007,137426.2157,137426.2157,1238657.019,837679.7154,138089.374,[180280.0231],127852.8174,-151561.1921,-35349.75083,754721.047
20130104:1107,88403.73345,88403.73345,1230721.45,687149.7956,89159.77446,[572897.4398],590810.7813,-269068.3467,650879.6204,765201.0924
20130104:1207,87586.16585,87586.16585,1230033.616,686970.619,88330.34812,[574777.4128],590962.409,-269201.0423,654175.9686,657027.8612
20130104:1307,1514.177021,1514.177021,1042716.849,851997.7386,690.4825939,[844910.5698],191200.0004,207626.5934,963178.1646,137218.183
20130104:1407,2044.929769,2044.929769,1042236.592,853287.8645,1223.801429,[845568.5354],189151.6689,211334.5151,962932.6823,-333080.7737
20130104:1507,215705.7811,215705.7811,599317.4932,1058937.666,216072.7726,[972270.6399],18461.32597,60208.46588,753797.7132,-359307.8614
20130104:1607,221298.1326,221298.1326,556959.5402,1060247.623,221686.5706,[971583.0825],25313.55741,13846.97599,745934.4333,-77214.8837
20130104:1707,330652.9168,330652.9168,-477042.7327,1050252.866,330664.4208,[778320.8473],215058.6927,-559635.2746,916937.9127,55535.79074
20130104:1807,331937.0023,331937.0023,-478851.8625,1062464.241,331945.7445,[777723.1927],215465.4782,-558649.8331,919245.2848,10278.54049
20130104:1907,1017334.769,1017334.769,-160901.9867,1243434.007,1032540.903,[951444.4615],501536.873,15108.46895,1789315.366,431667.2194
20130104:2007,1022873.478,1022873.478,-158518.2841,1243865.8,1035367.713,[952796.808],503316.7975,16892.60778,1792096.357,611773.6354
20130104:2107,1219083.066,1219083.066,5159.755951,1270231.199,1218570.939,[1197964.302],949280.145,35058.35834,1669364.779,101765.7027
20130104:2207,1218329.454,1218329.454,4193.531977,1269774.698,1218052.864,[1198577.753],951113.252,34111.03269,1666222.395,-653450.2014
20130104:2307,1310982.162,1310982.162,-218307.1417,625031.6345,1310815.395,[495737.5764],1110373.167,-267951.8209,330404.2981,-523127.403
20130105:0007,1323033.894,1323033.894,-218585.698,588239.4552,1322913.022,[439036.3961],1105880.767,-278360.6568,276456.3327,-241140.134
20130105:0107,1377371.884,1377371.884,52622.6243,214492.7322,1377524.402,[-399380.2659],1071466.889,-279801.3827,-115629.1312,-49235.24906
20130105:0207,1376138.436,1376138.436,54755.68083,214577.4082,1376290.951,[-399651.5334],1072271.271,-279055.5248,-114660.7171,-173752.9417
20130105:0307,991628.5295,991628.5295,927502.1682,263427.5846,991580.2049,[-98960.08334],1336702.904,-178144.799,-47372.92232,-292169.1472
20130105:0407,990643.0036,990643.0036,930958.7649,263259.1194,990594.1296,[-97945.24384],1337216.944,-178354.5592,-48470.06838,-88748.80339
20130105:0507,990355.2621,990355.2621,929542.91,131171.731,990321.7512,[-164864.9118],1138045.747,-268606.678,-286141.5142,666534.3084
20130105:0607,990809.7442,990809.7442,925999.1626,130424.7667,990785.6135,[-165917.4125],1135910.562,-268754.6556,-286186.465,725300.644
20130105:0707,100209.5771,100209.5771,247524.2636,101746.0411,100239.8749,[-308353.3193],55348.07944,-239290.7502,-120691.7421,386574.0178
20130105:0807,38561.9055,38561.9055,249402.9515,106945.1745,38591.39548,[-306816.7738],10483.29807,-237054.1363,-113596.7122,-147177.3707
20130105:0907,-462414.7262,-462414.7262,971035.3197,317509.074,-462430.4242,[-206089.6251],-156798.2725,165076.2598,30284.60081,-528027.4848
20130105:1007,-460778.908,-460778.908,975192.6938,319028.3337,-460794.2574,[-205696.7263],-155082.2901,169019.8459,31586.38203,660708.8721
20130105:1107,-28034.22903,-28034.22903,1140360.324,809631.4704,-28033.07861,[9470.08092],71603.92088,1069847.994,788246.469,1083079.669
20130105:1207,-27764.31464,-27764.31464,1136688.148,811198.7972,-27763.07715,[10496.8305],71184.79996,1071208.181,791745.8497,1116596.333
20130105:1307,-262526.6095,-262526.6095,966.0766002,930506.6186,-262913.918,[143359.7553],-36108.56976,411217.7198,1209525.426,893362.3367
20130105:1407,-263607.4167,-263607.4167,-1803.996687,930351.0929,-264301.4735,[144039.4773],-35910.84721,404448.1717,1209602.172,642401.3166
20130105:1507,-247830.3399,-247830.3399,336758.5116,874415.3747,-247772.0152,[681076.2879],28935.77465,-565336.5211,1253667.996,405682.2676
20130105:1607,-239065.0414,-239065.0414,344329.9874,874069.6602,-239088.5947,[710481.0815],27856.47459,-556494.6936,1260770.851,446890.3708
20130105:1707,93718.82092,93718.82092,-28926.57811,948743.9743,93715.49469,[1052285.965],25066.06377,-54439.92094,1410888.551,284135.1844
20130105:1807,96322.4293,96322.4293,-30500.36073,949264.0381,96319.32,[1051656.103],25742.18712,-53563.4008,1411188.685,-148946.6524
20130105:1907,864402.6795,864402.6795,76408.42503,1058766.398,864397.8216,[496379.4101],324655.2198,-246474.7266,1472908.036,-512559.5473
20130105:2007,866631.0291,866631.0291,77904.46478,1058993.956,866626.2359,[494078.2788],378937.4787,-247758.0282,1472959.616,-312308.4634
20130105:2107,1062586.786,1062586.786,363165.8894,988634.9522,1062590.59,[341003.7157],647459.0381,-272972.5711,1203643.193,-92284.68851
20130105:2207,1062708.332,1062708.332,364110.8705,987737.024,1062712.129,[341355.7218],646254.0883,-271928.7445,1200956.936,-27723.76909
20130105:2307,895010.1982,895010.1982,535854.3098,-3684.087105,895008.3719,[-105770.6789],743239.0821,-50096.0489,-82385.02664,-140255.3091
20130106:0007,883775.5305,883775.5305,542326.6477,-57824.98331,883774.0425,[-140310.2735],739280.5645,-48693.17972,-129305.5804,-136546.1384
20130106:0107,850594.3551,850594.3551,745336.4578,-439451.6771,850594.0041,[-452967.2993],911450.4562,-203803.1112,-44424.35286,-188570.6763
20130106:0207,851949.8614,851949.8614,746185.9295,-438026.9209,851949.5029,[-451885.9538],913578.3355,-204845.702,-41620.60598,-201308.5047
20130106:0307,1438561.24,1438561.24,1258449.755,-100522.1564,1438561.926,[-115449.1589],1526463.994,-261506.3801,-48047.9364,-179998.4986
20130106:0407,1440410.061,1440410.061,1261177.706,-100362.3006,1440410.742,[-114971.1243],1528464.096,-260921.1243,-50746.69567,-190910.4855
20130106:0507,1337186.427,1337186.427,1382208.264,-262046.6626,1337185.997,[-221202.0016],1577056.533,26468.83091,-431641.6809,-225702.2794
20130106:0607,1335108.064,1335108.064,1379984.835,-262653.4491,1335107.633,[-221796.3533],1574941.738,28738.94065,-431112.4544,308304.314
20130106:0707,237895.5226,237895.5226,946797.8589,-182339.1498,237893.5768,[-223034.2044],257647.4191,963788.4136,-156665.5322,1181107.56
20130106:0807,189504.561,189504.561,945209.915,-172643.7997,189508.0198,[-219062.8228],192702.0322,997315.9632,-151012.2542,875997.8434
20130106:0907,-75764.51151,-75764.51151,1201569.901,191853.9436,-75764.21876,[-193209.8302],-276987.1662,1129585.358,-17679.2335,565780.3323
20130106:1007,-74606.94206,-74606.94206,1203373.462,194661.1296,-74606.6318,[-193367.0286],-274946.3559,1128449.154,-16132.81059,1049241.69
20130106:1107,-8725.061663,-8725.061663,1376032.839,1126392.472,-8724.987697,[-57705.57474],52864.25015,1163114.327,694122.9095,1577799.494
20130106:1207,-9693.56202,-9693.56202,1375322.999,1129352.162,-9693.482867,[-56881.18915],52093.8685,1164931.598,696966.2302,1846613.092
20130106:1307,-164805.0216,-164805.0216,1021273.543,1222974.864,-164804.9819,[-132225.2819],-313228.5096,942115.1576,755328.4854,1497537.813
20130106:1407,-164382.7379,-164382.7379,1019750.842,1221481.322,-164382.6944,[-133487.8745],-314173.5953,934955.0792,752985.5262,384964.141
20130106:1507,230110.0859,230110.0859,679805.9889,969775.6344,230111.0024,[-316893.9337],-235327.46,-826237.8908,411153.4965,-206509.3122
20130106:1607,249300.7341,249300.7341,658102.9798,970439.4513,249299.486,[-315304.0773],-225612.2157,-846901.8322,416415.9013,-480243.7919
20130106:1707,637266.5942,637266.5942,-18359.31711,1124049.143,637266.5069,[-198244.0608],-84377.98767,-206257.8813,759729.1696,-274923.5696
20130106:1807,639113.6534,639113.6534,-20024.62186,1124765.703,639113.5665,[-197882.3426],-84094.08014,-202397.3054,761673.2622,-98820.04527
20130106:1907,1083765.001,1083765.001,177123.8651,1654776.526,1083765.01,[-130635.9378],-34477.43679,-37125.66562,1506691.779,-74633.71766
20130106:2007,1084952.03,1084952.03,179382.4731,1657427.688,1084952.038,[-130434.047],-34348.59887,-39158.24001,1509050.356,-213014.2337
20130106:2107,1144886.123,1144886.123,740883.9113,1797926.136,1144886.124,[-163893.0086],222444.7785,-346129.8008,401429.706,-155554.6967
20130106:2207,1144584.28,1144584.28,743098.7989,1796660.532,1144584.281,[-164329.1012],225448.2399,-345431.4332,389051.481,-93338.53929
20130106:2307,1175176.883,1175176.883,1007948.382,947863.6847,1175143.699,[-269101.8758],1097771.178,-30031.28407,-967243.5776,-45291.27459
20130107:0007,1181263.608,1181263.608,1005432.479,905324.7702,1180791.407,[-270519.8729],1119980.183,-24613.07375,-923068.0637,-86324.73212
20130107:0107,1213533.047,1213533.047,762144.9433,426267.9218,1213422.406,[-164067.1234],1349453.325,-170611.6953,391753.3208,-177055.8943
20130107:0207,1212998.2,1212998.2,760745.3999,426135.3186,1212868.995,[-163462.0391],1350626.065,-171680.3939,393157.0011,-250899.171
20130107:0307,989246.191,989246.191,969313.4661,332780.6004,989258.9367,[-172484.8452],1653918.075,-302823.4517,-317320.3984,-83757.25444
20130107:0407,988411.006,988411.006,972366.1658,331592.3702,988424.1796,[-173069.9586],1654563.776,-302672.0194,-321010.1214,152772.769
20130107:0507,898868.1383,898868.1383,1461915.764,24056.44059,898885.6935,[-280017.1143],1672533.02,-138997.3931,-366461.9843,338836.8154
20130107:0607,898895.6057,898895.6057,1461208.317,23335.72194,898912.9783,[-280067.1829],1672479.73,-138136.6295,-363833.8614,682099.8767
20130107:0707,567614.3677,567614.3677,1152393.648,100321.3348,567598.7001,[-221171.7368],1020433.638,44964.49858,355242.7493,702671.4505
20130107:0807,549217.9865,549217.9865,1149055.658,110186.1043,549202.6145,[-217839.3178],974152.2624,46345.65163,373826.7062,564146.6886
20130107:0907,592744.3194,592744.3194,1267483.32,471909.8738,592749.8406,[158550.1145],352237.3411,-159046.3939,567971.5188,253922.7329
20130107:1007,594110.7177,594110.7177,1268125.73,474277.7111,594116.2954,[162585.2444],352359.5039,-160226.3125,568641.1696,-85858.90319
20130107:1107,615589.8399,615589.8399,1312040.048,1020132.027,615591.2684,[1166561.008],280065.9162,567226.5219,958676.3573,-8950.504082
20130107:1207,614170.2694,614170.2694,1312036.156,1021164.756,614171.6457,[1167944.847],279465.2325,572464.3749,960114.7224,-154271.5241
20130107:1307,239608.8874,239608.8874,1453504.935,954491.2025,239605.8566,[471793.3073],-169213.5868,493727.7066,802416.3595,-353544.8479
20130107:1407,238891.8326,238891.8326,1454655.747,954241.0263,238888.8192,[466322.7998],-170272.9387,486962.4091,800726.1288,-304522.0479
20130107:1507,497797.8422,497797.8422,1537896.86,1176506.048,497799.6796,[-317970.157],-145056.4649,-678334.0872,751359.4757,-225948.4443
20130107:1607,517776.0759,517776.0759,1514517.512,1217831.309,517777.8954,[-315642.5539],-138447.0602,-670957.5842,762065.8494,-181614.6031
20130107:1707,826596.6919,826596.6919,380554.5896,1294823.848,826596.3863,[-39263.41532],-7958.042036,19853.4335,1011029.617,-156151.2359
20130107:1807,827342.6641,827342.6641,377013.6936,1294503.317,827342.3491,[-38933.67549],-7316.242048,21632.45762,1012304.379,139383.4878
20130107:1907,1195134.447,1195134.447,662744.0901,1199249.836,1195134.026,[-236396.2152],-60854.67394,-209101.857,934079.7382,411604.2501
20130107:2007,1196912.786,1196912.786,666166.5052,1198863.97,1196912.376,[-237421.9401],-61787.89322,-211216.5188,931469.4414,1008873.958
20130107:2107,1274440.159,1274440.159,653469.3505,1053152.712,1274440.528,[-269819.4245],828321.6783,-356165.4264,-246285.3906,1036896.925
20130107:2207,1273252.272,1273252.272,649417.6883,1052343.45,1273252.639,[-269241.0379],839120.7587,-355191.0278,-251472.4552,660537.4837
20130107:2307,1067273.721,1067273.721,-208234.4111,342422.6703,1071883.114,[-195765.5796],2293943.759,60222.55872,-392065.5874,9879.130184
20130108:0007,1063604.771,1063604.771,-215037.3113,303770.6234,1072778.668,[-197477.1784],2281240.351,75433.50993,-359763.5665,-95878.756
20130108:0107,1165650.094,1165650.094,213131.3221,-30137.76224,1165854.645,[-246398.4701],1358640.737,425855.7211,194054.8373,747420.8521
20130108:0207,1165745.135,1165745.135,216106.2198,-29557.13957,1166219.565,[-246531.9747],1354542.601,428194.6342,194020.941,760278.1672
20130108:0307,1365139.664,1365139.664,1216803.722,9270.478762,1364884.847,[-247049.3142],919418.3608,987433.0699,-167869.6029,732388.6708
20130108:0407,1365917.295,1365917.295,1220383.199,8401.751296,1365665.191,[-246968.3374],920318.3277,988823.36,-169325.7334,790243.8443
20130108:0507,1205897.994,1205897.994,1241364.114,-210946.993,1206164.084,[-218777.2564],1284754.056,1129676.29,-260141.091,648800.4744
20130108:0607,1203988.057,1203988.057,1238111.937,-211216.4662,1204253.342,[-218553.9187],1284778.865,1129678.199,-259818.5897,222096.9549
20130108:0707,333948.2488,333948.2488,305329.8974,-35424.42958,333843.5555,[-108027.4952],463993.1792,853823.0352,-214843.8873,-538164.5152
20130108:0807,300138.7067,300138.7067,289295.8505,-23785.32635,300020.8657,[-102525.9824],417538.4325,838458.8822,-216132.8382,-305144.4036
20130108:0907,165300.3876,165300.3876,949064.412,297027.9903,165293.0719,[240501.0818],140737.1475,662966.2164,-120267.0107,-125163.4116
20130108:1007,165814.0473,165814.0473,983450.5136,299220.0995,165806.3934,[243609.7536],142658.6207,662484.2894,-118516.1875,-148049.0164
20130108:1107,66993.49337,66993.49337,761512.5348,1012438.265,67044.11645,[1119112.096],453409.9376,555680.3843,652988.8967,-240481.4541
20130108:1207,65853.56118,65853.56118,761784.0203,1014661.462,65904.53845,[1121259.026],453031.5034,555640.9503,655701.4213,-275880.4405
20130108:1307,-70295.92686,-70295.92686,583422.8048,1158647.548,-70331.69185,[882551.9711],226694.76,555823.3727,533544.2991,-246450.3235
20130108:1407,-69993.65502,-69993.65502,583796.4559,1158627.821,-70028.82398,[878973.7057],226135.2119,554878.1534,530232.7387,335818.1461
20130108:1507,167027.361,167027.361,511866.966,1295307.287,167035.7352,[418979.0739],364076.7301,-303771.3779,58030.76251,1059112.421
20130108:1607,176310.3275,176310.3275,484640.2545,1303387.45,176320.199,[421895.265],374693.2152,-341940.9315,64182.30735,866480.8819
20130108:1707,426717.4806,426717.4806,-346460.8585,1353819.081,426722.8863,[592657.3696],531257.1997,-414080.4802,665773.9381,-417092.0059
20130108:1807,428952.4263,428952.4263,-348221.3965,1353395.64,428957.7186,[592757.9128],531920.5883,-411931.1008,669623.5866,-665417.3559
20130108:1907,1109493.089,1109493.089,-180861.4783,1479747.135,1109486.093,[-99979.67716],934930.4645,-71219.09389,1866922.487,-538079.3989
20130108:2007,1111268.534,1111268.534,-179246.116,1481022.829,1111261.589,[-104102.9619],936904.889,-71467.17136,1870355.819,-255855.968
20130108:2107,1067661.999,1067661.999,-124003.5068,1540592.404,1067665.215,[-341180.063],1275606.707,-293546.22,1628801.131,209283.0433
20130108:2207,1066542.762,1066542.762,-125185.2441,1539616.196,1066545.991,[-339540.2372],1276803.986,-294117.1424,1624255.417,310718.2015
20130108:2307,1022404.476,1022404.476,-334579.4298,419583.4975,1022404.492,[-45754.27099],1320859.857,-252183.0313,-131310.5723,403069.5438
20130109:0007,1030193.61,1030193.61,-333595.7204,357884.0144,1030193.404,[-47500.35152],1312969.944,-247381.3102,-192599.241,-78250.14357
20130109:0107,1145703.96,1145703.96,-117151.9113,-52070.86551,1145702.834,[-263870.4598],1148448.532,-34191.50319,-343505.4431,-353303.4397
20130109:0207,1145326.089,1145326.089,-115654.6805,-50127.5322,1145325.061,[-264826.3931],1148158.303,-32052.43147,-341021.5601,-365792.9117
20130109:0307,990458.424,990458.424,425413.1237,335645.456,990459.2091,[-271850.7861],1088130.269,818378.1837,-64926.52185,-172275.5912
20130109:0407,990313.4973,990313.4973,427325.8011,335573.1675,990314.2788,[-271239.103],1087912.966,821175.183,-65763.34847,138962.4037
20130109:0507,1147983.383,1147983.383,422759.7781,90446.94323,1147983.207,[-191071.7838],1002347.218,867750.7818,-317399.7537,-65368.36778
20130109:0607,1148810.765,1148810.765,421355.7346,89426.8186,1148810.586,[-191081.8513],1001142.345,866603.7638,-317689.0562,-201150.5821
