timestamp,p,0,50,100,150,200,250,300,350,400,450,500,550
20130104:2307,-202126.7039,-202126.7039,-185006.5156,284983.5429,162770.867,521430.6693,-235244.5718,-82793.36631,845855.0133,983238.6812,-492017.1354,-226284.5742,1182697.203
20130105:0007,-227034.5315,-227034.5315,40658.56206,216656.0622,96183.95547,460347.9327,-101699.4845,-172970.9384,850402.6218,1009846.46,-345683.0357,-213948.6467,1363664.815
20130105:0107,-253780.3665,-253780.3665,208239.9142,185824.7785,48881.67705,354288.2486,156803.8471,-238757.6501,698415.6368,826929.3955,-133772.6799,-204808.6227,620804.0922
20130105:0207,-257012.9606,-257012.9606,-66647.32469,274004.7283,103903.8964,-220431.9144,773758.825,-217753.5384,-317925.1121,458250.3207,-113221.6304,-201792.4466,-900392.4627
20130105:0307,-189536.464,-189536.464,-121994.9941,323089.6786,202665.1993,-438282.3423,520754.8835,-117272.5867,-500479.4471,600322.2659,-276812.1118,-194808.0434,-183681.6254
20130105:0407,-76104.83341,-76104.83341,59345.78437,255872.3101,303040.9612,-293480.5026,199508.5961,-40271.51029,-213994.2415,723728.5271,-126951.2301,-215609.1881,272473.2887
20130105:0507,302249.2822,302249.2822,301601.6303,129649.8021,1413234.355,-120110.7578,79436.33771,82852.59191,-30905.2924,1075095.333,369888.0932,-243681.6833,82595.0683
20130105:0607,405831.4193,405831.4193,285838.3624,170877.3949,1809878.829,-173270.8445,253590.0092,91905.19701,-156027.9369,1171233.157,364062.0258,-224553.6748,-226772.2155
20130105:0707,408043.6359,408043.6359,250032.86,225660.1749,1766867.399,-240551.0361,342950.9196,200196.3836,-243344.3415,1025604.502,117764.9625,-204266.4004,-368086.3272
20130105:0807,341185.9053,341185.9053,217092.2694,218816.9736,1401611.257,-263544.0802,238550.916,440669.1148,-229380.7234,605262.2331,-217780.5843,-36013.7236,-302670.2673
20130105:0907,132018.6195,132018.6195,215565.1544,-257992.2046,796538.6118,-194211.9964,-374048.6187,859788.532,-137197.0537,-328544.0565,-431034.9835,793970.0892,-16211.13516
20130105:1007,191368.7064,191368.7064,257549.94,-410627.2808,1190755.174,-152106.4131,-407258.3283,713663.5147,-180543.4742,-1010.75591,-135812.8826,-82572.42084,-190564.4114
20130105:1107,340301.4726,340301.4726,401891.2726,-281126.8391,1322478.502,-153602.8668,-228770.0771,552715.2679,-192868.2883,229650.3411,147352.6291,-492349.38,-309181.6842
20130105:1207,829024.1723,829024.1723,1048030.23,-140121.2302,1265465.07,-210299.0611,-103331.5014,1142250.614,-151163.4738,-110146.5139,1348015.782,-76291.73758,-231432.4311
20130105:1307,927507.853,927507.853,1098745.071,-189830.2581,1207359.351,-233783.0607,-162300.192,1557130.142,-157992.4395,-370992.0765,1619317.503,270693.0038,-144691.1944
20130105:1407,833078.2844,833078.2844,842988.4938,-257359.6586,1222542.47,-245654.8876,-190475.7637,1608567.916,-177528.8989,-444060.6951,1478339.962,261974.8889,-108769.7476
20130105:1507,618915.9269,618915.9269,496103.6108,-290699.6834,1288272.038,-249912.6159,-147349.364,1269327.33,-158272.6258,-333360.5044,1023824.596,-78629.37967,-125325.1399
20130105:1607,-190105.682,-190105.682,379399.6189,-224223.3288,432703.5149,-146421.2296,-22471.72045,-147738.8688,128587.7443,264.2074397,493774.1384,-520196.0089,-207579.1426
20130105:1707,-249841.9014,-249841.9014,737678.475,-121778.5221,-396578.3946,-79440.13997,-98637.65437,-180841.012,98025.32136,-27874.98991,465623.7849,-51172.71739,-229042.357
20130105:1807,-52662.54291,-52662.54291,703575.8055,-11729.98852,-313429.39,-94546.69682,-204953.0534,111163.9195,66782.95954,-96891.49497,139151.141,274253.3616,-229893.3581
20130105:1907,24221.12516,24221.12516,321631.0517,505979.2485,32480.4752,-168228.4897,-256197.313,29013.43807,816390.7072,240029.5935,-493667.249,328278.0367,-217563.8198
20130105:2007,-79962.38816,-79962.38816,254938.2911,695260.4471,20960.94321,-183467.146,-193222.3193,-214594.2453,1235192.636,424001.4977,-493574.647,115693.057,-201012.0137
20130105:2107,-128786.6157,-128786.6157,328930.7254,717589.0661,-96338.61561,-156885.3444,-135185.2489,-369661.1822,1345766.364,418697.9528,-281138.9229,-114604.2313,-163137.3794
20130105:2207,-65627.78613,-65627.78613,328192.0676,599289.446,-221212.7696,-100029.2471,-126839.4002,-377611.9664,1104563.808,240310.6786,-8430.615039,-275093.8113,-104867.5381
20130105:2307,199406.8202,199406.8202,-88357.57699,236260.6345,-224828.2051,-187965.0561,-232775.447,-179308.0432,-453107.1173,-110401.7513,-33341.15238,-284741.0857,-60297.02953
20130106:0007,306849.9249,306849.9249,-119284.5328,281045.3163,-29031.81977,-317239.7376,-256702.6629,-174870.4108,-626943.9853,40638.40592,-346247.1213,-174770.7156,-162586.4217
20130106:0107,413761.0723,413761.0723,29251.96557,453327.4613,156161.4776,-291266.7281,-234237.4115,-242587.4895,-242490.2169,303324.4441,-257413.1215,-145604.0477,-246897.7112
20130106:0207,756939.4727,756939.4727,127650.677,1169547.695,661283.5172,-174411.3463,-220570.3936,-193176.1843,30322.49282,1134800.113,-128566.7472,-51992.69699,-285637.8963
20130106:0307,819525.9392,819525.9392,128691.6368,1345438.168,796177.257,-141736.5056,-230984.7457,-6189.143016,-132159.3833,1234234.325,-178858.5565,-31141.46348,-248962.6244
20130106:0407,790731.3862,790731.3862,234284.0432,1265274.246,838563.1542,-132728.8131,-242539.5776,258382.9016,-253046.583,1038947.562,-241697.2738,-81567.25984,-213909.7302
20130106:0507,729882.0123,729882.0123,459186.8749,1029642.638,819281.1411,-136940.4361,-249583.0419,463601.878,-215464.6575,755396.546,-260086.9734,-203532.6993,-195228.2118
20130106:0607,699976.3427,699976.3427,762448.4003,195976.5469,802641.9212,-140485.5269,-222896.8294,471007.9495,59871.41528,-399902.0406,256280.6638,56400.61162,-206246.9106
20130106:0707,705872.8509,705872.8509,419025.4039,39116.34859,940158.2415,-112988.753,-92427.74715,475199.4569,-26146.54067,-526589.5514,1472654.433,170763.4615,-228633.181
20130106:0807,627150.6109,627150.6109,357839.7082,171931.1084,882398.3147,-97300.58062,-31000.10507,710193.2855,-230076.8203,-77828.54056,1369436.259,-162359.3905,-204144.9174
20130106:0907,433908.6912,433908.6912,800696.0193,150283.3977,469010.8718,-80325.89266,-58376.22715,1041789.22,-312073.1506,397333.5859,977970.7809,-486106.7446,-209529.3605
20130106:1007,397158.8789,397158.8789,984769.3305,31441.55551,342508.3107,-86337.88159,-105528.4473,996029.2371,-217944.3861,242119.9067,1214674.823,-358489.4489,-235547.4858
20130106:1107,390304.2408,390304.2408,1005325.744,-51340.49115,321096.4503,-99110.67182,-144017.2511,914866.4706,-159799.7356,21639.87701,1751021.344,-192299.416,-250520.7523
20130106:1207,386388.8154,386388.8154,869150.9226,-70328.41343,335226.028,-111172.5851,-166832.0754,863522.8009,-174381.0475,-95954.0839,2232736.334,-107868.5727,-246111.0106
20130106:1307,166992.4743,166992.4743,678858.8729,20182.24625,-149377.6542,-170093.9283,-242615.4846,163881.6415,-138198.0818,211492.1228,1934684.152,-226317.0902,-218501.3929
20130106:1407,268994.9312,268994.9312,794056.3221,136023.3346,-369912.6273,-204037.548,-152264.9435,-10417.14604,89754.49616,536817.1504,414257.7141,-287826.687,-222801.2556
20130106:1507,473889.2787,473889.2787,870145.7457,241471.7556,-269347.9958,-160104.7351,162210.0297,214298.6915,124047.5706,556144.8627,-536370.1028,-247834.9512,-238548.0591
20130106:1607,543536.9865,543536.9865,977163.0335,528960.0408,-150312.1887,-200301.0777,806603.6338,40771.26278,218340.3566,464669.3391,-749844.1022,-95880.12989,-252536.0916
20130106:1707,384887.7167,384887.7167,1018453.702,533045.1101,-193478.2755,-262889.8648,815619.5647,-245999.7476,322396.7174,446627.2553,-243572.9639,-36987.53435,-244588.0232
20130106:1807,221654.5248,221654.5248,1129589.945,486091.8577,-247090.6749,-288433.521,528199.2042,-398564.4,336738.5454,408851.3598,153030.8897,-11796.03234,-206186.6035
20130106:1907,145665.4144,145665.4144,1008662.24,506944.9573,-262930.9553,-272052.6913,80616.94064,-360337.983,223871.2148,305068.2778,199922.7033,-43973.56298,-121478.4599
20130106:2007,316371.1916,316371.1916,90958.38826,701706.9119,-101234.0219,-218388.3219,-440173.5852,-114726.4109,-347621.2178,28316.83378,-316997.7585,-12241.8964,402879.7437
20130106:2107,474224.2618,474224.2618,-15271.08779,681254.4695,5823.791686,-210107.4138,-216731.9611,-161556.9881,-299134.74,187464.7703,-316960.2502,-5500.920723,560741.3223
20130106:2207,516485.1393,516485.1393,217350.4293,662577.4348,20411.1317,-222661.9411,-130989.9334,-248916.7686,-116657.5433,456591.7009,-140960.3524,-99343.61979,362632.4199
20130106:2307,700952.6382,700952.6382,307666.4315,591984.0373,339064.294,-211969.4695,-220085.8024,287058.475,-49765.63916,968792.2329,-19799.95634,-219437.9849,-205842.8558
20130107:0007,766108.8848,766108.8848,156302.4003,526884.2184,512082.6879,-190689.767,-284596.2681,853279.5637,-147277.9018,930945.173,-82044.40722,-202116.4325,-326644.8365
20130107:0107,737183.5537,737183.5537,17860.50398,434317.0024,584057.8928,-191831.0193,-299705.8511,1383727.608,-236727.2863,549739.5758,-159505.54,-160946.4883,-315439.8612
20130107:0207,623493.3674,623493.3674,-9315.529408,328252.1751,525099.1117,-223240.8684,-271140.4929,1697648.471,-274626.3679,-83902.36216,-224385.6825,-123309.9156,-254685.2491
20130107:0307,451185.1139,451185.1139,167771.9322,-144756.6637,116734.5664,-251708.6685,-172553.4089,1633926.907,-206510.8409,-681101.6913,-246726.0124,-207708.9111,-181476.3106
20130107:0407,567944.161,567944.161,363262.7818,-274104.9909,248912.8196,-111741.2935,-105797.5229,1311320.323,31339.38955,-148891.7756,-28144.42726,17864.5375,-238713.6322
20130107:0507,611590.2713,611590.2713,430594.0731,-153335.4661,532475.4524,71022.80713,-116861.0213,1294227.779,246877.1271,-5542.45587,232396.8076,360841.5357,-234064.6783
20130107:0607,675819.0913,675819.0913,413244.6322,-72479.69408,1026867.858,467364.6515,-167868.5586,892271.2993,589520.7851,-222782.5579,1018647.063,120504.7838,-103375.4852
20130107:0707,704557.9885,704557.9885,409049.1422,-146227.8373,1159286.292,530464.4788,-173198.5655,637333.09,692340.2442,-338013.5799,1201879.502,-212803.6295,-66134.03048
20130107:0807,639915.9991,639915.9991,400946.1132,-214888.8654,1249671.598,487234.4787,-194159.072,502787.4467,820599.0615,-344491.6654,1044563.513,-405959.9442,-119748.1538
20130107:0907,476563.8511,476563.8511,301065.59,-230514.1316,1298537.062,403950.0449,-238930.9858,460923.6562,936886.54,-268676.4163,549780.9299,-418362.2303,-235459.422
20130107:1007,-115350.4212,-115350.4212,3767.596031,-120542.8238,243025.7343,272816.3315,-218600.3361,39803.18216,545281.0833,-138248.1486,76101.59244,-180566.7487,-317188.4557
