Time,value,,,,,,,,,,,,
20130403:0507,552715.2679,,,,,,,,,,,,
20130403:0607,1142250.614,,,,,,,,,,,,
20130403:0707,1557130.142,,,,,,,,,,,,
20130403:0807,1608567.916,,,,,,,,,,,,
20130403:0907,1269327.33,,,,,,,,,,,,
20130403:1007,-147738.8688,,,,,,,,,,,,
20130403:1107,-180841.012,,,,,,,,,,,,
20130403:1207,111163.9195,,,,,,,,,,,,
20130403:1307,29013.43807,,,,,,,,,,,,
20130403:1407,-214594.2453,,,,,,,,,,,,
20130403:1507,-369661.1822,,,,,,,,,,,,
20130403:1607,-377611.9664,,,,,,,,,,,,
20130403:1707,-179308.0432,,,,,,,,,,,,
20130403:1807,-174870.4108,,,,,,,,,,,,
20130403:1907,-242587.4895,,,,,,,,,,,,
20130403:2007,-193176.1843,,,,,,,,,,,,
20130403:2107,-6189.143016,,,,,,,,,,,,
20130403:2207,258382.9016,,,,,,,,,,,,
20130403:2307,463601.878,,,,,,,,,,,,
20130404:0007,471007.9495,,,,,,,,,,,,
20130404:0107,475199.4569,,,,,,,,,,,,
20130404:0207,710193.2855,,,,,,,,,,,,
20130404:0307,1041789.22,,,,,,,,,,,,
20130404:0407,996029.2371,,,,,,,,,,,,
20130404:0507,914866.4706,,,,,,,,,,,,
20130404:0607,863522.8009,,,,,,,,,,,,
20130404:0707,163881.6415,,,,,,,,,,,,
20130404:0807,-10417.14604,,,,,,,,,,,,
20130404:0907,214298.6915,,,,,,,,,,,,
20130404:1007,40771.26278,,,,,,,,,,,,
20130404:1107,-245999.7476,,,,,,,,,,,,
20130404:1207,-398564.4,,,,,,,,,,,,
20130404:1307,-360337.983,,,,,,,,,,,,
20130404:1407,-114726.4109,,,,,,,,,,,,
20130404:1507,-161556.9881,,,,,,,,,,,,
20130404:1607,-248916.7686,,,,,,,,,,,,
20130404:1707,287058.475,,,,,,,,,,,,
20130404:1807,853279.5637,,,,,,,,,,,,
20130404:1907,1383727.608,,,,,,,,,,,,
20130404:2007,1697648.471,,,,,,,,,,,,
20130404:2107,1633926.907,,,,,,,,,,,,
20130404:2207,1311320.323,,,,,,,,,,,,
20130404:2307,1294227.779,,,,,,,,,,,,
20130405:0007,892271.2993,,,,,,,,,,,,
20130405:0107,637333.09,,,,,,,,,,,,
20130405:0207,502787.4467,,,,,,,,,,,,
20130405:0307,460923.6562,,,,,,,,,,,,
20130405:0407,39803.18216,,,,,,,,,,,,
20130405:0507,-171316.1441,,,,,,,,,,,,
20130405:0607,-26647.19557,,,,,,,,,,,,
20130405:0707,104588.7475,,,,,,,,,,,,
20130405:0807,25523.41886,,,,,,,,,,,,
20130405:0907,-54053.01668,,,,,,,,,,,,
20130405:1007,-72517.47521,,,,,,,,,,,,
20130405:1107,97513.25258,,,,,,,,,,,,
20130405:1207,237777.5584,,,,,,,,,,,,
20130405:1307,296740.354,,,,,,,,,,,,
20130405:1407,555462.7991,,,,,,,,,,,,
20130405:1507,681114.7357,,,,,,,,,,,,
20130405:1607,766150.9983,,,,,,,,,,,,
20130405:1707,804891.7441,,,,,,,,,,,,
20130405:1807,771654.4682,,,,,,,,,,,,
20130405:1907,751739.7421,,,,,,,,,,,,
20130405:2007,782626.9161,,,,,,,,,,,,
20130405:2107,681656.8489,,,,,,,,,,,,
20130405:2207,564556.888,,,,,,,,,,,,
20130405:2307,419078.6548,,,,,,,,,,,,
20130406:0007,249200.5678,,,,,,,,,,,,
20130406:0107,-32699.05292,,,,,,,,,,,,
20130406:0207,94947.33035,,,,,,,,,,,,
20130406:0307,129940.7789,,,,,,,,,,,,
20130406:0407,-30270.18849,,,,,,,,,,,,
20130406:0507,-84784.30114,,,,,,,,,,,,
20130406:0607,-82052.37624,,,,,,,,,,,,
20130406:0707,-54463.96058,,,,,,,,,,,,
20130406:0807,14119.35811,,,,,,,,,,,,
20130406:0907,111814.7526,,,,,,,,,,,,
20130406:1007,270405.7313,,,,,,,,,,,,
20130406:1107,749735.9687,,,,,,,,,,,,
20130406:1207,858956.5879,,,,,,,,,,,,
20130406:1307,796038.5576,,,,,,,,,,,,
20130406:1407,619081.2103,,,,,,,,,,,,
20130406:1507,618978.5022,,,,,,,,,,,,
20130406:1607,780298.129,,,,,,,,,,,,
20130406:1707,767474.322,,,,,,,,,,,,
20130406:1807,698656.0432,,,,,,,,,,,,
20130406:1907,690848.0903,,,,,,,,,,,,
20130406:2007,679767.4286,,,,,,,,,,,,
20130406:2107,651375.2361,,,,,,,,,,,,
20130406:2207,67487.5657,,,,,,,,,,,,
20130406:2307,-403884.7188,,,,,,,,,,,,
20130407:0007,-206171.3253,,,,,,,,,,,,
20130407:0107,448527.7133,,,,,,,,,,,,
20130407:0207,535245.0645,,,,,,,,,,,,
20130407:0307,439155.5244,,,,,,,,,,,,
20130407:0407,282615.1277,,,,,,,,,,,,
20130407:0507,188008.552,,,,,,,,,,,,
20130407:0607,388498.1664,,,,,,,,,,,,
20130407:0707,559764.0725,,,,,,,,,,,,
20130407:0807,884079.2056,,,,,,,,,,,,
20130407:0907,982238.9484,,,,,,,,,,,,
20130407:1007,1068215.163,,,,,,,,,,,,
20130407:1107,1136626.172,,,,,,,,,,,,
20130407:1207,1035860.29,,,,,,,,,,,,
20130407:1307,824330.7467,,,,,,,,,,,,
20130407:1407,810388.2176,,,,,,,,,,,,
20130407:1507,1001359.232,,,,,,,,,,,,
20130407:1607,1052777.041,,,,,,,,,,,,
20130407:1707,923877.317,,,,,,,,,,,,
20130407:1807,632816.9843,,,,,,,,,,,,
20130407:1907,-230906.475,,,,,,,,,,,,
20130407:2007,-125324.3878,,,,,,,,,,,,
20130407:2107,262221.4723,,,,,,,,,,,,
20130407:2207,472154.1822,,,,,,,,,,,,
20130407:2307,282838.0322,,,,,,,,,,,,
20130408:0007,86142.32632,,,,,,,,,,,,
20130408:0107,-13375.59342,,,,,,,,,,,,
20130408:0207,95673.99755,,,,,,,,,,,,
20130408:0307,154369.7501,,,,,,,,,,,,
20130408:0407,101326.3682,,,,,,,,,,,,
20130408:0507,316381.4574,,,,,,,,,,,,
20130408:0607,549768.0867,,,,,,,,,,,,
20130408:0707,762820.666,,,,,,,,,,,,
20130408:0807,877984.811,,,,,,,,,,,,
20130408:0907,668223.775,,,,,,,,,,,,
20130408:1007,549178.8313,,,,,,,,,,,,
20130408:1107,694501.813,,,,,,,,,,,,
20130408:1207,1186969.843,,,,,,,,,,,,
20130408:1307,1266023.967,,,,,,,,,,,,
20130408:1407,1135018.434,,,,,,,,,,,,
20130408:1507,851643.9466,,,,,,,,,,,,
20130408:1607,-151269.6786,,,,,,,,,,,,
20130408:1707,-258217.0022,,,,,,,,,,,,
20130408:1807,-20529.13626,,,,,,,,,,,,
20130408:1907,133986.2912,,,,,,,,,,,,
20130408:2007,41259.30532,,,,,,,,,,,,
20130408:2107,-6541.70676,,,,,,,,,,,,
20130408:2207,46847.49994,,,,,,,,,,,,
20130408:2307,222719.3967,,,,,,,,,,,,
20130409:0007,187243.8192,,,,,,,,,,,,
20130409:0107,213992.1516,,,,,,,,,,,,
20130409:0207,605073.0755,,,,,,,,,,,,
20130409:0307,720116.1228,,,,,,,,,,,,
20130409:0407,646618.7093,,,,,,,,,,,,
20130409:0507,454885.1942,,,,,,,,,,,,
20130409:0607,251896.738,,,,,,,,,,,,
20130409:0707,443556.2014,,,,,,,,,,,,
20130409:0807,334580.6093,,,,,,,,,,,,
20130409:0907,91265.8881,,,,,,,,,,,,
20130409:1007,148324.4276,,,,,,,,,,,,
20130409:1107,250581.157,,,,,,,,,,,,
20130409:1207,277783.6645,,,,,,,,,,,,
20130409:1307,-189916.9331,,,,,,,,,,,,
20130409:1407,-251429.6889,,,,,,,,,,,,
20130409:1507,-67810.78864,,,,,,,,,,,,
20130409:1607,70541.43872,,,,,,,,,,,,
20130409:1707,-13417.15142,,,,,,,,,,,,
20130409:1807,-115171.9682,,,,,,,,,,,,
20130409:1907,-169508.4066,,,,,,,,,,,,
20130409:2007,12006.48003,,,,,,,,,,,,
20130409:2107,253953.3451,,,,,,,,,,,,
20130409:2207,321521.0998,,,,,,,,,,,,
20130409:2307,573624.9138,,,,,,,,,,,,
20130410:0007,751483.6259,,,,,,,,,,,,
20130410:0107,936453.4396,,,,,,,,,,,,
20130410:0207,1084086.533,,,,,,,,,,,,
20130410:0307,743329.0679,,,,,,,,,,,,
20130410:0407,315080.1727,,,,,,,,,,,,
20130410:0507,455155.9054,,,,,,,,,,,,
20130410:0607,1484016.233,,,,,,,,,,,,
20130410:0707,1716182.525,,,,,,,,,,,,
20130410:0807,1494048.636,,,,,,,,,,,,
20130410:0907,917952.6617,,,,,,,,,,,,
20130410:1007,-96332.46525,,,,,,,,,,,,
20130410:1107,513754.4297,,,,,,,,,,,,
20130410:1207,866909.1911,,,,,,,,,,,,
20130410:1307,697891.763,,,,,,,,,,,,
20130410:1407,491690.0577,,,,,,,,,,,,
20130410:1507,449417.8032,,,,,,,,,,,,
20130410:1607,585199.2887,,,,,,,,,,,,
20130410:1707,781036.8989,,,,,,,,,,,,
20130410:1807,466406.6138,,,,,,,,,,,,
20130410:1907,316751.43,,,,,,,,,,,,
20130410:2007,711134.8919,,,,,,,,,,,,
20130410:2107,925288.3993,,,,,,,,,,,,
20130410:2207,1005408.951,,,,,,,,,,,,
20130410:2307,1027613.484,,,,,,,,,,,,
20130411:0007,990396.7177,,,,,,,,,,,,
20130411:0107,1000030.89,,,,,,,,,,,,
20130411:0207,1060729.159,,,,,,,,,,,,
20130411:0307,1082513.586,,,,,,,,,,,,
20130411:0407,1076557.581,,,,,,,,,,,,
20130411:0507,948397.6535,,,,,,,,,,,,
20130411:0607,605257.3864,,,,,,,,,,,,
20130411:0707,22031.2673,,,,,,,,,,,,
20130411:0807,297932.8816,,,,,,,,,,,,
20130411:0907,424391.9439,,,,,,,,,,,,
20130411:1007,372537.4084,,,,,,,,,,,,
20130411:1107,309875.6631,,,,,,,,,,,,
20130411:1207,285020.3991,,,,,,,,,,,,
20130411:1307,292749.532,,,,,,,,,,,,
20130411:1407,237851.32,,,,,,,,,,,,
20130411:1507,204866.6482,,,,,,,,,,,,
20130411:1607,247109.7031,,,,,,,,,,,,
20130411:1707,541171.9396,,,,,,,,,,,,
20130411:1807,672177.8874,,,,,,,,,,,,
20130411:1907,686884.2217,,,,,,,,,,,,
20130411:2007,569199.9773,,,,,,,,,,,,
20130411:2107,354354.3211,,,,,,,,,,,,
20130411:2207,458052.4207,,,,,,,,,,,,
20130411:2307,382727.536,,,,,,,,,,,,
20130412:0007,595754.3053,,,,,,,,,,,,
20130412:0107,829629.3298,,,,,,,,,,,,
20130412:0207,856940.2093,,,,,,,,,,,,
20130412:0307,617313.4012,,,,,,,,,,,,
20130412:0407,-362167.4762,,,,,,,,,,,,
20130412:0507,-443072.4622,,,,,,,,,,,,
20130412:0607,-151086.5042,,,,,,,,,,,,
20130412:0707,26575.01241,,,,,,,,,,,,
20130412:0807,-118036.1626,,,,,,,,,,,,
20130412:0907,-234236.4813,,,,,,,,,,,,
20130412:1007,-229840.0587,,,,,,,,,,,,
20130412:1107,-63610.93731,,,,,,,,,,,,
20130412:1207,-58078.89761,,,,,,,,,,,,
20130412:1307,-14802.94714,,,,,,,,,,,,
20130412:1407,424779.7056,,,,,,,,,,,,
20130412:1507,637328.6907,,,,,,,,,,,,
20130412:1607,677558.3612,,,,,,,,,,,,
20130412:1707,533862.5074,,,,,,,,,,,,
20130412:1807,118680.675,,,,,,,,,,,,
20130412:1907,26610.49057,,,,,,,,,,,,
20130412:2007,23513.58955,,,,,,,,,,,,
20130412:2107,47473.33083,,,,,,,,,,,,
20130412:2207,53314.58476,,,,,,,,,,,,
20130412:2307,13284.97721,,,,,,,,,,,,
20130413:0007,-73736.10409,,,,,,,,,,,,
20130413:0107,-311880.3925,,,,,,,,,,,,
20130413:0207,-293283.3316,,,,,,,,,,,,
20130413:0307,-227065.3702,,,,,,,,,,,,
20130413:0407,-182000.0306,,,,,,,,,,,,
20130413:0507,-199656.2686,,,,,,,,,,,,
20130413:0607,-218411.2162,,,,,,,,,,,,
20130413:0707,-224819.3884,,,,,,,,,,,,
20130413:0807,-163349.3403,,,,,,,,,,,,
20130413:0907,157722.5512,,,,,,,,,,,,
20130413:1007,485097.3962,,,,,,,,,,,,
20130413:1107,615630.785,,,,,,,,,,,,
20130413:1207,355178.2552,,,,,,,,,,,,
20130413:1307,263787.4917,,,,,,,,,,,,
20130413:1407,351987.2061,,,,,,,,,,,,
20130413:1507,561372.3556,,,,,,,,,,,,
20130413:1607,618362.2868,,,,,,,,,,,,
20130413:1707,268437.1369,,,,,,,,,,,,
20130413:1807,143549.4056,,,,,,,,,,,,
20130413:1907,625147.5317,,,,,,,,,,,,
20130413:2007,904962.8302,,,,,,,,,,,,
20130413:2107,939230.6421,,,,,,,,,,,,
20130413:2207,747333.7135,,,,,,,,,,,,
20130413:2307,-205499.6393,,,,,,,,,,,,
20130414:0007,-428053.8653,,,,,,,,,,,,
20130414:0107,-163458.3045,,,,,,,,,,,,
20130414:0207,16194.02908,,,,,,,,,,,,
20130414:0307,-142856.0558,,,,,,,,,,,,
20130414:0407,-293473.8444,,,,,,,,,,,,
20130414:0507,-333238.2793,,,,,,,,,,,,
20130414:0607,-69763.61868,,,,,,,,,,,,
20130414:0707,183449.9079,,,,,,,,,,,,
20130414:0807,375151.0174,,,,,,,,,,,,
20130414:0907,815489.9941,,,,,,,,,,,,
20130414:1007,890841.235,,,,,,,,,,,,
20130414:1107,875221.6745,,,,,,,,,,,,
20130414:1207,821350.9824,,,,,,,,,,,,
20130414:1307,401787.4093,,,,,,,,,,,,
20130414:1407,78748.35819,,,,,,,,,,,,
20130414:1507,130322.8363,,,,,,,,,,,,
20130414:1607,353534.4136,,,,,,,,,,,,
20130414:1707,361862.8293,,,,,,,,,,,,
20130414:1807,313057.5441,,,,,,,,,,,,
20130414:1907,249279.6605,,,,,,,,,,,,
20130414:2007,-193805.0534,,,,,,,,,,,,
20130414:2107,-313500.3633,,,,,,,,,,,,
20130414:2207,-137441.5923,,,,,,,,,,,,
20130414:2307,104404.0572,,,,,,,,,,,,
20130415:0007,60191.94653,,,,,,,,,,,,
20130415:0107,6915.352799,,,,,,,,,,,,
20130415:0207,17256.93881,,,,,,,,,,,,
20130415:0307,102713.3984,,,,,,,,,,,,
20130415:0407,103071.6304,,,,,,,,,,,,
20130415:0507,82685.76062,,,,,,,,,,,,
20130415:0607,362142.4088,,,,,,,,,,,,
20130415:0707,514399.9511,,,,,,,,,,,,
20130415:0807,632846.7159,,,,,,,,,,,,
20130415:0907,732462.564,,,,,,,,,,,,
20130415:1007,623545.8005,,,,,,,,,,,,
20130415:1107,388851.9845,,,,,,,,,,,,
20130415:1207,326851.3177,,,,,,,,,,,,
20130415:1307,689812.6636,,,,,,,,,,,,
20130415:1407,819853.4925,,,,,,,,,,,,
20130415:1507,593705.931,,,,,,,,,,,,
20130415:1607,52652.06808,,,,,,,,,,,,
20130415:1707,-655186.2381,,,,,,,,,,,,
20130415:1807,-238255.2366,,,,,,,,,,,,
20130415:1907,-52017.21509,,,,,,,,,,,,
20130415:2007,-172750.2871,,,,,,,,,,,,
20130415:2107,-290220.592,,,,,,,,,,,,
20130415:2207,-296019.606,,,,,,,,,,,,
20130415:2307,-189829.9865,,,,,,,,,,,,
20130416:0007,12514.02058,,,,,,,,,,,,
20130416:0107,-72230.69588,,,,,,,,,,,,
20130416:0207,-131354.1718,,,,,,,,,,,,
20130416:0307,-70367.67031,,,,,,,,,,,,
20130416:0407,207.520558,,,,,,,,,,,,
20130416:0507,30644.85321,,,,,,,,,,,,
20130416:0607,3681.490638,,,,,,,,,,,,
20130416:0707,-204544.1491,,,,,,,,,,,,
20130416:0807,-275397.7989,,,,,,,,,,,,
20130416:0907,-244447.0118,,,,,,,,,,,,
20130416:1007,89276.13118,,,,,,,,,,,,
20130416:1107,393191.061,,,,,,,,,,,,
20130416:1207,664843.2796,,,,,,,,,,,,
20130416:1307,715658.7699,,,,,,,,,,,,
20130416:1407,-262860.2236,,,,,,,,,,,,
20130416:1507,-501466.9059,,,,,,,,,,,,
20130416:1607,-263820.2106,,,,,,,,,,,,
20130416:1707,-11591.55976,,,,,,,,,,,,
20130416:1807,-77806.65657,,,,,,,,,,,,
20130416:1907,-177751.6579,,,,,,,,,,,,
20130416:2007,-235223.0702,,,,,,,,,,,,
20130416:2107,-158845.5962,,,,,,,,,,,,
20130416:2207,-157926.3106,,,,,,,,,,,,
20130416:2307,-231061.1744,,,,,,,,,,,,
20130417:0007,-219319.9395,,,,,,,,,,,,
20130417:0107,-166726.0447,,,,,,,,,,,,
20130417:0207,-153390.4205,,,,,,,,,,,,
20130417:0307,-188532.9166,,,,,,,,,,,,
20130417:0407,-146532.1232,,,,,,,,,,,,
20130417:0507,157643.4538,,,,,,,,,,,,
20130417:0607,385069.1083,,,,,,,,,,,,
20130417:0707,751558.4059,,,,,,,,,,,,
20130417:0807,845855.0133,,,,,,,,,,,,
20130417:0907,850402.6218,,,,,,,,,,,,
20130417:1007,698415.6368,,,,,,,,,,,,
20130417:1107,-317925.1121,,,,,,,,,,,,
20130417:1207,-500479.4471,,,,,,,,,,,,
20130417:1307,-213994.2415,,,,,,,,,,,,
20130417:1407,-30905.2924,,,,,,,,,,,,
20130417:1507,-156027.9369,,,,,,,,,,,,
20130417:1607,-243344.3415,,,,,,,,,,,,
20130417:1707,-229380.7234,,,,,,,,,,,,
20130417:1807,-137197.0537,,,,,,,,,,,,
20130417:1907,-180543.4742,,,,,,,,,,,,
20130417:2007,-192868.2883,,,,,,,,,,,,
20130417:2107,-151163.4738,,,,,,,,,,,,
20130417:2207,-157992.4395,,,,,,,,,,,,
20130417:2307,-177528.8989,,,,,,,,,,,,
20130418:0007,-158272.6258,,,,,,,,,,,,
20130418:0107,128587.7443,,,,,,,,,,,,
20130418:0207,98025.32136,,,,,,,,,,,,
20130418:0307,66782.95954,,,,,,,,,,,,
20130418:0407,816390.7072,,,,,,,,,,,,
20130418:0507,1235192.636,,,,,,,,,,,,
20130418:0607,1345766.364,,,,,,,,,,,,
20130418:0707,1104563.808,,,,,,,,,,,,
20130418:0807,-453107.1173,,,,,,,,,,,,
20130418:0907,-626943.9853,,,,,,,,,,,,
20130418:1007,-242490.2169,,,,,,,,,,,,
20130418:1107,30322.49282,,,,,,,,,,,,
20130418:1207,-132159.3833,,,,,,,,,,,,
20130418:1307,-253046.583,,,,,,,,,,,,
20130418:1407,-215464.6575,,,,,,,,,,,,
20130418:1507,59871.41528,,,,,,,,,,,,
20130418:1607,-26146.54067,,,,,,,,,,,,
20130418:1707,-230076.8203,,,,,,,,,,,,
20130418:1807,-312073.1506,,,,,,,,,,,,
20130418:1907,-217944.3861,,,,,,,,,,,,
20130418:2007,-159799.7356,,,,,,,,,,,,
20130418:2107,-174381.0475,,,,,,,,,,,,
20130418:2207,-138198.0818,,,,,,,,,,,,
20130418:2307,89754.49616,,,,,,,,,,,,
20130419:0007,124047.5706,,,,,,,,,,,,
20130419:0107,218340.3566,,,,,,,,,,,,
20130419:0207,322396.7174,,,,,,,,,,,,
20130419:0307,336738.5454,,,,,,,,,,,,
20130419:0407,223871.2148,,,,,,,,,,,,
20130419:0507,-347621.2178,,,,,,,,,,,,
20130419:0607,-299134.74,,,,,,,,,,,,
20130419:0707,-116657.5433,,,,,,,,,,,,
20130419:0807,-49765.63916,,,,,,,,,,,,
20130419:0907,-147277.9018,,,,,,,,,,,,
20130419:1007,-236727.2863,,,,,,,,,,,,
20130419:1107,-274626.3679,,,,,,,,,,,,
20130419:1207,-206510.8409,,,,,,,,,,,,
20130419:1307,31339.38955,,,,,,,,,,,,
20130419:1407,246877.1271,,,,,,,,,,,,
20130419:1507,589520.7851,,,,,,,,,,,,
20130419:1607,692340.2442,,,,,,,,,,,,
20130419:1707,820599.0615,,,,,,,,,,,,
20130419:1807,936886.54,,,,,,,,,,,,
20130419:1907,545281.0833,,,,,,,,,,,,
20130419:2007,88389.82378,,,,,,,,,,,,
20130419:2107,104705.4881,,,,,,,,,,,,
20130419:2207,473040.2364,,,,,,,,,,,,
20130419:2307,645982.0987,,,,,,,,,,,,
20130420:0007,649023.6908,,,,,,,,,,,,
20130420:0107,438546.1329,,,,,,,,,,,,
20130420:0207,-442482.7517,,,,,,,,,,,,
20130420:0307,-480782.5183,,,,,,,,,,,,
20130420:0407,-237194.898,,,,,,,,,,,,
20130420:0507,-52083.59873,,,,,,,,,,,,
20130420:0607,-140351.4564,,,,,,,,,,,,
20130420:0707,-234520.9026,,,,,,,,,,,,
20130420:0807,-266946.034,,,,,,,,,,,,
20130420:0907,-213347.845,,,,,,,,,,,,
20130420:1007,-177806.2146,,,,,,,,,,,,
20130420:1107,-84695.35487,,,,,,,,,,,,
20130420:1207,361930.5717,,,,,,,,,,,,
20130420:1307,490729.5129,,,,,,,,,,,,
20130420:1407,541257.8623,,,,,,,,,,,,
20130420:1507,570164.5517,,,,,,,,,,,,
20130420:1607,335190.8939,,,,,,,,,,,,
20130420:1707,82805.90357,,,,,,,,,,,,
20130420:1807,44766.65454,,,,,,,,,,,,
20130420:1907,450718.2727,,,,,,,,,,,,
20130420:2007,681886.5265,,,,,,,,,,,,
20130420:2107,536082.0816,,,,,,,,,,,,
20130420:2207,-16475.84922,,,,,,,,,,,,
20130420:2307,-587246.5257,,,,,,,,,,,,
20130421:0007,-88484.88027,,,,,,,,,,,,
20130421:0107,-20235074.98,,,,,,,,,,,,
20130421:0207,2545901.378,,,,,,,,,,,,
20130421:0307,334893.0334,,,,,,,,,,,,
20130421:0407,-1490877.507,,,,,,,,,,,,
20130421:0507,-1779718.684,,,,,,,,,,,,
20130421:0607,9813.838084,,,,,,,,,,,,
20130421:0707,457464.3952,,,,,,,,,,,,
20130421:0807,7562.521288,,,,,,,,,,,,
20130421:0907,159540.252,,,,,,,,,,,,
20130421:1007,644044.5746,,,,,,,,,,,,
20130421:1107,992391.8098,,,,,,,,,,,,
20130421:1207,1082459.017,,,,,,,,,,,,
20130421:1307,810962.7977,,,,,,,,,,,,
20130421:1407,779022.8132,,,,,,,,,,,,
20130421:1507,874643.2419,,,,,,,,,,,,
20130421:1607,512946.5595,,,,,,,,,,,,
20130421:1707,172250.4764,,,,,,,,,,,,
20130421:1807,-179532.1318,,,,,,,,,,,,
20130421:1907,-448973.5972,,,,,,,,,,,,
20130421:2007,-352747.4096,,,,,,,,,,,,
20130421:2107,-50355.76562,,,,,,,,,,,,
20130421:2207,19769.2852,,,,,,,,,,,,
20130421:2307,1387.697889,,,,,,,,,,,,
20130422:0007,-28315.88612,,,,,,,,,,,,
20130422:0107,-69107.89169,,,,,,,,,,,,
20130422:0207,-125527.1804,,,,,,,,,,,,
20130422:0307,-220424.3329,,,,,,,,,,,,
20130422:0407,-221507.314,,,,,,,,,,,,
20130422:0507,-187456.7914,,,,,,,,,,,,
20130422:0607,123336.1766,,,,,,,,,,,,
20130422:0707,225802.3767,,,,,,,,,,,,
20130422:0807,190864.445,,,,,,,,,,,,
20130422:0907,63220.11865,,,,,,,,,,,,
20130422:1007,-193944.8846,,,,,,,,,,,,
20130422:1107,-186095.0827,,,,,,,,,,,,
20130422:1207,-158502.2945,,,,,,,,,,,,
20130422:1307,-50778.6015,,,,,,,,,,,,
20130422:1407,-18125.28034,,,,,,,,,,,,
20130422:1507,-39684.63515,,,,,,,,,,,,
20130422:1607,-109075.1465,,,,,,,,,,,,
20130422:1707,-299313.2757,,,,,,,,,,,,
20130422:1807,-198899.7551,,,,,,,,,,,,
20130422:1907,-10773.27419,,,,,,,,,,,,
20130422:2007,91760.29191,,,,,,,,,,,,
20130422:2107,-10374.66781,,,,,,,,,,,,
20130422:2207,-147502.0698,,,,,,,,,,,,
20130422:2307,-258356.2134,,,,,,,,,,,,
20130423:0007,-286202.3598,,,,,,,,,,,,
20130423:0107,-184818.5505,,,,,,,,,,,,
20130423:0207,-89691.93875,,,,,,,,,,,,
20130423:0307,149784.0389,,,,,,,,,,,,
20130423:0407,183529.0049,,,,,,,,,,,,
20130423:0507,93366.43706,,,,,,,,,,,,
20130423:0607,-73466.42118,,,,,,,,,,,,
20130423:0707,-226449.2017,,,,,,,,,,,,
20130423:0807,-91134.7367,,,,,,,,,,,,
20130423:0907,-117142.5083,,,,,,,,,,,,
20130423:1007,-275173.8423,,,,,,,,,,,,
20130423:1107,-242031.7237,,,,,,,,,,,,
20130423:1207,-174398.5198,,,,,,,,,,,,
20130423:1307,-167731.5799,,,,,,,,,,,,
20130423:1407,-153116.8965,,,,,,,,,,,,
20130423:1507,-47246.66484,,,,,,,,,,,,
20130423:1607,-56651.28863,,,,,,,,,,,,
20130423:1707,-62373.8418,,,,,,,,,,,,
20130423:1807,-40616.99561,,,,,,,,,,,,
20130423:1907,-27604.98958,,,,,,,,,,,,
20130423:2007,-32505.43986,,,,,,,,,,,,
20130423:2107,-88516.14785,,,,,,,,,,,,
20130423:2207,-196371.4797,,,,,,,,,,,,
20130423:2307,-255712.985,,,,,,,,,,,,
20130424:0007,86021.413,,,,,,,,,,,,
20130424:0107,248421.4554,,,,,,,,,,,,
20130424:0207,230721.6166,,,,,,,,,,,,
20130424:0307,79326.61596,,,,,,,,,,,,
20130424:0407,-247293.8099,,,,,,,,,,,,
20130424:0507,-273329.8458,,,,,,,,,,,,
20130424:0607,-237370.9419,,,,,,,,,,,,
20130424:0707,-213767.7542,,,,,,,,,,,,
20130424:0807,-229162.7629,,,,,,,,,,,,
20130424:0907,-242833.7766,,,,,,,,,,,,
20130424:1007,-242232.7724,,,,,,,,,,,,
20130424:1107,-229158.7901,,,,,,,,,,,,
20130424:1207,-242045.4494,,,,,,,,,,,,
20130424:1307,-239018.9418,,,,,,,,,,,,
20130424:1407,-105042.0112,,,,,,,,,,,,
20130424:1507,-27334.74817,,,,,,,,,,,,
20130424:1607,-3036.06798,,,,,,,,,,,,
20130424:1707,-41770.33864,,,,,,,,,,,,
20130424:1807,-250820.2545,,,,,,,,,,,,
20130424:1907,-202206.8664,,,,,,,,,,,,
20130424:2007,44332.6772,,,,,,,,,,,,
20130424:2107,228034.8913,,,,,,,,,,,,
20130424:2207,90707.22642,,,,,,,,,,,,
20130424:2307,-44260.8599,,,,,,,,,,,,
20130425:0007,-71958.71262,,,,,,,,,,,,
20130425:0107,33360.03798,,,,,,,,,,,,
20130425:0207,-68075.29848,,,,,,,,,,,,
20130425:0307,-181568.6952,,,,,,,,,,,,
20130425:0407,-117097.706,,,,,,,,,,,,
20130425:0507,-109196.0211,,,,,,,,,,,,
20130425:0607,-100398.0553,,,,,,,,,,,,
20130425:0707,-7874.813013,,,,,,,,,,,,
20130425:0807,206417.0861,,,,,,,,,,,,
20130425:0907,62163.59914,,,,,,,,,,,,
20130425:1007,-119939.5649,,,,,,,,,,,,
20130425:1107,-357461.3335,,,,,,,,,,,,
20130425:1207,-329892.3605,,,,,,,,,,,,
20130425:1307,-200704.7971,,,,,,,,,,,,
20130425:1407,-47546.02909,,,,,,,,,,,,
20130425:1507,-80907.74117,,,,,,,,,,,,
20130425:1607,-295324.1042,,,,,,,,,,,,
20130425:1707,-240266.9547,,,,,,,,,,,,
20130425:1807,178596.632,,,,,,,,,,,,
20130425:1907,227171.0992,,,,,,,,,,,,
20130425:2007,71846.81252,,,,,,,,,,,,
20130425:2107,-169708.893,,,,,,,,,,,,
20130425:2207,-359210.1037,,,,,,,,,,,,
20130425:2307,-157652.226,,,,,,,,,,,,
20130426:0007,-87933.94317,,,,,,,,,,,,
20130426:0107,-187948.2489,,,,,,,,,,,,
20130426:0207,-229020.0935,,,,,,,,,,,,
20130426:0307,-194945.4727,,,,,,,,,,,,
