Time,value
20130216:2207,764378.9395
20130216:2307,868219.5124
20130217:0007,916525.5218
20130217:0107,915369.8185
20130217:0207,861555.4969
20130217:0307,912727.2739
20130217:0407,997821.1862
20130217:0507,1244908.866
20130217:0607,1321596.966
20130217:0707,1299398.722
20130217:0807,1178754.748
20130217:0907,53190.74343
20130217:1007,57278.01955
20130217:1107,536504.1366
20130217:1207,714923.5483
20130217:1307,419334.9617
20130217:1407,106768.8904
20130217:1507,-63627.37064
20130217:1607,248333.5671
20130217:1707,581592.1405
20130217:1807,646494.3366
20130217:1907,926329.5231
20130217:2007,1089691.015
20130217:2107,1174973.662
20130217:2207,1135509.093
20130217:2307,714277.1705
20130218:0007,577891.0532
20130218:0107,630670.929
20130218:0207,1158266.946
20130218:0307,1243120.676
20130218:0407,1026360
20130218:0507,653840.6709
20130218:0607,-8683.252925
20130218:0707,351102.0907
20130218:0807,881096.0316
20130218:0907,1069557.832
20130218:1007,853365.532
20130218:1107,717409.594
20130218:1207,738246.9228
20130218:1307,1117376.567
20130218:1407,1000532.877
20130218:1507,678947.3299
20130218:1607,461115.019
20130218:1707,618816.1645
20130218:1807,745361.9529
20130218:1907,742019.7195
20130218:2007,964514.6237
20130218:2107,1368400.714
20130218:2207,1430119.564
20130218:2307,1283282.612
20130219:0007,1173504.911
20130219:0107,969356.3644
20130219:0207,637729.7372
20130219:0307,-92664.23435
20130219:0407,45710.43558
20130219:0507,307511.3594
20130219:0607,670562.819
20130219:0707,729930.4092
20130219:0807,773109.8206
20130219:0907,823194.4025
20130219:1007,825978.138
20130219:1107,684171.0854
20130219:1207,562758.4699
20130219:1307,595656.1236
20130219:1407,762645.8961
20130219:1507,943484.8638
20130219:1607,1041376.257
20130219:1707,720385.2371
20130219:1807,529215.7861
20130219:1907,716768.2468
20130219:2007,1345953.34
20130219:2107,1387248.759
20130219:2207,1222521.651
20130219:2307,976755.0999
20130220:0007,16802.33615
20130220:0107,-138877.5331
20130220:0207,87778.63505
20130220:0307,96023.43413
20130220:0407,-102056.04
20130220:0507,-269082.6821
20130220:0607,-324758.8072
20130220:0707,-27852.6474
20130220:0807,208328.2727
20130220:0907,287942.1885
20130220:1007,361420.575
20130220:1107,360816.2253
20130220:1207,417213.8201
20130220:1307,553508.1895
20130220:1407,909678.1265
20130220:1507,945261.3791
20130220:1607,790766.8956
20130220:1707,282870.0902
20130220:1807,158576.8517
20130220:1907,137762.5375
20130220:2007,131247.9825
20130220:2107,-230452.4079
20130220:2207,-359376.8009
20130220:2307,-275267.9699
20130221:0007,-136842.2368
20130221:0107,-146508.3778
20130221:0207,-189255.9308
20130221:0307,-234627.0579
20130221:0407,-262600.7235
20130221:0507,-120382.2559
20130221:0607,112139.4725
20130221:0707,542653.9733
20130221:0807,574194.5069
20130221:0907,605420.3272
20130221:1007,721041.6549
20130221:1107,931715.9626
20130221:1207,872810.6704
20130221:1307,842663.6942
20130221:1407,1461744.771
20130221:1507,1707185.456
20130221:1607,1694083.255
20130221:1707,1492892.498
20130221:1807,176335.9428
20130221:1907,-68340.65847
20130221:2007,335704.7258
20130221:2107,288554.891
20130221:2207,-108945.8428
20130221:2307,-418513.2769
20130222:0007,-499826.4936
20130222:0107,-184613.3406
20130222:0207,-63365.69839
20130222:0307,-124772.4088
20130222:0407,-237816.0875
20130222:0507,-175948.3368
20130222:0607,232095.62
20130222:0707,947069.7468
20130222:0807,2216233.609
20130222:0907,2097048.002
20130222:1007,1782741.39
20130222:1107,1259788.421
20130222:1207,1218448.247
20130222:1307,1277634.674
20130222:1407,1304499.704
20130222:1507,948552.3377
20130222:1607,815850.478
20130222:1707,869174.9275
20130222:1807,479288.3096
20130222:1907,204486.8512
20130222:2007,32016.55066
20130222:2107,-33970.4408
20130222:2207,-11097.06348
20130222:2307,54895.17026
20130223:0007,143768.0365
20130223:0107,566024.3099
20130223:0207,823839.5352
20130223:0307,1185603.035
20130223:0407,1549246.891
20130223:0507,1805385.808
20130223:0607,1604272.684
20130223:0707,1483186.675
20130223:0807,1214261.751
20130223:0907,1184034.861
20130223:1007,1193386.734
20130223:1107,1158522.956
20130223:1207,352956.6327
20130223:1307,230509.7895
20130223:1407,509910.5698
20130223:1507,291139.5417
20130223:1607,-62997.28375
20130223:1707,-271879.3176
20130223:1807,-259481.7082
20130223:1907,74957.06805
20130223:2007,236763.4775
20130223:2107,325679.0083
20130223:2207,739177.9426
20130223:2307,872659.8042
20130224:0007,848723.1425
20130224:0107,722207.3565
20130224:0207,777576.6947
20130224:0307,1082734.121
20130224:0407,1031507.017
20130224:0507,656249.5894
20130224:0607,611790.3406
20130224:0707,595743.1499
20130224:0807,460531.5018
20130224:0907,-344124.0406
20130224:1007,-457083.6497
20130224:1107,-253632.235
20130224:1207,-70035.95382
20130224:1307,-131134.7664
20130224:1407,-192686.104
20130224:1507,-206644.6961
20130224:1607,-215013.8496
20130224:1707,-163062.1039
20130224:1807,72477.25209
20130224:1907,619502.5696
20130224:2007,688365.9175
20130224:2107,675850.1937
20130224:2207,676245.2493
20130224:2307,767359.4415
20130225:0007,763906.5499
20130225:0107,614629.9913
20130225:0207,391096.0998
20130225:0307,472097.0441
20130225:0407,665176.3676
20130225:0507,830571.4021
20130225:0607,-49003.06592
20130225:0707,-593440.2054
20130225:0807,-412812.6762
20130225:0907,-16546.07606
20130225:1007,-32978.82011
20130225:1107,-138109.5631
20130225:1207,-222240.1536
20130225:1307,-229806.8956
20130225:1407,-199371.8995
20130225:1507,-188115.3202
20130225:1607,-208686.8269
20130225:1707,-229948.0951
20130225:1807,-247314.0354
20130225:1907,-252705.509
20130225:2007,-229237.0662
20130225:2107,-203060.4537
20130225:2207,-129237.7472
20130225:2307,207478.846
20130226:0007,263191.0953
20130226:0107,168274.1978
20130226:0207,-15233.289
20130226:0307,-376392.3981
20130226:0407,-296352.3611
20130226:0507,-189002.842
20130226:0607,-75486.35894
20130226:0707,-87562.58126
20130226:0807,-97317.14175
20130226:0907,-76282.42904
20130226:1007,-24063.8163
20130226:1107,-96267.59506
20130226:1207,-228919.7518
20130226:1307,-242456.6452
20130226:1407,-155422.9077
20130226:1507,-120245.1025
20130226:1607,-158657.851
20130226:1707,-287479.6196
20130226:1807,-260288.231
20130226:1907,-217088.4478
20130226:2007,-197492.9264
20130226:2107,-197420.8088
20130226:2207,-183272.5589
20130226:2307,-164396.8836
20130227:0007,-212050.7053
20130227:0107,-241832.6545
20130227:0207,-187613.0002
20130227:0307,-23228.01725
20130227:0407,3223.318656
20130227:0507,-13123.74202
20130227:0607,-42613.74073
20130227:0707,-116635.7628
20130227:0807,5312.959034
20130227:0907,388532.1359
20130227:1007,1013811.971
20130227:1107,992381.5131
20130227:1207,820378.2429
20130227:1307,619575.5626
20130227:1407,657484.0193
20130227:1507,1087795.389
20130227:1607,1248368.25
20130227:1707,1302681.649
20130227:1807,1258292.387
20130227:1907,1108338.015
20130227:2007,830421.9353
20130227:2107,-383109.3219
20130227:2207,-484567.6529
20130227:2307,-124769.3543
20130228:0007,60066.37871
20130228:0107,-141526.2284
20130228:0207,-327528.2367
20130228:0307,-379558.9613
20130228:0407,95482.50284
20130228:0507,485280.4795
20130228:0607,678270.638
20130228:0707,1398631.502
20130228:0807,1615762.272
20130228:0907,1640076.539
20130228:1007,1538667.156
20130228:1107,1287867.022
20130228:1207,281653.3416
20130228:1307,1104694.758
20130228:1407,1759648.596
20130228:1507,1902448.751
20130228:1607,1820897.064
20130228:1707,1764687.392
20130228:1807,1718793.699
20130228:1907,1373231.525
20130228:2007,796401.2061
20130228:2107,489482.758
20130228:2207,123834.8452
20130228:2307,94864.4689
20130301:0007,121762.2266
20130301:0107,161773.3771
20130301:0207,253275.4673
20130301:0307,329877.134
20130301:0407,402945.9482
20130301:0507,664823.628
20130301:0607,784605.4482
20130301:0707,781524.6493
20130301:0807,628384.3456
20130301:0907,159729.8156
20130301:1007,145395.9571
20130301:1107,310519.2512
20130301:1207,473619.2803
20130301:1307,428132.6953
20130301:1407,378614.3924
20130301:1507,362778.0167
20130301:1607,186235.8295
20130301:1707,199151.5283
20130301:1807,195544.2883
20130301:1907,13276.55416
20130301:2007,-71931.84376
20130301:2107,-97042.83778
20130301:2207,-90720.75561
20130301:2307,-164372.2313
20130302:0007,-174318.6588
20130302:0107,-131723.5163
20130302:0207,270779.9418
20130302:0307,424229.1712
20130302:0407,409816.5884
20130302:0507,289065.1643
20130302:0607,21641.5214
20130302:0707,-20991.26269
20130302:0807,41.25423195
20130302:0907,337734.2679
20130302:1007,698203.1051
