timeStamp,P
0.1,1248571.501
0.25,811033.793
0.251,859769.9382
0.5,818771.5791
0.501,818344.9732
0.75,717458.0102
0.7509999999999999,717424.9878
1.0,589963.6345
1.01,577939.9164
1.25,428565.5166
1.251,429286.9145
1.5,1049270.8590000002
1.501,1051910.255
1.75,968192.8638
1.751,964621.969
2.0,-341547.3605
2.01,-382861.1622
2.25,-325365.8295
2.251,-322412.0483
2.5,72548.39062
2.501,72024.39692
2.75,-158946.2848
2.7510000000000003,-159096.5294
3.0,168120.1144
3.01,188386.7903
3.25,648282.9725
3.2510000000000003,650654.4533
3.5,1704203.9640000002
3.5010000000000003,1721524.773
3.75,1064207.8390000002
3.7510000000000003,1070680.112
4.0,994690.7881
4.01,984477.5281
4.25,679047.8778
4.251,678098.2007
4.5,733541.015
4.501,734495.3651
4.75,836852.3297
4.751,836252.3665
5.0,-18401.08242
5.01,-62651.69237999999
5.25,-224425.0178
5.251,-221760.7681
5.5,371672.8837
5.501,372302.7485
5.75,202848.78
5.751,202170.1661
6.0,369971.8952
6.01,383870.8389
6.25,541141.8274
6.251,541331.4193
6.5,895292.9667
6.501,897370.4503
6.75,1168866.746
6.751,1169200.915
7.0,1077735.16
7.01,1068811.961
7.25,794445.7467
7.251,793131.4596
7.5,428251.3186
7.501,425904.6444
7.75,-290887.399
7.751,-292471.7617
8.0,-79923.84268999999
8.01,-61133.53395
8.25,27900.48869
8.251,26808.32347
8.5,-282470.0127
8.501,-283108.3925
8.75,-217803.9152
8.751,-217118.2444
9.0,-155974.6028
9.01,-158243.7366
9.25,-213469.3598
9.251,-213579.517
9.5,-231039.4723
9.501,-231137.0392
9.75,-230099.3423
9.751,-229804.802
10.0,-73511.03142999999
10.01,-83331.56069
10.25,-150848.6061
10.251,-151561.1921
10.5,-269068.3467
10.501,-269201.0423
10.75,207626.5934
10.751,211334.5151
11.0,60208.465879999996
11.01,13846.97599
11.25,-559635.2746
11.251,-558649.8331
11.5,15108.46895
11.501,16892.607780000002
11.75,35058.35834
11.751,34111.03269
12.0,-267951.8209
12.01,-278360.6568
12.25,-279801.3827
12.251,-279055.5248
12.5,-178144.799
12.501,-178354.5592
12.75,-268606.678
12.751,-268754.6556
13.0,-239290.7502
13.01,-237054.1363
13.25,165076.2598
13.251,169019.8459
13.5,1069847.994
13.501,1071208.1809999999
13.75,411217.7198
13.751,404448.1717
14.0,-565336.5211
14.01,-556494.6936
14.25,-54439.920939999996
14.251,-53563.4008
14.5,-246474.7266
14.501,-247758.0282
14.75,-272972.5711
14.751,-271928.7445
