timeStamp,P
41.251000000000005,586064.9931
41.5,1306491.025
41.501000000000005,1308638.356
41.75,1342352.71
41.751000000000005,1341628.491
42.0,1370505.051
42.01,1378897.99
42.25,1445869.674
42.251000000000005,1445184.294
42.5,1177415.923
42.501000000000005,1176599.605
42.75,1285958.372
42.751000000000005,1287610.227
43.0,1032460.0809999999
43.01,998563.7111
43.25,352579.0595
43.251000000000005,350493.5934
43.5,-37182.969430000005
43.501000000000005,-38067.70245
43.75,-60737.4955
43.751000000000005,-60459.33885
44.0,-7700.034633
44.01,-6616.394947
44.25,280416.9486
44.251000000000005,283772.1493
44.5,1306800.685
44.501000000000005,1309498.225
44.75,1291462.549
44.751000000000005,1289760.019
45.0,1193032.582
45.01,1205166.262
45.25,1397400.041
45.251000000000005,1396890.6709999999
45.5,1515977.581
45.501000000000005,1517698.6130000001
45.75,1739737.9119999998
45.751000000000005,1739286.1730000002
46.0,680921.931
46.01,615701.7798
46.25,-107292.8196
46.251000000000005,-106865.3522
46.5,-19134.15745
46.501000000000005,-20068.49544
46.75,-295589.9821
46.751000000000005,-296042.2376
47.0,-194912.8479
47.01,-188130.6697
47.25,63688.55062
47.251000000000005,66103.38454
47.5,1012753.796
47.501000000000005,1016212.29
47.75,1346403.678
47.751000000000005,1346325.334
48.0,1311473.805
48.01,1314045.497
48.25,1386372.445
48.251000000000005,1386311.4330000002
48.5,1297828.8190000001
48.501000000000005,1297439.8390000002
48.75,1175772.156
48.751000000000005,1174734.452
49.0,175126.802
49.01,123899.1192
49.25,-135582.8244
49.251000000000005,-133870.8861
49.5,38370.26196
49.501000000000005,37327.07949
49.75,-276032.5861
49.751000000000005,-276542.9847
50.0,-125350.2674
