timeStamp,P
25.750999999999998,1034942.3409999999
26.0,972083.4237
26.01,972868.5613
26.25,1075853.304
26.250999999999998,1076412.9540000001
26.5,1193837.8490000002
26.500999999999998,1194137.008
26.75,986076.7031
26.750999999999998,983010.6243
27.0,-511212.0054
27.01,-564416.5034
27.25,-455964.99600000004
27.250999999999998,-452100.7304
27.5,74760.12277999999
27.500999999999998,74186.42135
27.75,-208042.4324
27.750999999999998,-208312.8039
28.0,-142800.5593
28.01,-141251.5363
28.25,-187070.7662
28.250999999999998,-187465.0011
28.5,207828.2423
28.500999999999998,211083.1268
28.75,680654.9469
28.750999999999998,680373.5549
29.0,462709.6086
29.01,457447.1189
29.25,481643.3253
29.250999999999998,482001.0017
29.5,-187638.2111
29.500999999999998,-191893.182
29.75,-367374.7215
29.750999999999998,-365069.1421
30.0,-49340.11108
30.01,-56543.138179999994
30.25,-325821.1802
30.250999999999998,-326373.5237
30.5,-246981.0157
30.500999999999998,-246340.44199999998
30.75,-167600.4971
30.750999999999998,-167423.4078
31.0,-128300.5759
31.01,-129203.9888
31.25,249402.6682
31.250999999999998,254053.488
31.5,841039.9541
31.500999999999998,840058.954
31.75,551521.789
31.750999999999998,551926.5524
32.0,886420.885
32.01,896077.4218
32.25,657624.6845
32.251,654710.6343
32.5,-262023.7238
32.501,-265386.8074
32.75,215110.8089
32.751,222331.9994
33.0,309232.8011
33.01,246330.9922
33.25,-630984.4297
33.251,-629622.9197
33.5,187174.2367
33.501,189312.6707
33.75,-40142.95854
33.751,-42909.59511
34.0,-382434.6341
34.01,-375492.6696
34.25,-124729.2024
34.251,-124448.8598
34.5,298139.3136
34.501,300824.7668
34.75,549432.9407
34.751,549067.6921
35.0,441679.7132
35.01,440819.7637
35.25,408771.7823
35.251,408188.3002
35.5,-254097.92899999997
35.501,-256971.6392
35.75,150057.5497
35.751,153386.6833
36.0,-84044.03895
36.01,-123789.4294
36.25,-426151.5362
36.251,-424098.7921
36.5,158931.1943
36.501,159860.3186
36.75,-76265.95573
36.751,-78158.38352999999
37.0,-356832.9589
37.01,-356369.2767
37.25,-85182.54062999999
37.251,-83829.07688
37.5,-187991.1176
37.501,-189349.0116
37.75,-292203.8642
37.751,-291555.1241
38.0,-86162.54909
38.01,-98066.28286
38.25,176214.7118
38.251,177310.2778
38.5,196505.6095
38.501,196286.90600000002
38.75,179179.8169
38.751,178274.2465
39.0,39378.98745
39.01,44469.28165
39.25,-63892.979060000005
39.251,-65905.74364
39.5,-385429.2946
39.501,-385253.7461
39.75,-99015.46032
39.751,-97718.78986
40.0,-105393.2651
40.01,-117176.3256
40.25,-318952.5013
40.251,-318993.8177
40.5,722920.6614
40.501,732065.0785
40.75,1368360.378
40.751,1356583.593
41.0,-1233291.664
41.01,-1239622.914
41.25,63.03423108
41.251000000000005,5051.9931670000005
41.5,79096.61059
41.501000000000005,76329.07657
41.75,-299418.5449
41.751000000000005,-298933.9557
42.0,-81460.49202
42.01,-79976.4584
42.25,-56141.11761
42.251000000000005,-54558.401139999994
42.5,1029038.933
42.501000000000005,1034017.8990000001
42.75,1700705.275
42.751000000000005,1701891.385
43.0,1788217.961
43.01,1785459.7319999998
43.25,1591859.071
43.251000000000005,1590547.3569999998
43.5,1327212.476
43.501000000000005,1326967.943
43.75,1565831.2319999998
43.751000000000005,1567413.5790000001
44.0,1576596.024
44.01,1561136.3480000002
44.25,1178274.515
44.251000000000005,1177337.279
44.5,971625.1576
44.501000000000005,970750.8435
44.75,624109.8486
44.751000000000005,621204.7967
45.0,-197633.1768
45.01,-215171.6034
45.25,-159118.244
45.251000000000005,-158778.3827
45.5,-197931.1579
45.501000000000005,-198064.9871
45.75,-170892.1673
45.751000000000005,-170725.0099
46.0,-233801.5059
46.01,-238840.2837
46.25,-146563.8662
46.251000000000005,-144913.423
46.5,500396.305
46.501000000000005,502496.5236
46.75,453414.4832
46.751000000000005,451663.5776
47.0,213943.6939
47.01,218120.9558
47.25,539130.2283
47.251000000000005,541348.0334
47.5,1091633.702
47.501000000000005,1093165.872
47.75,1123681.205
47.751000000000005,1122609.812
48.0,-76829.2407
48.01,-141687.7138
48.25,-514667.3247
48.251000000000005,-511941.08200000005
48.5,-1409.761728
48.501000000000005,-1623.658393
48.75,-289323.9096
48.751000000000005,-289877.952
49.0,-92567.27406
49.01,-79611.6221
49.25,246719.8674
49.251000000000005,249061.43399999998
49.5,932902.2261
49.501000000000005,934880.9987
49.75,1070006.074
49.751000000000005,1069634.652
50.0,799436.6674
