Time,Month,Day,Time of the day,Wind power generation - hourly data
3/2/2018 10:00,3,2,10,42
3/2/2018 11:00,3,2,11,31
3/2/2018 12:00,3,2,12,21
3/2/2018 13:00,3,2,13,16
3/2/2018 14:00,3,2,14,15
3/2/2018 15:00,3,2,15,15
3/2/2018 16:00,3,2,16,22
3/2/2018 17:00,3,2,17,30
3/2/2018 18:00,3,2,18,46
3/2/2018 19:00,3,2,19,69
3/2/2018 20:00,3,2,20,108
3/2/2018 21:00,3,2,21,132
3/2/2018 22:00,3,2,22,142
3/2/2018 23:00,3,2,23,120
3/3/2018 0:00,3,3,0,110
3/3/2018 1:00,3,3,1,111
3/3/2018 2:00,3,3,2,124
3/3/2018 3:00,3,3,3,127
3/3/2018 4:00,3,3,4,128
3/3/2018 5:00,3,3,5,137
3/3/2018 6:00,3,3,6,159
3/3/2018 7:00,3,3,7,155
3/3/2018 8:00,3,3,8,180
3/3/2018 9:00,3,3,9,198
3/3/2018 10:00,3,3,10,221
3/3/2018 11:00,3,3,11,199
3/3/2018 12:00,3,3,12,97
3/3/2018 13:00,3,3,13,74
3/3/2018 14:00,3,3,14,57
3/3/2018 15:00,3,3,15,45
3/3/2018 16:00,3,3,16,41
3/3/2018 17:00,3,3,17,56
3/3/2018 18:00,3,3,18,77
3/3/2018 19:00,3,3,19,107
3/3/2018 20:00,3,3,20,182
3/3/2018 21:00,3,3,21,237
3/3/2018 22:00,3,3,22,249
3/3/2018 23:00,3,3,23,255
3/4/2018 0:00,3,4,0,235
3/4/2018 1:00,3,4,1,219
3/4/2018 2:00,3,4,2,213
3/4/2018 3:00,3,4,3,200
3/4/2018 4:00,3,4,4,207
3/4/2018 5:00,3,4,5,197
3/4/2018 6:00,3,4,6,198
3/4/2018 7:00,3,4,7,197
3/4/2018 8:00,3,4,8,205
3/4/2018 9:00,3,4,9,225
3/4/2018 10:00,3,4,10,228
3/4/2018 11:00,3,4,11,183
3/4/2018 12:00,3,4,12,133
3/4/2018 13:00,3,4,13,73
3/4/2018 14:00,3,4,14,68
3/4/2018 15:00,3,4,15,59
3/4/2018 16:00,3,4,16,64
3/4/2018 17:00,3,4,17,74
3/4/2018 18:00,3,4,18,112
3/4/2018 19:00,3,4,19,221
3/4/2018 20:00,3,4,20,360
3/4/2018 21:00,3,4,21,456
3/4/2018 22:00,3,4,22,488
3/4/2018 23:00,3,4,23,485
3/5/2018 0:00,3,5,0,507
3/5/2018 1:00,3,5,1,414
3/5/2018 2:00,3,5,2,337
3/5/2018 3:00,3,5,3,280
3/5/2018 4:00,3,5,4,206
3/5/2018 5:00,3,5,5,178
3/5/2018 6:00,3,5,6,167
3/5/2018 7:00,3,5,7,176
3/5/2018 8:00,3,5,8,195
3/5/2018 9:00,3,5,9,229
3/5/2018 10:00,3,5,10,257
3/5/2018 11:00,3,5,11,229
3/5/2018 12:00,3,5,12,138
3/5/2018 13:00,3,5,13,90
3/5/2018 14:00,3,5,14,99
3/5/2018 15:00,3,5,15,134
3/5/2018 16:00,3,5,16,128
3/5/2018 17:00,3,5,17,126
3/5/2018 18:00,3,5,18,160
3/5/2018 19:00,3,5,19,246
3/5/2018 20:00,3,5,20,408
3/5/2018 21:00,3,5,21,535
3/5/2018 22:00,3,5,22,591
3/5/2018 23:00,3,5,23,633
3/6/2018 0:00,3,6,0,662
3/6/2018 1:00,3,6,1,647
3/6/2018 2:00,3,6,2,640
3/6/2018 3:00,3,6,3,613
3/6/2018 4:00,3,6,4,568
3/6/2018 5:00,3,6,5,575
3/6/2018 6:00,3,6,6,587
3/6/2018 7:00,3,6,7,586
3/6/2018 8:00,3,6,8,603
3/6/2018 9:00,3,6,9,642
3/6/2018 10:00,3,6,10,597
3/6/2018 11:00,3,6,11,484
3/6/2018 12:00,3,6,12,413
3/6/2018 13:00,3,6,13,402
3/6/2018 14:00,3,6,14,426
3/6/2018 15:00,3,6,15,451
3/6/2018 16:00,3,6,16,456
3/6/2018 17:00,3,6,17,448
3/6/2018 18:00,3,6,18,475
3/6/2018 19:00,3,6,19,554
3/6/2018 20:00,3,6,20,738
3/6/2018 21:00,3,6,21,891
3/6/2018 22:00,3,6,22,978
3/6/2018 23:00,3,6,23,958
3/7/2018 0:00,3,7,0,881
3/7/2018 1:00,3,7,1,747
3/7/2018 2:00,3,7,2,703
3/7/2018 3:00,3,7,3,706
3/7/2018 4:00,3,7,4,752
3/7/2018 5:00,3,7,5,831
3/7/2018 6:00,3,7,6,863
3/7/2018 7:00,3,7,7,912
3/7/2018 8:00,3,7,8,997
3/7/2018 9:00,3,7,9,1069
3/7/2018 10:00,3,7,10,980
3/7/2018 11:00,3,7,11,695
3/7/2018 12:00,3,7,12,454
3/7/2018 13:00,3,7,13,347
3/7/2018 14:00,3,7,14,267
3/7/2018 15:00,3,7,15,240
3/7/2018 16:00,3,7,16,228
3/7/2018 17:00,3,7,17,260
3/7/2018 18:00,3,7,18,305
3/7/2018 19:00,3,7,19,426
3/7/2018 20:00,3,7,20,630
3/7/2018 21:00,3,7,21,823
3/7/2018 22:00,3,7,22,940
3/7/2018 23:00,3,7,23,984
3/8/2018 0:00,3,8,0,963
3/8/2018 1:00,3,8,1,798
3/8/2018 2:00,3,8,2,653
3/8/2018 3:00,3,8,3,574
3/8/2018 4:00,3,8,4,576
3/8/2018 5:00,3,8,5,561
3/8/2018 6:00,3,8,6,575
3/8/2018 7:00,3,8,7,586
3/8/2018 8:00,3,8,8,625
3/8/2018 9:00,3,8,9,677
3/8/2018 10:00,3,8,10,652
3/8/2018 11:00,3,8,11,412
3/8/2018 12:00,3,8,12,261
3/8/2018 13:00,3,8,13,241
3/8/2018 14:00,3,8,14,204
3/8/2018 15:00,3,8,15,186
3/8/2018 16:00,3,8,16,186
3/8/2018 17:00,3,8,17,210
3/8/2018 18:00,3,8,18,297
3/8/2018 19:00,3,8,19,401
3/8/2018 20:00,3,8,20,486
3/8/2018 21:00,3,8,21,560
3/8/2018 22:00,3,8,22,642
3/8/2018 23:00,3,8,23,656
3/9/2018 0:00,3,9,0,668
3/9/2018 1:00,3,9,1,603
3/9/2018 2:00,3,9,2,551
3/9/2018 3:00,3,9,3,550
3/9/2018 4:00,3,9,4,595
3/9/2018 5:00,3,9,5,641
3/9/2018 6:00,3,9,6,680
3/9/2018 7:00,3,9,7,676
3/9/2018 8:00,3,9,8,676
3/9/2018 9:00,3,9,9,685
3/9/2018 10:00,3,9,10,667
3/9/2018 11:00,3,9,11,613
3/9/2018 12:00,3,9,12,565
3/9/2018 13:00,3,9,13,517
3/9/2018 14:00,3,9,14,480
3/9/2018 15:00,3,9,15,477
3/9/2018 16:00,3,9,16,517
3/9/2018 17:00,3,9,17,536
3/9/2018 18:00,3,9,18,571
3/9/2018 19:00,3,9,19,612
3/9/2018 20:00,3,9,20,640
3/9/2018 21:00,3,9,21,651
3/9/2018 22:00,3,9,22,633
3/9/2018 23:00,3,9,23,605
3/10/2018 0:00,3,10,0,568
3/10/2018 1:00,3,10,1,550
3/10/2018 2:00,3,10,2,565
3/10/2018 3:00,3,10,3,529
3/10/2018 4:00,3,10,4,531
3/10/2018 5:00,3,10,5,558
3/10/2018 6:00,3,10,6,608
3/10/2018 7:00,3,10,7,594
3/10/2018 8:00,3,10,8,572
3/10/2018 9:00,3,10,9,551
3/10/2018 10:00,3,10,10,508
3/10/2018 11:00,3,10,11,478
3/10/2018 12:00,3,10,12,431
3/10/2018 13:00,3,10,13,397
3/10/2018 14:00,3,10,14,377
3/10/2018 15:00,3,10,15,356
3/10/2018 16:00,3,10,16,350
3/10/2018 17:00,3,10,17,369
3/10/2018 18:00,3,10,18,378
3/10/2018 19:00,3,10,19,435
3/10/2018 20:00,3,10,20,496
3/10/2018 21:00,3,10,21,545
3/10/2018 22:00,3,10,22,561
3/10/2018 23:00,3,10,23,557
3/11/2018 0:00,3,11,0,538
3/11/2018 1:00,3,11,1,529
3/11/2018 2:00,3,11,2,510
3/11/2018 3:00,3,11,3,464
3/11/2018 4:00,3,11,4,413
3/11/2018 5:00,3,11,5,362
3/11/2018 6:00,3,11,6,322
3/11/2018 7:00,3,11,7,308
3/11/2018 8:00,3,11,8,263
3/11/2018 9:00,3,11,9,240
3/11/2018 10:00,3,11,10,227
3/11/2018 11:00,3,11,11,198
3/11/2018 12:00,3,11,12,208
3/11/2018 13:00,3,11,13,218
3/11/2018 14:00,3,11,14,233
3/11/2018 15:00,3,11,15,231
3/11/2018 16:00,3,11,16,244
3/11/2018 17:00,3,11,17,258
3/11/2018 18:00,3,11,18,310
3/11/2018 19:00,3,11,19,336
3/11/2018 20:00,3,11,20,344
3/11/2018 21:00,3,11,21,345
3/11/2018 22:00,3,11,22,284
3/11/2018 23:00,3,11,23,261
3/12/2018 0:00,3,12,0,267
3/12/2018 1:00,3,12,1,261
3/12/2018 2:00,3,12,2,253
3/12/2018 3:00,3,12,3,233
3/12/2018 4:00,3,12,4,211
3/12/2018 5:00,3,12,5,242
3/12/2018 6:00,3,12,6,243
3/12/2018 7:00,3,12,7,246
3/12/2018 8:00,3,12,8,283
3/12/2018 9:00,3,12,9,284
3/12/2018 10:00,3,12,10,291
3/12/2018 11:00,3,12,11,243
3/12/2018 12:00,3,12,12,215
3/12/2018 13:00,3,12,13,226
3/12/2018 14:00,3,12,14,254
3/12/2018 15:00,3,12,15,225
3/12/2018 16:00,3,12,16,236
3/12/2018 17:00,3,12,17,316
3/12/2018 18:00,3,12,18,411
3/12/2018 19:00,3,12,19,441
3/12/2018 20:00,3,12,20,453
3/12/2018 21:00,3,12,21,415
3/12/2018 22:00,3,12,22,417
3/12/2018 23:00,3,12,23,423
3/13/2018 0:00,3,13,0,347
3/13/2018 1:00,3,13,1,292
3/13/2018 2:00,3,13,2,304
3/13/2018 3:00,3,13,3,310
3/13/2018 4:00,3,13,4,294
3/13/2018 5:00,3,13,5,297
3/13/2018 6:00,3,13,6,277
3/13/2018 7:00,3,13,7,278
3/13/2018 8:00,3,13,8,295
3/13/2018 9:00,3,13,9,268
3/13/2018 10:00,3,13,10,267
3/13/2018 11:00,3,13,11,286
3/13/2018 12:00,3,13,12,285
3/13/2018 13:00,3,13,13,328
3/13/2018 14:00,3,13,14,382
3/13/2018 15:00,3,13,15,450
3/13/2018 16:00,3,13,16,515
3/13/2018 17:00,3,13,17,578
3/13/2018 18:00,3,13,18,654
3/13/2018 19:00,3,13,19,731
3/13/2018 20:00,3,13,20,785
3/13/2018 21:00,3,13,21,839
3/13/2018 22:00,3,13,22,891
3/13/2018 23:00,3,13,23,902
3/14/2018 0:00,3,14,0,930
3/14/2018 1:00,3,14,1,920
3/14/2018 2:00,3,14,2,928
3/14/2018 3:00,3,14,3,975
3/14/2018 4:00,3,14,4,1023
3/14/2018 5:00,3,14,5,1079
3/14/2018 6:00,3,14,6,1118
3/14/2018 7:00,3,14,7,1141
3/14/2018 8:00,3,14,8,1181
3/14/2018 9:00,3,14,9,1175
3/14/2018 10:00,3,14,10,1176
3/14/2018 11:00,3,14,11,1134
3/14/2018 12:00,3,14,12,1130
3/14/2018 13:00,3,14,13,1147
3/14/2018 14:00,3,14,14,1141
3/14/2018 15:00,3,14,15,1179
3/14/2018 16:00,3,14,16,1166
3/14/2018 17:00,3,14,17,1138
3/14/2018 18:00,3,14,18,1104
3/14/2018 19:00,3,14,19,1105
3/14/2018 20:00,3,14,20,1115
3/14/2018 21:00,3,14,21,1169
3/14/2018 22:00,3,14,22,1201
3/14/2018 23:00,3,14,23,1209
3/15/2018 0:00,3,15,0,1161
3/15/2018 1:00,3,15,1,1107
3/15/2018 2:00,3,15,2,1088
3/15/2018 3:00,3,15,3,1060
3/15/2018 4:00,3,15,4,1019
3/15/2018 5:00,3,15,5,1032
3/15/2018 6:00,3,15,6,1007
3/15/2018 7:00,3,15,7,1036
3/15/2018 8:00,3,15,8,1010
3/15/2018 9:00,3,15,9,963
3/15/2018 10:00,3,15,10,795
3/15/2018 11:00,3,15,11,518
3/15/2018 12:00,3,15,12,324
3/15/2018 13:00,3,15,13,296
3/15/2018 14:00,3,15,14,304
3/15/2018 15:00,3,15,15,342
3/15/2018 16:00,3,15,16,411
3/15/2018 17:00,3,15,17,469
3/15/2018 18:00,3,15,18,517
3/15/2018 19:00,3,15,19,629
3/15/2018 20:00,3,15,20,863
3/15/2018 21:00,3,15,21,1136
3/15/2018 22:00,3,15,22,1284
3/15/2018 23:00,3,15,23,1336
3/16/2018 0:00,3,16,0,1368
3/16/2018 1:00,3,16,1,1318
3/16/2018 2:00,3,16,2,1260
3/16/2018 3:00,3,16,3,1178
3/16/2018 4:00,3,16,4,1122
3/16/2018 5:00,3,16,5,1087
3/16/2018 6:00,3,16,6,1093
3/16/2018 7:00,3,16,7,1112
3/16/2018 8:00,3,16,8,1117
3/16/2018 9:00,3,16,9,1120
3/16/2018 10:00,3,16,10,999
3/16/2018 11:00,3,16,11,688
3/16/2018 12:00,3,16,12,448
3/16/2018 13:00,3,16,13,396
3/16/2018 14:00,3,16,14,430
3/16/2018 15:00,3,16,15,455
3/16/2018 16:00,3,16,16,494
3/16/2018 17:00,3,16,17,556
3/16/2018 18:00,3,16,18,652
3/16/2018 19:00,3,16,19,745
3/16/2018 20:00,3,16,20,951
3/16/2018 21:00,3,16,21,1171
3/16/2018 22:00,3,16,22,1254
3/16/2018 23:00,3,16,23,1219
3/17/2018 0:00,3,17,0,1108
3/17/2018 1:00,3,17,1,986
3/17/2018 2:00,3,17,2,855
3/17/2018 3:00,3,17,3,713
3/17/2018 4:00,3,17,4,595
3/17/2018 5:00,3,17,5,476
3/17/2018 6:00,3,17,6,390
3/17/2018 7:00,3,17,7,341
3/17/2018 8:00,3,17,8,364
3/17/2018 9:00,3,17,9,444
3/17/2018 10:00,3,17,10,548
3/17/2018 11:00,3,17,11,559
3/17/2018 12:00,3,17,12,414
3/17/2018 13:00,3,17,13,376
3/17/2018 14:00,3,17,14,369
3/17/2018 15:00,3,17,15,436
3/17/2018 16:00,3,17,16,466
3/17/2018 17:00,3,17,17,522
3/17/2018 18:00,3,17,18,621
3/17/2018 19:00,3,17,19,773
3/17/2018 20:00,3,17,20,981
3/17/2018 21:00,3,17,21,1131
3/17/2018 22:00,3,17,22,1201
3/17/2018 23:00,3,17,23,1274
3/18/2018 0:00,3,18,0,1280
3/18/2018 1:00,3,18,1,1264
3/18/2018 2:00,3,18,2,1225
3/18/2018 3:00,3,18,3,1154
3/18/2018 4:00,3,18,4,1128
3/18/2018 5:00,3,18,5,1188
3/18/2018 6:00,3,18,6,1215
3/18/2018 7:00,3,18,7,1298
3/18/2018 8:00,3,18,8,1375
3/18/2018 9:00,3,18,9,1364
3/18/2018 10:00,3,18,10,1322
3/18/2018 11:00,3,18,11,1290
3/18/2018 12:00,3,18,12,1307
3/18/2018 13:00,3,18,13,1366
3/18/2018 14:00,3,18,14,1426
3/18/2018 15:00,3,18,15,1331
3/18/2018 16:00,3,18,16,1313
3/18/2018 17:00,3,18,17,1338
3/18/2018 18:00,3,18,18,1372
3/18/2018 19:00,3,18,19,1315
3/18/2018 20:00,3,18,20,1329
3/18/2018 21:00,3,18,21,1240
3/18/2018 22:00,3,18,22,1260
3/18/2018 23:00,3,18,23,1252
3/19/2018 0:00,3,19,0,1276
3/19/2018 1:00,3,19,1,1283
3/19/2018 2:00,3,19,2,1346
3/19/2018 3:00,3,19,3,1307
3/19/2018 4:00,3,19,4,1324
3/19/2018 5:00,3,19,5,1302
3/19/2018 6:00,3,19,6,1264
3/19/2018 7:00,3,19,7,1219
3/19/2018 8:00,3,19,8,1245
3/19/2018 9:00,3,19,9,1219
3/19/2018 10:00,3,19,10,1013
3/19/2018 11:00,3,19,11,794
3/19/2018 12:00,3,19,12,678
3/19/2018 13:00,3,19,13,560
3/19/2018 14:00,3,19,14,490
3/19/2018 15:00,3,19,15,516
3/19/2018 16:00,3,19,16,543
3/19/2018 17:00,3,19,17,528
3/19/2018 18:00,3,19,18,471
3/19/2018 19:00,3,19,19,458
3/19/2018 20:00,3,19,20,514
3/19/2018 21:00,3,19,21,589
3/19/2018 22:00,3,19,22,697
3/19/2018 23:00,3,19,23,841
3/20/2018 0:00,3,20,0,1094
3/20/2018 1:00,3,20,1,1234
3/20/2018 2:00,3,20,2,1233
3/20/2018 3:00,3,20,3,1262
3/20/2018 4:00,3,20,4,1218
3/20/2018 5:00,3,20,5,1203
3/20/2018 6:00,3,20,6,1126
3/20/2018 7:00,3,20,7,1052
3/20/2018 8:00,3,20,8,993
3/20/2018 9:00,3,20,9,878
3/20/2018 10:00,3,20,10,680
3/20/2018 11:00,3,20,11,504
3/20/2018 12:00,3,20,12,510
3/20/2018 13:00,3,20,13,526
3/20/2018 14:00,3,20,14,500
3/20/2018 15:00,3,20,15,483
3/20/2018 16:00,3,20,16,449
3/20/2018 17:00,3,20,17,439
3/20/2018 18:00,3,20,18,385
3/20/2018 19:00,3,20,19,329
3/20/2018 20:00,3,20,20,314
3/20/2018 21:00,3,20,21,330
3/20/2018 22:00,3,20,22,356
3/20/2018 23:00,3,20,23,501
3/21/2018 0:00,3,21,0,714
3/21/2018 1:00,3,21,1,889
3/21/2018 2:00,3,21,2,1081
3/21/2018 3:00,3,21,3,1286
3/21/2018 4:00,3,21,4,1435
3/21/2018 5:00,3,21,5,1533
3/21/2018 6:00,3,21,6,1618
3/21/2018 7:00,3,21,7,1657
3/21/2018 8:00,3,21,8,1692
3/21/2018 9:00,3,21,9,1695
3/21/2018 10:00,3,21,10,1649
3/21/2018 11:00,3,21,11,1590
3/21/2018 12:00,3,21,12,1518
3/21/2018 13:00,3,21,13,1376
3/21/2018 14:00,3,21,14,1196
3/21/2018 15:00,3,21,15,1043
3/21/2018 16:00,3,21,16,918
3/21/2018 17:00,3,21,17,788
3/21/2018 18:00,3,21,18,744
3/21/2018 19:00,3,21,19,729
3/21/2018 20:00,3,21,20,764
3/21/2018 21:00,3,21,21,882
3/21/2018 22:00,3,21,22,870
3/21/2018 23:00,3,21,23,766
3/22/2018 0:00,3,22,0,691
3/22/2018 1:00,3,22,1,654
3/22/2018 2:00,3,22,2,584
3/22/2018 3:00,3,22,3,507
3/22/2018 4:00,3,22,4,536
3/22/2018 5:00,3,22,5,531
3/22/2018 6:00,3,22,6,557
3/22/2018 7:00,3,22,7,530
3/22/2018 8:00,3,22,8,529
3/22/2018 9:00,3,22,9,591
3/22/2018 10:00,3,22,10,616
3/22/2018 11:00,3,22,11,592
3/22/2018 12:00,3,22,12,648
3/22/2018 13:00,3,22,13,757
3/22/2018 14:00,3,22,14,860
3/22/2018 15:00,3,22,15,1015
3/22/2018 16:00,3,22,16,1096
3/22/2018 17:00,3,22,17,1146
3/22/2018 18:00,3,22,18,1161
3/22/2018 19:00,3,22,19,1153
3/22/2018 20:00,3,22,20,1110
3/22/2018 21:00,3,22,21,1022
3/22/2018 22:00,3,22,22,948
3/22/2018 23:00,3,22,23,871
3/23/2018 0:00,3,23,0,852
3/23/2018 1:00,3,23,1,875
3/23/2018 2:00,3,23,2,848
3/23/2018 3:00,3,23,3,788
3/23/2018 4:00,3,23,4,711
3/23/2018 5:00,3,23,5,671
3/23/2018 6:00,3,23,6,683
3/23/2018 7:00,3,23,7,729
3/23/2018 8:00,3,23,8,733
3/23/2018 9:00,3,23,9,632
3/23/2018 10:00,3,23,10,459
3/23/2018 11:00,3,23,11,250
3/23/2018 12:00,3,23,12,189
3/23/2018 13:00,3,23,13,175
3/23/2018 14:00,3,23,14,146
3/23/2018 15:00,3,23,15,158
3/23/2018 16:00,3,23,16,163
3/23/2018 17:00,3,23,17,98
3/23/2018 18:00,3,23,18,85
3/23/2018 19:00,3,23,19,95
3/23/2018 20:00,3,23,20,108
3/23/2018 21:00,3,23,21,147
3/23/2018 22:00,3,23,22,162
3/23/2018 23:00,3,23,23,171
3/24/2018 0:00,3,24,0,200
3/24/2018 1:00,3,24,1,248
3/24/2018 2:00,3,24,2,353
3/24/2018 3:00,3,24,3,458
3/24/2018 4:00,3,24,4,551
3/24/2018 5:00,3,24,5,646
3/24/2018 6:00,3,24,6,703
3/24/2018 7:00,3,24,7,702
3/24/2018 8:00,3,24,8,784
3/24/2018 9:00,3,24,9,876
3/24/2018 10:00,3,24,10,871
3/24/2018 11:00,3,24,11,860
3/24/2018 12:00,3,24,12,837
3/24/2018 13:00,3,24,13,842
3/24/2018 14:00,3,24,14,833
3/24/2018 15:00,3,24,15,855
3/24/2018 16:00,3,24,16,857
3/24/2018 17:00,3,24,17,846
3/24/2018 18:00,3,24,18,774
3/24/2018 19:00,3,24,19,765
3/24/2018 20:00,3,24,20,717
3/24/2018 21:00,3,24,21,691
3/24/2018 22:00,3,24,22,639
3/24/2018 23:00,3,24,23,539
3/25/2018 0:00,3,25,0,503
3/25/2018 1:00,3,25,1,475
3/25/2018 2:00,3,25,2,475
3/25/2018 3:00,3,25,3,447
3/25/2018 4:00,3,25,4,492
3/25/2018 5:00,3,25,5,533
3/25/2018 6:00,3,25,6,538
3/25/2018 7:00,3,25,7,517
3/25/2018 8:00,3,25,8,545
3/25/2018 9:00,3,25,9,497
3/25/2018 10:00,3,25,10,370
3/25/2018 11:00,3,25,11,264
3/25/2018 12:00,3,25,12,271
3/25/2018 13:00,3,25,13,351
3/25/2018 14:00,3,25,14,413
3/25/2018 15:00,3,25,15,484
3/25/2018 16:00,3,25,16,517
3/25/2018 17:00,3,25,17,564
3/25/2018 18:00,3,25,18,656
3/25/2018 19:00,3,25,19,662
3/25/2018 20:00,3,25,20,738
3/25/2018 21:00,3,25,21,962
3/25/2018 22:00,3,25,22,1086
3/25/2018 23:00,3,25,23,1137
3/26/2018 0:00,3,26,0,1126
3/26/2018 1:00,3,26,1,1104
3/26/2018 2:00,3,26,2,1075
3/26/2018 3:00,3,26,3,1048
3/26/2018 4:00,3,26,4,952
3/26/2018 5:00,3,26,5,910
3/26/2018 6:00,3,26,6,891
3/26/2018 7:00,3,26,7,893
3/26/2018 8:00,3,26,8,901
3/26/2018 9:00,3,26,9,831
3/26/2018 10:00,3,26,10,577
3/26/2018 11:00,3,26,11,312
3/26/2018 12:00,3,26,12,219
3/26/2018 13:00,3,26,13,264
3/26/2018 14:00,3,26,14,332
3/26/2018 15:00,3,26,15,355
3/26/2018 16:00,3,26,16,422
3/26/2018 17:00,3,26,17,469
3/26/2018 18:00,3,26,18,473
3/26/2018 19:00,3,26,19,502
3/26/2018 20:00,3,26,20,565
3/26/2018 21:00,3,26,21,675
3/26/2018 22:00,3,26,22,762
3/26/2018 23:00,3,26,23,739
3/27/2018 0:00,3,27,0,674
3/27/2018 1:00,3,27,1,609
3/27/2018 2:00,3,27,2,587
3/27/2018 3:00,3,27,3,574
3/27/2018 4:00,3,27,4,583
3/27/2018 5:00,3,27,5,598
3/27/2018 6:00,3,27,6,570
3/27/2018 7:00,3,27,7,610
3/27/2018 8:00,3,27,8,530
3/27/2018 9:00,3,27,9,482
3/27/2018 10:00,3,27,10,336
3/27/2018 11:00,3,27,11,180
3/27/2018 12:00,3,27,12,150
3/27/2018 13:00,3,27,13,189
3/27/2018 14:00,3,27,14,230
3/27/2018 15:00,3,27,15,297
3/27/2018 16:00,3,27,16,330
3/27/2018 17:00,3,27,17,340
3/27/2018 18:00,3,27,18,349
3/27/2018 19:00,3,27,19,395
3/27/2018 20:00,3,27,20,400
3/27/2018 21:00,3,27,21,458
3/27/2018 22:00,3,27,22,486
3/27/2018 23:00,3,27,23,577
3/28/2018 0:00,3,28,0,538
3/28/2018 1:00,3,28,1,498
3/28/2018 2:00,3,28,2,469
3/28/2018 3:00,3,28,3,452
3/28/2018 4:00,3,28,4,443
3/28/2018 5:00,3,28,5,447
3/28/2018 6:00,3,28,6,454
3/28/2018 7:00,3,28,7,381
3/28/2018 8:00,3,28,8,461
3/28/2018 9:00,3,28,9,438
3/28/2018 10:00,3,28,10,237
3/28/2018 11:00,3,28,11,112
3/28/2018 12:00,3,28,12,98
3/28/2018 13:00,3,28,13,115
3/28/2018 14:00,3,28,14,172
3/28/2018 15:00,3,28,15,199
3/28/2018 16:00,3,28,16,250
3/28/2018 17:00,3,28,17,260
3/28/2018 18:00,3,28,18,237
3/28/2018 19:00,3,28,19,257
3/28/2018 20:00,3,28,20,258
3/28/2018 21:00,3,28,21,322
3/28/2018 22:00,3,28,22,438
3/28/2018 23:00,3,28,23,538
3/29/2018 0:00,3,29,0,620
3/29/2018 1:00,3,29,1,679
3/29/2018 2:00,3,29,2,633
3/29/2018 3:00,3,29,3,624
3/29/2018 4:00,3,29,4,694
3/29/2018 5:00,3,29,5,755
3/29/2018 6:00,3,29,6,746
3/29/2018 7:00,3,29,7,774
3/29/2018 8:00,3,29,8,798
3/29/2018 9:00,3,29,9,737
3/29/2018 10:00,3,29,10,643
3/29/2018 11:00,3,29,11,534
3/29/2018 12:00,3,29,12,481
3/29/2018 13:00,3,29,13,535
3/29/2018 14:00,3,29,14,595
3/29/2018 15:00,3,29,15,693
3/29/2018 16:00,3,29,16,764
3/29/2018 17:00,3,29,17,761
3/29/2018 18:00,3,29,18,759
3/29/2018 19:00,3,29,19,730
3/29/2018 20:00,3,29,20,715
3/29/2018 21:00,3,29,21,726
3/29/2018 22:00,3,29,22,780
3/29/2018 23:00,3,29,23,789
3/30/2018 0:00,3,30,0,726
3/30/2018 1:00,3,30,1,694
3/30/2018 2:00,3,30,2,723
3/30/2018 3:00,3,30,3,615
3/30/2018 4:00,3,30,4,531
3/30/2018 5:00,3,30,5,476
3/30/2018 6:00,3,30,6,414
3/30/2018 7:00,3,30,7,344
3/30/2018 8:00,3,30,8,244
3/30/2018 9:00,3,30,9,193
3/30/2018 10:00,3,30,10,120
3/30/2018 11:00,3,30,11,63
3/30/2018 12:00,3,30,12,28
3/30/2018 13:00,3,30,13,21
3/30/2018 14:00,3,30,14,30
3/30/2018 15:00,3,30,15,48
3/30/2018 16:00,3,30,16,58
3/30/2018 17:00,3,30,17,61
3/30/2018 18:00,3,30,18,61
3/30/2018 19:00,3,30,19,63
3/30/2018 20:00,3,30,20,90
3/30/2018 21:00,3,30,21,142
3/30/2018 22:00,3,30,22,199
3/30/2018 23:00,3,30,23,238
3/31/2018 0:00,3,31,0,285
3/31/2018 1:00,3,31,1,321
3/31/2018 2:00,3,31,2,386
3/31/2018 3:00,3,31,3,392
3/31/2018 4:00,3,31,4,357
3/31/2018 5:00,3,31,5,373
3/31/2018 6:00,3,31,6,358
3/31/2018 7:00,3,31,7,291
3/31/2018 8:00,3,31,8,258
3/31/2018 9:00,3,31,9,215
3/31/2018 10:00,3,31,10,147
3/31/2018 11:00,3,31,11,83
3/31/2018 12:00,3,31,12,56
3/31/2018 13:00,3,31,13,65
3/31/2018 14:00,3,31,14,93
3/31/2018 15:00,3,31,15,130
3/31/2018 16:00,3,31,16,145
3/31/2018 17:00,3,31,17,138
3/31/2018 18:00,3,31,18,142
3/31/2018 19:00,3,31,19,128
3/31/2018 20:00,3,31,20,158
3/31/2018 21:00,3,31,21,205
3/31/2018 22:00,3,31,22,240
3/31/2018 23:00,3,31,23,263
4/1/2018 0:00,4,1,0,251
4/1/2018 1:00,4,1,1,253
4/1/2018 2:00,4,1,2,231
4/1/2018 3:00,4,1,3,203
4/1/2018 4:00,4,1,4,191
4/1/2018 5:00,4,1,5,182
4/1/2018 6:00,4,1,6,157
4/1/2018 7:00,4,1,7,155
4/1/2018 8:00,4,1,8,151
4/1/2018 9:00,4,1,9,135
4/1/2018 10:00,4,1,10,118
4/1/2018 11:00,4,1,11,88
4/1/2018 12:00,4,1,12,61
4/1/2018 13:00,4,1,13,79
4/1/2018 14:00,4,1,14,106
4/1/2018 15:00,4,1,15,110
4/1/2018 16:00,4,1,16,106
4/1/2018 17:00,4,1,17,96
4/1/2018 18:00,4,1,18,94
