Time,Month,Day,Time of the day,Wind power generation - hourly data
1/31/2018 3:00,1,31,3,74
1/31/2018 4:00,1,31,4,58
1/31/2018 5:00,1,31,5,48
1/31/2018 6:00,1,31,6,53
1/31/2018 7:00,1,31,7,70
1/31/2018 8:00,1,31,8,104
1/31/2018 9:00,1,31,9,136
1/31/2018 10:00,1,31,10,176
1/31/2018 11:00,1,31,11,213
1/31/2018 12:00,1,31,12,243
1/31/2018 13:00,1,31,13,276
1/31/2018 14:00,1,31,14,278
1/31/2018 15:00,1,31,15,278
1/31/2018 16:00,1,31,16,305
1/31/2018 17:00,1,31,17,411
1/31/2018 18:00,1,31,18,567
1/31/2018 19:00,1,31,19,656
1/31/2018 20:00,1,31,20,724
1/31/2018 21:00,1,31,21,754
1/31/2018 22:00,1,31,22,820
1/31/2018 23:00,1,31,23,883
2/1/2018 0:00,2,1,0,968
2/1/2018 1:00,2,1,1,1012
2/1/2018 2:00,2,1,2,1048
2/1/2018 3:00,2,1,3,1098
2/1/2018 4:00,2,1,4,1174
2/1/2018 5:00,2,1,5,1196
2/1/2018 6:00,2,1,6,1174
2/1/2018 7:00,2,1,7,1172
2/1/2018 8:00,2,1,8,1148
2/1/2018 9:00,2,1,9,1184
2/1/2018 10:00,2,1,10,1206
2/1/2018 11:00,2,1,11,1210
2/1/2018 12:00,2,1,12,1204
2/1/2018 13:00,2,1,13,1191
2/1/2018 14:00,2,1,14,1156
2/1/2018 15:00,2,1,15,1125
2/1/2018 16:00,2,1,16,1132
2/1/2018 17:00,2,1,17,1235
2/1/2018 18:00,2,1,18,1332
2/1/2018 19:00,2,1,19,1355
2/1/2018 20:00,2,1,20,1383
2/1/2018 21:00,2,1,21,1372
2/1/2018 22:00,2,1,22,1343
2/1/2018 23:00,2,1,23,1301
2/2/2018 0:00,2,2,0,1243
2/2/2018 1:00,2,2,1,1169
2/2/2018 2:00,2,2,2,1121
2/2/2018 3:00,2,2,3,1118
2/2/2018 4:00,2,2,4,1058
2/2/2018 5:00,2,2,5,989
2/2/2018 6:00,2,2,6,993
2/2/2018 7:00,2,2,7,990
2/2/2018 8:00,2,2,8,979
2/2/2018 9:00,2,2,9,935
2/2/2018 10:00,2,2,10,943
2/2/2018 11:00,2,2,11,903
2/2/2018 12:00,2,2,12,868
2/2/2018 13:00,2,2,13,809
2/2/2018 14:00,2,2,14,743
2/2/2018 15:00,2,2,15,718
2/2/2018 16:00,2,2,16,768
2/2/2018 17:00,2,2,17,869
2/2/2018 18:00,2,2,18,921
2/2/2018 19:00,2,2,19,952
2/2/2018 20:00,2,2,20,967
2/2/2018 21:00,2,2,21,950
2/2/2018 22:00,2,2,22,950
2/2/2018 23:00,2,2,23,990
2/3/2018 0:00,2,3,0,1000
2/3/2018 1:00,2,3,1,997
2/3/2018 2:00,2,3,2,984
2/3/2018 3:00,2,3,3,973
2/3/2018 4:00,2,3,4,980
2/3/2018 5:00,2,3,5,971
2/3/2018 6:00,2,3,6,953
2/3/2018 7:00,2,3,7,965
2/3/2018 8:00,2,3,8,989
2/3/2018 9:00,2,3,9,989
2/3/2018 10:00,2,3,10,1022
2/3/2018 11:00,2,3,11,1031
2/3/2018 12:00,2,3,12,1026
2/3/2018 13:00,2,3,13,957
2/3/2018 14:00,2,3,14,851
2/3/2018 15:00,2,3,15,750
2/3/2018 16:00,2,3,16,758
2/3/2018 17:00,2,3,17,871
2/3/2018 18:00,2,3,18,978
2/3/2018 19:00,2,3,19,1032
2/3/2018 20:00,2,3,20,1108
2/3/2018 21:00,2,3,21,1111
2/3/2018 22:00,2,3,22,985
2/3/2018 23:00,2,3,23,936
2/4/2018 0:00,2,4,0,898
2/4/2018 1:00,2,4,1,910
2/4/2018 2:00,2,4,2,858
2/4/2018 3:00,2,4,3,827
2/4/2018 4:00,2,4,4,761
2/4/2018 5:00,2,4,5,692
2/4/2018 6:00,2,4,6,672
2/4/2018 7:00,2,4,7,647
2/4/2018 8:00,2,4,8,664
2/4/2018 9:00,2,4,9,680
2/4/2018 10:00,2,4,10,721
2/4/2018 11:00,2,4,11,738
2/4/2018 12:00,2,4,12,721
2/4/2018 13:00,2,4,13,665
2/4/2018 14:00,2,4,14,538
2/4/2018 15:00,2,4,15,414
2/4/2018 16:00,2,4,16,379
2/4/2018 17:00,2,4,17,411
2/4/2018 18:00,2,4,18,434
2/4/2018 19:00,2,4,19,437
2/4/2018 20:00,2,4,20,401
2/4/2018 21:00,2,4,21,395
2/4/2018 22:00,2,4,22,410
2/4/2018 23:00,2,4,23,391
2/5/2018 0:00,2,5,0,372
2/5/2018 1:00,2,5,1,367
2/5/2018 2:00,2,5,2,370
2/5/2018 3:00,2,5,3,352
2/5/2018 4:00,2,5,4,354
2/5/2018 5:00,2,5,5,361
2/5/2018 6:00,2,5,6,353
2/5/2018 7:00,2,5,7,353
2/5/2018 8:00,2,5,8,342
2/5/2018 9:00,2,5,9,339
2/5/2018 10:00,2,5,10,305
2/5/2018 11:00,2,5,11,272
2/5/2018 12:00,2,5,12,260
2/5/2018 13:00,2,5,13,257
2/5/2018 14:00,2,5,14,289
2/5/2018 15:00,2,5,15,286
2/5/2018 16:00,2,5,16,261
2/5/2018 17:00,2,5,17,275
2/5/2018 18:00,2,5,18,325
2/5/2018 19:00,2,5,19,392
2/5/2018 20:00,2,5,20,468
2/5/2018 21:00,2,5,21,530
2/5/2018 22:00,2,5,22,620
2/5/2018 23:00,2,5,23,730
2/6/2018 0:00,2,6,0,799
2/6/2018 1:00,2,6,1,798
2/6/2018 2:00,2,6,2,799
2/6/2018 3:00,2,6,3,839
2/6/2018 4:00,2,6,4,924
2/6/2018 5:00,2,6,5,1062
2/6/2018 6:00,2,6,6,1106
2/6/2018 7:00,2,6,7,1116
2/6/2018 8:00,2,6,8,1136
2/6/2018 9:00,2,6,9,1177
2/6/2018 10:00,2,6,10,1183
2/6/2018 11:00,2,6,11,1151
2/6/2018 12:00,2,6,12,1050
2/6/2018 13:00,2,6,13,926
2/6/2018 14:00,2,6,14,777
2/6/2018 15:00,2,6,15,677
2/6/2018 16:00,2,6,16,591
2/6/2018 17:00,2,6,17,521
2/6/2018 18:00,2,6,18,470
2/6/2018 19:00,2,6,19,502
2/6/2018 20:00,2,6,20,541
2/6/2018 21:00,2,6,21,551
2/6/2018 22:00,2,6,22,582
2/6/2018 23:00,2,6,23,605
2/7/2018 0:00,2,7,0,589
2/7/2018 1:00,2,7,1,602
2/7/2018 2:00,2,7,2,632
2/7/2018 3:00,2,7,3,629
2/7/2018 4:00,2,7,4,648
2/7/2018 5:00,2,7,5,684
2/7/2018 6:00,2,7,6,689
2/7/2018 7:00,2,7,7,689
2/7/2018 8:00,2,7,8,713
2/7/2018 9:00,2,7,9,662
2/7/2018 10:00,2,7,10,629
2/7/2018 11:00,2,7,11,607
2/7/2018 12:00,2,7,12,527
2/7/2018 13:00,2,7,13,369
2/7/2018 14:00,2,7,14,248
2/7/2018 15:00,2,7,15,196
2/7/2018 16:00,2,7,16,176
2/7/2018 17:00,2,7,17,243
2/7/2018 18:00,2,7,18,353
2/7/2018 19:00,2,7,19,464
2/7/2018 20:00,2,7,20,508
2/7/2018 21:00,2,7,21,546
2/7/2018 22:00,2,7,22,531
2/7/2018 23:00,2,7,23,528
2/8/2018 0:00,2,8,0,505
2/8/2018 1:00,2,8,1,437
2/8/2018 2:00,2,8,2,350
2/8/2018 3:00,2,8,3,284
2/8/2018 4:00,2,8,4,292
2/8/2018 5:00,2,8,5,346
2/8/2018 6:00,2,8,6,412
2/8/2018 7:00,2,8,7,462
2/8/2018 8:00,2,8,8,527
2/8/2018 9:00,2,8,9,548
2/8/2018 10:00,2,8,10,573
2/8/2018 11:00,2,8,11,612
2/8/2018 12:00,2,8,12,648
2/8/2018 13:00,2,8,13,648
2/8/2018 14:00,2,8,14,632
2/8/2018 15:00,2,8,15,616
2/8/2018 16:00,2,8,16,626
2/8/2018 17:00,2,8,17,671
2/8/2018 18:00,2,8,18,747
2/8/2018 19:00,2,8,19,804
2/8/2018 20:00,2,8,20,862
2/8/2018 21:00,2,8,21,933
2/8/2018 22:00,2,8,22,993
2/8/2018 23:00,2,8,23,1012
2/9/2018 0:00,2,9,0,1039
2/9/2018 1:00,2,9,1,1039
2/9/2018 2:00,2,9,2,1077
2/9/2018 3:00,2,9,3,1070
2/9/2018 4:00,2,9,4,1090
2/9/2018 5:00,2,9,5,1087
2/9/2018 6:00,2,9,6,1134
2/9/2018 7:00,2,9,7,1148
2/9/2018 8:00,2,9,8,1125
2/9/2018 9:00,2,9,9,1157
2/9/2018 10:00,2,9,10,1146
2/9/2018 11:00,2,9,11,1134
2/9/2018 12:00,2,9,12,1118
2/9/2018 13:00,2,9,13,1120
2/9/2018 14:00,2,9,14,1106
2/9/2018 15:00,2,9,15,1070
2/9/2018 16:00,2,9,16,1094
2/9/2018 17:00,2,9,17,1074
2/9/2018 18:00,2,9,18,1051
2/9/2018 19:00,2,9,19,1061
2/9/2018 20:00,2,9,20,1090
2/9/2018 21:00,2,9,21,1083
2/9/2018 22:00,2,9,22,1034
2/9/2018 23:00,2,9,23,1024
2/10/2018 0:00,2,10,0,987
2/10/2018 1:00,2,10,1,939
2/10/2018 2:00,2,10,2,903
2/10/2018 3:00,2,10,3,911
2/10/2018 4:00,2,10,4,959
2/10/2018 5:00,2,10,5,946
2/10/2018 6:00,2,10,6,945
2/10/2018 7:00,2,10,7,915
2/10/2018 8:00,2,10,8,877
2/10/2018 9:00,2,10,9,853
2/10/2018 10:00,2,10,10,812
2/10/2018 11:00,2,10,11,785
2/10/2018 12:00,2,10,12,768
2/10/2018 13:00,2,10,13,731
2/10/2018 14:00,2,10,14,676
2/10/2018 15:00,2,10,15,653
2/10/2018 16:00,2,10,16,656
2/10/2018 17:00,2,10,17,653
2/10/2018 18:00,2,10,18,677
2/10/2018 19:00,2,10,19,682
2/10/2018 20:00,2,10,20,693
2/10/2018 21:00,2,10,21,678
2/10/2018 22:00,2,10,22,635
2/10/2018 23:00,2,10,23,543
2/11/2018 0:00,2,11,0,470
2/11/2018 1:00,2,11,1,401
2/11/2018 2:00,2,11,2,324
2/11/2018 3:00,2,11,3,280
2/11/2018 4:00,2,11,4,268
2/11/2018 5:00,2,11,5,238
2/11/2018 6:00,2,11,6,237
2/11/2018 7:00,2,11,7,244
2/11/2018 8:00,2,11,8,239
2/11/2018 9:00,2,11,9,243
2/11/2018 10:00,2,11,10,260
2/11/2018 11:00,2,11,11,270
2/11/2018 12:00,2,11,12,253
2/11/2018 13:00,2,11,13,210
2/11/2018 14:00,2,11,14,179
2/11/2018 15:00,2,11,15,174
2/11/2018 16:00,2,11,16,159
2/11/2018 17:00,2,11,17,196
2/11/2018 18:00,2,11,18,256
2/11/2018 19:00,2,11,19,304
2/11/2018 20:00,2,11,20,338
2/11/2018 21:00,2,11,21,375
2/11/2018 22:00,2,11,22,374
2/11/2018 23:00,2,11,23,387
2/12/2018 0:00,2,12,0,372
2/12/2018 1:00,2,12,1,367
2/12/2018 2:00,2,12,2,381
2/12/2018 3:00,2,12,3,390
2/12/2018 4:00,2,12,4,394
2/12/2018 5:00,2,12,5,410
2/12/2018 6:00,2,12,6,432
2/12/2018 7:00,2,12,7,436
2/12/2018 8:00,2,12,8,444
2/12/2018 9:00,2,12,9,431
2/12/2018 10:00,2,12,10,446
2/12/2018 11:00,2,12,11,451
2/12/2018 12:00,2,12,12,439
2/12/2018 13:00,2,12,13,408
2/12/2018 14:00,2,12,14,411
2/12/2018 15:00,2,12,15,415
2/12/2018 16:00,2,12,16,471
2/12/2018 17:00,2,12,17,501
2/12/2018 18:00,2,12,18,586
2/12/2018 19:00,2,12,19,699
2/12/2018 20:00,2,12,20,781
2/12/2018 21:00,2,12,21,815
2/12/2018 22:00,2,12,22,842
2/12/2018 23:00,2,12,23,835
2/13/2018 0:00,2,13,0,804
2/13/2018 1:00,2,13,1,819
2/13/2018 2:00,2,13,2,843
2/13/2018 3:00,2,13,3,853
2/13/2018 4:00,2,13,4,854
2/13/2018 5:00,2,13,5,899
2/13/2018 6:00,2,13,6,941
2/13/2018 7:00,2,13,7,962
2/13/2018 8:00,2,13,8,1011
2/13/2018 9:00,2,13,9,1054
2/13/2018 10:00,2,13,10,1090
2/13/2018 11:00,2,13,11,1044
2/13/2018 12:00,2,13,12,998
2/13/2018 13:00,2,13,13,982
2/13/2018 14:00,2,13,14,960
2/13/2018 15:00,2,13,15,985
2/13/2018 16:00,2,13,16,1017
2/13/2018 17:00,2,13,17,1076
2/13/2018 18:00,2,13,18,1154
2/13/2018 19:00,2,13,19,1181
2/13/2018 20:00,2,13,20,1167
2/13/2018 21:00,2,13,21,1136
2/13/2018 22:00,2,13,22,1157
2/13/2018 23:00,2,13,23,1151
2/14/2018 0:00,2,14,0,1133
2/14/2018 1:00,2,14,1,1135
2/14/2018 2:00,2,14,2,1130
2/14/2018 3:00,2,14,3,1104
2/14/2018 4:00,2,14,4,1081
2/14/2018 5:00,2,14,5,1074
2/14/2018 6:00,2,14,6,1075
2/14/2018 7:00,2,14,7,1037
2/14/2018 8:00,2,14,8,1003
2/14/2018 9:00,2,14,9,981
2/14/2018 10:00,2,14,10,967
2/14/2018 11:00,2,14,11,905
2/14/2018 12:00,2,14,12,878
2/14/2018 13:00,2,14,13,853
2/14/2018 14:00,2,14,14,848
2/14/2018 15:00,2,14,15,832
2/14/2018 16:00,2,14,16,848
2/14/2018 17:00,2,14,17,900
2/14/2018 18:00,2,14,18,940
2/14/2018 19:00,2,14,19,986
2/14/2018 20:00,2,14,20,1022
2/14/2018 21:00,2,14,21,1108
2/14/2018 22:00,2,14,22,1144
2/14/2018 23:00,2,14,23,1135
2/15/2018 0:00,2,15,0,1172
2/15/2018 1:00,2,15,1,1201
2/15/2018 2:00,2,15,2,1192
2/15/2018 3:00,2,15,3,1182
2/15/2018 4:00,2,15,4,1185
2/15/2018 5:00,2,15,5,1130
2/15/2018 6:00,2,15,6,1135
2/15/2018 7:00,2,15,7,1142
2/15/2018 8:00,2,15,8,1139
2/15/2018 9:00,2,15,9,1178
2/15/2018 10:00,2,15,10,1198
2/15/2018 11:00,2,15,11,1173
2/15/2018 12:00,2,15,12,1126
2/15/2018 13:00,2,15,13,1102
2/15/2018 14:00,2,15,14,1050
2/15/2018 15:00,2,15,15,1009
2/15/2018 16:00,2,15,16,964
2/15/2018 17:00,2,15,17,919
2/15/2018 18:00,2,15,18,927
2/15/2018 19:00,2,15,19,1007
2/15/2018 20:00,2,15,20,1059
2/15/2018 21:00,2,15,21,1058
2/15/2018 22:00,2,15,22,994
2/15/2018 23:00,2,15,23,953
2/16/2018 0:00,2,16,0,874
2/16/2018 1:00,2,16,1,792
2/16/2018 2:00,2,16,2,716
2/16/2018 3:00,2,16,3,650
2/16/2018 4:00,2,16,4,600
2/16/2018 5:00,2,16,5,531
2/16/2018 6:00,2,16,6,497
2/16/2018 7:00,2,16,7,473
2/16/2018 8:00,2,16,8,476
2/16/2018 9:00,2,16,9,439
2/16/2018 10:00,2,16,10,396
2/16/2018 11:00,2,16,11,349
2/16/2018 12:00,2,16,12,290
2/16/2018 13:00,2,16,13,248
2/16/2018 14:00,2,16,14,200
2/16/2018 15:00,2,16,15,167
2/16/2018 16:00,2,16,16,127
2/16/2018 17:00,2,16,17,113
2/16/2018 18:00,2,16,18,107
2/16/2018 19:00,2,16,19,125
2/16/2018 20:00,2,16,20,148
2/16/2018 21:00,2,16,21,177
2/16/2018 22:00,2,16,22,211
2/16/2018 23:00,2,16,23,229
2/17/2018 0:00,2,17,0,163
2/17/2018 1:00,2,17,1,119
2/17/2018 2:00,2,17,2,93
2/17/2018 3:00,2,17,3,58
2/17/2018 4:00,2,17,4,37
2/17/2018 5:00,2,17,5,33
2/17/2018 6:00,2,17,6,33
2/17/2018 7:00,2,17,7,35
2/17/2018 8:00,2,17,8,37
2/17/2018 9:00,2,17,9,29
2/17/2018 10:00,2,17,10,31
2/17/2018 11:00,2,17,11,26
2/17/2018 12:00,2,17,12,18
2/17/2018 13:00,2,17,13,12
2/17/2018 14:00,2,17,14,8
2/17/2018 15:00,2,17,15,7
2/17/2018 16:00,2,17,16,8
2/17/2018 17:00,2,17,17,10
2/17/2018 18:00,2,17,18,12
2/17/2018 19:00,2,17,19,21
2/17/2018 20:00,2,17,20,34
2/17/2018 21:00,2,17,21,47
2/17/2018 22:00,2,17,22,46
2/17/2018 23:00,2,17,23,52
2/18/2018 0:00,2,18,0,51
2/18/2018 1:00,2,18,1,42
2/18/2018 2:00,2,18,2,40
2/18/2018 3:00,2,18,3,37
2/18/2018 4:00,2,18,4,45
2/18/2018 5:00,2,18,5,52
2/18/2018 6:00,2,18,6,47
2/18/2018 7:00,2,18,7,48
2/18/2018 8:00,2,18,8,50
2/18/2018 9:00,2,18,9,47
2/18/2018 10:00,2,18,10,41
2/18/2018 11:00,2,18,11,37
2/18/2018 12:00,2,18,12,25
2/18/2018 13:00,2,18,13,9
2/18/2018 14:00,2,18,14,5
2/18/2018 15:00,2,18,15,5
2/18/2018 16:00,2,18,16,5
2/18/2018 17:00,2,18,17,11
2/18/2018 18:00,2,18,18,18
2/18/2018 19:00,2,18,19,41
2/18/2018 20:00,2,18,20,49
2/18/2018 21:00,2,18,21,52
2/18/2018 22:00,2,18,22,59
2/18/2018 23:00,2,18,23,53
2/19/2018 0:00,2,19,0,54
2/19/2018 1:00,2,19,1,48
2/19/2018 2:00,2,19,2,47
2/19/2018 3:00,2,19,3,51
2/19/2018 4:00,2,19,4,64
2/19/2018 5:00,2,19,5,88
2/19/2018 6:00,2,19,6,95
2/19/2018 7:00,2,19,7,135
2/19/2018 8:00,2,19,8,181
2/19/2018 9:00,2,19,9,209
2/19/2018 10:00,2,19,10,214
2/19/2018 11:00,2,19,11,190
2/19/2018 12:00,2,19,12,158
2/19/2018 13:00,2,19,13,125
2/19/2018 14:00,2,19,14,83
2/19/2018 15:00,2,19,15,62
2/19/2018 16:00,2,19,16,69
2/19/2018 17:00,2,19,17,101
2/19/2018 18:00,2,19,18,190
2/19/2018 19:00,2,19,19,337
2/19/2018 20:00,2,19,20,461
2/19/2018 21:00,2,19,21,495
2/19/2018 22:00,2,19,22,521
2/19/2018 23:00,2,19,23,487
2/20/2018 0:00,2,20,0,399
2/20/2018 1:00,2,20,1,325
2/20/2018 2:00,2,20,2,249
2/20/2018 3:00,2,20,3,182
2/20/2018 4:00,2,20,4,147
2/20/2018 5:00,2,20,5,130
2/20/2018 6:00,2,20,6,109
2/20/2018 7:00,2,20,7,112
2/20/2018 8:00,2,20,8,106
2/20/2018 9:00,2,20,9,94
2/20/2018 10:00,2,20,10,81
2/20/2018 11:00,2,20,11,57
2/20/2018 12:00,2,20,12,48
2/20/2018 13:00,2,20,13,36
2/20/2018 14:00,2,20,14,17
2/20/2018 15:00,2,20,15,11
2/20/2018 16:00,2,20,16,22
2/20/2018 17:00,2,20,17,37
2/20/2018 18:00,2,20,18,56
2/20/2018 19:00,2,20,19,76
2/20/2018 20:00,2,20,20,86
2/20/2018 21:00,2,20,21,97
2/20/2018 22:00,2,20,22,84
2/20/2018 23:00,2,20,23,88
2/21/2018 0:00,2,21,0,101
2/21/2018 1:00,2,21,1,110
2/21/2018 2:00,2,21,2,115
2/21/2018 3:00,2,21,3,123
2/21/2018 4:00,2,21,4,130
2/21/2018 5:00,2,21,5,140
2/21/2018 6:00,2,21,6,160
2/21/2018 7:00,2,21,7,146
2/21/2018 8:00,2,21,8,132
2/21/2018 9:00,2,21,9,142
2/21/2018 10:00,2,21,10,181
2/21/2018 11:00,2,21,11,198
2/21/2018 12:00,2,21,12,192
2/21/2018 13:00,2,21,13,171
2/21/2018 14:00,2,21,14,148
2/21/2018 15:00,2,21,15,146
2/21/2018 16:00,2,21,16,161
2/21/2018 17:00,2,21,17,198
2/21/2018 18:00,2,21,18,221
2/21/2018 19:00,2,21,19,270
2/21/2018 20:00,2,21,20,325
2/21/2018 21:00,2,21,21,395
2/21/2018 22:00,2,21,22,424
2/21/2018 23:00,2,21,23,435
2/22/2018 0:00,2,22,0,416
2/22/2018 1:00,2,22,1,432
2/22/2018 2:00,2,22,2,453
2/22/2018 3:00,2,22,3,439
2/22/2018 4:00,2,22,4,406
2/22/2018 5:00,2,22,5,372
2/22/2018 6:00,2,22,6,353
2/22/2018 7:00,2,22,7,327
2/22/2018 8:00,2,22,8,333
2/22/2018 9:00,2,22,9,353
2/22/2018 10:00,2,22,10,385
2/22/2018 11:00,2,22,11,428
2/22/2018 12:00,2,22,12,405
2/22/2018 13:00,2,22,13,312
2/22/2018 14:00,2,22,14,184
2/22/2018 15:00,2,22,15,120
2/22/2018 16:00,2,22,16,107
2/22/2018 17:00,2,22,17,90
2/22/2018 18:00,2,22,18,97
2/22/2018 19:00,2,22,19,142
2/22/2018 20:00,2,22,20,183
2/22/2018 21:00,2,22,21,213
2/22/2018 22:00,2,22,22,228
2/22/2018 23:00,2,22,23,216
2/23/2018 0:00,2,23,0,195
2/23/2018 1:00,2,23,1,191
2/23/2018 2:00,2,23,2,204
2/23/2018 3:00,2,23,3,198
2/23/2018 4:00,2,23,4,197
2/23/2018 5:00,2,23,5,207
2/23/2018 6:00,2,23,6,246
2/23/2018 7:00,2,23,7,281
2/23/2018 8:00,2,23,8,314
2/23/2018 9:00,2,23,9,345
2/23/2018 10:00,2,23,10,373
2/23/2018 11:00,2,23,11,310
2/23/2018 12:00,2,23,12,209
2/23/2018 13:00,2,23,13,116
2/23/2018 14:00,2,23,14,78
2/23/2018 15:00,2,23,15,79
2/23/2018 16:00,2,23,16,80
2/23/2018 17:00,2,23,17,93
2/23/2018 18:00,2,23,18,164
2/23/2018 19:00,2,23,19,336
2/23/2018 20:00,2,23,20,537
2/23/2018 21:00,2,23,21,681
2/23/2018 22:00,2,23,22,773
2/23/2018 23:00,2,23,23,747
2/24/2018 0:00,2,24,0,662
2/24/2018 1:00,2,24,1,591
2/24/2018 2:00,2,24,2,475
2/24/2018 3:00,2,24,3,402
2/24/2018 4:00,2,24,4,298
2/24/2018 5:00,2,24,5,259
2/24/2018 6:00,2,24,6,250
2/24/2018 7:00,2,24,7,275
2/24/2018 8:00,2,24,8,295
2/24/2018 9:00,2,24,9,332
2/24/2018 10:00,2,24,10,377
2/24/2018 11:00,2,24,11,415
2/24/2018 12:00,2,24,12,420
2/24/2018 13:00,2,24,13,295
2/24/2018 14:00,2,24,14,200
2/24/2018 15:00,2,24,15,183
2/24/2018 16:00,2,24,16,202
2/24/2018 17:00,2,24,17,244
2/24/2018 18:00,2,24,18,392
2/24/2018 19:00,2,24,19,627
2/24/2018 20:00,2,24,20,882
2/24/2018 21:00,2,24,21,1002
2/24/2018 22:00,2,24,22,1052
2/24/2018 23:00,2,24,23,988
2/25/2018 0:00,2,25,0,933
2/25/2018 1:00,2,25,1,996
2/25/2018 2:00,2,25,2,1055
2/25/2018 3:00,2,25,3,1143
2/25/2018 4:00,2,25,4,1079
2/25/2018 5:00,2,25,5,1016
2/25/2018 6:00,2,25,6,1037
2/25/2018 7:00,2,25,7,1139
2/25/2018 8:00,2,25,8,1155
2/25/2018 9:00,2,25,9,1153
2/25/2018 10:00,2,25,10,1160
2/25/2018 11:00,2,25,11,1106
2/25/2018 12:00,2,25,12,993
2/25/2018 13:00,2,25,13,947
2/25/2018 14:00,2,25,14,884
2/25/2018 15:00,2,25,15,854
2/25/2018 16:00,2,25,16,832
2/25/2018 17:00,2,25,17,847
2/25/2018 18:00,2,25,18,923
2/25/2018 19:00,2,25,19,1036
2/25/2018 20:00,2,25,20,1118
2/25/2018 21:00,2,25,21,1084
2/25/2018 22:00,2,25,22,1027
2/25/2018 23:00,2,25,23,1042
2/26/2018 0:00,2,26,0,1030
2/26/2018 1:00,2,26,1,970
2/26/2018 2:00,2,26,2,885
2/26/2018 3:00,2,26,3,854
2/26/2018 4:00,2,26,4,798
2/26/2018 5:00,2,26,5,785
2/26/2018 6:00,2,26,6,768
2/26/2018 7:00,2,26,7,772
2/26/2018 8:00,2,26,8,746
2/26/2018 9:00,2,26,9,825
2/26/2018 10:00,2,26,10,898
2/26/2018 11:00,2,26,11,886
2/26/2018 12:00,2,26,12,732
2/26/2018 13:00,2,26,13,740
2/26/2018 14:00,2,26,14,845
2/26/2018 15:00,2,26,15,979
2/26/2018 16:00,2,26,16,998
2/26/2018 17:00,2,26,17,1063
2/26/2018 18:00,2,26,18,1074
2/26/2018 19:00,2,26,19,1066
2/26/2018 20:00,2,26,20,1128
2/26/2018 21:00,2,26,21,1216
2/26/2018 22:00,2,26,22,1237
2/26/2018 23:00,2,26,23,1222
2/27/2018 0:00,2,27,0,1277
2/27/2018 1:00,2,27,1,1270
2/27/2018 2:00,2,27,2,1151
2/27/2018 3:00,2,27,3,1087
2/27/2018 4:00,2,27,4,1046
2/27/2018 5:00,2,27,5,951
2/27/2018 6:00,2,27,6,983
2/27/2018 7:00,2,27,7,1018
2/27/2018 8:00,2,27,8,996
2/27/2018 9:00,2,27,9,1001
2/27/2018 10:00,2,27,10,946
2/27/2018 11:00,2,27,11,624
2/27/2018 12:00,2,27,12,354
2/27/2018 13:00,2,27,13,267
2/27/2018 14:00,2,27,14,262
2/27/2018 15:00,2,27,15,284
2/27/2018 16:00,2,27,16,302
2/27/2018 17:00,2,27,17,312
2/27/2018 18:00,2,27,18,338
2/27/2018 19:00,2,27,19,422
2/27/2018 20:00,2,27,20,563
2/27/2018 21:00,2,27,21,625
2/27/2018 22:00,2,27,22,680
2/27/2018 23:00,2,27,23,749
2/28/2018 0:00,2,28,0,792
2/28/2018 1:00,2,28,1,696
2/28/2018 2:00,2,28,2,571
2/28/2018 3:00,2,28,3,521
2/28/2018 4:00,2,28,4,506
2/28/2018 5:00,2,28,5,507
2/28/2018 6:00,2,28,6,453
2/28/2018 7:00,2,28,7,383
2/28/2018 8:00,2,28,8,330
2/28/2018 9:00,2,28,9,335
2/28/2018 10:00,2,28,10,333
2/28/2018 11:00,2,28,11,334
2/28/2018 12:00,2,28,12,277
2/28/2018 13:00,2,28,13,229
2/28/2018 14:00,2,28,14,209
2/28/2018 15:00,2,28,15,199
2/28/2018 16:00,2,28,16,221
2/28/2018 17:00,2,28,17,264
2/28/2018 18:00,2,28,18,329
2/28/2018 19:00,2,28,19,469
2/28/2018 20:00,2,28,20,634
2/28/2018 21:00,2,28,21,691
2/28/2018 22:00,2,28,22,723
2/28/2018 23:00,2,28,23,735
3/1/2018 0:00,3,1,0,713
3/1/2018 1:00,3,1,1,708
3/1/2018 2:00,3,1,2,692
3/1/2018 3:00,3,1,3,672
3/1/2018 4:00,3,1,4,633
3/1/2018 5:00,3,1,5,618
3/1/2018 6:00,3,1,6,608
3/1/2018 7:00,3,1,7,543
3/1/2018 8:00,3,1,8,463
3/1/2018 9:00,3,1,9,411
3/1/2018 10:00,3,1,10,361
3/1/2018 11:00,3,1,11,295
3/1/2018 12:00,3,1,12,254
3/1/2018 13:00,3,1,13,144
3/1/2018 14:00,3,1,14,74
3/1/2018 15:00,3,1,15,47
3/1/2018 16:00,3,1,16,39
3/1/2018 17:00,3,1,17,37
3/1/2018 18:00,3,1,18,39
3/1/2018 19:00,3,1,19,53
3/1/2018 20:00,3,1,20,60
3/1/2018 21:00,3,1,21,66
3/1/2018 22:00,3,1,22,53
3/1/2018 23:00,3,1,23,35
3/2/2018 0:00,3,2,0,22
3/2/2018 1:00,3,2,1,20
3/2/2018 2:00,3,2,2,25
3/2/2018 3:00,3,2,3,23
3/2/2018 4:00,3,2,4,30
3/2/2018 5:00,3,2,5,30
3/2/2018 6:00,3,2,6,31
3/2/2018 7:00,3,2,7,42
3/2/2018 8:00,3,2,8,49
3/2/2018 9:00,3,2,9,43
