timeStamp,P
0.1,1343002.456
0.25,1517868.642
0.251,1570927.111
0.5,1915431.781
0.501,1914515.767
0.75,1478518.146
0.7509999999999999,1476655.093
1.0,739673.6901
1.01,701400.5866
1.25,181979.615
1.251,181366.0622
1.5,-23851.13111
1.501,-25021.73475
1.75,-176667.1754
1.751,-176548.6233
2.0,34170.89515
2.01,79359.05523
2.25,458240.646
2.251,461357.3172
2.5,1541896.519
2.501,1545442.304
2.75,1788413.054
2.7510000000000003,1787783.385
3.0,1539060.955
3.01,1530046.11
3.25,1430150.685
3.2510000000000003,1430157.939
3.5,1413097.47
3.5010000000000003,1412950.6230000001
3.75,1463919.889
3.7510000000000003,1464296.864
4.0,1155340.5829999999
4.01,1132514.33
4.25,920819.7309999999
4.251,921302.9147
4.5,902144.6685
4.501,901103.4478
4.75,540363.6902
4.751,538858.2795
5.0,647454.3323
5.01,666521.481
5.25,1044433.5279999999
5.251,1045825.6020000001
5.5,1441328.87
5.501,1442678.2769999998
5.75,1497261.381
5.751,1496595.665
6.0,147511.171
6.01,1480586.846
6.25,1498997.628
6.251,1498277.69
6.5,1338600.383
6.501,1338304.183
6.75,1332502.345
6.751,1332622.386
7.0,767222.1087
7.01,729727.0035
7.25,340664.6212
7.251,340687.4334
7.5,311420.0273
7.501,310808.4562
7.75,173671.9615
7.751,173471.6252
8.0,343041.0059
8.01,352781.3642
8.25,590040.0555
8.251,592066.8775
8.5,1288783.143
8.501,1290798.989
8.75,1303637.5729999999
8.751,1302893.375
9.0,1405328.88
9.01,1416818.051
9.25,1468459.061
9.251,1467763.4740000002
9.5,1554035.177
9.501,1555202.965
9.75,1511484.479
9.751,1509816.831
10.0,557709.2558
10.01,513295.4082
10.25,137228.3481
10.251,137426.2157
10.5,88403.73345
10.501,87586.16585
10.75,1514.1770210000002
10.751,2044.929769
11.0,215705.7811
11.01,221298.1326
11.25,330652.9168
11.251,331937.0023
11.5,1017334.7690000001
11.501,1022873.478
11.75,1219083.0659999999
11.751,1218329.4540000001
12.0,1310982.162
12.01,1323033.894
12.25,1377371.884
12.251,1376138.436
12.5,991628.5295
12.501,990643.0036
12.75,990355.2621
12.751,990809.7442
13.0,100209.5771
13.01,38561.9055
13.25,-462414.7262
13.251,-460778.908
13.5,-28034.229030000002
13.501,-27764.314639999997
13.75,-262526.6095
13.751,-263607.4167
14.0,-247830.3399
14.01,-239065.0414
14.25,93718.82092
14.251,96322.4293
14.5,864402.6795
14.501,866631.0291
14.75,1062586.7859999998
14.751,1062708.332
15.0,895010.1982
15.01,883775.5305
15.25,850594.3551
15.251,851949.8614
15.5,1438561.24
15.501,1440410.061
15.75,1337186.4270000001
15.751,1335108.064
16.0,237895.5226
16.01,189504.56100000002
16.25,-75764.51151
16.250999999999998,-74606.94206
16.5,-8725.061663
16.500999999999998,-9693.56202
16.75,-164805.0216
16.750999999999998,-164382.7379
17.0,230110.0859
17.01,249300.7341
17.25,637266.5942
17.250999999999998,639113.6534
17.5,1083765.001
17.500999999999998,1084952.03
17.75,1144886.123
17.750999999999998,1144584.28
18.0,1175176.883
18.01,1181263.608
18.25,1213533.047
18.250999999999998,1212998.2
18.5,989246.191
18.500999999999998,988411.0059999999
18.75,898868.1383
18.750999999999998,898895.6057
19.0,567614.3677
19.01,549217.9865
19.25,592744.3194
19.250999999999998,594110.7177
19.5,615589.8399
19.500999999999998,614170.2694
19.75,239608.8874
19.750999999999998,238891.8326
20.0,497797.8422
20.01,517776.0759
20.25,826596.6919
20.250999999999998,827342.6641
20.5,1195134.447
20.500999999999998,1196912.7859999998
20.75,1274440.159
20.750999999999998,1273252.272
21.0,1067273.721
21.01,1063604.771
21.25,1165650.094
21.250999999999998,1165745.135
21.5,1365139.664
21.500999999999998,1365917.295
21.75,1205897.994
21.750999999999998,1203988.057
22.0,333948.2488
22.01,300138.7067
22.25,165300.3876
22.250999999999998,165814.0473
22.5,66993.49337000001
22.500999999999998,65853.56117999999
22.75,-70295.92686
22.750999999999998,-69993.65502
23.0,167027.361
23.01,176310.3275
23.25,426717.4806
23.250999999999998,428952.4263
23.5,1109493.0890000002
23.500999999999998,1111268.534
23.75,1067661.999
23.750999999999998,1066542.762
24.0,1022404.4759999999
24.01,1030193.61
24.25,1145703.96
24.250999999999998,1145326.0890000002
24.5,990458.4240000001
24.500999999999998,990313.4973
24.75,1147983.383
24.750999999999998,1148810.765
25.0,718888.8708
25.01,691335.0109
25.25,730468.5152
25.250999999999998,732160.7744
25.5,711850.9739
25.500999999999998,709957.7348
25.75,329272.9329
25.750999999999998,329006.118
26.0,552363.4573
26.01,563757.0458
26.25,680355.9853
26.250999999999998,680470.2983
26.5,879448.1912
26.500999999999998,881044.6229
26.75,1321856.95
26.750999999999998,1323325.986
27.0,1344855.095
27.01,1336771.071
27.25,1278228.505
27.250999999999998,1278656.268
27.5,1419278.505
27.500999999999998,1419840.455
27.75,1545635.63
27.750999999999998,1545860.833
28.0,910091.5947
28.01,871425.8092
28.25,625599.6153
28.250999999999998,626460.6144
28.5,619410.7314
28.500999999999998,617978.3224
28.75,218078.7238
28.750999999999998,217268.1641
29.0,598356.3626
29.01,626058.586
29.25,1073779.0
29.250999999999998,1075113.1809999999
29.5,1412407.679
29.500999999999998,1413500.398
29.75,1375296.592
29.750999999999998,1373735.08
30.0,1007341.697
30.01,1002943.089
30.25,1137093.447
30.250999999999998,1137920.023
30.5,1227946.586
30.500999999999998,1227917.6670000001
30.75,1098107.656
30.750999999999998,1096641.922
31.0,810548.1931
31.01,810612.5741
31.25,841825.2719
31.250999999999998,840776.3768
31.5,293138.0705
31.500999999999998,291023.2409
31.75,177550.931
31.750999999999998,178150.6822
32.0,328012.2889
32.01,330758.637
32.25,459075.5662
32.251,460695.9975
32.5,1126871.335
32.501,1129210.064
32.75,1227760.491
32.751,1226668.326
33.0,1076615.55
33.01,1081066.16
33.25,1247575.203
33.251,1247839.89
33.5,1367565.062
33.501,1368346.241
33.75,1459156.07
33.751,1458926.257
34.0,486281.0351
34.01,427739.4441
34.25,-24852.32311
34.251,-23659.99686
34.5,81330.16981
34.501,80175.86836000001
34.75,-208360.4122
34.751,-208671.5553
35.0,-30888.110539999998
35.01,-19096.09905
35.25,407519.5764
35.251,410638.1568
35.5,1149648.551
35.501,1151155.12
35.75,1228525.585
35.751,1228655.632
36.0,1310285.653
36.01,1311316.087
36.25,1284570.825
36.251,1284843.013
36.5,1458168.5119999999
36.501,1458679.1709999999
36.75,1295108.608
36.751,1293446.938
37.0,578971.4527
37.01,551522.0542
37.25,403703.6843
37.251,403804.7404
37.5,218820.3538
37.501,217510.4566
37.75,75697.28839
37.751,73745.55354
38.0,314101.1683
38.01,326796.0493
38.25,609500.6011
38.251,611093.0217
38.5,1081845.299
38.501,1083210.3909999998
38.75,1132264.363
38.751,1132045.9540000001
39.0,1145415.511
39.01,1148585.219
39.25,1258319.9840000002
39.251,1258869.022
39.5,1524708.5780000002
39.501,1525926.9440000001
39.75,1584041.583
39.751,1583364.531
40.0,852727.4761
40.01,812413.1492
40.25,463433.1191
40.251,463975.1959
40.5,279857.1146
40.501,277761.4342
40.75,-15928.472230000001
40.751,-15725.659
41.0,279892.2965
41.01,292574.20399999997
41.25,583927.4619
41.251000000000005,586063.0111
41.5,1306491.0
41.501000000000005,1308638.327
