timeStamp,P
29.75,1414127.356
29.750999999999998,1412642.624
30.0,1409171.959
30.01,1421941.8269999998
30.25,1559482.092
30.250999999999998,1558817.255
30.5,1242274.406
30.500999999999998,1241113.0690000001
30.75,1014217.052
30.750999999999998,1012992.6259999999
31.0,162623.4423
31.01,120458.877
31.25,-2256.51426
31.250999999999998,741.8282811
31.5,857599.4291
31.500999999999998,859588.0627
31.75,715601.6043
31.750999999999998,713272.9296
32.0,344192.348
32.01,342503.1068
32.25,434959.0416
32.251,435929.9735
32.5,914920.0975
32.501,916631.225
32.75,972957.2239
32.751,972769.4159
33.0,1188774.062
33.01,1201463.742
33.25,1253062.466
33.251,1252286.75
33.5,1297509.425
33.501,1298781.394
33.75,1405229.312
33.751,1403862.274
34.0,240124.5733
34.01,180430.7332
34.25,-242740.6431
34.251,-240778.391
34.5,333807.457
34.501,334976.0636
34.75,456496.31
34.751,457313.7699
35.0,607864.0979
35.01,606889.5155
35.25,586016.1554
35.251,587018.1082
35.5,952265.0215
35.501,952879.8607
35.75,783740.8092
35.751,783013.7729
36.0,686501.7571
36.01,686569.7635
36.25,686416.2978
36.251,685547.3896
36.5,439240.5811
36.501,439265.5043
36.75,741079.7759
36.751,741678.44
37.0,89192.24278
37.01,50669.71585
37.25,-93894.4181
37.251,-91819.04572000001
37.5,316575.94399999996
37.501,316772.3274
37.75,124913.5036
37.751,124036.6749
38.0,226849.198
38.01,239497.5503
38.25,504659.2222
38.251,506076.3009
38.5,933135.805
38.501,934152.7540000001
38.75,1079607.209
38.751,1081482.3490000002
39.0,1406539.959
39.01,1403804.542
39.25,1206922.7179999999
39.251,1206579.463
39.5,1668862.395
39.501,1671651.221
39.75,1691774.7659999998
39.751,1688742.58
40.0,316789.6195
40.01,260630.9131
40.25,-50753.94898
40.251,-48441.47133
40.5,557351.1828
40.501,558477.0961
40.75,686555.5871
40.751,687578.6832
41.0,1016022.689
41.01,1022163.502
41.25,901150.4537
41.251000000000005,900391.0589
41.5,995506.9219
41.501000000000005,997316.0935
41.75,1488764.1519999998
41.751000000000005,1489297.2680000002
42.0,1353430.428
42.01,1345601.6409999998
42.25,1326836.1979999999
42.251000000000005,1327751.139
42.5,1530130.1630000002
42.501000000000005,1530335.332
42.75,1322382.9170000001
42.751000000000005,1320196.78
43.0,304602.6392
43.01,266362.0452
43.25,227879.4279
43.251000000000005,229816.2807
43.5,523347.2065
43.501000000000005,523148.441
43.75,332112.137
43.751000000000005,331639.3449
44.0,381298.2047
44.01,384149.8147
44.25,365966.1878
44.251000000000005,366224.9786
44.5,803001.468
44.501000000000005,805054.1676
44.75,962766.2006
44.751000000000005,962831.9058
45.0,898168.7593
45.01,894136.0265
45.25,873832.993
45.251000000000005,873254.4834
45.5,1127474.999
45.501000000000005,1129775.398
45.75,1288305.238
45.751000000000005,1286620.188
46.0,39532.96876
46.01,-19051.42625
46.25,-258753.7023
46.251000000000005,-255852.4235
46.5,206046.5725
46.501000000000005,205594.5946
46.75,-19704.211730000003
46.751000000000005,-19661.46193
47.0,172217.5843
47.01,177832.2728
47.25,161506.4081
47.251000000000005,161640.4063
47.5,570844.1732
47.501000000000005,573158.4946
47.75,878237.7609
47.751000000000005,878438.4406
48.0,660726.4116
48.01,646722.2842
48.25,451417.4706
48.251000000000005,451389.69200000004
48.5,651424.7126
48.501000000000005,652292.2522
48.75,515369.895
48.751000000000005,513123.39200000005
49.0,-343304.6449
49.01,-370183.7116
49.25,-261776.547
49.251000000000005,-259380.4346
49.5,71903.85572
49.501000000000005,71530.01675
49.75,-124484.5759
49.751000000000005,-124640.5745
50.0,-17895.99389
