TimeStamp,wSpeed100
218.5,6.24
218.501,5.83
218.75,5.64
218.7501,5.15
219,4.59
219.01,4.19
219.25,4.19
219.2501,5.28
219.5,6.08
219.501,6.21
219.75,6.23
219.7501,3.96
220,4.09
220.01,3.81
220.25,2.67
220.2501,2.1
220.5,1.67
220.501,1.35
220.75,1.38
220.7501,1.9
221,2.89
221.01,8.42
221.25,9.39
221.2501,9.91
221.5,10.1
221.501,10.21
221.75,9.61
221.7501,9.94
222,10.44
222.01,10.8
222.25,11.32
222.2501,11.45
222.5,11.5
222.501,10.92
222.75,9.8
222.7501,6.13
223,6.65
223.01,6.97
223.25,6.44
223.2501,6.28
223.5,5.73
223.501,5.47
223.75,5.76
223.7501,7.5
224,8
224.01,8.85
224.25,10.11
224.2501,11.34
224.5,11.98
224.501,12.26
224.75,12.19
224.7501,12.01
225,11.93
225.01,11.46
225.25,10.88
225.2501,12.92
225.5,13.27
225.501,13.16
225.75,12.21
225.7501,11.32
226,10.27
226.01,8.69
226.25,8.17
226.2501,7.67
226.5,7.87
226.501,8.08
226.75,8.3
226.7501,8.43
227,8.78
227.01,9
227.25,9.42
227.2501,9.98
227.5,9.81
227.501,9.17
227.75,8.74
227.7501,8.33
228,8.54
228.01,8.73
228.25,8.75
228.2501,8.86
228.5,9.07
228.501,8.87
228.75,7.97
228.7501,8.58
229,8.17
229.01,8
229.25,7.61
229.2501,7.26
229.5,7.48
229.501,6.67
229.75,6.15
229.7501,6.4
230,6.5
230.01,6.61
230.25,8.28
230.2501,8.44
230.5,8.49
230.501,8.28
230.75,8.09
230.7501,7.56
231,7.42
231.01,7.33
231.25,7.87
231.2501,10.09
231.5,10.3
231.501,10.01
231.75,8.93
231.7501,7
232,7.28
232.01,6.69
232.25,5.9
232.2501,5.2
232.5,5.07
232.501,5.25
232.75,5.72
232.7501,6.1
233,6.52
233.01,7.05
233.25,8.19
233.2501,8.58
233.5,9.1
233.501,9.05
233.75,9.05
233.7501,9.27
234,9.38
234.01,9.19
234.25,8.54
234.2501,8.16
234.5,8.3
234.501,8.13
234.75,7.61
234.7501,5.64
235,6.39
235.01,6.09
235.25,5.74
235.2501,5.58
235.5,5.41
235.501,5.67
235.75,5.87
235.7501,6.43
236,6.6
236.01,7.41
236.25,8.42
236.2501,8.77
236.5,9.29
236.501,8.71
236.75,8.14
236.7501,8.06
237,8.28
237.01,8.17
237.25,8.08
237.2501,10.31
237.5,10.01
237.501,9.36
237.75,8.91
237.7501,6.39
238,7.47
238.01,8.02
238.25,6.97
238.2501,5.67
238.5,4.46
238.501,3.26
238.75,3.2
238.7501,3.27
239,3.71
239.01,7.45
239.25,10.32
239.2501,10.91
239.5,11.45
239.501,11.28
239.75,11.08
239.7501,10.57
240,10.16
240.01,9.96
240.25,10.44
240.2501,10.12
240.5,10.36
240.501,9.64
240.75,7.91
240.7501,5.26
241,6.16
241.01,5.19
241.25,4.3
241.2501,3.74
241.5,3.28
241.501,3.43
241.75,4.85
241.7501,6.93
242,7.84
242.01,8.66
242.25,9.34
242.2501,9.3
242.5,9.23
242.501,9.54
242.75,9.81
242.7501,9.88
243,10.51
243.01,11.12
243.25,11.22
243.2501,11.83
243.5,12.04
243.501,12.2
243.75,11.49
243.7501,9.19
244,9.64
244.01,8.93
244.25,8.1
244.2501,7.27
244.5,6.27
244.501,5.59
244.75,5.97
244.7501,6.82
245,7.51
245.01,8.38
245.25,8.88
245.2501,9.2
245.5,9.98
245.501,10.79
245.75,11.08
245.7501,11.04
246,10.84
246.01,10.48
246.25,10.8
246.2501,10.96
246.5,10.6
246.501,10.26
246.75,8.42
246.7501,8.01
247,8.03
247.01,7.59
247.25,6.83
247.2501,6.2
247.5,6.04
247.501,5.96
247.75,5.86
247.7501,6.15
248,6.43
248.01,7.58
248.25,9
248.2501,9.37
248.5,9.28
248.501,9.74
248.75,9.59
248.7501,9.81
249,10.44
249.01,10.09
249.25,9.86
249.2501,12.07
249.5,12.33
249.501,11.81
249.75,10.22
249.7501,7.2
250,7.77
250.01,8.57
250.25,7.7
250.2501,5.6
250.5,4.45
250.501,4.37
250.75,4.78
250.7501,5.41
251,5.75
251.01,7.53
251.25,9.49
251.2501,10.13
251.5,10.79
251.501,10.93
251.75,10.89
251.7501,10.47
252,10.57
252.01,10.5
252.25,10.1
252.2501,9.75
252.5,9.83
252.501,9.69
252.75,8.22
252.7501,5.89
253,6.44
253.01,5.37
253.25,4.59
253.2501,3.81
253.5,3.38
253.501,2.92
253.75,2.96
253.7501,3.68
254,5.03
254.01,7.46
254.25,9.26
254.2501,9.96
254.5,10.42
254.501,10.71
254.75,10.54
254.7501,10.43
255,10.78
255.01,10.69
255.25,10.27
255.2501,9.98
255.5,9.61
255.501,9.25
255.75,9.27
255.7501,6.61
256,7.58
256.01,7.29
256.25,6.64
256.2501,5.7
256.5,4.88
256.501,4.48
256.75,4.5
256.7501,4.8
257,5.36
257.01,7.64
257.25,9.94
257.2501,10.57
257.5,10.54
257.501,10.32
257.75,10.48
257.7501,10.51
258,10.08
258.01,9.9
258.25,10.14
258.2501,10.38
258.5,10.72
258.501,10.71
258.75,9.9
258.7501,7.65
259,9.29
259.01,10.11
259.25,9
259.2501,7.89
259.5,7.41
259.501,7.47
259.75,7.97
259.7501,8.1
260,8.04
260.01,8.15
260.25,8.57
260.2501,8.94
260.5,9.38
260.501,9.69
260.75,10.18
260.7501,10.4
261,10.26
261.01,10.17
261.25,10.67
261.2501,11.28
261.5,11.55
261.501,11.71
261.75,10.65
261.7501,8.1
262,8.6
262.01,8.57
262.25,7.02
262.2501,5.5
262.5,4.3
262.501,3.68
262.75,3.75
262.7501,4.1
263,4.84
263.01,6.67
263.25,6.92
263.2501,6.8
263.5,6.72
263.501,7.23
263.75,8.41
263.7501,9.16
264,9.65
264.01,10.31
264.25,10.67
264.2501,10.3
264.5,9.1
264.501,8.59
264.75,8.43
264.7501,5.86
265,6.48
265.01,7.06
265.25,6.43
265.2501,4.93
265.5,3.81
265.501,2.96
265.75,2.49
265.7501,2.53
266,2.38
266.01,3.99
266.25,5.98
266.2501,5.7
266.5,5.24
266.501,4.83
266.75,3.93
266.7501,3.38
267,4.06
267.01,4.71
267.25,5.35
267.2501,5.17
267.5,5.22
267.501,5.58
267.75,5.76
267.7501,4.11
268,4.62
268.01,4.18
268.25,3.41
268.2501,3.22
268.5,3.7
268.501,4.39
268.75,5.03
268.7501,6.16
269,7.33
269.01,8.26
269.25,9.35
269.2501,10.17
269.5,10.32
269.501,9.98
269.75,9.42
269.7501,9.05
270,8.74
270.01,8.08
270.25,6.98
270.2501,6.18
270.5,6.73
270.501,7.04
270.75,7.09
270.7501,6.44
271,7.65
271.01,7.4
271.25,6.93
271.2501,6.73
271.5,6.22
271.501,5.78
271.75,5.77
271.7501,6.21
272,7.63
272.01,8.44
272.25,9.51
272.2501,9.82
272.5,10.07
272.501,10.43
272.75,10.62
272.7501,10.88
273,10.91
273.01,10.7
273.25,10.7
273.2501,5.84
273.5,5.3
273.501,4.92
273.75,4.43
273.7501,3.24
274,6.16
274.01,8.16
274.25,8.21
274.2501,7.37
274.5,6.89
274.501,6.46
274.75,6.48
274.7501,7.8
275,8.58
275.01,9.37
275.25,10.55
275.2501,10.96
275.5,11.05
275.501,11.44
275.75,11.16
275.7501,11.04
276,11.1
276.01,11.33
276.25,11.35
276.2501,10.79
276.5,10.25
276.501,9.65
276.75,8.58
276.7501,5.95
277,8.07
277.01,8.76
277.25,9.01
277.2501,8.13
277.5,7.09
277.501,6.28
277.75,6.09
277.7501,6.44
278,7.13
278.01,8.36
278.25,9.75
278.2501,10.16
278.5,10.1
278.501,9.97
278.75,10.01
278.7501,9.58
279,8.7
279.01,8.48
279.25,8.72
279.2501,5.46
279.5,5.46
279.501,5.32
279.75,4.62
279.7501,3.23
280,5.44
280.01,7.42
280.25,7.64
280.2501,7.39
280.5,6.93
280.501,6.87
280.75,6.91
280.7501,7.22
281,7.99
281.01,8.61
281.25,10.35
281.2501,11.05
281.5,12.56
281.501,12.66
281.75,12.05
281.7501,11.04
282,11.18
282.01,11.63
282.25,11.78
282.2501,11.26
282.5,11.15
282.501,11.13
282.75,9.62
282.7501,8.42
283,8.9
283.01,9.83
283.25,10.31
283.2501,10.21
283.5,9.89
283.501,9.46
283.75,9.2
283.7501,9.42
284,9.56
284.01,9.48
284.25,9.83
284.2501,10.46
284.5,10.7
284.501,10.74
284.75,10.67
284.7501,10.74
285,10.53
285.01,9.8
285.25,9.66
285.2501,12.96
285.5,12.78
285.501,12.42
285.75,10.77
285.7501,9.21
286,8.82
286.01,7.92
286.25,7.58
286.2501,7.46
286.5,7.56
286.501,7.73
286.75,7.81
286.7501,7.98
287,8.07
287.01,8.26
287.25,8.76
287.2501,8.67
287.5,8.6
287.501,8.42
287.75,9.05
287.7501,10.07
288,10.47
288.01,10.54
288.25,10.17
288.2501,9.42
288.5,9.27
288.501,9.67
288.75,8.73
288.7501,7.71
289,7.14
289.01,6.43
289.25,5.42
289.2501,4.12
289.5,3.77
289.501,3.26
289.75,3.06
289.7501,3.18
290,3.65
290.01,5.95
290.25,8.04
290.2501,9.37
290.5,9.56
290.501,9.92
290.75,10.32
290.7501,10.35
291,9.57
291.01,9.17
291.25,9.36
291.2501,8.54
291.5,8.92
291.501,9.01
291.75,8.32
291.7501,5.69
292,5.89
292.01,5.86
292.25,5.61
292.2501,5.59
292.5,5.89
292.501,6.38
292.75,6.99
292.7501,7.17
293,6.64
293.01,7.7
293.25,9.64
293.2501,10.77
293.5,11.46
293.501,12.01
293.75,12.19
293.7501,12.09
294,12.18
294.01,12.22
294.25,12.72
294.2501,12.75
294.5,12.13
294.501,11.45
294.75,10.05
294.7501,7.71
295,8.68
295.01,8.91
295.25,7.84
295.2501,7.16
295.5,7.04
295.501,7.29
295.75,7.36
295.7501,6.9
296,6.87
296.01,7.3
296.25,8.38
296.2501,9.32
296.5,9.58
296.501,8.93
296.75,8.84
296.7501,9.8
297,10.26
297.01,10.82
297.25,10.83
297.2501,12.66
297.5,12.93
297.501,12.43
297.75,10.39
297.7501,10.16
298,10.36
298.01,10.15
298.25,9.85
298.2501,8.99
298.5,8.49
298.501,8.49
298.75,8.62
298.7501,8.93
299,8.99
299.01,8.83
299.25,9.23
299.2501,9.49
299.5,9.73
299.501,10.27
299.75,10.3
299.7501,10.08
300,9.95
300.01,9.25
300.25,9.11
300.2501,9.08
300.5,8.99
300.501,9.07
300.75,7.23
300.7501,7.13
301,6.58
301.01,5.8
301.25,5.9
301.2501,6.27
301.5,6.22
301.501,6.56
301.75,6.77
301.7501,6.92
302,7.42
302.01,7.84
302.25,8.29
302.2501,8.78
302.5,9
302.501,9.45
302.75,9.45
302.7501,9.32
303,9.53
303.01,9.55
303.25,9.52
303.2501,11.6
303.5,12.32
303.501,12.47
303.75,10.44
303.7501,9.61
304,10.34
304.01,9.65
304.25,8.95
304.2501,8.41
304.5,7.86
304.501,7.61
304.75,7.83
304.7501,8.19
305,8.57
305.01,8.63
305.25,9.08
305.2501,9.44
305.5,10.11
305.501,10.57
305.75,10.76
305.7501,10.76
306,10.56
306.01,10.4
306.25,10.49
306.2501,10.31
306.5,10.14
306.501,9.79
306.75,7.88
306.7501,9.27
307,9.95
307.01,9.82
307.25,9.47
307.2501,8.81
307.5,8.28
307.501,7.91
307.75,8.12
307.7501,8.42
308,8.85
308.01,8.76
308.25,8.96
308.2501,8.79
308.5,8.6
308.501,8.69
308.75,9.1
308.7501,9.53
309,9.53
309.01,9.21
309.25,8.97
309.2501,10.69
309.5,11.22
309.501,11.62
309.75,10.46
309.7501,9.06
310,10.04
310.01,10.23
310.25,9.3
310.2501,8.08
310.5,7.21
310.501,6.45
310.75,6.04
310.7501,6.31
311,7.23
311.01,8.09
311.25,8.84
311.2501,8.96
311.5,9.44
311.501,10.05
311.75,10.45
311.7501,10.57
312,10.59
312.01,11.02
312.25,11.37
312.2501,11.44
312.5,11.39
312.501,11.29
312.75,9.25
312.7501,8.49
313,8.04
313.01,7.23
313.25,6.42
313.2501,5.73
313.5,5.51
313.501,5.81
313.75,6.36
313.7501,6.63
314,6.47
314.01,6.76
314.25,8.04
314.2501,8.14
314.5,8.44
314.501,8.89
314.75,9.42
314.7501,9.55
315,9.72
315.01,9.67
315.25,9.37
315.2501,10.62
315.5,10.75
315.501,11.51
315.75,9.52
315.7501,8.66
316,8.44
316.01,7.84
316.25,6.62
316.2501,5.45
316.5,4.56
316.501,4.27
316.75,4.43
316.7501,4.7
317,4.98
317.01,5.74
317.25,6.95
317.2501,6.76
317.5,6.16
317.501,6.33
317.75,7.41
317.7501,9.03
318,10.19
318.01,11.13
318.25,11.92
318.2501,12.29
318.5,12.35
318.501,12.65
318.75,10.74
318.7501,8.92
319,9.51
319.01,8.95
319.25,7.88
319.2501,6.74
319.5,6.3
319.501,5.84
319.75,5.64
319.7501,5.77
320,5.77
320.01,6.44
320.25,6.93
320.2501,7.28
320.5,8.96
320.501,11.57
320.75,12.63
320.7501,12.89
321,12.98
321.01,12.79
321.25,12.24
321.2501,11.11
321.5,10.89
321.501,10.97
321.75,8.85
321.7501,8.6
322,8.79
322.01,8.95
322.25,9
322.2501,8.35
322.5,7.91
322.501,7.71
322.75,7.93
322.7501,8.55
323,8.97
323.01,9.15
323.25,9.41
323.2501,9.55
323.5,9.77
323.501,10.25
323.75,10.57
323.7501,10.38
324,10.4
324.01,10.06
324.25,9.83
324.2501,9.76
324.5,9.61
324.501,9.23
324.75,6.95
324.7501,6.99
325,7.97
325.01,7.69
325.25,6.89
325.2501,6.59
325.5,6.7
325.501,6.96
325.75,7.5
325.7501,7.77
326,8.09
326.01,8.64
326.25,9.57
326.2501,10.31
326.5,10.75
326.501,10.9
326.75,10.87
326.7501,10.63
327,10.15
327.01,10.06
327.25,9.82
327.2501,10.84
327.5,11.14
327.501,10.86
327.75,9.31
327.7501,8.49
328,10.82
328.01,9.48
328.25,8.68
328.2501,8.74
328.5,9.16
328.501,9.65
328.75,9.59
328.7501,9.53
329,10
329.01,10.36
329.25,10.66
329.2501,10.98
329.5,11.67
329.501,11.54
329.75,11.09
329.7501,10.58
330,9.99
330.01,10.21
330.25,10.3
330.2501,10.07
330.5,9.72
330.501,8.89
330.75,7.71
330.7501,6.93
331,9.68
331.01,10.05
331.25,9.76
331.2501,9.65
331.5,9.61
331.501,9.36
331.75,9.37
331.7501,9.74
332,9.76
332.01,9.38
332.25,9.65
332.2501,9.55
332.5,9.88
332.501,10.74
332.75,11.52
332.7501,11.33
333,11.15
333.01,10.28
333.25,9.94
333.2501,11.82
333.5,11.89
333.501,11.79
333.75,9.32
333.7501,8.77
334,9
334.01,8.48
334.25,8.94
334.2501,9.41
334.5,9.39
334.501,9.72
334.75,9.39
334.7501,9.24
335,9.23
335.01,8.94
335.25,9.34
335.2501,10.27
335.5,10.13
335.501,10.31
335.75,10.28
335.7501,10.19
336,9.79
336.01,9.75
336.25,9.77
336.2501,9.39
336.5,8.32
336.501,7.36
336.75,6.85
336.7501,5.96
337,7.34
337.01,7.09
337.25,6.77
337.2501,6.73
337.5,7.1
337.501,7.24
337.75,7.57
337.7501,8.17
338,8.51
338.01,8.41
338.25,8.92
338.2501,9.7
338.5,10.74
338.501,11.08
338.75,11.4
338.7501,11.36
339,11.35
339.01,11.18
339.25,11.02
339.2501,12.2
339.5,12.17
339.501,11.67
339.75,9.2
339.7501,8.96
340,10.19
340.01,10.41
340.25,9.73
340.2501,9.31
340.5,9.52
340.501,9.72
340.75,9.98
340.7501,10.51
341,10.3
341.01,10.09
341.25,9.82
341.2501,9.83
341.5,11.06
341.501,11.31
341.75,10.95
341.7501,10.84
342,10.58
342.01,10.65
342.25,10.78
342.2501,10.7
342.5,10.62
342.501,10.11
342.75,7.59
342.7501,8.16
343,8.31
343.01,8.11
343.25,8.16
343.2501,7.83
343.5,7.91
343.501,8.11
343.75,8.25
343.7501,8.33
344,8.7
344.01,8.29
344.25,8.24
344.2501,8.39
344.5,8.83
344.501,8.92
344.75,9.34
344.7501,9.36
345,8.86
345.01,7.97
345.25,7.68
345.2501,11.7
345.5,11.63
345.501,11.22
345.75,8.57
345.7501,7.96
346,7.86
346.01,7.23
346.25,6.61
346.2501,5.83
346.5,5.55
346.501,5.66
346.75,6.44
346.7501,7.28
347,7.9
347.01,8.25
347.25,8.1
347.2501,8.28
347.5,8.93
347.501,9.17
347.75,9.86
347.7501,10.17
348,10.24
348.01,9.79
348.25,9.82
348.2501,10.03
348.5,9.97
348.501,9.8
348.75,7.73
348.7501,6.8
349,6.59
349.01,6.63
349.25,6.86
349.2501,6.45
349.5,6.02
349.501,6.13
349.75,6.61
349.7501,6.66
350,6.86
350.01,7.26
350.25,8.18
350.2501,8.57
350.5,8.4
350.501,8.24
350.75,7.97
350.7501,8.4
351,8.58
351.01,9.04
351.25,9.99
351.2501,9.94
351.5,10.37
351.501,10.17
351.75,8.37
351.7501,6.9
352,8.23
352.01,8.15
352.25,7.49
352.2501,6.88
352.5,6.61
352.501,6.35
352.75,6.55
352.7501,7.09
353,7.91
353.01,8.8
353.25,9.83
353.2501,10.31
353.5,10.46
353.501,10.7
353.75,10.57
353.7501,10.45
354,10.26
354.01,9.61
354.25,9.81
354.2501,9.85
354.5,10.01
354.501,10.16
354.75,8.03
354.7501,7.77
355,8.13
355.01,8.22
355.25,7.99
355.2501,7.87
355.5,8.05
355.501,8.18
355.75,8.53
355.7501,9.1
356,9.29
356.01,8.91
356.25,9.25
356.2501,9.52
356.5,9.44
356.501,9.59
356.75,9.69
356.7501,9.36
357,9.17
357.01,9.03
357.25,9.16
357.2501,11.06
357.5,11.67
357.501,11.69
357.75,8.64
357.7501,4.88
358,4.17
358.01,4.56
358.25,4.5
358.2501,4.03
358.5,3.68
358.501,3.09
358.75,2.52
358.7501,2.33
359,2.61
359.01,4.04
359.25,5.14
359.2501,4.16
359.5,3.72
359.501,4.35
359.75,4.15
359.7501,3.38
360,2.63
360.01,1.94
360.25,3.58
360.2501,5.77
360.5,7.05
360.501,9.18
360.75,8.46
360.7501,6.95
361,8.01
361.01,6.79
361.25,4.41
361.2501,2.3
361.5,0.86
361.501,1.33
361.75,1.82
361.7501,1.86
362,2.27
362.01,3.1
362.25,7.04
362.2501,8.12
362.5,7.68
362.501,7
362.75,5.78
362.7501,4.13
363,3.21
363.01,2.3
363.25,2.01
363.2501,8.06
363.5,7.36
363.501,1.56
363.75,4.19
363.7501,1.71
364,1.28
364.01,2.56
364.25,2.51
364.2501,1.57
364.5,0.9
364.501,0.23
364.75,1.42
364.7501,2.4
365,4.52
365.01,7.46
365.25,8.42
365.2501,7.96
365.5,7.68
365.501,7.82
365.75,7.58
365.7501,7.51
366,6.89
366.01,1.69
366.25,0.84
366.2501,0.79
366.5,1.9
366.501,3.21
366.75,4.05
366.7501,4.76
367,3.23
367.01,3.4
367.25,4.16
367.2501,3.47
367.5,2.4
367.501,1.6
367.75,1.03
367.7501,1.34
368,1.51
368.01,2.37
368.25,4.78
368.2501,3.9
368.5,5.41
368.501,3.89
368.75,4.67
368.7501,4.7
369,4.3
369.01,3.82
369.25,3.63
369.2501,2.3
369.5,2.08
369.501,2.62
369.75,2.95
369.7501,2.38
370,3.23
370.01,3.95
370.25,3.57
370.2501,2.57
370.5,1.67
370.501,1.2
370.75,1.37
370.7501,2.45
371,10.53
371.01,10.24
371.25,10.58
371.2501,10.48
371.5,10.81
371.501,10.7
371.75,9.81
371.7501,9.19
372,9.12
372.01,9.04
372.25,9.02
372.2501,7.96
372.5,7.72
372.501,6.68
372.75,5.6
372.7501,4.33
373,4.86
373.01,4.29
373.25,3.87
373.2501,3.59
373.5,3.44
373.501,3
373.75,2.45
373.7501,2.97
374,4.48
374.01,6.76
374.25,9.28
374.2501,9.92
374.5,10.2
374.501,10.56
374.75,10.56
374.7501,10.08
375,9.26
375.01,8.94
375.25,8.08
375.2501,4.74
375.5,3.64
375.501,3.23
375.75,3.11
375.7501,2.27
376,0.41
376.01,1.01
376.25,0.98
376.2501,0.56
376.5,1.4
376.501,2.28
376.75,2.44
376.7501,2.76
377,5.34
377.01,8.47
377.25,9.17
377.2501,8.31
377.5,8.26
377.501,8.41
377.75,8.92
377.7501,9.24
378,9.02
378.01,7.87
378.25,2.14
378.2501,1.95
378.5,1.34
378.501,1.45
378.75,3.46
378.7501,2.57
379,0.98
379.01,1.43
379.25,1.57
379.2501,1.87
379.5,2.2
379.501,2.53
379.75,3.12
379.7501,3.37
380,4.18
380.01,8.48
380.25,9.68
380.2501,9.29
380.5,8.43
380.501,8.23
380.75,7.88
380.7501,7.23
381,6.7
381.01,6.29
381.25,5.55
381.2501,6.99
381.5,5.85
381.501,7.77
381.75,7.12
381.7501,6.21
382,5.42
382.01,5.01
382.25,5.14
382.2501,5.21
382.5,4.76
382.501,4.54
382.75,4.6
382.7501,3.96
383,9.42
383.01,9.61
383.25,8.27
383.2501,8.21
383.5,7.97
383.501,8.15
383.75,7.63
383.7501,7.23
384,7.37
384.01,6.44
384.25,3.5
384.2501,3.21
384.5,2.81
384.501,1.71
384.75,6.54
384.7501,4.04
385,2.55
385.01,2.25
385.25,2.25
385.2501,1.93
385.5,1.56
385.501,1.25
385.75,1.74
385.7501,3.57
386,8.27
386.01,7.59
386.25,8.44
386.2501,8.49
386.5,8.33
386.501,8.4
386.75,8.23
386.7501,8.2
387,7.56
387.01,7.03
387.25,6.69
387.2501,3.06
387.5,1.29
387.501,2.47
387.75,4.63
387.7501,3.25
388,1.83
388.01,0.73
388.25,0.33
388.2501,0.71
388.5,1.29
388.501,1.95
388.75,2.63
388.7501,3.35
389,5.61
389.01,8.73
389.25,8.69
389.2501,8.78
389.5,9.75
389.501,8.6
389.75,5.04
389.7501,6.21
390,4.94
390.01,3.79
390.25,3.73
390.2501,4.12
390.5,7.4
390.501,9.14
390.75,7.1
390.7501,7.47
391,6.71
391.01,4.53
391.25,1.87
391.2501,0.24
391.5,0.56
391.501,1.06
391.75,1.59
391.7501,2.26
392,6.12
392.01,8.59
392.25,8.61
392.2501,8.7
392.5,9.13
392.501,9.36
392.75,8.73
392.7501,8.57
393,8.44
393.01,8.26
393.25,8.56
393.2501,5.83
393.5,6.64
393.501,4.31
393.75,6.87
393.7501,7.76
394,5.79
394.01,2.9
394.25,3.15
394.2501,3.85
394.5,4.2
394.501,4.14
394.75,3.7
394.7501,3.92
395,4.74
395.01,5.39
395.25,4.44
395.2501,3.01
395.5,3.94
395.501,4.86
395.75,5.25
395.7501,6.65
396,9.23
396.01,5.76
396.25,1.38
396.2501,1.69
396.5,1.94
396.501,1.36
396.75,2.06
396.7501,2.59
397,5.21
397.01,5.69
397.25,6.55
397.2501,7
397.5,6.6
397.501,6.3
397.75,6.79
397.7501,7.09
398,6.73
398.01,6.11
398.25,6.8
398.2501,8.15
398.5,8.88
398.501,10.74
398.75,11.81
398.7501,12.27
399,12.57
399.01,12.63
399.25,12.23
399.2501,10.23
399.5,9.85
399.501,9.09
399.75,6.7
399.7501,6.97
400,8.29
400.01,8.72
400.25,7.7
400.2501,6.26
400.5,5.35
400.501,4.93
400.75,5.58
400.7501,7.19
401,7.61
401.01,8.6
401.25,9.19
401.2501,9.78
401.5,9.94
401.501,10.53
401.75,10.24
401.7501,10.4
402,9.98
402.01,9.12
402.25,8.6
402.2501,8.54
402.5,9.5
402.501,10.17
402.75,7.8
402.7501,8.5
403,7.48
403.01,6.7
403.25,6.62
403.2501,6.18
403.5,5.9
403.501,5.49
403.75,5.35
403.7501,6.02
404,6.78
404.01,8.34
404.25,9.2
404.2501,9.17
404.5,9.25
404.501,9.79
404.75,10.31
404.7501,10.44
405,10.06
405.01,9.99
405.25,9.44
405.2501,1.79
405.5,2.31
405.501,2.76
405.75,1.99
405.7501,1.73
406,5.55
406.01,7.58
406.25,8.11
406.2501,8.49
406.5,8.94
406.501,8.76
406.75,8.62
406.7501,9.3
407,10.19
407.01,10.19
407.25,9.85
407.2501,9.69
407.5,10.17
407.501,10.61
407.75,10.64
407.7501,10.68
408,10.95
408.01,11.39
408.25,11.34
408.2501,11.11
408.5,10.45
408.501,9.27
408.75,6.18
408.7501,7.58
409,7.19
409.01,6.33
409.25,5.42
409.2501,4.74
409.5,4.89
409.501,5.17
409.75,4.81
409.7501,4.71
410,4.89
410.01,6.29
410.25,8.36
410.2501,8.8
410.5,9.7
410.501,10.59
410.75,10.8
410.7501,10.79
411,10.8
411.01,10.85
411.25,10.96
411.2501,12.14
411.5,12.32
411.501,12.12
411.75,8.78
411.7501,7.15
412,7.55
412.01,7.85
412.25,6.86
412.2501,5.61
412.5,5.03
412.501,4.79
412.75,4.97
412.7501,6.12
413,7.18
413.01,7.93
413.25,9.25
413.2501,9.74
413.5,10.21
413.501,10.35
413.75,10.5
413.7501,10.34
414,11.01
414.01,11.45
414.25,11.62
414.2501,11.67
414.5,11.23
414.501,11.07
414.75,7.79
414.7501,7.66
415,7.8
415.01,7.45
415.25,6.62
415.2501,5.11
415.5,4.14
415.501,3.39
415.75,2.99
415.7501,3.39
416,4.66
416.01,7.3
416.25,9.17
416.2501,9.74
416.5,10.12
416.501,9.88
416.75,10.16
416.7501,10.42
417,10.6
417.01,10.93
417.25,11.18
417.2501,2.53
417.5,3.69
417.501,5.61
417.75,6.2
417.7501,4.67
418,4.04
418.01,3.14
418.25,2.41
418.2501,2.8
418.5,3.68
418.501,4.87
418.75,6.66
418.7501,7.97
419,9.33
419.01,10.34
419.25,10.21
419.2501,10.48
419.5,10.45
419.501,10.75
419.75,10.84
419.7501,10.69
420,10.31
420.01,10.68
420.25,11.28
420.2501,11.19
420.5,7.11
420.501,4.74
420.75,4.11
420.7501,3.37
421,1.89
421.01,1.94
421.25,2.27
421.2501,2.26
421.5,2.81
421.501,4
421.75,4.32
421.7501,4.68
422,6.01
422.01,7.15
422.25,9
422.2501,9.65
422.5,9.17
422.501,8.59
422.75,8.65
422.7501,8.22
423,8.76
423.01,9.95
423.25,10.33
423.2501,11.74
423.5,11.32
423.501,10.84
423.75,8.2
423.7501,8.15
424,6.64
424.01,4.69
424.25,3.44
424.2501,2.57
424.5,2.38
424.501,2.48
424.75,3.2
424.7501,4.44
425,6.23
425.01,7.51
425.25,9.1
425.2501,9.2
425.5,9.12
425.501,9.62
425.75,9.54
425.7501,9.74
426,10.37
426.01,10.63
426.25,10.27
426.2501,10.29
426.5,9.76
426.501,7.75
426.75,3.85
426.7501,4.29
427,5.5
427.01,5.78
427.25,4.15
427.2501,2.89
427.5,1.92
427.501,1.05
427.75,0.39
427.7501,0.85
428,1.22
428.01,3.99
428.25,8.58
428.2501,8.54
428.5,8.81
428.501,9.2
428.75,9.18
428.7501,8.74
429,8.87
429.01,2.83
429.25,3.18
429.2501,7.02
429.5,6.83
429.501,6.92
429.75,6.3
429.7501,7.12
430,6.84
430.01,5.92
430.25,4.71
430.2501,3.31
430.5,2.06
430.501,1.69
430.75,2.47
430.7501,5.63
431,7.07
431.01,8.69
431.25,8.99
431.2501,8.55
431.5,8.42
431.501,8.86
431.75,8.98
431.7501,9
432,8.28
432.01,7.11
432.25,5.71
432.2501,4.51
432.5,7.32
432.501,8.61
432.75,8.92
432.7501,8.96
433,7.69
433.01,7.16
433.25,5.82
433.2501,4.21
433.5,3.54
433.501,3.25
433.75,3.23
433.7501,4.33
434,8.22
434.01,8.27
434.25,9.09
434.2501,9.65
434.5,9.83
434.501,9.28
434.75,9.19
434.7501,8.16
435,6.22
435.01,4.89
435.25,4.31
435.2501,10.44
435.5,10.17
435.501,9.43
435.75,7.11
435.7501,9.18
436,10.96
436.01,9.85
436.25,8.3
436.2501,5.98
436.5,3.81
436.501,1.63
436.75,1.51
436.7501,2.57
437,3.08
437.01,3.59
437.25,5.46
437.2501,5.39
