time,p:1,q :1,,,
4.5,353534.4136,-248288.2794,4.5,0.5,4
4.6,361862.8293,-249179.1394,4.501,0.501,4
4.7,313057.5441,-244088.0258,4.75,0.75,4
4.8,249279.6605,-237586.474,4.7501,0.7501,4
4.9,69545.7579,-225842.6868, , , 
5,-193805.0534,-220035.1,5,0,5
5.1,-351388.4453,-226731.2144, ,,5
5.2,-313500.3633,-230642.145,5.25,0.25,5
5.3,-137441.5923,-229634.3707,5.2501,0.2501,5
5.4,35735.85173,-230616.7866, , ,5
5.5,104404.0572,-230698.8371,5.5,0.5,5
5.6,60191.94653,-226413.0463,5.501,0.501,5
5.7,6915.352799,-222643.0844,5.75,0.75,5
5.8,17256.93881,-222005.4579,5.7501,0.7501,5
5.9,62484.29818,-223062.9699, , ,5
6,102713.3984,-224333.2825,6,0,6
6.1,121734.0526,-224864.014, ,,6
6.2,103071.6304,-223669.0435,6.25,0.25,6
6.3,82685.76062,-222260.376,6.2501,0.2501,6
6.4,174491.1163,-226528.7344, , ,6
6.5,362142.4088,-242230.6505,6.5,0.5,6
6.6,514399.9511,-262972.2727,6.501,0.501,6
6.7,632846.7159,-285005.9838,6.75,0.75,6
6.8,732462.564,-309306.1117,6.7501,0.7501,6
6.9,731218.1649,-318277.3937, , ,6
7,623545.8005,-304946.6853,7,0,7
7.1,496224.2537,-285053.3399, ,, 
7.2,388851.9845,-267660.6654,7.25,0.25,7
7.3,326851.3177,-255901.909,7.2501,0.2501,7
7.4,447563.1111,-263616.4728, , , 
7.5,689812.6636,-299485.266,7.5,0.5,7
7.6,819853.4925,-332976.4625,7.501,0.501,7
7.7,593705.931,-305067.26,7.75,0.75,7
7.8,52652.06808,-247991.6875,7.7501,0.7501,7
7.9,-456745.2951,-244932.4725, , , 
8,-655186.2381,-268417.0374,8,0,8
8.1,-515256.4325,-267286.3183, ,, 
8.2,-238255.2366,-254145.8381,8.25,0.25,8
8.3,-52017.21509,-246231.0148,8.2501,0.2501,8
8.4,-50923.7018,-238392.8838, , , 
8.5,-172750.2871,-232135.9738,8.5,0.5,8
8.6,-290220.592,-232367.7126,8.501,0.501,8
8.7,-296019.606,-233744.3272,8.75,0.75,8
8.8,-189829.9865,-232164.114,8.7501,0.7501,8
8.9,-58533.05394,-230605.0141, , , 
9,12514.02058,-229247.9263,9,0,9
9.1,-5304.607842,-226057.9351, ,, 
9.2,-72230.69588,-222864.1043,9.25,0.25,9
9.3,-131354.1718,-221810.9525,9.2501,0.2501,9
9.4,-131358.2856,-222134.1809, , , 
9.5,-70367.67031,-222799.3523,9.5,0.5,9
9.6,207.520558,-223670.5824,9.501,0.501,9
9.7,30644.85321,-223659.1017,9.75,0.75,9
9.8,3681.490638,-221944.0753,9.7501,0.7501,9
9.9,-88787.09912,-219779.3951, , , 
10,-204544.1491,-220590.1103,10,0,10
10.1,-271889.9153,-224409.5739, ,, 
10.2,-275397.7989,-227688.095,10.25,0.25,10
10.3,-244447.0118,-229117.6875,10.2501,0.2501,10
10.4,-136738.7303,-228297.8962, , , 
10.5,89276.13118,-231330.9018,10.5,0.5,10
10.6,393191.061,-251572.404,10.501,0.501,10
10.7,664843.2796,-290531.8689,10.75,0.75,10
10.8,715658.7699,-309510.6382,10.7501,0.7501,10
10.9,330787.126,-263947.1097, , , 
11,-262860.2236,-234005.3145,11,0,11
11.1,-571060.6981,-251933.5298, ,, 
11.2,-501466.9059,-256892.2731,11.25,0.25,11
11.3,-263820.2106,-248079.1322,11.2501,0.2501,11
11.4,-66756.94966,-241918.3285, , , 
11.5,-11591.55976,-236571.2568,11.5,0.5,11
11.6,-77806.65657,-230219.8965,11.501,0.501,11
11.7,-177751.6579,-227121.6129,11.75,0.75,11
11.8,-235223.0702,-227564.2948,11.7501,0.7501,11
11.9,-217169.9672,-228113.1682, , , 
12,-158845.5962,-227710.0922,12,0,12
12.1,-124119.6183,-226787.49, ,, 
12.2,-157926.3106,-225761.8964,12.25,0.25,12
12.3,-231061.1744,-226375.5169,12.2501,0.2501,12
12.4,-257441.4388,-228174.3393, , , 
12.5,-219319.9395,-228768.6589,12.5,0.5,12
12.6,-166726.0447,-228256.4735,12.501,0.501,12
12.7,-153390.4205,-227335.3497,12.75,0.75,12
12.8,-188532.9166,-226759.8821,12.7501,0.7501,12
12.9,-204629.3196,-226898.7097, , , 
13,-146532.1232,-226584.8089,13,0,13
13.1,-26075.72433,-226743.1948, ,, 
13.2,157643.4538,-231860.8113,13.25,0.25,13
13.3,385069.1083,-248933.8092,13.2501,0.2501,13
13.4,597809.0348,-278105.6806, , , 
13.5,751558.4059,-311006.1189,13.5,0.5,13
13.6,845855.0133,-339956.6163,13.501,0.501,13
13.7,850402.6218,-352814.9008,13.75,0.75,13
13.8,698415.6368,-331228.3852,13.7501,0.7501,13
13.9,248889.353,-271285.9086, , , 
14,-317925.1121,-245006.7608,14,0,14
14.1,-598869.8934,-262537.9873, ,, 
14.2,-500479.4471,-263481.7655,14.25,0.25,14
14.3,-213994.2415,-251235.3496,14.2501,0.2501,14
14.4,-19851.56126,-244788.1784, , , 
14.5,-30905.2924,-237081.5652,14.5,0.5,14
14.6,-156027.9369,-230613.4211,14.501,0.501,14
14.7,-243344.3415,-229729.6076,14.75,0.75,14
14.8,-229380.7234,-229863.33,14.7501,0.7501,14
14.9,-171002.1055,-229098.3089, , , 
15,-137197.0537,-227879.1221,15,0,15
15.1,-148548.78,-226598.7064, ,, 
15.2,-180543.4742,-226040.0622,15.25,0.25,15
15.3,-192868.2883,-226194.4169,15.2501,0.2501,15
15.4,-173336.7922,-226245.2953, , , 
15.5,-151163.4738,-225976.0761,15.5,0.5,15
15.6,-157992.4395,-225554.293,15.501,0.501,15
15.7,-177528.8989,-225432.5148,15.75,0.75,15
15.8,-158272.6258,-225371.1755,15.7501,0.7501,15
15.9,-29351.79247,-225797.5331, , , 
16,128587.7443,-230140.7808,16,0,16
16.1,159929.0919,-230594.7515, ,, 
16.2,98025.32136,-225737.8563,16.25,0.25,16
16.3,66782.95954,-223012.4052,16.2501,0.2501,16
16.4,313347.6451,-237180.3687, , , 
16.5,816390.7072,-311169.7828,16.5,0.5,16
16.6,1235192.636,-436281.0774,16.501,0.501,16
16.7,1345766.364,-515647.4208,16.75,0.75,16
16.8,1104563.808,-479810.1318,16.7501,0.7501,16
16.9,393777.8587,-344010.5868, , , 
17,-453107.1173,-290879.4398,17,0,17
17.1,-806619.0324,-319680.1208, ,, 
17.2,-626943.9853,-308280.9167,17.25,0.25,17
17.3,-242490.2169,-279371.0773,17.2501,0.2501,17
17.4,21504.20692,-265104.5567, , , 
17.5,30322.49282,-251655.198,17.5,0.5,17
17.6,-132159.3833,-238816.7114,17.501,0.501,17
17.7,-253046.583,-235020.9425,17.75,0.75,17
17.8,-215464.6575,-233155.899,17.7501,0.7501,17
17.9,-72059.02713,-231188.1702, , , 
18,59871.41528,-231491.756,18,0,18
18.1,94833.24298,-230046.1926, ,, 
18.2,-26146.54067,-223780.7282,18.25,0.25,18
18.3,-230076.8203,-222201.8796,18.2501,0.2501,18
18.4,-341586.8524,-228212.471, , , 
18.5,-312073.1506,-231655.6276,18.5,0.5,18
18.6,-217944.3861,-231318.9676,18.501,0.501,18
18.7,-159799.7356,-230026.0086,18.75,0.75,18
18.8,-174381.0475,-228580.0399,18.7501,0.7501,18
18.9,-188769.6286,-227743.445, , , 
19,-138198.0818,-226974.7458,19,0,19
19.1,-32787.15529,-226766.3765, ,, 
19.2,89754.49616,-228742.767,19.25,0.25,19
19.3,124047.5706,-228879.831,19.2501,0.2501,19
19.4,134266.1744,-227442.4177, , , 
19.5,218340.3566,-231658.6585,19.5,0.5,19
19.6,322396.7174,-240162.8306,19.501,0.501,19
19.7,336738.5454,-243079.189,19.75,0.75,19
19.8,223871.2148,-234032.3049,19.7501,0.7501,19
19.9,-47213.95225,-220721.9525, , , 
20,-347621.2178,-224069.3619,20,0,20
20.1,-430217.3478,-234817.0715, ,, 
20.2,-299134.74,-235215.3269,20.25,0.25,20
20.3,-116657.5433,-232832.8108,20.2501,0.2501,20
20.4,-20354.83945,-231061.221, , , 
20.5,-49765.63916,-227235.6303,20.5,0.5,20
20.6,-147277.9018,-224377.7332,20.501,0.501,20
20.7,-236727.2863,-225334.2535,20.75,0.75,20
20.8,-274626.3679,-228034.0812,20.7501,0.7501,20
20.9,-259684.2757,-229710.8669, , , 
21,-206510.8409,-229604.7726,21,0,21
21.1,-127278.5334,-228491.8859, ,, 
21.2,31339.38955,-229074.1885,21.25,0.25,21
21.3,246877.1271,-238388.3184,21.2501,0.2501,21
21.4,441439.6799,-256363.0758, , , 
21.5,589520.7851,-278761.9796,21.5,0.5,21
21.6,692340.2442,-300922.311,21.501,0.501,21
21.7,820599.0615,-331833.7989,21.75,0.75,21
21.8,936886.54,-368768.5248,21.7501,0.7501,21
21.9,844806.6993,-363783.4675, , , 
22,545281.0833,-313084.2662,22,0,22
22.1,241679.3622,-268204.6433, ,, 
22.2,88389.82378,-246223.6462,22.25,0.25,22
22.3,104705.4881,-238713.2475,22.2501,0.2501,22
22.4,257870.3787,-243066.7552, , , 
22.5,473040.2364,-262774.9446,22.5,0.5,22
22.6,645982.0987,-290312.0636,22.501,0.501,22
22.7,649023.6908,-298497.7897,22.75,0.75,22
22.8,438546.1329,-272402.9656,22.7501,0.7501,22
22.9,7205.029097,-236062.7424, , , 
23,-442482.7517,-237613.598,23,0,23
23.1,-609995.1804,-258656.4571, ,, 
23.2,-480782.5183,-258953.5841,23.25,0.25,23
23.3,-237194.898,-249051.254,23.2501,0.2501,23
23.4,-68915.43557,-242488.5221, , , 
23.5,-52083.59873,-236127.0592,23.5,0.5,23
23.6,-140351.4564,-230500.644,23.501,0.501,23
23.7,-234520.9026,-229304.2224,23.75,0.75,23
23.8,-266946.034,-230455.5702,23.7501,0.7501,23
23.9,-245154.6098,-230944.4263, , , 
24,-213347.845,-230522.0616,24,0,24
24.1,-201518.4242,-229810.3627, ,, 
24.2,-177806.2146,-228793.4948,24.25,0.25,24
24.3,-84695.35487,-227694.5641,24.2501,0.2501,24
24.4,123046.3744,-231622.5474, , , 
24.5,361930.5717,-247895.85,24.5,0.5,24
24.6,490729.5129,-264009.2079,24.501,0.501,24
24.7,541257.8623,-273437.4693,24.75,0.75,24
24.8,570164.5517,-280744.4894,24.7501,0.7501,24
24.9,501715.6575,-274606.4646, , , 
25,335190.8939,-254797.8472,25,0,25
25.1,179832.9413,-238134.5254, ,, 
25.2,82805.90357,-228994.5913,25.25,0.25,25
25.3,44766.65454,-224916.6912,25.2501,0.2501,25
25.4,174426.435,-229218.5915, , , 
25.5,450718.2727,-253823.0821,25.5,0.5,25
25.6,681886.5265,-291947.7214,25.501,0.501,25
25.7,536082.0816,-281228.7178,25.75,0.75,25
25.8,-16475.84922,-234232.5892,25.7501,0.7501,25
25.9,-498603.8682,-240739.0869, , , 
26,-587246.5257,-258116.7192,26,0,26
26.1,-373363.0067,-251981.4077, ,, 
26.2,-88484.88027,-244043.8034,26.25,0.25,26
26.3,-20235074.98,324450674.1,26.2501,0.2501,26
26.4,3568917.453,-958583.8028, , , 
26.5,2545901.378,-982502.3865,26.5,0.5,26
26.6,334893.0334,-363567.3846,26.501,0.501,26
26.7,-1490877.507,-489581.3759,26.75,0.75,26
26.8,-1779718.684,-683612.1782,26.7501,0.7501,26
26.9,-1019545.36,-537290.2103, , , 
27,9813.838084,-412271.2412,27,0,27
27.1,569861.8821,-403656.9781, ,, 
27.2,457464.3952,-355045.8316,27.25,0.25,27
27.3,7562.521288,-289649.1804,27.2501,0.2501,27
27.4,-160293.8368,-263730.8346, , , 
27.5,159540.252,-258433.4205,27.5,0.5,27
27.6,644044.5746,-301978.5548,27.501,0.501,27
27.7,992391.8098,-377300.0564,27.75,0.75,27
27.8,1082459.017,-421729.0189,27.7501,0.7501,27
27.9,971491.4779,-411646.8557, , , 
28,810962.7977,-379146.0526,28,0,28
28.1,731430.1624,-356750.2601, ,, 
28.2,779022.8132,-358080.7047,28.25,0.25,28
28.3,874643.2419,-375926.3902,28.2501,0.2501,28
28.4,804379.6501,-366322.599, , , 
28.5,512946.5595,-314284.831,28.5,0.5,28
28.6,172250.4764,-266347.7273,28.501,0.501,28
28.7,-179532.1318,-243340.714,28.75,0.75,28
28.8,-448973.5972,-247638.366,28.7501,0.7501,28
28.9,-489295.1194,-254607.6319, , , 
29,-352747.4096,-250282.4794,29,0,29
29.1,-182162.2098,-243332.8078, ,, 
29.2,-50355.76562,-238231.2929,29.25,0.25,29
29.3,19769.2852,-234409.2662,29.2501,0.2501,29
29.4,27044.02591,-230221.9242, , , 
29.5,1387.697889,-226313.9393,29.5,0.5,29
29.6,-28315.88612,-223562.0346,29.501,0.501,29
29.7,-69107.89169,-221848.3789,29.75,0.75,29
29.8,-125527.1804,-221137.9891,29.7501,0.7501,29
29.9,-181618.7493,-221979.4808, , , 
30,-220424.3329,-223906.008,30,0,30
30.1,-230349.7411,-225839.7782, ,, 
30.2,-221507.314,-227082.8606,30.25,0.25,30
30.3,-187456.7914,-227270.2699,30.2501,0.2501,30
30.4,-58454.8593,-226954.407, , , 
30.5,123336.1766,-231114.5906,30.5,0.5,30
30.6,225802.3767,-235762.7051,30.501,0.501,30
30.7,190864.445,-232404.6836,30.75,0.75,30
30.8,63220.11865,-224125.8666,30.7501,0.7501,30
30.9,-86846.94942,-219258.6074, , , 
31,-193944.8846,-219945.0421,31,0,31
31.1,-215278.2444,-222507.3974, ,, 
31.2,-186095.0827,-224136.5298,31.25,0.25,31
31.3,-158502.2945,-224743.0889,31.2501,0.2501,31
31.4,-113129.9882,-224616.5263, , , 
31.5,-50778.6015,-224571.5972,31.5,0.5,31
31.6,-18125.28034,-224054.2134,31.501,0.501,31
31.7,-39684.63515,-222499.9635,31.75,0.75,31
31.8,-109075.1465,-221031.9765,31.7501,0.7501,31
31.9,-211555.5787,-222045.5203, , , 
32,-299313.2757,-226366.5251,32,0,32
32.1,-314177.8,-230447.2486, ,, 
32.2,-198899.7551,-229994.6869,32.25,0.25,32
32.3,-10773.27419,-230090.0109,32.2501,0.2501,32
32.4,105277.5683,-231575.8226, , , 
32.5,91760.29191,-228515.7,32.5,0.5,32
32.6,-10374.66781,-222840.1125,32.501,0.501,32
32.7,-147502.0698,-220387.0127,32.75,0.75,32
32.8,-258356.2134,-223101.8298,32.7501,0.7501,32
32.9,-300759.2589,-227544.799, , , 
33,-286202.3598,-230281.0315,33,0,33
33.1,-246780.7818,-230982.2239, ,, 
33.2,-184818.5505,-230068.7413,33.25,0.25,33
33.3,-89691.93875,-228705.1492,33.2501,0.2501,33
33.4,38738.00685,-229073.946, , , 
33.5,149784.0389,-231781.7041,33.5,0.5,33
33.6,183529.0049,-232124.7982,33.501,0.501,33
33.7,93366.43706,-226036.8612,33.75,0.75,33
33.8,-73466.42118,-219678.7659,33.7501,0.7501,33
33.9,-201857.9249,-220042.1091, , , 
34,-226449.2017,-222822.9203,34,0,34
34.1,-153555.9335,-224075.9916, ,, 
34.2,-91134.7367,-224485.4869,34.25,0.25,34
34.3,-117142.5083,-223591.6028,34.2501,0.2501,34
34.4,-206976.4942,-223870.6439, , , 
34.5,-275173.8423,-226748.2466,34.5,0.5,34
34.6,-242031.7237,-228298.6247,34.501,0.501,34
34.7,-174398.5198,-228231.2839,34.75,0.75,34
34.8,-167731.5799,-227525.4087,34.7501,0.7501,34
34.9,-180243.5931,-226892.1968, , , 
35,-153116.8965,-226391.012,35,0,35
35.1,-89617.9703,-225834.1567, ,, 
35.2,-47246.66484,-225147.4939,35.25,0.25,35
35.3,-56651.28863,-223588.1337,35.2501,0.2501,35
35.4,-71642.16777,-222368.3665, , , 
35.5,-62373.8418,-222009.2219,35.5,0.5,35
35.6,-40616.99561,-221975.5794,35.501,0.501,35
35.7,-27604.98958,-221789.9041,35.75,0.75,35
35.8,-32505.43986,-221237.743,35.7501,0.7501,35
35.9,-53771.05951,-220583.8928, , , 
36,-88516.14785,-220172.9081,36,0,36
36.1,-129065.2268,-220407.7958, ,, 
36.2,-196371.4797,-221807.3569,36.25,0.25,36
36.3,-255712.985,-224710.8056,36.2501,0.2501,36
36.4,-150206.7828,-225266.7258, , , 
36.5,86021.413,-229536.446,36.5,0.5,36
36.6,248421.4554,-237782.7869,36.501,0.501,36
36.7,230721.6166,-235890.9114,36.75,0.75,36
36.8,79326.61596,-225511.1634,36.7501,0.7501,36
36.9,-107436.9264,-219437.6325, , , 
37,-247293.8099,-221419.3764,37,0,37
37.1,-292932.1583,-226022.3021, ,, 
37.2,-273329.8458,-228829.1238,37.25,0.25,37
37.3,-237370.9419,-229731.3347,37.2501,0.2501,37
37.4,-212950.1187,-229654.5198, , , 
37.5,-213767.7542,-229416.5425,37.5,0.5,37
37.6,-229162.7629,-229515.0862,37.501,0.501,37
37.7,-242833.7766,-230017.6159,37.75,0.75,37
37.8,-242232.7724,-230432.1439,37.7501,0.7501,37
37.9,-232271.0395,-230515.8959, , , 
38,-229158.7901,-230440.0136,38,0,38
38.1,-235227.6449,-230486.9534, ,, 
38.2,-242045.4494,-230706.8535,38.25,0.25,38
38.3,-239018.9418,-230828.6681,38.2501,0.2501,38
38.4,-192591.529,-229966.1685, , , 
38.5,-105042.0112,-228651.6608,38.5,0.5,38
38.6,-27334.74817,-227645.9884,38.501,0.501,38
38.7,-3036.06798,-226039.4085,38.75,0.75,38
38.8,-41770.33864,-223388.1032,38.7501,0.7501,38
38.9,-139775.1862,-221659.256, , , 
39,-250820.2545,-223700.3936,39,0,39
39.1,-307616.7824,-228134.8088, ,, 
39.2,-202206.8664,-228401.1772,39.25,0.25,39
39.3,44332.6772,-230475.8516,39.2501,0.2501,39
39.4,227720.5877,-238103.0861, , , 
39.5,228034.8913,-236813.4117,39.5,0.5,39
39.6,90707.22642,-226848.4312,39.501,0.501,39
39.7,-44260.8599,-220578.4753,39.75,0.75,39
39.8,-71958.71262,-219804.443,39.7501,0.7501,39
39.9,-18024.10039,-221083.3698, , , 
40,33360.03798,-222408.7997,40,0,40
40.1,33294.935,-221991.2436, ,, 
40.2,-68075.29848,-219372.94,40.25,0.25,40
40.3,-181568.6952,-219447.9048,40.2501,0.2501,40
40.4,-179307.4464,-221443.4591, , , 
40.5,-117097.706,-222745.7791,40.5,0.5,40
40.6,-109196.0211,-222939.879,40.501,0.501,40
40.7,-100398.0553,-222594.6945,40.75,0.75,40
40.8,-7874.813013,-223654.8733,40.7501,0.7501,40
40.9,124115.7518,-227709.8043, , , 
41,206417.0861,-231913.3867,41,0,41
41.1,191368.7537,-230486.8561, ,, 
41.2,62163.59914,-223063.8749,41.25,0.25,41
41.3,-119939.5649,-218266.9563,41.2501,0.2501,41
41.4,-277125.309,-221733.6762, , , 
41.5,-357461.3335,-229048.2455,41.5,0.5,41
41.6,-329892.3605,-232944.5814,41.501,0.501,41
41.7,-200704.7971,-231785.0557,41.75,0.75,41
41.8,-47546.02909,-230661.4099,41.7501,0.7501,41
41.9,1848.911956,-228904.8221, , , 
42,-80907.74117,-224707.5621,42,0,42
42.1,-216187.2459,-223965.3526, ,, 
42.2,-295324.1042,-227519.902,42.25,0.25,42
42.3,-240266.9547,-228823.1899,42.2501,0.2501,42
42.4,-34286.75252,-228809.0953, , , 
42.5,178596.632,-235320.2153,42.5,0.5,42
42.6,227171.0992,-236979.5851,42.501,0.501,42
42.7,71846.81252,-226535.3254,42.75,0.75,42
42.8,-169708.893,-220276.194,42.7501,0.7501,42
42.9,-336208.6719,-225925.4743, , , 
43,-359210.1037,-232147.2919,43,0,43
43.1,-270993.5423,-232891.0765, ,, 
43.2,-157652.226,-231300.8952,43.25,0.25,43
43.3,-87933.94317,-229413.5766,43.2501,0.2501,43
43.4,-109806.47,-226932.0702, , , 
43.5,-187948.2489,-225689.0546,43.5,0.5,43
43.6,-229020.0935,-226591.688,43.501,0.501,43
43.7,-194945.4727,-227050.4389,43.75,0.75,43
43.8,-134839.2585,-226718.8691,43.7501,0.7501,43
43.9,-104435.2609,-225820.297, , , 
44,-110381.1283,-224646.0546,44,0,44
44.1,-133527.6656,-223852.5581, ,, 
44.2,-180421.8568,-224017.4999,44.25,0.25,44
44.3,-239478.9715,-225677.2338,44.2501,0.2501,44
44.4,-268702.269,-228137.1255, , , 
44.5,-258576.724,-229728.845,44.5,0.5,44
44.6,-229530.4616,-230081.8995,44.501,0.501,44
44.7,-208387.8365,-229750.1251,44.75,0.75,44
44.8,-205998.3707,-229291.2726,44.7501,0.7501,44
44.9,-211497.0337,-229017.105, , , 
45,-215591.6132,-228958.9405,45,0,45
45.1,-218501.6902,-229013.5932, ,, 
45.2,-228295.2649,-229288.3293,45.25,0.25,45
45.3,-242550.164,-229851.4443,45.2501,0.2501,45
45.4,-160232.7073,-228834.2808, , , 
45.5,58850.81914,-230775.0382,45.5,0.5,45
45.6,323451.7211,-245303.4537,45.501,0.501,45
45.7,627162.0606,-282775.5867,45.75,0.75,45
45.8,905231.209,-343907.4581,45.7501,0.7501,45
45.9,1085026.119,-406362.173, , , 
46,1140642.023,-446346.2956,46,0,46
46.1,1072307.371,-447475.5532, ,, 
46.2,960308.7618,-426519.3594,46.25,0.25,46
46.3,891514.645,-407851.7535,46.2501,0.2501,46
46.4,796658.3891,-383353.6824, , , 
46.5,500028.8708,-325546.9346,46.5,0.5,46
46.6,8408.019502,-266955.49,46.501,0.501,46
46.7,-370213.7925,-254394.6422,46.75,0.75,46
46.8,-398720.8432,-253449.651,46.7501,0.7501,46
46.9,-239722.4237,-246270.0766, , , 
47,-126913.8722,-240221.2939,47,0,47
47.1,-126268.0355,-234890.3013, ,, 
47.2,-160492.7385,-231052.8987,47.25,0.25,47
47.3,-135756.1691,-228835.2122,47.2501,0.2501,47
47.4,-82598.67902,-227377.3922, , , 
47.5,-64369.69776,-225758.5457,47.5,0.5,47
47.6,-93021.91803,-223933.6114,47.501,0.501,47
47.7,-169284.7055,-223256.5512,47.75,0.75,47
47.8,-256867.2629,-225404.8953,47.7501,0.7501,47
47.9,-302027.8785,-229147.6522, , , 
48,-292953.8629,-231592.2635,48,0,48
48.1,-253106.2468,-232045.223, ,, 
48.2,-207915.8169,-231213.5384,48.25,0.25,48
48.3,-146824.1752,-229612.7639,48.2501,0.2501,48
48.4,76981.46801,-231420.6094, , , 
48.5,459437.0074,-259555.1829,48.5,0.5,48
48.6,798655.7468,-316839.0358,48.501,0.501,48
48.7,994858.4255,-374955.061,48.75,0.75,48
48.8,1029197.023,-404426.6002,48.7501,0.7501,48
48.9,832936.4243,-375233.989, , , 
49,499588.466,-314487.828,49,0,49
49.1,271891.0277,-274574.2415, ,, 
49.2,342720.7822,-267027.1094,49.25,0.25,49
49.3,679205.6056,-304764.5678,49.2501,0.2501,49
49.4,907280.2059,-357469.6567, , , 
49.5,856872.4353,-360997.5866,49.5,0.5,49
49.6,700670.5369,-335148.2237,49.501,0.501,49
49.7,591499.4425,-312777.6434,49.75,0.75,49
49.8,510101.3863,-295092.1948,49.7501,0.7501,49
49.9,289959.7107,-264652.8589, , , 
50,-9397.530035,-238040.8489,50,0,50
