TimeStamp,wSpeed100,,,,w250,w300,w350,w400
658,6.52,,,,,,,
658.01,6.3,,,,,,,
658.25,6.31,,,,,,,
658.2501,6.11,,,,,,,
658.5,5.69,,,,,,,
658.501,5.53,,,,,,,
658.75,5.24,,,,,,,
658.7501,5.01,,,,,,,
659,4.61,,,,,,,
659.01,4.18,,,,,,,
659.25,4.25,,,,,,,
659.2501,4.73,,,,,,,
659.5,4.85,,,,,,,
659.501,5.69,,,,,,,
659.75,6.25,,,,,,,
659.7501,6.54,,,,,,,
660,7.18,,,,,,,
660.01,7.07,,,,,,,
660.25,7.29,,,,,,,
660.2501,7.45,,,,,,,
660.5,7.75,,,,,,,
660.501,8.29,,,,,,,
660.75,7.28,,,,,,,
660.7501,7.35,,,,,,,
661,6.33,,,,,,,
661.01,4.41,,,,,,,
661.25,3.37,,,,,,,
661.2501,3.1,,,,,,,
661.5,3.1,,,,,,,
661.501,2.95,,,,,,,
661.75,2.76,,,,,,,
661.7501,2.64,,,,,,,
662,3.2,,,,,,,
662.01,4.25,,,,,,,
662.25,3.59,,,,,,,
662.2501,4.47,,,,,,,
662.5,4.25,,,,,,,
662.501,5.58,,,,,,,
662.75,6.38,,,,,,,
662.7501,6.4,,,,,,,
663,9.7,,,,,,,
663.01,5.98,,,,,,,
663.25,3.7,,,,,,,
663.2501,5.56,,,,,,,
663.5,8.02,,,,,,,
663.501,7.17,,,,,,,
663.75,8.25,,,,,,,
663.7501,6.84,,,,,,,
664,7.63,,,,,,,
664.01,8.82,,,,,,,
664.25,7.82,,,,,,,
664.2501,8.05,,,,,,,
664.5,5.35,,,,,,,
664.501,3.27,,,,,,,
664.75,3.01,,,,,,,
664.7501,3.26,,,,,,,
665,5.31,,,,,,,
665.01,6.07,,,,,,,
665.25,5.39,,,,,,,
665.2501,5.19,,,,,,,
665.5,5.46,,,,,,,
665.501,5.62,,,,,,,
665.75,5.21,,,,,,,
665.7501,4.18,,,,,,,
666,3.94,,,,,,,
666.01,4.6,,,,,,,
666.25,4.72,,,,,,,
666.2501,5.04,,,,,,,
666.5,6.99,,,,,,,
666.501,7.02,,,,,,,
666.75,6.06,,,,,,,
666.7501,6.53,,,,,,,
667,6.12,,,,,,,
667.01,5.94,,,,,,,
667.25,6.73,,,,,,,
667.2501,6.95,,,,,,,
667.5,6.24,,,,,,,
667.501,5.83,,,,,,,
667.75,5.24,,,,,,,
667.7501,4.76,,,,,,,
668,4.82,,,,,,,
668.01,4.6,,,,,,,
668.25,4.86,,,,,,,
668.2501,5.16,,,,,,,
668.5,5.62,,,,,,,
668.501,5.98,,,,,,,
668.75,6.46,,,,,,,
668.7501,6.69,,,,,,,
669,7.16,,,,,,,
669.01,7.91,,,,,,,
669.25,8.24,,,,,,,
669.2501,7.82,,,,,,,
669.5,7.56,,,,,,,
669.501,7.39,,,,,,,
669.75,6,,,,,,,
669.7501,6.63,,,,,,,
670,6.67,,,,,,,
670.01,6.33,,,,,,,
670.25,5.79,,,,,,,
670.2501,5.36,,,,,,,
670.5,4.66,,,,,,,
670.501,4.06,,,,,,,
670.75,3.4,,,,,,,
670.7501,2.6,,,,,,,
671,2.79,,,,,,,
671.01,2.95,,,,,,,
671.25,3.98,,,,,,,
671.2501,5.72,,,,,,,
671.5,5.87,,,,,,,
671.501,4.6,,,,,,,
671.75,2.91,,,,,,,
671.7501,1.03,,,,,,,
672,1.63,,,,,,,
672.01,3.77,,,,,,,
672.25,3.34,,,,,,,
672.2501,3.55,,,,,,,
672.5,4.11,,,,,,,
672.501,3.96,,,,,,,
672.75,3.46,,,,,,,
672.7501,3.38,,,,,,,
673,4.45,,,,,,,
673.01,3.54,,,,,,,
673.25,5.36,,,,,,,
673.2501,6.43,,,,,,,
673.5,5.05,,,,,,,
673.501,4.05,,,,,,,
673.75,3.69,,,,,,,
673.7501,4.29,,,,,,,
674,4.59,,,,,,,
674.01,4.58,,,,,,,
674.25,3.34,,,,,,,
674.2501,3.04,,,,,,,
674.5,4.63,,,,,,,
674.501,5.92,,,,,,,
674.75,6.03,,,,,,,
674.7501,8.86,,,,,,,
675,9.58,,,,,,,
675.01,5.7,,,,,,,
675.25,3.52,,,,,,,
675.2501,6.74,,,,,,,
675.5,7.73,,,,,,,
675.501,7.85,,,,,,,
675.75,6.45,,,,,,,
675.7501,6.83,,,,,,,
676,6.86,,,,,,,
676.01,6.5,,,,,,,
676.25,5.93,,,,,,,
676.2501,5.38,,,,,,,
676.5,4.79,,,,,,,
676.501,4.38,,,,,,,
676.75,4.15,,,,,,,
676.7501,4.23,,,,,,,
677,4.69,,,,,,,
677.01,4.74,,,,,,,
677.25,5.2,,,,,,,
677.2501,6.03,,,,,,,
677.5,6.26,,,,,,,
677.501,5.41,,,,,,,
677.75,2.9,,,,,,,
677.7501,2.35,,,,,,,
678,1.71,,,,,,,
678.01,4.74,,,,,,,
678.25,6.81,,,,,,,
678.2501,8.11,,,,,,,
678.5,8.18,,,,,,,
678.501,8.47,,,,,,,
678.75,8.58,,,,,,,
678.7501,8.07,,,,,,,
679,7.9,,,,,,,
679.01,7.11,,,,,,,
679.25,6.62,,,,,,,
679.2501,5.66,,,,,,,
679.5,5.51,,,,,,,
679.501,3.48,,,,,,,
679.75,10.21,,,,,,,
679.7501,15.11,,,,,,,
680,13.78,,,,,,,
680.01,3.26,,,,,,,
680.25,4.31,,,,,,,
680.2501,10.75,,,,,,,
680.5,5.21,,,,,,,
680.501,5.15,,,,,,,
680.75,2.85,,,,,,,
680.7501,3.48,,,,,,,
681,2.64,,,,,,,
681.01,3.4,,,,,,,
681.25,1.2,,,,,,,
681.2501,7.62,,,,,,,
681.5,8,,,,,,,
681.501,7.86,,,,,,,
681.75,7.69,,,,,,,
681.7501,7.93,,,,,,,
682,8.1,,,,,,,
682.01,7.66,,,,,,,
682.25,6.31,,,,,,,
682.2501,5.47,,,,,,,
682.5,4.5,,,,,,,
682.501,4.65,,,,,,,
682.75,5.83,,,,,,,
682.7501,8.53,,,,,,,
683,6.19,,,,,,,
683.01,5,,,,,,,
683.25,2.79,,,,,,,
683.2501,13.09,,,,,,,
683.5,9.74,,,,,,,
683.501,9.17,,,,,,,
683.75,7.64,,,,,,,
683.7501,4.97,,,,,,,
684,4.41,,,,,,,
684.01,3.51,,,,,,,
684.25,1.76,,,,,,,
684.2501,0.97,,,,,,,
684.5,3.49,,,,,,,
684.501,3.66,,,,,,,
684.75,3.21,,,,,,,
684.7501,3.21,,,,,,,
685,3.39,,,,,,,
685.01,3.67,,,,,,,
685.25,2.44,,,,,,,
685.2501,0.76,,,,,,,
685.5,5.06,,,,,,,
685.501,3.59,,,,,,,
685.75,0.88,,,,,,,
685.7501,4.75,,,,,,,
686,4,,,,,,,
686.01,3.09,,,,,,,
686.25,8.12,,,,,,,
686.2501,6.17,,,,,,,
686.5,5.09,,,,,,,
686.501,4.8,,,,,,,
686.75,3.84,,,,,,,
686.7501,3.76,,,,,,,
687,5.11,,,,,,,
687.01,5.71,,,,,,,
687.25,5.13,,,,,,,
687.2501,5.94,,,,,,,
687.5,5.71,,,,,,,
687.501,6.39,,,,,,,
687.75,6.06,,,,,,,
687.7501,5.56,,,,,,,
688,5.42,,,,,,,
688.01,4.32,,,,,,,
688.25,2.78,,,,,,,
688.2501,1.57,,,,,,,
688.5,1.78,,,,,,,
688.501,2.57,,,,,,,
688.75,3.13,,,,,,,
688.7501,1.2,,,,,,,
689,8.53,,,,,,,
689.01,8.97,,,,,,,
689.25,8.29,,,,,,,
689.2501,9.79,,,,,,,
689.5,9.88,,,,,,,
689.501,3.8,,,,,,,
689.75,8.27,,,,,,,
689.7501,7.49,,,,,,,
690,7.58,,,,,,,
690.01,7.57,,,,,,,
690.25,7.91,,,,,,,
690.2501,8.21,,,,,,,
690.5,8.7,,,,,,,
690.501,9.1,,,,,,,
690.75,8.13,,,,,,,
690.7501,5.57,,,,,,,
691,4.49,,,,,,,
691.01,5.15,,,,,,,
691.25,5.59,,,,,,,
691.2501,5.52,,,,,,,
691.5,5.38,,,,,,,
691.501,5.73,,,,,,,
691.75,5.38,,,,,,,
691.7501,5.24,,,,,,,
692,5.23,,,,,,,
692.01,5.29,,,,,,,
692.25,6.81,,,,,,,
692.2501,8.68,,,,,,,
692.5,8.62,,,,,,,
692.501,10.47,,,,,,,
692.75,10.3,,,,,,,
692.7501,10.3,,,,,,,
693,10.11,,,,,,,
693.01,9.53,,,,,,,
693.25,9.11,,,,,,,
693.2501,7.27,,,,,,,
693.5,7.3,,,,,,,
693.501,7.02,,,,,,,
693.75,5.57,,,,,,,
693.7501,4.89,,,,,,,
694,2.26,,,,,,,
694.01,2.14,,,,,,,
694.25,4.03,,,,,,,
694.2501,4.15,,,,,,,
694.5,4.1,,,,,,,
694.501,3.92,,,,,,,
694.75,3.41,,,,,,,
694.7501,2.95,,,,,,,
695,2.74,,,,,,,
695.01,2.54,,,,,,,
695.25,3.38,,,,,,,
695.2501,3.43,,,,,,,
695.5,4.6,,,,,,,
695.501,5.81,,,,,,,
695.75,5.3,,,,,,,
695.7501,4.11,,,,,,,
696,5.13,,,,,,,
696.01,6.89,,,,,,,
696.25,7.89,,,,,,,
696.2501,7.95,,,,,,,
696.5,7.59,,,,,,,
696.501,8.24,,,,,,,
696.75,8.4,,,,,,,
696.7501,8.92,,,,,,,
697,8.15,,,,,,,
697.01,7.51,,,,,,,
697.25,6.45,,,,,,,
697.2501,4.72,,,,,,,
697.5,4.41,,,,,,,
697.501,7.55,,,,,,,
697.75,11.58,,,,,,,
697.7501,6.59,,,,,,,
698,21.64,,,,,,,
698.01,13.06,,,,,,,
698.25,11.9,,,,,,,
698.2501,8.91,,,,,,,
698.5,5.06,,,,,,,
698.501,6.76,,,,,,,
698.75,5.73,,,,,,,
698.7501,3.78,,,,,,,
699,2.36,,,,,,,
699.01,2.14,,,,,,,
699.25,2.6,,,,,,,
699.2501,4.9,,,,,,,
699.5,5.11,,,,,,,
699.501,5.29,,,,,,,
699.75,4.76,,,,,,,
699.7501,4.3,,,,,,,
700,3.67,,,,,,,
700.01,2.99,,,,,,,
700.25,3.68,,,,,,,
700.2501,4.75,,,,,,,
700.5,5.4,,,,,,,
700.501,5.4,,,,,,,
700.75,5.42,,,,,,,
700.7501,5.98,,,,,,,
701,5.86,,,,,,,
701.01,5.39,,,,,,,
701.25,5.24,,,,,,,
701.2501,5.28,,,,,,,
701.5,4.65,,,,,,,
701.501,2.07,,,,,,,
701.75,5.15,,,,,,,
701.7501,4.71,,,,,,,
702,4.68,,,,,,,
702.01,5.4,,,,,,,
702.25,6.93,,,,,,,
702.2501,7.37,,,,,,,
702.5,8.25,,,,,,,
702.501,8.1,,,,,,,
702.75,7.9,,,,,,,
702.7501,8.42,,,,,,,
703,7.94,,,,,,,
703.01,7.5,,,,,,,
703.25,6.41,,,,,,,
703.2501,10.36,,,,,,,
703.5,12.21,,,,,,,
703.501,10.87,,,,,,,
703.75,5.79,,,,,,,
703.7501,4.61,,,,,,,
704,3.94,,,,,,,
704.01,3.96,,,,,,,
704.25,3.44,,,,,,,
704.2501,4.65,,,,,,,
704.5,3.96,,,,,,,
704.501,3.35,,,,,,,
704.75,3.12,,,,,,,
704.7501,4.89,,,,,,,
705,5.11,,,,,,,
705.01,5.76,,,,,,,
705.25,5.95,,,,,,,
705.2501,3.96,,,,,,,
705.5,4.51,,,,,,,
705.501,5.02,,,,,,,
705.75,4.68,,,,,,,
705.7501,4.42,,,,,,,
706,3.34,,,,,,,
706.01,2.29,,,,,,,
706.25,2.08,,,,,,,
706.2501,2.35,,,,,,,
706.5,2.61,,,,,,,
706.501,3.14,,,,,,,
706.75,3.54,,,,,,,
706.7501,3.79,,,,,,,
707,3.62,,,,,,,
707.01,5.56,,,,,,,
707.25,9.61,,,,,,,
707.2501,7.5,,,,,,,
707.5,3.83,,,,,,,
707.501,4.33,,,,,,,
707.75,7.2,,,,,,,
707.7501,2.62,,,,,,,
708,2.62,,,,,,,
708.01,2.09,,,,,,,
708.25,2.66,,,,,,,
708.2501,4.38,,,,,,,
708.5,4.94,,,,,,,
708.501,5.3,,,,,,,
708.75,5.98,,,,,,,
708.7501,6.54,,,,,,,
709,4.17,,,,,,,
709.01,2.54,,,,,,,
709.25,1.76,,,,,,,
709.2501,2.56,,,,,,,
709.5,4.11,,,,,,,
709.501,5.15,,,,,,,
709.75,4.25,,,,,,,
709.7501,3.87,,,,,,,
710,9.85,,,,,,,
710.01,7.3,,,,,,,
710.25,8.8,,,,,,,
710.2501,6.25,,,,,,,
710.5,4.03,,,,,,,
710.501,3.6,,,,,,,
710.75,4.24,,,,,,,
710.7501,5.56,,,,,,,
711,5.22,,,,,,,
711.01,5.4,,,,,,,
711.25,5.48,,,,,,,
711.2501,8.62,,,,,,,
711.5,8.63,,,,,,,
711.501,8.48,,,,,,,
711.75,7.25,,,,,,,
711.7501,7.11,,,,,,,
712,6.8,,,,,,,
712.01,5.9,,,,,,,
712.25,4.88,,,,,,,
712.2501,3.77,,,,,,,
712.5,2.62,,,,,,,
712.501,1.79,,,,,,,
712.75,3.47,,,,,,,
712.7501,9.37,,,,,,,
713,7.88,,,,,,,
713.01,10.82,,,,,,,
713.25,12.06,,,,,,,
713.2501,12.17,,,,,,,
713.5,6.83,,,,,,,
713.501,10.35,,,,,,,
713.75,14.25,,,,,,,
713.7501,3.89,,,,,,,
714,2.87,,,,,,,
714.01,3.26,,,,,,,
714.25,3.8,,,,,,,
714.2501,8.1,,,,,,,
714.5,7.66,,,,,,,
714.501,6.83,,,,,,,
714.75,6.43,,,,,,,
714.7501,6.66,,,,,,,
715,7.08,,,,,,,
715.01,6.27,,,,,,,
715.25,5.16,,,,,,,
715.2501,5.37,,,,,,,
715.5,5.32,,,,,,,
715.501,4.97,,,,,,,
715.75,4.55,,,,,,,
715.7501,4.27,,,,,,,
716,4.34,,,,,,,
716.01,6.66,,,,,,,
716.25,7.46,,,,,,,
716.2501,6.44,,,,,,,
716.5,4.61,,,,,,,
716.501,4.05,,,,,,,
716.75,2.5,,,,,,,
716.7501,3.79,,,,,,,
717,5,,,,,,,
717.01,5.72,,,,,,,
717.25,6.2,,,,,,,
717.2501,7.85,,,,,,,
717.5,7.9,,,,,,,
717.501,7.93,,,,,,,
717.75,6.55,,,,,,,
717.7501,6.78,,,,,,,
718,6.4,,,,,,,
718.01,5.85,,,,,,,
718.25,4.97,,,,,,,
718.2501,4.09,,,,,,,
718.5,2.93,,,,,,,
718.501,3.06,,,,,,,
718.75,3.65,,,,,,,
718.7501,12.06,,,,,,,
719,16.17,,,,,,,
719.01,14.75,,,,,,,
719.25,11.36,,,,,,,
719.2501,8.23,,,,,,,
719.5,7.3,,,,,,,
719.501,7.95,,,,,,,
719.75,7.72,,,,,,,
719.7501,4.74,,,,,,,
720,4.59,,,,,,,
720.01,5.7,,,,,,,
720.25,7.46,,,,,,,
720.2501,6.06,,,,,,,
720.5,5.37,,,,,,,
720.501,5.13,,,,,,,
720.75,3.18,,,,,,,
720.7501,3.17,,,,,,,
721,3.62,,,,,,,
721.01,8.19,,,,,,,
721.25,8.92,,,,,,,
721.2501,9.52,,,,,,,
721.5,8.19,,,,,,,
721.501,7.97,,,,,,,
721.75,6.17,,,,,,,
721.7501,4.56,,,,,,,
722,3.02,,,,,,,
722.01,3.46,,,,,,,
722.25,14.77,,,,,,,
722.2501,10.62,,,,,,,
722.5,9.07,,,,,,,
722.501,11.7,,,,,,,
722.75,10.61,,,,,,,
722.7501,8.37,,,,,,,
723,8.58,,,,,,,
723.01,8.08,,,,,,,
723.25,7.27,,,,,,,
723.2501,5.71,,,,,,,
723.5,6.15,,,,,,,
723.501,6.8,,,,,,,
723.75,5.6,,,,,,,
723.7501,6.25,,,,,,,
724,5.69,,,,,,,
724.01,4.67,,,,,,,
724.25,3.69,,,,,,,
724.2501,2.68,,,,,,,
724.5,2.96,,,,,,,
724.501,4.85,,,,,,,
724.75,4.06,,,,,,,
724.7501,8.99,,,,,,,
725,6.05,,,,,,,
725.01,5.6,,,,,,,
725.25,9.08,,,,,,,
725.2501,8.98,,,,,,,
725.5,8.01,,,,,,,
725.501,7.53,,,,,,,
725.75,4.19,,,,,,,
725.7501,3.26,,,,,,,
726,7.29,,,,,,,
726.01,8.17,,,,,,,
726.25,9.46,,,,,,,
726.2501,7.47,,,,,,,
726.5,6.35,,,,,,,
726.501,4.51,,,,,,,
726.75,3.87,,,,,,,
726.7501,2.49,,,,,,,
727,0.8,,,,,,,
727.01,3.07,,,,,,,
727.25,4.36,,,,,,,
727.2501,16.43,,,,,,,
727.5,10.46,,,,,,,
727.501,7.18,,,,,,,
727.75,5.47,,,,,,,
727.7501,5.17,,,,,,,
728,3.54,,,,,,,
728.01,2.21,,,,,,,
728.25,2.13,,,,,,,
728.2501,0.49,,,,,,,
728.5,1.49,,,,,,,
728.501,2.51,,,,,,,
728.75,3.01,,,,,,,
728.7501,2.77,,,,,,,
729,3.23,,,,,,,
729.01,5.14,,,,,,,
729.25,5.89,,,,,,,
729.2501,6.9,,,,,,,
729.5,7.2,,,,,,,
729.501,7.23,,,,,,,
729.75,6.13,,,,,,,
729.7501,6.13,,,,,,,
730,5.87,,,,,,,
730.01,4.88,,,,,,,
730.25,3.85,,,,,,,
730.2501,2.26,,,,,,,
730.5,1.83,,,,,,,
730.501,3.26,,,,,,,
730.75,4.14,,,,,,,
730.7501,3.49,,,,,,,
731,8.89,,,,,,,
731.01,8.62,,,,,,,
731.25,8.63,,,,,,,
731.2501,9.47,,,,,,,
731.5,10.04,,,,,,,
731.501,4.29,,,,,,,
731.75,2.63,,,,,,,
731.7501,4.85,,,,,,,
732,6.98,,,,,,,
732.01,6.54,,,,,,,
732.25,9.1,,,,,,,
732.2501,11.81,,,,,,,
732.5,11.38,,,,,,,
732.501,9.81,,,,,,,
732.75,7.41,,,,,,,
732.7501,4.52,,,,,,,
733,6.13,,,,,,,
733.01,5.66,,,,,,,
733.25,7.71,,,,,,,
733.2501,8.09,,,,,,,
733.5,7.71,,,,,,,
733.501,7.76,,,,,,,
733.75,7.81,,,,,,,
733.7501,7.19,,,,,,,
734,6.29,,,,,,,
734.01,4.95,,,,,,,
734.25,4.96,,,,,,,
734.2501,6.26,,,,,,,
734.5,6.77,,,,,,,
734.501,7.26,,,,,,,
734.75,4.7,,,,,,,
734.7501,4.09,,,,,,,
735,5.6,,,,,,,
735.01,6.79,,,,,,,
735.25,7.35,,,,,,,
735.2501,4.87,,,,,,,
735.5,6,,,,,,,
735.501,6.27,,,,,,,
735.75,5.94,,,,,,,
735.7501,4.45,,,,,,,
736,3.14,,,,,,,
736.01,1.05,,,,,,,
736.25,1.06,,,,,,,
736.2501,2.55,,,,,,,
736.5,3.4,,,,,,,
736.501,3.35,,,,,,,
736.75,3.32,,,,,,,
736.7501,3.5,,,,,,,
737,3.7,,,,,,,
737.01,3.89,,,,,,,
737.25,3.68,,,,,,,
737.2501,2.64,,,,,,,
737.5,1.8,,,,,,,
737.501,3.66,,,,,,,
737.75,3.47,,,,,,,
737.7501,2.16,,,,,,,
738,2.39,,,,,,,
738.01,0.91,,,,,,,
738.25,0.71,,,,,,,
738.2501,2.93,,,,,,,
738.5,6.37,,,,,,,
738.501,6.89,,,,,,,
738.75,6.56,,,,,,,
738.7501,6.07,,,,,,,
739,3.98,,,,,,,
739.01,1.78,,,,,,,
739.25,0.91,,,,,,,
739.2501,1.14,,,,,,,
739.5,1.74,,,,,,,
739.501,1.85,,,,,,,
739.75,2.51,,,,,,,
739.7501,2.68,,,,,,,
740,3.71,,,,,,,
740.01,4.96,,,,,,,
740.25,6.04,,,,,,,
740.2501,5.26,,,,,,,
740.5,5.26,,,,,,,
740.501,2.66,,,,,,,
740.75,3.4,,,,,,,
740.7501,3.4,,,,,,,
741,3.43,,,,,,,
741.01,4.12,,,,,,,
741.25,4.25,,,,,,,
741.2501,9.19,,,,,,,
741.5,8.47,,,,,,,
741.501,7.17,,,,,,,
741.75,6.11,,,,,,,
741.7501,6.21,,,,,,,
742,5.53,,,,,,,
742.01,3,,,,,,,
742.25,1.83,,,,,,,
742.2501,1.63,,,,,,,
742.5,2.8,,,,,,,
742.501,4.24,,,,,,,
742.75,5.18,,,,,,,
742.7501,6.52,,,,,,,
743,7.47,,,,,,,
743.01,8.04,,,,,,,
743.25,9.14,,,,,,,
743.2501,4.56,,,,,,,
743.5,4.08,,,,,,,
743.501,6.99,,,,,,,
743.75,8.83,,,,,,,
743.7501,9.16,,,,,,,
744,9.14,,,,,,,
744.01,9.24,,,,,,,
744.25,6.79,,,,,,,
744.2501,4.64,,,,,,,
744.5,3.27,,,,,,,
744.501,3.5,,,,,,,
744.75,1.36,,,,,,,
744.7501,3.52,,,,,,,
745,5.12,,,,,,,
745.01,3.4,,,,,,,
745.25,1.53,,,,,,,
745.2501,1.74,,,,,,,
745.5,1.67,,,,,,,
745.501,1.2,,,,,,,
745.75,1.14,,,,,,,
745.7501,1.22,,,,,,,
746,0.98,,,,,,,
746.01,1.34,,,,,,,
746.25,3.18,,,,,,,
746.2501,4.03,,,,,,,
746.5,2.11,,,,,,,
746.501,4.43,,,,,,,
746.75,6.9,,,,,,,
746.7501,6.8,,,,,,,
747,5.48,,,,,,,
747.01,4.85,,,,,,,
747.25,4.56,,,,,,,
747.2501,6.2,,,,,,,
747.5,5.42,,,,,,,
747.501,5.66,,,,,,,
747.75,5.3,,,,,,,
747.7501,5.47,,,,,,,
748,4.55,,,,,,,
748.01,3.7,,,,,,,
748.25,3.41,,,,,,,
748.2501,3.29,,,,,,,
748.5,3.6,,,,,,,
748.501,3.64,,,,,,,
748.75,3.87,,,,,,,
748.7501,4.57,,,,,,,
749,4.49,,,,,,,
749.01,4.21,,,,,,,
749.25,4.36,,,,,,,
749.2501,3.34,,,,,,,
749.5,6.32,,,,,,,
749.501,5.86,,,,,,,
749.75,5.29,,,,,,,
749.7501,5.18,,,,,,,
750,5.97,,,,,,,
750.01,3.47,,,,,,,
750.25,1.35,,,,,,,
750.2501,1.18,,,,,,,
750.5,1.56,,,,,,,
750.501,2.77,,,,,,,
750.75,1.94,,,,,,,
750.7501,2.75,,,,,,,
751,5.15,,,,,,,
751.01,6.95,,,,,,,
751.25,6.33,,,,,,,
751.2501,4.46,,,,,,,
751.5,3.32,,,,,,,
751.501,5.01,,,,,,,
751.75,5.33,,,,,,,
751.7501,4.93,,,,,,,
752,4.48,,,,,,,
752.01,14.26,,,,,,,
752.25,14.95,,,,,,,
752.2501,7.24,,,,,,,
752.5,3.19,,,,,,,
752.501,5.8,,,,,,,
752.75,5.51,,,,,,,
752.7501,5.53,,,,,,,
753,6.44,,,,,,,
753.01,6.46,,,,,,,
753.25,5.6,,,,,,,
753.2501,9.28,,,,,,,
753.5,8.95,,,,,,,
753.501,8.38,,,,,,,
753.75,6.03,,,,,,,
753.7501,4.75,,,,,,,
754,3.6,,,,,,,
754.01,1.87,,,,,,,
754.25,1.39,,,,,,,
754.2501,1.71,,,,,,,
754.5,2.34,,,,,,,
754.501,3.29,,,,,,,
754.75,3.96,,,,,,,
754.7501,5.23,,,,,,,
755,4.98,,,,,,,
755.01,4.47,,,,,,,
755.25,0.93,,,,,,,
755.2501,7.28,,,,,,,
755.5,5.23,,,,,,,
755.501,6.58,,,,,,,
755.75,3.96,,,,,,,
755.7501,3.87,,,,,,,
756,4.12,,,,,,,
756.01,5.85,,,,,,,
756.25,4.9,,,,,,,
756.2501,2.52,,,,,,,
756.5,3.4,,,,,,,
756.501,6.4,,,,,,,
756.75,6.89,,,,,,,
756.7501,4.09,,,,,,,
757,1.54,,,,,,,
757.01,2.2,,,,,,,
757.25,2.61,,,,,,,
757.2501,2.67,,,,,,,
757.5,2.73,,,,,,,
757.501,1.82,,,,,,,
757.75,0.72,,,,,,,
757.7501,0.45,,,,,,,
758,2.4,,,,,,,
758.01,4.6,,,,,,,
758.25,8.4,,,,,,,
758.2501,5.03,,,,,,,
758.5,3.41,,,,,,,
758.501,5.57,,,,,,,
758.75,4.76,,,,,,,
758.7501,5.55,,,,,,,
759,4.99,,,,,,,
759.01,2.58,,,,,,,
759.25,2.19,,,,,,,
759.2501,7.79,,,,,,,
759.5,8.34,,,,,,,
759.501,8.12,,,,,,,
759.75,6.55,,,,,,,
759.7501,5.61,,,,,,,
760,5.02,,,,,,,
760.01,3.61,,,,,,,
760.25,1.77,,,,,,,
760.2501,0.18,,,,,,,
760.5,2.17,,,,,,,
760.501,3.96,,,,,,,
760.75,5,,,,,,,
760.7501,5.18,,,,,,,
761,4.69,,,,,,,
761.01,5.11,,,,,,,
761.25,5.57,,,,,,,
761.2501,7.47,,,,,,,
761.5,12.39,,,,,,,
761.501,10.75,,,,,,,
761.75,7.69,,,,,,,
761.7501,4.6,,,,,,,
762,2.65,,,,,,,
762.01,3.5,,,,,,,
762.25,6.81,,,,,,,
762.2501,6.88,,,,,,,
762.5,4.56,,,,,,,
762.501,4.44,,,,,,,
762.75,5.34,,,,,,,
762.7501,5.6,,,,,,,
763,5.84,,,,,,,
763.01,6.04,,,,,,,
763.25,4.35,,,,,,,
763.2501,3.87,,,,,,,
763.5,4.13,,,,,,,
763.501,4.59,,,,,,,
763.75,4.65,,,,,,,
763.7501,5.93,,,,,,,
764,6.96,,,,,,,
764.01,6.12,,,,,,,
764.25,7.73,,,,,,,
764.2501,9.27,,,,,,,
764.5,10.45,,,,,,,
764.501,10.33,,,,,,,
764.75,6.91,,,,,,,
764.7501,9.82,,,,,,,
765,10.48,,,,,,,
765.01,8.13,,,,,,,
765.25,3.88,,,,,,,
765.2501,7.57,,,,,,,
765.5,8.11,,,,,,,
765.501,8.19,,,,,,,
765.75,6.56,,,,,,,
765.7501,3.64,,,,,,,
766,4.94,,,,,,,
766.01,5.26,,,,,,,
766.25,4.9,,,,,,,
766.2501,4.94,,,,,,,
766.5,4.77,,,,,,,
766.501,5.06,,,,,,,
766.75,4.92,,,,,,,
766.7501,4.9,,,,,,,
767,4.67,,,,,,,
767.01,4.07,,,,,,,
767.25,3.66,,,,,,,
767.2501,6.65,,,,,,,
767.5,10.75,,,,,,,
767.501,11.85,,,,,,,
767.75,11.98,,,,,,,
767.7501,10.67,,,,,,,
768,9.84,,,,,,,
768.01,6.55,,,,,,,
768.25,3.59,,,,,,,
768.2501,3.49,,,,,,,
768.5,3.39,,,,,,,
768.501,4.23,,,,,,,
768.75,5.04,,,,,,,
768.7501,4.33,,,,,,,
769,3.83,,,,,,,
769.01,3.23,,,,,,,
769.25,1.16,,,,,,,
769.2501,0.98,,,,,,,
769.5,2.26,,,,,,,
769.501,3.21,,,,,,,
769.75,3.89,,,,,,,
769.7501,6.24,,,,,,,
770,6.11,,,,,,,
770.01,6.11,,,,,,,
770.25,8.31,,,,,,,
770.2501,9.7,,,,,,,
770.5,10.08,,,,,,,
770.501,10.65,,,,,,,
770.75,11.38,,,,,,,
770.7501,9.95,,,,,,,
771,7.81,,,,,,,
771.01,7,,,,,,,
771.25,8.13,,,,,,,
771.2501,6.37,,,,,,,
771.5,7.97,,,,,,,
771.501,7.84,,,,,,,
771.75,6.47,,,,,,,
771.7501,5.07,,,,,,,
772,3.04,,,,,,,
772.01,1.54,,,,,,,
772.25,1.02,,,,,,,
772.2501,2.01,,,,,,,
772.5,2.6,,,,,,,
772.501,3.46,,,,,,,
772.75,3.97,,,,,,,
772.7501,4.64,,,,,,,
773,5.12,,,,,,,
773.01,4.7,,,,,,,
773.25,4.47,,,,,,,
773.2501,4.13,,,,,,,
773.5,8.78,,,,,,,
773.501,9.75,,,,,,,
773.75,9.6,,,,,,,
773.7501,9.64,,,,,,,
774,9.37,,,,,,,
774.01,6.26,,,,,,,
774.25,4.17,,,,,,,
774.2501,2.6,,,,,,,
