time,p:1,q :1,timeStamp,CorrectP
47.852,1317844.522,-564445.1678,,1317844.522
47.853,1317561.002,-564558.3281,,1317561.002
47.854,1317280.026,-564670.9095,,1317280.026
47.855,1317001.542,-564782.7648,,1317001.542
47.856,1316725.444,-564893.7864,,1316725.444
47.857,1316451.583,-565003.9212,,1316451.583
47.858,1316179.799,-565113.1778,,1316179.799
47.859,1315909.936,-565221.6249,,1315909.936
47.86,1315641.868,-565329.3823,,1315641.868
47.861,1315375.517,-565436.6052,,1315375.517
47.862,1315110.862,-565543.4639,,1315110.862
47.863,1314847.943,-565650.1228,,1314847.943
47.864,1314586.857,-565756.7198,,1314586.857
47.865,1314327.743,-565863.3498,,1314327.743
47.866,1314070.765,-565970.0553,,1314070.765
47.867,1313816.094,-566076.8224,,1313816.094
47.868,1313563.884,-566183.5859,,1313563.884
47.869,1313314.253,-566290.2402,,1313314.253
47.87,1313067.272,-566396.6554,,1313067.272
47.871,1312822.958,-566502.6962,,1312822.958
47.872,1312581.272,-566608.2412,,1312581.272
47.873,1312342.129,-566713.1997,,1312342.129
47.874,1312105.414,-566817.5242,,1312105.414
47.875,1311870.993,-566921.2166,,1311870.993
47.876,1311638.737,-567024.3283,,1311638.737
47.877,1311408.539,-567126.9529,,1311408.539
47.878,1311180.33,-567229.2143,,1311180.33
47.879,1310954.086,-567331.2508,,1310954.086
47.88,1310729.833,-567433.1974,,1310729.833
47.881,1310507.641,-567535.1695,,1310507.641
47.882,1310287.62,-567637.249,,1310287.62
47.883,1310069.9,-567739.4756,,1310069.9
47.884,1309854.617,-567841.8436,,1309854.617
47.885,1309641.896,-567944.3048,,1309641.896
47.886,1309431.835,-568046.777,,1309431.835
47.887,1309224.495,-568149.157,,1309224.495
47.888,1309019.89,-568251.3352,,1309019.89
47.889,1308817.994,-568353.2117,,1308817.994
47.89,1308618.738,-568454.7101,,1308618.738
47.891,1308422.029,-568555.7881,,1308422.029
47.892,1308227.758,-568656.4433,,1308227.758
47.893,1308035.816,-568756.7132,,1308035.816
47.894,1307846.112,-568856.6708,,1307846.112
47.895,1307658.585,-568956.4149,,1307658.585
47.896,1307473.207,-569056.057,,1307473.207
47.897,1307289.993,-569155.7081,,1307289.993
47.898,1307108.995,-569255.4641,,1307108.995
47.899,1306930.296,-569355.3952,,1306930.296
47.9,1306753.997,-569455.5377,,1306753.997
47.901,1306581.673,-569556.2269,,1306581.673
47.902,1306414.865,-569657.6608,,1306414.865
47.903,1306253.567,-569759.6416,,1306253.567
47.904,1306097.701,-569861.992,,1306097.701
47.905,1305947.121,-569964.5791,,1305947.121
47.906,1305801.636,-570067.3313,,1305801.636
47.907,1305661.036,-570170.2476,,1305661.036
47.908,1305525.114,-570273.3962,,1305525.114
47.909,1305393.697,-570376.9054,,1305393.697
47.91,1305266.665,-570480.9453,,1305266.665
47.911,1305143.964,-570585.7053,,1305143.964
47.912,1305025.608,-570691.3696,,1305025.608
47.913,1304911.678,-570798.0935,,1304911.678
47.914,1304802.305,-570905.9845,,1304802.305
47.915,1304697.651,-571015.0899,,1304697.651
47.916,1304597.885,-571125.3926,,1304597.885
47.917,1304503.16,-571236.8157,,1304503.16
47.918,1304413.589,-571349.2344,,1304413.589
47.919,1304329.232,-571462.4948,,1304329.232
47.92,1304250.085,-571576.4351,,1304250.085
47.921,1304176.082,-571690.9078,,1304176.082
47.922,1304107.104,-571805.7993,,1304107.104
47.923,1304042.991,-571921.0447,,1304042.991
47.924,1303983.564,-572036.6356,,1303983.564
47.925,1303928.649,-572152.6206,,1303928.649
47.926,1303878.092,-572269.0976,,1303878.092
47.927,1303831.784,-572386.2004,,1303831.784
47.928,1303789.665,-572504.0808,,1303789.665
47.929,1303751.736,-572622.8882,,1303751.736
47.93,1303718.047,-572742.7507,,1303718.047
47.931,1303688.692,-572863.7591,,1303688.692
47.932,1303663.795,-572985.9559,,1303663.795
47.933,1303643.484,-573109.3318,,1303643.484
47.934,1303627.878,-573233.828,,1303627.878
47.935,1303617.064,-573359.3458,,1303617.064
47.936,1303611.088,-573485.761,,1303611.088
47.937,1303609.945,-573612.9409,,1303609.945
47.938,1303613.579,-573740.7625,,1303613.579
47.939,1303621.889,-573869.1287,,1303621.889
47.94,1303634.741,-573997.981,,1303634.741
47.941,1303651.982,-574127.3059,,1303651.982
47.942,1303673.461,-574257.1367,,1303673.461
47.943,1303699.045,-574387.5473,,1303699.045
47.944,1303728.631,-574518.6424,,1303728.631
47.945,1303762.159,-574650.5426,,1303762.159
47.946,1303799.614,-574783.3685,,1303799.614
47.947,1303841.027,-574917.2252,,1303841.027
47.948,1303886.463,-575052.1885,,1303886.463
47.949,1303936.011,-575188.2959,,1303936.011
47.95,1303989.767,-575325.5429,,1303989.767
47.951,1304047.821,-575463.8844,,1304047.821
47.952,1304110.239,-575603.2419,,1304110.239
47.953,1304177.056,-575743.5148,,1304177.056
47.954,1304248.262,-575884.594,,1304248.262
47.955,1304323.808,-576026.3768,,1304323.808
47.956,1304403.609,-576168.78,,1304403.609
47.957,1304487.55,-576311.7507,,1304487.55
47.958,1304575.5,-576455.2726,,1304575.5
47.959,1304667.327,-576599.3667,,1304667.327
47.96,1304762.914,-576744.0882,,1304762.914
47.961,1304862.164,-576889.518,,1304862.164
47.962,1304965.019,-577035.7514,,1304965.019
47.963,1305071.454,-577182.8853,,1305071.454
47.964,1305181.481,-577331.0049,,1305181.481
47.965,1305295.143,-577480.173,,1305295.143
47.966,1305412.502,-577630.4218,,1305412.502
47.967,1305533.628,-577781.7498,,1305533.628
47.968,1305658.587,-577934.1219,,1305658.587
47.969,1305787.428,-578087.4755,,1305787.428
47.97,1305920.172,-578241.7286,,1305920.172
47.971,1306056.809,-578396.7912,,1306056.809
47.972,1306197.295,-578552.5771,,1306197.295
47.973,1306341.554,-578709.015,,1306341.554
47.974,1306489.488,-578866.0572,,1306489.488
47.975,1306640.983,-579023.6854,,1306640.983
47.976,1306795.925,-579181.9115,,1306795.925
47.977,1306954.207,-579340.7757,,1306954.207
47.978,1307115.743,-579500.3399,,1307115.743
47.979,1307280.473,-579660.6787,,1307280.473
47.98,1307448.365,-579821.8691,,1307448.365
47.981,1307619.419,-579983.9798,,1307619.419
47.982,1307793.66,-580147.062,,1307793.66
47.983,1307971.127,-580311.1431,,1307971.127
47.984,1308151.87,-580476.2227,,1308151.87
47.985,1308335.936,-580642.2735,,1308335.936
47.986,1308523.358,-580809.2447,,1308523.358
47.987,1308714.148,-580977.0694,,1308714.148
47.988,1308908.294,-581145.6728,,1308908.294
47.989,1309105.753,-581314.9826,,1309105.753
47.99,1309306.461,-581484.9371,,1309306.461
47.991,1309510.331,-581655.4935,,1309510.331
47.992,1309717.264,-581826.6323,,1309717.264
47.993,1309927.159,-581998.3584,,1309927.159
47.994,1310139.922,-582170.7004,,1310139.922
47.995,1310355.472,-582343.7046,,1310355.472
47.996,1310573.751,-582517.429,,1310573.751
47.997,1310794.723,-582691.934,,1310794.723
47.998,1311018.377,-582867.2745,,1311018.377
47.999,1311244.724,-583043.4919,,1311244.724
48,1311473.787,-583220.6085,,1311473.787
48.001,1311707.062,-583398.962,,1311707.062
48.002,1311946.014,-583578.7665,,1311946.014
48.003,1312190.58,-583759.8477,,1312190.58
48.004,1312440.636,-583942.0559,,1312440.636
48.005,1312696.007,-584125.2852,,1312696.007
48.006,1312956.487,-584309.485,,1312956.487
48.007,1313221.859,-584494.6655,,1313221.859
48.008,1313491.919,-584680.8939,,1313491.919
48.009,1313766.498,-584868.2836,,1313766.498
48.01,1314045.476,-585056.9776,,1314045.476
48.011,1314328.792,-585247.128,,1314328.792
48.012,1314616.443,-585438.8753,,1314616.443
48.013,1314908.479,-585632.3295,,1314908.479
48.014,1315204.987,-585827.5554,,1315204.987
48.015,1315506.074,-586024.5645,,1315506.074
48.016,1315811.848,-586223.3142,,1315811.848
48.017,1316122.393,-586423.7139,,1316122.393
48.018,1316437.758,-586625.6371,,1316437.758
48.019,1316757.94,-586828.9386,,1316757.94
48.02,1317082.884,-587033.473,,1317082.884
48.021,1317412.483,-587239.1131,,1317412.483
48.022,1317746.588,-587445.7654,,1317746.588
48.023,1318085.02,-587653.381,,1318085.02
48.024,1318427.594,-587861.9597,,1318427.594
48.025,1318774.13,-588071.5482,,1318774.13
48.026,1319124.478,-588282.2319,,1319124.478
48.027,1319478.522,-588494.1218,,1319478.522
48.028,1319836.198,-588707.3381,,1319836.198
48.029,1320197.487,-588921.9933,,1320197.487
48.03,1320562.414,-589138.1769,,1320562.414
48.031,1320931.035,-589355.9424,,1320931.035
48.032,1321303.427,-589575.3011,,1321303.427
48.033,1321679.665,-589796.2197,,1321679.665
48.034,1322059.811,-590018.6255,,1322059.811
48.035,1322443.895,-590242.4155,,1322443.895
48.036,1322831.911,-590467.4696,,1322831.911
48.037,1323223.808,-590693.6661,,1323223.808
48.038,1323619.491,-590920.8966,,1323619.491
48.039,1324018.832,-591149.0787,,1324018.832
48.04,1324421.68,-591378.1655,,1324421.68
48.041,1324827.872,-591608.1492,,1324827.872
48.042,1325237.251,-591839.0608,,1325237.251
48.043,1325649.681,-592070.9633,,1325649.681
48.044,1326065.056,-592303.9418,,1326065.056
48.045,1326483.307,-592538.0903,,1326483.307
48.046,1326904.405,-592773.4981,,1326904.405
48.047,1327328.357,-593010.2371,,1327328.357
48.048,1327755.196,-593248.3509,,1327755.196
48.049,1328184.973,-593487.8493,,1328184.973
48.05,1328617.74,-593728.7057,,1328617.74
48.051,1329053.537,-593970.8613,,1329053.537
48.052,1329492.385,-594214.2314,,1329492.385
48.053,1329934.269,-594458.7165,,1329934.269
48.054,1330379.144,-594704.2142,,1330379.144
48.055,1330826.928,-594950.6316,,1330826.928
48.056,1331277.508,-595197.8963,,1331277.508
48.057,1331730.753,-595445.9634,,1331730.753
48.058,1332186.524,-595694.82,,1332186.524
48.059,1332644.682,-595944.4848,,1332644.682
48.06,1333105.105,-596195.0032,,1333105.105
48.061,1333567.694,-596446.4393,,1333567.694
48.062,1334032.382,-596698.8659,,1334032.382
48.063,1334499.132,-596952.3531,,1334499.132
48.064,1334967.937,-597206.9576,,1334967.937
48.065,1335438.814,-597462.7146,,1335438.814
48.066,1335911.792,-597719.6315,,1335911.792
48.067,1336386.907,-597977.6869,,1336386.907
48.068,1336864.183,-598236.8324,,1336864.183
48.069,1337343.63,-598496.9979,,1337343.63
48.07,1337825.232,-598758.1004,,1337825.232
48.071,1338308.945,-599020.0535,,1338308.945
48.072,1338794.696,-599282.7774,,1338794.696
48.073,1339282.39,-599546.208,,1339282.39
48.074,1339771.913,-599810.303,,1339771.913
48.075,1340263.142,-600075.0462,,1340263.142
48.076,1340755.957,-600340.4466,,1340755.957
48.077,1341250.249,-600606.5357,,1341250.249
48.078,1341745.927,-600873.3611,,1341745.927
48.079,1342242.926,-601140.9782,,1342242.926
48.08,1342741.204,-601409.4413,,1342741.204
48.081,1343240.746,-601678.7946,,1343240.746
48.082,1343741.556,-601949.0656,,1343741.556
48.083,1344243.65,-602220.2596,,1344243.65
48.084,1344747.047,-602492.3585,,1344747.047
48.085,1345251.762,-602765.3222,,1345251.762
48.086,1345757.796,-603039.0922,,1345757.796
48.087,1346265.132,-603313.5989,,1346265.132
48.088,1346773.728,-603588.7689,,1346773.728
48.089,1347283.522,-603864.5336,,1347283.522
48.09,1347794.429,-604140.8362,,1347794.429
48.091,1348306.352,-604417.6372,,1348306.352
48.092,1348819.185,-604694.9179,,1348819.185
48.093,1349332.822,-604972.6805,,1349332.822
48.094,1349847.167,-605250.9457,,1349847.167
48.095,1350362.137,-605529.7477,,1350362.137
48.096,1350877.67,-605809.128,,1350877.67
48.097,1351393.725,-606089.1279,,1351393.725
48.098,1351910.278,-606369.7815,,1351910.278
48.099,1352427.326,-606651.1095,,1352427.326
48.1,1352944.873,-606933.1153,,1352944.873
48.101,1353460.641,-607215.2323,,1353460.641
48.102,1353972.386,-607497.0352,,1353972.386
48.103,1354480.231,-607778.6843,,1354480.231
48.104,1354984.361,-608060.2699,,1354984.361
48.105,1355484.987,-608341.7999,,1355484.987
48.106,1355982.32,-608623.1992,,1355982.32
48.107,1356476.537,-608904.3197,,1356476.537
48.108,1356967.755,-609184.9597,,1356967.755
48.109,1357456.019,-609464.8901,,1357456.019
48.11,1357941.287,-609743.8832,,1357941.287
48.111,1358423.44,-610021.7413,,1358423.44
48.112,1358902.296,-610298.3202,,1358902.296
48.113,1359377.63,-610573.5448,,1359377.63
48.114,1359849.206,-610847.4159,,1359849.206
48.115,1360316.802,-611120.0067,,1360316.802
48.116,1360780.238,-611391.4489,,1360780.238
48.117,1361239.395,-611661.9131,,1361239.395
48.118,1361694.229,-611931.583,,1361694.229
48.119,1362144.769,-612200.6296,,1362144.769
48.12,1362591.111,-612469.1869,,1362591.111
48.121,1363033.402,-612737.3337,,1363033.402
48.122,1363471.815,-613005.0828,,1363471.815
48.123,1363906.523,-613272.3795,,1363906.523
48.124,1364337.678,-613539.1086,,1364337.678
48.125,1364765.383,-613805.1093,,1364765.383
48.126,1365189.683,-614070.1966,,1365189.683
48.127,1365610.555,-614334.1839,,1365610.555
48.128,1366027.911,-614596.9067,,1366027.911
48.129,1366441.611,-614858.2418,,1366441.611
48.13,1366851.48,-615118.1214,,1366851.48
48.131,1367257.327,-615376.5389,,1367257.327
48.132,1367658.973,-615633.5468,,1367658.973
48.133,1368056.272,-615889.247,,1368056.272
48.134,1368449.124,-616143.7747,,1368449.124
48.135,1368837.489,-616397.278,,1368837.489
48.136,1369221.388,-616649.8971,,1369221.388
48.137,1369600.898,-616901.744,,1369600.898
48.138,1369976.136,-617152.8875,,1369976.136
48.139,1370347.244,-617403.3437,,1370347.244
48.14,1370714.369,-617653.0734,,1370714.369
48.141,1371077.638,-617901.9877,,1371077.638
48.142,1371437.145,-618149.9593,,1371437.145
48.143,1371792.935,-618396.8392,,1371792.935
48.144,1372144.998,-618642.4752,,1372144.998
48.145,1372493.274,-618886.731,,1372493.274
48.146,1372837.656,-619129.5024,,1372837.656
48.147,1373178.008,-619370.729,,1373178.008
48.148,1373514.181,-619610.4,,1373514.181
48.149,1373846.031,-619848.553,,1373846.031
48.15,1374173.44,-620085.2668,,1374173.44
48.151,1374496.326,-620320.6485,,1374496.326
48.152,1374814.657,-620554.8181,,1374814.657
48.153,1375128.447,-620787.8904,,1375128.447
48.154,1375437.759,-621019.9597,,1375437.759
48.155,1375742.69,-621251.0858,,1375742.69
48.156,1376043.357,-621481.2868,,1376043.357
48.157,1376339.884,-621710.5357,,1376339.884
48.158,1376632.382,-621938.7648,,1376632.382
48.159,1376920.934,-622165.8738,,1376920.934
48.16,1377205.586,-622391.7434,,1377205.586
48.161,1377486.34,-622616.25,,1377486.34
48.162,1377763.156,-622839.2816,,1377763.156
48.163,1378035.955,-623060.7505,,1378035.955
48.164,1378304.634,-623280.6041,,1378304.634
48.165,1378569.077,-623498.8297,,1378569.077
48.166,1378829.172,-623715.4541,,1378829.172
48.167,1379084.824,-623930.5383,,1379084.824
48.168,1379335.969,-624144.1678,,1379335.969
48.169,1379582.581,-624356.4398,,1379582.581
48.17,1379824.673,-624567.4491,,1379824.673
48.171,1380062.295,-624777.2748,,1380062.295
48.172,1380295.53,-624985.9696,,1380295.53
48.173,1380524.478,-625193.5523,,1380524.478
48.174,1380749.242,-625400.0059,,1380749.242
48.175,1380969.921,-625605.2792,,1380969.921
48.176,1381186.589,-625809.2943,,1381186.589
48.177,1381399.294,-626011.9561,,1381399.294
48.178,1381608.045,-626213.1652,,1381608.045
48.179,1381812.819,-626412.8297,,1381812.819
48.18,1382013.562,-626610.877,,1382013.562
48.181,1382210.196,-626807.262,,1382210.196
48.182,1382402.633,-627001.9716,,1382402.633
48.183,1382590.788,-627195.0249,,1382590.788
48.184,1382774.587,-627386.4698,,1382774.587
48.185,1382953.98,-627576.3748,,1382953.98
48.186,1383128.948,-627764.8191,,1383128.948
48.187,1383299.504,-627951.8811,,1383299.504
48.188,1383465.692,-628137.6279,,1383465.692
48.189,1383627.581,-628322.1059,,1383627.581
48.19,1383785.258,-628505.3344,,1383785.258
48.191,1383938.812,-628687.304,,1383938.812
48.192,1384088.33,-628867.9769,,1384088.33
48.193,1384233.882,-629047.2932,,1384233.882
48.194,1384375.512,-629225.178,,1384375.512
48.195,1384513.24,-629401.5518,,1384513.24
48.196,1384647.054,-629576.3403,,1384647.054
48.197,1384776.919,-629749.4837,,1384776.919
48.198,1384902.779,-629920.9441,,1384902.779
48.199,1385024.571,-630090.7091,,1385024.571
48.2,1385142.229,-630258.7929,,1385142.229
48.201,1385255.842,-630425.2688,,1385255.842
48.202,1385365.514,-630590.2176,,1385365.514
48.203,1385471.223,-630753.6911,,1385471.223
48.204,1385572.973,-630915.7454,,1385572.973
48.205,1385670.785,-631076.433,,1385670.785
48.206,1385764.705,-631235.7957,,1385764.705
48.207,1385854.791,-631393.8593,,1385854.791
48.208,1385941.11,-631550.63,,1385941.11
48.209,1386023.73,-631706.0943,,1386023.73
48.21,1386102.713,-631860.2206,,1386102.713
48.211,1386178.105,-632012.9639,,1386178.105
48.212,1386249.937,-632164.2718,,1386249.937
48.213,1386318.221,-632314.0914,,1386318.221
48.214,1386382.946,-632462.3761,,1386382.946
48.215,1386444.089,-632609.0917,,1386444.089
48.216,1386501.615,-632754.2202,,1386501.615
48.217,1386555.485,-632897.762,,1386555.485
48.218,1386605.663,-633039.7348,,1386605.663
48.219,1386652.122,-633180.1714,,1386652.122
48.22,1386694.849,-633319.1145,,1386694.849
48.221,1386733.85,-633456.611,,1386733.85
48.222,1386769.148,-633592.7057,,1386769.148
48.223,1386800.783,-633727.4352,,1386800.783
48.224,1386828.807,-633860.8236,,1386828.807
48.225,1386853.281,-633992.8793,,1386853.281
48.226,1386874.266,-634123.5946,,1386874.266
48.227,1386891.818,-634252.9472,,1386891.818
48.228,1386905.983,-634380.903,,1386905.983
48.229,1386916.794,-634507.4218,,1386916.794
48.23,1386924.266,-634632.4621,,1386924.266
48.231,1386928.402,-634755.987,,1386928.402
48.232,1386929.187,-634877.9693,,1386929.187
48.233,1386926.602,-634998.3945,,1386926.602
48.234,1386920.619,-635117.263,,1386920.619
48.235,1386911.216,-635234.5896,,1386911.216
48.236,1386898.375,-635350.4013,,1386898.375
48.237,1386882.092,-635464.734,,1386882.092
48.238,1386862.376,-635577.6273,,1386862.376
48.239,1386839.248,-635689.1196,,1386839.248
48.24,1386812.747,-635799.2434,,1386812.747
48.241,1386782.921,-635908.0213,,1386782.921
48.242,1386749.823,-636015.4635,,1386749.823
48.243,1386713.51,-636121.5668,,1386713.51
48.244,1386674.034,-636226.3162,,1386674.034
48.245,1386631.439,-636329.687,,1386631.439
48.246,1386585.76,-636431.6486,,1386585.76
48.247,1386537.017,-636532.1691,,1386537.017
48.248,1386485.218,-636631.2201,,1386485.218
48.249,1386430.36,-636728.7803,,1386430.36
48.25,1386372.432,-636824.8387,,1386372.432
48.251,1386311.42,-636919.3962,,1386311.42
48.252,1386247.311,-637012.4654,,1386247.311
48.253,1386180.096,-637104.0694,,1386180.096
48.254,1386109.775,-637194.2384,,1386109.775
48.255,1386036.362,-637283.0064,,1386036.362
48.256,1385959.878,-637370.4068,,1385959.878
48.257,1385880.36,-637456.4687,,1385880.36
48.258,1385797.852,-637541.2132,,1385797.852
48.259,1385712.402,-637624.6517,,1385712.402
48.26,1385624.064,-637706.785,,1385624.064
48.261,1385532.884,-637787.6038,,1385532.884
48.262,1385438.908,-637867.0906,,1385438.908
48.263,1385342.168,-637945.2233,,1385342.168
48.264,1385242.69,-638021.9778,,1385242.69
48.265,1385140.486,-638097.3327,,1385140.486
48.266,1385035.562,-638171.2719,,1385035.562
48.267,1384927.914,-638243.7877,,1384927.914
48.268,1384817.537,-638314.8816,,1384817.537
48.269,1384704.427,-638384.5651,,1384704.427
48.27,1384588.582,-638452.8579,,1384588.582
48.271,1384470.007,-638519.7861,,1384470.007
48.272,1384348.717,-638585.3792,,1384348.717
48.273,1384224.736,-638649.6666,,1384224.736
48.274,1384098.098,-638712.6743,,1384098.098
48.275,1383968.843,-638774.4225,,1383968.843
48.276,1383837.017,-638834.9233,,1383837.017
48.277,1383702.668,-638894.1803,,1383702.668
48.278,1383565.841,-638952.1889,,1383565.841
48.279,1383426.579,-639008.9379,,1383426.579
48.28,1383284.916,-639064.4113,,1383284.916
48.281,1383140.878,-639118.592,,1383140.878
48.282,1382994.482,-639171.4643,,1382994.482
48.283,1382845.74,-639223.0166,,1382845.74
48.284,1382694.654,-639273.244,,1382694.654
48.285,1382541.228,-639322.149,,1382541.228
48.286,1382385.461,-639369.742,,1382385.461
48.287,1382227.359,-639416.0407,,1382227.359
48.288,1382066.931,-639461.0677,,1382066.931
48.289,1381904.193,-639504.8488,,1381904.193
48.29,1381739.17,-639547.4102,,1381739.17
48.291,1381571.894,-639588.7754,,1381571.894
48.292,1381402.403,-639628.9636,,1381402.403
48.293,1381230.739,-639667.9873,,1381230.739
48.294,1381056.947,-639705.8525,,1381056.947
48.295,1380881.07,-639742.5581,,1380881.07
48.296,1380703.147,-639778.0976,,1380703.147
48.297,1380523.214,-639812.4606,,1380523.214
48.298,1380341.296,-639845.6352,,1380341.296
48.299,1380157.415,-639877.6107,,1380157.415
48.3,1379971.585,-639908.3792,,1379971.585
48.301,1379782.075,-639937.506,,1379782.075
48.302,1379587.178,-639964.6849,,1379587.178
48.303,1379386.998,-639990.087,,1379386.998
48.304,1379181.693,-640013.8442,,1379181.693
48.305,1378971.467,-640036.0327,,1378971.467
48.306,1378756.539,-640056.666,,1378756.539
48.307,1378537.124,-640075.6955,,1378537.124
48.308,1378313.409,-640093.0191,,1378313.409
48.309,1378085.531,-640108.497,,1378085.531
48.31,1377853.57,-640121.9725,,1377853.57
48.311,1377617.543,-640133.2936,,1377617.543
48.312,1377377.406,-640142.3343,,1377377.406
48.313,1377133.072,-640149.0114,,1377133.072
48.314,1376884.422,-640153.2958,,1376884.422
48.315,1376631.335,-640155.2161,,1376631.335
48.316,1376373.7,-640154.8542,,1376373.7
48.317,1376111.445,-640152.3349,,1376111.445
48.318,1375844.542,-640147.8092,,1375844.542
48.319,1375573.024,-640141.4349,,1375573.024
48.32,1375296.975,-640133.3571,,1375296.975
48.321,137516.532,-640123.6903,,137516.532
48.322,1374731.866,-640112.5055,,1374731.866
48.323,1374443.165,-640099.8229,,1374443.165
48.324,1374150.613,-640085.6122,,1374150.613
48.325,1373854.376,-640069.7983,,1373854.376
48.326,1373554.58,-640052.2745,,1373554.58
48.327,1373251.305,-640032.9178,,1373251.305
48.328,1372944.58,-640011.6074,,1372944.58
48.329,1372634.384,-639988.2419,,1372634.384
48.33,1372320.66,-639962.7532,,1372320.66
48.331,1372003.323,-639935.1162,,1372003.323
48.332,1371682.284,-639905.3526,,1371682.284
48.333,1371357.461,-639873.5282,,1371357.461
48.334,1371028.801,-639839.7444,,1371028.801
48.335,1370696.287,-639804.1257,,1370696.287
48.336,1370359.95,-639766.8038,,1370359.95
48.337,1370019.863,-639727.9019,,1370019.863
48.338,1369676.143,-639687.5196,,1369676.143
48.339,1369328.934,-639645.7226,,1369328.934
48.34,1368978.399,-639602.5354,,1368978.399
48.341,1368624.698,-639557.9412,,1368624.698
48.342,1368267.975,-639511.8866,,1368267.975
48.343,1367908.347,-639464.2908,,1367908.347
48.344,1367545.892,-639415.0586,,1367545.892
48.345,1367180.648,-639364.0947,,1367180.648
48.346,1366812.61,-639311.3181,,1366812.61
48.347,1366441.744,-639256.6737,,1366441.744
48.348,1366067.993,-639200.1408,,1366067.993
48.349,1365691.293,-639141.7364,,1365691.293
48.35,1365311.586,-639081.5137,,1365311.586
48.351,1364928.833,-639019.5555,,1364928.833
48.352,1364543.028,-638955.965,,1364543.028
48.353,1364154.198,-638890.8525,,1364154.198
48.354,1363762.41,-638824.3225,,1363762.41
48.355,1363367.763,-638756.4622,,1363367.763
48.356,1362970.381,-638687.3314,,1362970.381
48.357,1362570.403,-638616.9575,,1362570.403
48.358,1362167.969,-638545.3338,,1362167.969
48.359,1361763.206,-638472.4235,,1361763.206
48.36,1361356.22,-638398.1664,,1361356.22
48.361,1360947.087,-638322.4897,,1360947.087
48.362,1360535.849,-638245.319,,1360535.849
48.363,1360122.515,-638166.5901,,1360122.515
48.364,1359707.067,-638086.2594,,1359707.067
48.365,1359289.469,-638004.3099,,1359289.469
48.366,1358869.678,-637920.7555,,1358869.678
48.367,1358447.653,-637835.6397,,1358447.653
48.368,1358023.37,-637749.0307,,1358023.37
48.369,1357596.827,-637661.014,,1357596.827
48.37,1357168.053,-637571.6824,,1357168.053
48.371,1356737.106,-637481.1249,,1356737.106
48.372,1356304.071,-637389.4175,,1356304.071
48.373,1355869.056,-637296.6146,,1355869.056
48.374,1355432.179,-637202.7448,,1355432.179
48.375,1354993.563,-637107.8089,,1354993.563
48.376,1354553.32,-637011.7828,,1354553.32
48.377,1354111.545,-636914.6227,,1354111.545
48.378,1353668.312,-636816.2734,,1353668.312
48.379,1353223.663,-636716.6775,,1353223.663
48.38,1352777.618,-636615.7849,,1352777.618
48.381,1352330.171,-636513.5612,,1352330.171
48.382,1351881.301,-636409.9933,,1351881.301
48.383,1351430.982,-636305.0928,,1351430.982
48.384,1350979.185,-636198.8955,,1350979.185
48.385,1350525.898,-636091.4579,,1350525.898
48.386,1350071.125,-635982.8514,,1350071.125
48.387,1349614.892,-635873.1538,,1349614.892
48.388,1349157.25,-635762.4412,,1349157.25
48.389,1348698.275,-635650.7799,,1348698.275
48.39,1348238.058,-635538.219,,1348238.058
48.391,1347776.702,-635424.7873,,1347776.702
48.392,1347314.313,-635310.4908,,1347314.313
48.393,1346850.99,-635195.3151,,1346850.99
48.394,1346386.82,-635079.229,,1346386.82
48.395,1345921.868,-634962.1916,,1345921.868
48.396,1345456.182,-634844.1588,,1345456.182
48.397,1344989.783,-634725.0923,,1344989.783
48.398,1344522.676,-634604.965,,1344522.676
48.399,1344054.852,-634483.7674,,1344054.852
48.4,1343586.295,-634361.5094,,1343586.295
48.401,1343116.784,-634238.1713,,1343116.784
48.402,1342646.11,-634113.7651,,1342646.11
48.403,1342174.292,-633988.3693,,1342174.292
48.404,1341701.374,-633862.0633,,1341701.374
48.405,1341227.425,-633734.9186,,1341227.425
48.406,1340752.531,-633606.9915,,1340752.531
48.407,1340276.796,-633478.318,,1340276.796
48.408,1339800.324,-633348.9111,,1339800.324
48.409,1339323.221,-633218.7622,,1339323.221
48.41,1338845.577,-633087.8438,,1338845.577
48.411,1338367.465,-632956.116,,1338367.465
48.412,1337888.939,-632823.5337,,1337888.939
48.413,1337410.027,-632690.0548,,1337410.027
48.414,1336930.738,-632555.6472,,1336930.738
48.415,1336451.063,-632420.2949,,1336451.063
48.416,1335970.987,-632284.0014,,1335970.987
48.417,1335490.491,-632146.791,,1335490.491
48.418,1335009.564,-632008.7066,,1335009.564
48.419,1334528.205,-631869.8054,,1334528.205
48.42,1334046.435,-631730.1533,,1334046.435
48.421,1333564.293,-631589.8176,,1333564.293
48.422,1333081.836,-631448.8598,,1333081.836
48.423,1332599.141,-631307.3298,,1332599.141
48.424,1332116.293,-631165.2613,,1332116.293
48.425,1331633.386,-631022.6696,,1331633.386
48.426,1331150.508,-630879.552,,1331150.508
48.427,1330667.74,-630735.8902,,1330667.74
48.428,1330185.149,-630591.6552,,1330185.149
48.429,1329702.785,-630446.8132,,1329702.785
48.43,1329220.677,-630301.3317,,1329220.677
48.431,1328738.839,-630155.1862,,1328738.839
48.432,1328257.272,-630008.3644,,1328257.272
48.433,1327775.967,-629860.8698,,1327775.967
48.434,1327294.914,-629712.7225,,1327294.914
48.435,1326814.106,-629563.9582,,1326814.106
48.436,1326333.55,-629414.6247,,1326333.55
