time,p:1,q :1,,,
0,-0.339545129,1.2117E-11,,,
0.1,143145.2917,-2767074.614,0,,
0.2,392751.5012,-2047148.664,0.25,,
0.3,384710.0768,-1500340.001,0.2501,,
0.4,98610.03823,-1081526.556,,,
0.5,-275165.711,-803380.0872,0.5,,
0.6,-512535.3128,-636623.6465,0.501,,
0.7,-515944.2732,-521507.799,0.75,,
0.8,-201941.1171,-425444.4545,0.7501,,
0.9,357833.9698,-384761.6926,,,
1,812665.4306,-413144.8244,1,,
1.1,927614.0939,-426044.488,,,
1.2,685485.8208,-372291.2791,1.25,,
1.3,262817.4729,-298984.8477,1.2501,,
1.4,-122797.9067,-260480.8548,,,
1.5,-330121.1701,-251890.8525,1.5,,
1.6,-307370.4761,-247437.1179,1.501,,
1.7,-90096.34278,-240866.8577,1.75,,
1.8,156243.5333,-243147.7881,1.7501,,
1.9,251851.9835,-244989.802,,,
2,199490.3456,-237901.6682,2,0,
2.1,100302.9942,-228988.9996,,,
2.2,59041.64728,-224748.0942,2.25,0.25,
2.3,100447.6996,-225192.2873,2.2501,0.2501,
2.4,136491.5281,-226492.057, , ,
2.5,84441.33707,-223505.6091,2.5,0.5,
2.6,-42187.99834,-218953.1401,2.501,0.501,
2.7,-180902.4419,-218684.4651,2.75,0.75,
2.8,-255851.982,-222346.0085,2.7501,0.7501,
2.9,-247933.2172,-225424.643, , ,
3,-204706.3411,-226642.2771,3,0,3
3.1,-176202.341,-226801.7214, ,, 
3.2,-154598.6488,-226339.0514,3.25,0.25,3
3.3,-108309.8184,-225694.6091,3.2501,0.2501,3
3.4,127589.9045,-230393.4081, , ,3
3.5,499624.9356,-262746.4775,3.5,0.5,3
3.6,719552.5699,-302550.0689,3.501,0.501,3
3.7,676051.3549,-305639.625,3.75,0.75,3
3.8,431899.645,-273862.3473,3.7501,0.7501,3
3.9,113287.1575,-241352.1461, , , 
4,-88885.31459,-228401.7005,4,0,4
4.1,-46886.91273,-226167.8373, ,,4
4.2,159257.8909,-231989.279,4.25,0.25,4
4.3,355624.8123,-246372.8207,4.2501,0.2501,4
4.4,419218.7384,-254496.8487, , , 
4.5,341891.0297,-247638.7323,4.5,0.5,4
4.6,203553.1967,-234905.4163,4.501,0.501,4
4.7,50407.18103,-224634.7132,4.75,0.75,4
4.8,-87584.93202,-219889.9994,4.7501,0.7501,4
4.9,-153472.8727,-220039.6298, , , 
5,-144295.4122,-221352.5439,5,0,5
5.1,-110977.3466,-222236.8509, ,,5
5.2,-135568.1611,-222439.7782,5.25,0.25,5
5.3,-208494.1725,-223372.7569,5.2501,0.2501,5
5.4,-207628.1372,-224783.7988, , ,5
5.5,-111119.5725,-225201.8365,5.5,0.5,5
5.6,-5688.900783,-225928.4625,5.501,0.501,5
5.7,31842.44535,-225484.9126,5.75,0.75,5
5.8,-15437.68742,-222672.1715,5.7501,0.7501,5
5.9,-147951.6412,-220579.3626, , ,5
6,-290096.664,-224155.8002,6,0,6
6.1,-291135.1442,-227971.4409, ,,6
6.2,-17469.2031,-228395.9829,6.25,0.25,6
6.3,398409.552,-253199.0992,6.2501,0.2501,6
6.4,663650.605,-292163.6778, , ,6
6.5,686366.5635,-304779.3579,6.5,0.5,6
6.6,557556.9361,-289237.3417,6.501,0.501,6
6.7,387106.3869,-266107.835,6.75,0.75,6
6.8,235234.2047,-246906.2353,6.7501,0.7501,6
6.9,145485.7713,-235700.4634, , ,6
7,121848.9384,-230688.3474,7,0,7
7.1,132724.742,-228953.5207, ,, 
7.2,136314.0254,-227711.2277,7.25,0.25,7
7.3,90220.69531,-224498.4245,7.2501,0.2501,7
7.4,-72021.5694,-219191.0093, , , 
7.5,-285081.2547,-221547.3292,7.5,0.5,7
7.6,-397941.549,-231024.633,7.501,0.501,7
7.7,-351043.1143,-235073.6914,7.75,0.75,7
7.8,-209730.17,-233417.3904,7.7501,0.7501,7
7.9,-89624.43715,-231391.5072, , , 
8,-52183.70292,-228894.587,8,0,8
8.1,-87154.23269,-225854.3582, ,, 
8.2,-116083.6675,-224124.91,8.25,0.25,8
8.3,-93676.06074,-223650.1389,8.2501,0.2501,8
8.4,-43855.23131,-223639.5956, , , 
8.5,-3354.610775,-223594.0969,8.5,0.5,8
8.6,6401.912845,-222864.5901,8.501,0.501,8
8.7,-43285.72936,-221027.1136,8.75,0.75,8
8.8,-145398.4309,-220029.4478,8.7501,0.7501,8
8.9,-246728.6851,-222606.1804, , , 
9,-252476.4024,-225544.379,9,0,9
9.1,-73843.53751,-226016.5481, ,, 
9.2,109452.2301,-230500.1497,9.25,0.25,9
9.3,114986.5119,-228981.0429,9.2501,0.2501,9
9.4,-6457.251828,-222508.9746, , , 
9.5,-127749.0446,-219854.1867,9.5,0.5,9
9.6,-150323.4258,-220716.2456,9.501,0.501,9
9.7,-59248.58108,-222137.9155,9.75,0.75,9
9.8,81448.16881,-225801.0805,9.7501,0.7501,9
9.9,172036.5766,-229745.2533, , , 
10,90641.01457,-225080.7369,10,0,10
10.1,-153440.5158,-218839.5021, ,, 
10.2,-353492.389,-225386.1467,10.25,0.25,10
10.3,-357730.1056,-231679.3959,10.2501,0.2501,10
10.4,-191725.8249,-230705.6745, , , 
10.5,-8179.490281,-230711.8827,10.5,0.5,10
10.6,53503.55038,-229758.435,10.501,0.501,10
10.7,1443.098579,-225347.5539,10.75,0.75,10
10.8,-81591.98155,-222020.599,10.7501,0.7501,10
10.9,-48709.26495,-221761.7479, , , 
11,126920.3119,-227272.8705,11,0,11
11.1,308531.2023,-239646.8852, ,, 
11.2,300150.1031,-240611.3746,11.25,0.25,11
11.3,54408.04943,-224512.0856,11.2501,0.2501,11
11.4,-267129.7806,-220967.0648, , , 
11.5,-459492.701,-234263.5961,11.5,0.5,11
11.6,-429333.4299,-241205.0608,11.501,0.501,11
11.7,-262303.2803,-238334.8622,11.75,0.75,11
11.8,-111368.0671,-234959.9642,11.7501,0.7501,11
11.9,334392.2775,-250579.3789, , , 
12,1204129.016,-412505.4089,12,0,12
12.1,2033319.385,-803587.9589, ,, 
12.2,1979399.903,-950655.6892,12.25,0.25,12
12.3,873641.9584,-597786.4033,12.2501,0.2501,12
12.4,-180300.2514,-404075.934, , , 
12.5,-318555.3223,-349456.6289,12.5,0.5,12
