time,p:1,q :1,,,
17.8,1128362.157,-514392.6582,17.7501,0.7501,17
17.9,648886.8852,-400787.9103, , , 
18,152990.4319,-311500.3072,18,0,18
18.1,-33531.1785,-274579.5525, ,, 
18.2,49816.58446,-259002.802,18.25,0.25,18
18.3,183104.6963,-253699.137,18.2501,0.2501,18
18.4,182939.533,-246073.6351, , , 
18.5,43238.40671,-232976.9032,18.5,0.5,18
18.6,-94864.24206,-225616.4619,18.501,0.501,18
18.7,-150121.1291,-224044.7656,18.75,0.75,18
18.8,-124297.5446,-223968.0514,18.7501,0.7501,18
18.9,-28629.17894,-224539.8495, , , 
19,94651.49639,-227387.1553,19,0,19
19.1,183371.9645,-230980.465, ,, 
19.2,282881.788,-237241.2477,19.25,0.25,19
19.3,444412.587,-253861.3803,19.2501,0.2501,19
19.4,609251.5019,-279831.4535, , , 
19.5,714269.8415,-304408.6747,19.5,0.5,19
19.6,760404.138,-321285.6793,19.501,0.501,19
19.7,725433.1697,-322657.6426,19.75,0.75,19
19.8,627145.9921,-308670.8323,19.7501,0.7501,19
19.9,532836.3675,-292433.9752, , , 
20,489148.5141,-282137.3445,20,0,20
20.1,508878.1782,-280913.3645, ,, 
20.2,522469.221,-281325.4383,20.25,0.25,20
20.3,488434.7799,-275875.9214,20.2501,0.2501,20
20.4,428441.2663,-266762.3858, , , 
20.5,376857.2216,-258289.2602,20.5,0.5,20
20.6,361131.7022,-253893.4276,20.501,0.501,20
20.7,329053.1171,-249072.9642,20.75,0.75,20
20.8,243531.5711,-239793.2014,20.7501,0.7501,20
20.9,37746.73159,-226178.2383, , , 
21,-222064.5406,-221643.3705,21,0,21
21.1,-349718.9684,-228083.7455, ,, 
21.2,-333966.1497,-232479.8743,21.25,0.25,21
21.3,-256546.0775,-232773.9393,21.2501,0.2501,21
21.4,-185892.8052,-231454.5119, , , 
21.5,-161665.139,-229765.6221,21.5,0.5,21
21.6,-179808.1836,-228419.9212,21.501,0.501,21
21.7,-199195.4386,-227896.3923,21.75,0.75,21
21.8,-190431.2292,-227646.5691,21.7501,0.7501,21
21.9,-129809.8595,-226917.4941, , , 
22,-38716.30397,-226588.3881,22,0,22
22.1,23473.69432,-226321.6139, ,, 
22.2,99966.39456,-227273.3794,22.25,0.25,22
22.3,238667.5106,-234255.5748,22.2501,0.2501,22
22.4,462032.9672,-255725.8988, , , 
22.5,698555.9297,-295084.4321,22.5,0.5,22
22.6,823134.5556,-329517.1776,22.501,0.501,22
22.7,841055.7194,-345315.5527,22.75,0.75,22
22.8,827416.083,-351103.5067,22.7501,0.7501,22
22.9,793718.1782,-349463.1339, , , 
23,752109.5887,-343074.1235,23,0,23
23.1,719856.9715,-336277.9606, ,, 
23.2,698821.5319,-330670.629,23.25,0.25,23
23.3,682711.3991,-325789.5873,23.2501,0.2501,23
23.4,815938.0555,-347262.8633, , , 
23.5,1064393.786,-411294.6476,23.5,0.5,23
23.6,1187732.305,-466550.1541,23.501,0.501,23
23.7,1050721.83,-451955.5421,23.75,0.75,23
23.8,716541.6113,-379405.0752,23.7501,0.7501,23
23.9,205561.9226,-297490.3936, , , 
24,-294913.6845,-263984.5187,24,0,24
24.1,-452130.8713,-263105.5456, ,, 
24.2,-260153.0757,-252740.2465,24.25,0.25,24
24.3,53183.19727,-247692.2088,24.2501,0.2501,24
24.4,214804.4292,-248926.6484, , , 
24.5,135825.3868,-238554.7146,24.5,0.5,24
24.6,-67925.64253,-226683.7926,24.501,0.501,24
24.7,-222274.8095,-224870.0634,24.75,0.75,24
24.8,-226603.679,-226248.2849,24.7501,0.7501,24
24.9,-28158.86261,-226933.6964, , , 
25,283284.1658,-241228.1963,25,0,25
25.1,520620.0915,-267379.2332, ,, 
25.2,642282.7035,-289793.3079,25.25,0.25,25
25.3,692699.0255,-304696.5442,25.2501,0.2501,25
25.4,733335.8456,-317566.9667, , , 
25.5,785307.5656,-333273.2499,25.5,0.5,25
25.6,818794.3102,-346404.6538,25.501,0.501,25
25.7,818157.8983,-352250.2077,25.75,0.75,25
25.8,789293.2754,-350216.9099,25.7501,0.7501,25
25.9,742011.6189,-342211.7111, , , 
26,695991.7481,-332186.0731,26,0,26
26.1,674620.3624,-325436.4871, ,, 
26.2,649766.8198,-318770.0061,26.25,0.25,26
26.3,606270.7556,-308885.4316,26.2501,0.2501,26
26.4,556272.0687,-297856.6786, , , 
26.5,508241.7394,-287106.298,26.5,0.5,26
26.6,472302.0974,-278354.9333,26.501,0.501,26
26.7,427154.2266,-269431.0764,26.75,0.75,26
26.8,358405.5137,-258446.6671,26.7501,0.7501,26
26.9,192677.9983,-241178.004, , , 
27,-26205.79543,-226626.2252,27,0,27
27.1,-139183.8408,-222968.9032, ,, 
27.2,-118989.3524,-223004.3218,27.25,0.25,27
27.3,-41726.56561,-223688.4082,27.2501,0.2501,27
27.4,5368.881816,-223920.7598, , , 
27.5,-4738.990272,-222582.1652,27.5,0.5,27
27.6,-41831.8406,-220971.3665,27.501,0.501,27
27.7,-77643.06325,-220227.7627,27.75,0.75,27
27.8,-97899.15722,-220302.6032,27.7501,0.7501,27
27.9,-84190.8753,-220825.2117, , , 
28,-36387.76063,-221655.8983,28,0,28
28.1,21196.95951,-222737.7792, ,, 
28.2,146425.0148,-227161.6684,28.25,0.25,28
28.3,364631.8453,-243811.7184,28.2501,0.2501,28
28.4,627706.225,-279985.1814, , , 
28.5,816292.0159,-323419.4391,28.5,0.5,28
28.6,828941.1583,-340200.1627,28.501,0.501,28
28.7,661196.1177,-318019.4359,28.75,0.75,28
28.8,427596.0963,-281869.6331,28.7501,0.7501,28
28.9,307457.3444,-260725.304, , , 
29,367189.3253,-259295.9756,29,0,29
29.1,538994.2456,-276942.4989, ,, 
29.2,701819.3231,-305160.4794,29.25,0.25,29
29.3,762191.9185,-323874.3108,29.2501,0.2501,29
29.4,906393.0359,-358599.9736, , , 
29.5,1173365.343,-440580.4722,29.5,0.5,29
29.6,1340353.463,-522558.7615,29.501,0.501,29
29.7,1318209.346,-550599.2954,29.75,0.75,29
29.8,1149835.552,-518147.3905,29.7501,0.7501,29
29.9,670196.1097,-406753.2437, , , 
30,-1355.470967,-306082.7217,30,0,30
30.1,-376170.6768,-281301.5563, ,, 
30.2,-279372.4453,-266133.245,30.25,0.25,30
30.3,71167.31743,-257262.6847,30.2501,0.2501,30
30.4,272151.2228,-259667.0029, , , 
30.5,173033.7391,-245665.9642,30.5,0.5,30
30.6,-76422.96779,-229802.5175,30.501,0.501,30
30.7,-271132.7723,-228258.197,30.75,0.75,30
30.8,-303109.8292,-231096.1638,30.7501,0.7501,30
30.9,-202678.0361,-230567.4428, , , 
31,-71993.47295,-229486.2176,31,0,31
31.1,3386.747966,-228472.2699, ,, 
31.2,61193.62307,-227662.7317,31.25,0.25,31
31.3,168209.3135,-230868.1761,31.2501,0.2501,31
31.4,395877.3841,-248324.8983, , , 
31.5,686188.2819,-291535.663,31.5,0.5,31
31.6,873515.8775,-338896.6555,31.501,0.501,31
31.7,908470.9006,-362473.1889,31.75,0.75,31
31.8,836653.3266,-358546.9485,31.7501,0.7501,31
31.9,750776.4035,-344688.0565, , , 
32,714090.6213,-336066.1748,32,0,32
32.1,730280.1192,-336568.3496, ,, 
32.2,707883.3619,-332483.8604,32.25,0.25,32
32.3,598318.9,-312514.8577,32.2501,0.2501,32
32.4,423140.3405,-283262.988, , , 
32.5,270391.5844,-258981.9271,32.5,0.5,32
32.6,239426.4639,-248391.4159,32.501,0.501,32
32.7,329185.3438,-250735.1202,32.75,0.75,32
32.8,444795.1597,-261259.3875,32.7501,0.7501,32
32.9,297270.0608,-248007.6866, , , 
33,-107175.0485,-224957.0973,33,0,33
33.1,-424290.3352,-232193.572, ,, 
33.2,-488538.7279,-244233.4829,33.25,0.25,33
33.3,-354821.0893,-243372.7429,33.2501,0.2501,33
33.4,-177951.6355,-238605.1922, , , 
33.5,-87590.16347,-234718.9979,33.5,0.5,33
33.6,-112315.4347,-230475.5338,33.501,0.501,33
33.7,-189562.9616,-228149.3051,33.75,0.75,33
33.8,-244499.3326,-228651.0875,33.7501,0.7501,33
33.9,-235790.8058,-229306.1758, , , 
34,-174211.7619,-228751.2598,34,0,34
34.1,-107390.1459,-227677.6164, ,, 
34.2,21144.62275,-227886.8875,34.25,0.25,34
34.3,243722.453,-237362.1013,34.2501,0.2501,34
34.4,506367.0926,-263733.6712, , , 
34.5,704223.9735,-299220.6083,34.5,0.5,34
34.6,753821.3235,-318124.5943,34.501,0.501,34
34.7,770041.5584,-328256.1082,34.75,0.75,34
34.8,852098.0468,-350643.9568,34.7501,0.7501,34
34.9,978539.4102,-387764.5745, , , 
35,1076862.512,-426809.3532,35,0,35
35.1,1093246.173,-447532.1026, ,, 
35.2,1058448.558,-449588.3692,35.25,0.25,35
35.3,1013940.39,-443287.8466,35.2501,0.2501,35
35.4,1133371.774,-473556.4967, , , 
35.5,1408276.38,-572652.7609,35.5,0.5,35
35.6,1595008.3,-681754.988,35.501,0.501,35
35.7,1607714.944,-735730.771,35.75,0.75,35
35.8,1477092.652,-716428.6888,35.7501,0.7501,35
35.9,949609.1631,-557358.3216, , , 
36,110097.772,-383377.3273,36,0,36
36.1,-445510.5052,-333151.7227, ,, 
36.2,-473823.4671,-311670.7915,36.25,0.25,36
36.3,-140427.7795,-283080.7879,36.2501,0.2501,36
36.4,175620.6624,-273945.3366, , , 
36.5,225708.2413,-263502.1366,36.5,0.5,36
36.6,54968.34505,-243569.3267,36.501,0.501,36
36.7,-149308.9494,-232155.4937,36.75,0.75,36
36.8,-239528.1975,-230512.8116,36.7501,0.7501,36
36.9,-182880.096,-229533.3061, , , 
37,-42752.41214,-228895.4515,37,0,37
37.1,79295.93795,-230107.9806, ,, 
37.2,117280.4272,-229580.5796,37.25,0.25,37
37.3,78015.09699,-225842.28,37.2501,0.2501,37
37.4,206916.4515,-230606.3031, , , 
37.5,634152.946,-278080.2694,37.5,0.5,37
37.6,1165436.328,-405132.8653,37.501,0.501,37
37.7,1710233.697,-639308.4834,37.75,0.75,37
37.8,2080912.929,-928976.4117,37.7501,0.7501,37
37.9,2149113.156,-1119711.475, , , 
38,1999532.013,-1150161.418,38,0,38
38.1,1764436.881,-1068917.863, ,, 
38.2,1548639.299,-953532.8168,38.25,0.25,38
38.3,1408632.982,-852503.7716,38.2501,0.2501,38
38.4,1294512.318,-763197.5346, , , 
38.5,1177784.961,-677467.0362,38.5,0.5,38
38.6,1110368.358,-612598.5404,38.501,0.501,38
38.7,1103680.056,-574600.5237,38.75,0.75,38
38.8,1123444.373,-554800.817,38.7501,0.7501,38
38.9,1021199.664,-512910.3895, , , 
39,744420.588,-429895.2895,39,0,39
39.1,463191.4236,-354461.5907, ,, 
39.2,196370.512,-299078.9552,39.25,0.25,39
39.3,-52334.17812,-264837.477,39.2501,0.2501,39
39.4,-204878.9479,-250011.3879, , , 
39.5,-226530.8765,-243099.4534,39.5,0.5,39
39.6,-153139.7421,-237800.2295,39.501,0.501,39
39.7,-75129.51175,-233815.4352,39.75,0.75,39
39.8,-50377.19307,-230201.9273,39.7501,0.7501,39
39.9,-56636.65646,-226975.3654, , , 
40,-54028.20575,-224931.6473,40,0,40
40.1,-31698.01432,-223902.625, ,, 
40.2,42399.91704,-224636.1886,40.25,0.25,40
40.3,152844.6889,-228645.2122,40.2501,0.2501,40
40.4,409822.9266,-248493.0749, , , 
40.5,819373.1614,-315270.2435,40.5,0.5,40
40.6,1166374.048,-417773.4086,40.501,0.501,40
40.7,1396853.104,-525860.8603,40.75,0.75,40
40.8,1501751.913,-611257.2983,40.7501,0.7501,40
40.9,1504709.75,-655734.6036, , , 
41,1471419.067,-673440.1624,41,0,41
41.1,1475371.013,-690498.9846, ,, 
41.2,1507468.736,-719359.5446,41.25,0.25,41
41.3,1441353.731,-707612.5696,41.2501,0.2501,41
41.4,1247414.133,-640750.1225, , , 
41.5,1001173.391,-546697.6908,41.5,0.5,41
41.6,875766.5961,-481262.706,41.501,0.501,41
41.7,840102.3073,-443627.5098,41.75,0.75,41
41.8,784788.5264,-409984.0404,41.7501,0.7501,41
41.9,579833.585,-356555.3308, , , 
42,264424.487,-297261.4595,42,0,42
42.1,50043.08119,-263032.5662, ,, 
42.2,-29887.3255,-246658.0586,42.25,0.25,42
42.3,-33462.27449,-237870.8783,42.2501,0.2501,42
42.4,-49594.23232,-232064.7986, , , 
42.5,-117907.9998,-227670.6354,42.5,0.5,42
42.6,-187091.0298,-226274.2328,42.501,0.501,42
42.7,-218929.2034,-226821.5987,42.75,0.75,42
42.8,-204396.7584,-227299.7189,42.7501,0.7501,42
42.9,-156170.1674,-226991.8003, , , 
43,-104233.0985,-226264.8085,43,0,43
43.1,-75428.02609,-225225.0783, ,, 
43.2,-53778.9401,-224167.9025,43.25,0.25,43
43.3,-21442.95581,-223635.9795,43.2501,0.2501,43
43.4,129027.9,-227651.2133, , , 
43.5,426797.3828,-251376.4747,43.5,0.5,43
43.6,738923.0399,-301437.757,43.501,0.501,43
43.7,1223812.723,-426752.1224,43.75,0.75,43
43.8,1782174.336,-683257.1737,43.7501,0.7501,43
43.9,1996306.881,-902747.4894, , , 
44,1838324.842,-931174.5257,44,0,44
44.1,1505603.97,-821287.5331, ,, 
44.2,1184408.368,-684754.5818,44.25,0.25,44
44.3,1042121.937,-595349.5398,44.2501,0.2501,44
44.4,1069347.983,-560363.954, , , 
44.5,1165898.684,-561730.7585,44.5,0.5,44
44.6,1248663.956,-577381.2447,44.501,0.501,44
44.7,1233887.59,-573551.0393,44.75,0.75,44
44.8,1102336.05,-532038.1491,44.7501,0.7501,44
44.9,668188.9178,-421716.8028, , , 
45,35114.76692,-317920.3805,45,0,45
45.1,-344308.5654,-286661.1849, ,, 
45.2,-312695.9158,-271089.6169,45.25,0.25,45
45.3,-37988.84906,-257540.4216,45.2501,0.2501,45
45.4,142009.9763,-253145.3704, , , 
45.5,75491.62257,-241304.2464,45.5,0.5,45
45.6,-122137.0175,-230254.4797,45.501,0.501,45
45.7,-275674.1633,-229704.042,45.75,0.75,45
45.8,-286570.6446,-231543.2807,45.7501,0.7501,45
45.9,-166249.4043,-230342.9925, , , 
46,-13352.72968,-229985.2751,46,0,46
46.1,68487.46055,-229831.7961, ,, 
46.2,106928.3461,-228833.8818,46.25,0.25,46
46.3,166280.1186,-230143.7545,46.2501,0.2501,46
46.4,459913.1817,-254225.0267, , , 
46.5,984897.0451,-352562.5004,46.5,0.5,46
46.6,1436000.164,-515207.8792,46.501,0.501,46
46.7,1676053.25,-671217.339,46.75,0.75,46
46.8,1698541.011,-754852.4399,46.7501,0.7501,46
46.9,1564292.202,-749538.9362, , , 
47,1388204.793,-696934.617,47,0,47
47.1,1322309.174,-663929.6984, ,, 
47.2,1349269.66,-660554.9407,47.25,0.25,47
47.3,1436692.828,-687673.147,47.2501,0.2501,47
47.4,1446898.535,-700108.4212, , , 
47.5,1338051.799,-664909.8103,47.5,0.5,47
47.6,1216000.484,-614536.12,47.501,0.501,47
47.7,1049299.308,-547671.6734,47.75,0.75,47
47.8,846706.2613,-471220.1033,47.7501,0.7501,47
47.9,574494.4989,-390380.3655, , , 
48,303075.2247,-323492.4303,48,0,48
48.1,210431.0339,-287759.9698, ,, 
48.2,248455.9642,-271773.9085,48.25,0.25,48
48.3,291743.6845,-263254.1665,48.2501,0.2501,48
48.4,288413.8538,-255234.4408, , , 
48.5,252318.3065,-246642.7591,48.5,0.5,48
48.6,229661.0574,-240622.571,48.501,0.501,48
48.7,272052.241,-240767.3044,48.75,0.75,48
48.8,368480.6414,-248387.1721,48.7501,0.7501,48
48.9,452283.0503,-258484.3341, , , 
49,485246.5309,-264710.9229,49,0,49
49.1,473082.8444,-265076.425, ,, 
49.2,483241.278,-266860.9476,49.25,0.25,49
49.3,552767.1794,-277149.9985,49.2501,0.2501,49
49.4,646096.1469,-294308.0385, , , 
49.5,714574.2645,-311343.1203,49.5,0.5,49
49.6,735766.8992,-321317.4833,49.501,0.501,49
49.7,709079.6216,-321349.7124,49.75,0.75,49
49.8,653963.7137,-313645.6703,49.7501,0.7501,49
49.9,612927.643,-305843.2867, , , 
50,606256.5181,-302727.9856,50,0,50
