time,p:1,q :1,timeStamp
0.078,701403.0072,-4110200.602,9.751
0.079,1222503.237,-3845013.513,10
0.08,1585706.023,-3456045.55,10.01
0.081,1747481.769,-2996639.271,10.25
0.082,1691919.299,-2528256.36,10.251
0.083,1432154.817,-2112166.991,10.5
0.084,1007936.171,-1801350.815,10.501
0.085,479737.2198,-1633676.073,10.75
0.086,-79718.06595,-1627230.263,10.751
0.087,-595341.4143,-1778371.64,11
0.088,-999638.3187,-2062698.233,11.01
0.089,-1241423.601,-2438740.947,11.25
0.09,-1292175.405,-2853831.365,11.251
0.091,-1149247.037,-3251319.517,11.5
0.092,-835589.279,-3578156.622,11.501
0.093,-396104.3004,-3791831.427,11.75
0.094,108806.5262,-3865756.795,11.751
0.095,611582.2163,-3792428.466,12
0.096,1046583.861,-3583988.023,12.01
0.097,1358702.968,-3270173.96,12.25
0.098,1510372.838,-2893990.94,12.251
0.099,1486097.13,-2505721.852,12.5
0.1,1293958.587,-2156112.437,12.501
0.101,963980.5755,-1889648.682,12.75
0.102,543638.1446,-1738814.525,12.751
0.103,91176.72368,-1720067.068,13
0.104,-332330.4172,-1832022.367,13.01
0.105,-671103.6688,-2056042.141,13.25
0.106,-881883.8573,-2359089.434,13.251
0.107,-939333.0781,-2698424.337,13.5
0.108,-838941.6915,-3027477.143,13.501
0.109,-597118.5803,-3302095.403,13.75
0.11,-248520.9779,-3486329.906,13.751
0.111,158957.2204,-3557004.342,14
0.112,570821.1503,-3506491.433,14.01
0.113,933320.398,-3343368.76,14.25
0.114,1200518.404,-3090915.649,14.251
0.115,1340160.36,-2783699.187,14.5
0.116,1337594.94,-2462744.694,14.501
0.117,1197279.85,-2169961.973,14.75
0.118,941731.1937,-1942581.727,14.751
0.119,608117.0813,-1808337.838,15
0.12,243001.7277,-1782015.683,15.01
0.121,-104022.1187,-1863791.82,15.25
0.122,-386945.8591,-2039543.765,15.251
0.123,-569324.9612,-2283044.061,15.5
0.124,-628852.9387,-2559705.569,15.501
0.125,-559960.3358,-2831347.31,15.75
0.126,-374143.8497,-3061327.17,15.751
0.127,-98037.16089,-3219354.011,16
0.128,230467.4791,-3285349.719,16.01
0.129,567488.3088,-3251871.758,16.25
0.13,869085.3265,-3124808.499,16.251
0.131,1097055.632,-2922294.869,16.5
0.132,1223831.945,-2672032.625,16.501
0.133,1235860.074,-2407406.526,16.75
0.134,1135046.79,-2162937.963,16.751
0.135,938133.9196,-1969692.744,17
0.136,674131.3947,-1851251.514,17.01
0.137,380194.7723,-1820762.825,17.25
0.138,96528.49953,-1879443.683,17.251
0.139,-138989.4108,-2016692.631,17.5
0.14,-295745.7506,-2211763.434,17.501
0.141,-354252.9412,-2436742.227,17.75
0.142,-308449.3248,-2660404.495,17.751
0.143,-166173.3969,-2852421.481,18
0.144,52206.33404,-2987351.514,18.01
0.145,316780.5403,-3047893.023,18.25
0.146,592273.9669,-3026985.768,18.251
0.147,842826.8099,-2928508.701,18.5
0.148,1036737.41,-2766514.489,18.501
0.149,1150541.805,-2563135.803,18.75
0.15,1171908.242,-2345471.135,18.751
0.151,1100993.655,-2141885.802,19
0.152,950120.4752,-1978230.984,19.01
0.153,741857.0636,-1874482.798,19.25
0.154,505793.5637,-1842236.163,19.251
0.155,274469.9153,-1883365.08,19.5
0.156,79013.52036,-1989999.523,19.501
0.157,-54931.17736,-2145791.599,19.75
0.158,-110451.5342,-2328273.762,19.751
0.159,-81385.46809,-2511972.005,20
0.16,27126.26756,-2671844.796,20.01
0.161,199591.6133,-2786585.317,20.25
0.162,412460.6544,-2841353.235,20.251
0.163,637426.0853,-2829587.759,20.5
0.164,845271.0942,-2753683.368,20.501
0.165,1009744.014,-2624465.193,20.75
0.166,1110948.157,-2459561.392,20.751
0.167,1137811.556,-2280913.533,21
0.168,1089333.22,-2111774.409,21.01
0.169,974471.182,-1973602.348,21.25
0.17,810719.9926,-1883265.133,21.251
0.171,621596.9918,-1850916.101,21.5
0.172,433395.2567,-1878807.579,21.501
0.173,271649.1696,-1961176.775,21.75
0.174,157785.6335,-2085194.265,21.751
0.175,106398.0238,-2232824.998,22
0.176,123487.2632,-2383334.514,22.01
0.177,205878.5361,-2516093.929,22.25
0.178,341862.088,-2613305.717,22.251
0.179,512943.9753,-2662291.554,22.5
0.18,696449.0261,-2657049.732,22.501
0.181,868612.1389,-2598893.143,22.75
0.182,1007738.456,-2496104.886,22.751
0.183,1097014.018,-2362680.04,23
0.184,1126604.721,-2216341.435,23.01
0.185,1094784.028,-2076108.869,23.25
0.186,1007964.235,-1959753.723,23.251
0.187,879653.7344,-1881478.22,23.5
0.188,728503.7754,-1850120.947,23.501
0.189,575724.3669,-1868113.543,23.75
0.19,442225.346,-1931308.935,23.751
0.191,345866.2767,-2029683.472,24
0.192,299175.1849,-2148799.7,24.01
0.193,307825.5973,-2271818.615,24.25
0.194,370054.3445,-2381782.472,24.251
0.195,477074.1183,-2463859.916,24.5
0.196,614402.2931,-2507257.381,24.501
0.197,763908.5977,-2506551.742,24.75
0.198,906294.2102,-2462281.51,24.751
0.199,1023664.915,-2380735.78,25
0.2,1101856.725,-2272987.685,25.01
0.201,1132210.955,-2153317.401,25.25
0.202,1112584.636,-2037249.323,25.251
0.203,1047477.327,-1939470.721,25.5
0.204,947274.5728,-1871908.991,25.501
0.205,826735.7624,-1842219.626,25.75
0.206,702941.8364,-1852874.462,25.751
0.207,592986.5675,-1900956.627,26
0.208,511722.0707,-1978672.696,26.01
0.209,469854.527,-2074497.51,26.25
0.21,472632.7482,-2174785.474,26.251
0.211,519288.1611,-2265624.353,26.5
0.212,603281.8587,-2334680.78,26.501
0.213,713306.597,-2372793.618,26.75
0.214,834893.3205,-2375110.432,26.751
0.215,952395.7286,-2341627.524,27
0.216,1051082.021,-2277076.2,27.01
0.217,1119055.386,-2190185.72,27.25
0.218,1148754.128,-2092435.126,27.251
0.219,1137843.777,-1996471.023,27.5
0.22,1089398.283,-1914408.388,27.501
0.221,1011363.596,-1856241.748,27.75
0.222,915391.7805,-1828574.132,27.751
0.223,815214.6389,-1833824.254,28
0.224,724782.482,-1870005.434,28.01
0.225,656419.1735,-1931091.989,28.25
0.226,619236.3468,-2007910.824,28.251
0.227,618009.6318,-2089428.019,28.5
0.228,652653.8912,-2164251.05,28.501
0.229,718352.1566,-2222142.988,28.75
0.23,806305.4274,-2255348.229,28.751
0.231,904989.4211,-2259558.954,29
0.232,1001740.267,-2234403.03,29.01
0.233,1084452.069,-2183400.186,29.25
0.234,1143159.769,-2113404.83,29.251
0.235,1171301.354,-2033621.338,29.5
0.236,1166500.72,-1954332.08,29.501
0.237,1130779.571,-1885513.105,29.75
0.238,1070184.236,-1835523.075,29.751
0.239,993890.8019,-1810036.952,30
0.24,912919.1959,-1811359.526,30.01
0.241,838635.2763,-1838200.503,30.25
0.242,781243.5988,-1885929.949,30.251
0.243,748469.8401,-1947268.983,30.5
0.244,744602.035,-2013314.167,30.501
0.245,770008.3653,-2074752.367,30.75
0.246,821183.5445,-2123101.003,30.751
0.247,891304.8765,-2151809.234,31
0.248,971212.3142,-2157077.796,31.01
0.249,1050673.005,-2138295.84,31.25
0.25,1119756.675,-2098046.107,31.251
0.251,1170137.788,-2041688.007,31.5
0.252,1196154.545,-1976583.706,31.501
0.253,1195490.941,-1911077.978,31.75
0.254,1169401.094,-1853372.432,31.751
0.255,1122457.331,-1810445.37,32
0.256,1061866.8,-1787158.864,32.01
0.257,996457.1863,-1785666.565,32.25
0.258,935473.3041,-1805193.333,32.251
0.259,887347.8378,-1842206.976,32.5
0.26,858608.9703,-1890950.135,32.501
0.261,853065.6283,-1944253.508,32.75
0.262,871371.0617,-1994516.336,32.751
0.263,911013.1411,-2034720.651,33
0.264,966722.3133,-2059344.493,33.01
0.265,1031233.299,-2065055.843,33.25
0.266,1096291.514,-2051100.807,33.251
0.267,1153765.567,-2019342.005,33.5
0.268,1196716.558,-1973950.437,33.501
0.269,1220284.202,-1920799.755,33.75
0.27,1222277.382,-1866650.031,33.751
0.271,1203398.388,-1818233.848,34
0.272,1167080.17,-1781367.74,34.01
0.273,1118967.435,-1760205.707,34.25
0.274,1066118.653,-1756730.039,34.251
0.275,1016040.96,-1770541.011,34.5
0.276,975689.293,-1798966.16,34.501
0.277,950562.5965,-1837467.101,34.75
0.278,944013.9361,-1880283.11,34.751
0.279,956860.3136,-1921220.873,35
0.28,987336.373,-1954482.609,35.01
0.281,1031389.768,-1975422.315,35.25
0.282,1083270.963,-1981131.935,35.251
0.283,1136332.55,-1970784.098,35.5
0.284,1183927.605,-1945691.936,35.501
0.285,1220286.201,-1909084.82,35.75
0.286,1241255.035,-1865636.39,35.751
0.287,1244805.939,-1820813.104,36
0.288,1231251.814,-1780133.597,36.01
0.289,1203148.617,-1748438.762,36.25
0.29,1164903.92,-1729268.68,36.251
0.291,1122150.785,-1724426.084,36.5
0.292,1080975.2,-1733779.595,36.501
0.293,1047102.528,-1755326.958,36.75
0.294,1025151.217,-1785503.795,36.751
0.295,1018050.575,-1819691.251,37
0.296,1026695.418,-1852850.8,37.01
0.297,1049877.364,-1880199.388,37.25
0.298,1084495.158,-1897834.801,37.251
0.299,1126009.513,-1903229.883,37.5
0.3,1169076.561,-1895533.469,37.501
0.301,1208262.508,-1875639.805,37.75
0.302,1238770.49,-1846032.273,37.751
0.303,1257066.262,-1810420.083,38
0.304,1261304.42,-1773216.093,38.01
0.305,1251530.812,-1738937.578,38.25
0.306,1229630.646,-1711607.492,38.251
0.307,1199035.287,-1694235.227,38.5
0.308,1164232.27,-1688443.51,38.501
0.309,1130147.916,-1694287.182,38.75
0.31,1101487.044,-1710283.212,38.751
0.311,1082117.912,-1733642.95,39
0.312,1074582.377,-1760671.169,39.01
0.313,1079792.86,-1787275.249,39.25
0.314,1096951.522,-1809514.703,39.251
0.315,1123696.946,-1824117.552,39.5
0.316,1156453.451,-1828896.201,39.501
0.317,1190932.061,-1823010.319,39.75
0.318,1222713.405,-1807045.677,39.751
0.319,1247833.663,-1782902.934,40
0.32,1263296.246,-1753515.563,40.01
0.321,1267443.512,-1722438.222,40.25
0.322,1260142.897,-1693362.963,40.251
0.323,1242767.42,-1669628.827,40.5
0.324,1217978.117,-1653789.686,40.501
0.325,1189341.897,-1647295.957,40.75
0.326,1160839.2,-1650329.447,40.751
0.327,1136329.072,-1661809.503,41
0.328,1119043.21,-1679565.541,41.01
0.329,1111175.012,-1700649.276,41.25
0.33,1113615.513,-1721742.113,41.251
0.331,1125867.471,-1739601.713,41.5
0.332,1146144.608,-1751487.887,41.501
0.333,1171638.437,-1755512.126,41.75
0.334,1198913.416,-1750866.475,41.751
0.335,1224375.207,-1737904.436,42
0.336,1244748.529,-1718066.74,42.01
0.337,1257501.34,-1693665.485,42.25
0.338,1261160.723,-1667558.472,42.251
0.339,1255481.443,-1642759.322,42.5
0.34,1241448.517,-1622036.302,42.501
0.341,1221117.488,-1607553.054,42.75
0.342,1197317.401,-1600597.601,42.751
0.343,1173258.982,-1601433.262,43
0.344,1152101.983,-1609288.246,43.01
0.345,1136539.749,-1622481.992,43.25
0.346,1128455.366,-1638668.35,43.251
0.347,1128692.994,-1655160.761,43.5
0.348,1136971.763,-1669294.602,43.501
0.349,1151950.1,-1678778.043,43.75
0.35,1171428.39,-1681985.409,43.751
0.351,1192659.855,-1678155.734,44
0.352,1212726.065,-1667472.589,44.01
0.353,1228925.96,-1651017.464,44.25
0.354,1239126.786,-1630605.866,44.251
0.355,1242031.563,-1608530.533,44.5
0.356,1237329.856,-1587247.83,44.501
0.357,1225714.796,-1569050.02,44.75
0.358,1208767.334,-1555766.947,44.751
0.359,1188726.242,-1548535.776,45
0.36,1168176.933,-1547667.503,45.01
0.361,1149702.123,-1552625.553,45.25
0.362,1135541.329,-1562116.613,45.251
0.363,1127303.879,-1574279.072,45.5
0.364,1125771.988,-1586941.9,45.501
0.365,1130817.694,-1597918.183,45.75
0.366,1141441.818,-1605293.78,45.751
0.367,1155926.884,-1607673.187,46
0.368,1172081.04,-1604351.202,46.01
0.369,1187538.623,-1595389.52,46.25
0.37,1200076.35,-1581590.439,46.251
0.371,1207903.063,-1564373.561,46.5
0.372,1209885.463,-1545574.069,46.501
0.373,1205681.607,-1527191.002,46.75
0.374,1195766.817,-1511119.923,46.751
0.375,1181351.185,-1498905.553,47
0.376,1164202.184,-1491546.518,47.01
0.377,1146398.083,-1489376.69,47.25
0.378,1130046.36,-1492036.947,47.251
0.379,1117005.1,-1498538.928,47.5
0.38,1108644.032,-1507410.194,47.501
0.381,1105675.778,-1516899.749,47.75
0.382,1108077.837,-1525215.391,47.751
0.383,1115113.409,-1530760.874,48
0.384,1125445.912,-1532341.628,48.01
0.385,1137329.806,-1529312.669,48.25
0.386,1148850.72,-1521650.596,48.251
0.387,1158182.019,-1509941.965,48.5
0.388,1163823.568,-1495291.576,48.501
0.389,1164791.653,-1479164.649,48.75
0.39,1160736.192,-1463185.249,48.751
0.391,1151971.536,-1448918.566,49
0.392,1139418.922,-1437666.107,49.01
0.393,1124470.272,-1430300.481,49.25
0.394,1108793.244,-1427160.613,49.251
0.395,1094104.647,-1428019.736,49.5
0.396,1081942.875,-1432128.678,49.501
0.397,1073469.392,-1438326.944,49.75
0.398,1069324.741,-1445205.348,49.751
0.399,1069556.744,-1451297.566,50
0.4,1073628.599,-1455274.678,
0.401,1080502.271,-1456116.567,
0.402,1088788.942,-1453239.503,
0.403,1096942.142,-1446563.039,
0.404,1103463.961,-1436508.243,
0.405,1107101.423,-1423930.387,
0.406,1107005.795,-1409996.033,
0.407,1102834.727,-1396022.036,
0.408,1094785.125,-1383298.555,
0.409,1083554.128,-1372919.782,
0.41,1070235.056,-1365644.485,
0.411,1056163.649,-1361804.033,
0.412,1042736.064,-1361268.891,
0.413,1031223.329,-1363476.61,
0.414,1022606.797,-1367516.17,
0.415,1017455.799,-1372256.231,
0.416,1015862.594,-1376499.372,
0.417,1017441.819,-1379141.373,
0.418,1021392.927,-1379314.458,
0.419,1026615.865,-1376496.01,
0.42,1031863.438,-1370569.255,
0.421,1035909.378,-1361829.069,
0.422,1037709.575,-1350933.433,
0.423,1036535.373,-1338808.225,
0.424,1032062.028,-1326518.991,
0.425,1024401.759,-1315127.359,
0.426,1014078.377,-1305551.363,
0.427,1001948.247,-1298447.994,
0.428,989079.3239,-1294132.889,
0.429,976605.2158,-1292546.879,
0.43,965574.14,-1293272.669,
0.431,956812.8025,-1295598.284,
0.432,950822.7963,-1298617.81,
0.433,947722.3854,-1301355.284,
0.434,947240.2539,-1302894.878,
0.435,948760.7796,-1302500.088,
0.436,951413.6123,-1299706.484,
0.437,954194.6683,-1294376.453,
0.438,956101.823,-1286709.617,
0.439,956267.0502,-1277208.601,
0.44,954067.6707,-1266605.729,
0.441,949202.5458,-1255761.207,
0.442,941724.02,-1245546.888,
0.443,932022.4752,-1236731.25,
0.444,920766.6839,-1229880.706,
0.445,908808.8994,-1225289.855,
0.446,897068.0569,-1222949.158,
0.447,886407.0168,-1222553.418,
0.448,877520.1851,-1223548.983,
0.449,870846.076,-1225212.527,
0.45,866515.7434,-1226750.313,
0.451,864343.0083,-1227404.366,
0.452,863856.7585,-1226551.433,
0.453,864370.0367,-1223781.863,
0.454,865075.9157,-1218948.505,
0.455,865156.865,-1212179.895,
0.456,863892.8609,-1203856.849,
0.457,860754.013,-1194556.397,
0.458,855465.8693,-1184971.223,
0.459,848039.4511,-1175815.785,
0.46,838762.9141,-1167731.799,
0.461,828156.8669,-1161205.529,
0.462,816900.1221,-1156507.495,
0.463,805736.3883,-1153662.008,
0.464,795374.6717,-1152449.825,
0.465,786396.6726,-1152442.795,
0.466,779183.2193,-1153065.187,
0.467,773868.978,-1153672.976,
0.468,770330.724,-1153640.25,
0.469,768209.9059,-1152441.185,
0.47,766965.6942,-1149716.902,
0.471,765950.7795,-1145318.775,
0.472,764499.37,-1139323.042,
0.473,762015.4912,-1132015.478,
0.474,758049.9327,-1123848.851,
0.475,752355.9744,-1115379.418,
0.476,744917.0565,-1107191.297,
0.477,735943.4272,-1099818.969,
0.478,725838.9632,-1093678.152,
0.479,715143.2628,-1089013.93,
0.48,704457.2487,-1085872.572,
0.481,694362.4917,-1084100.185,
0.482,685345.0453,-1083367.725,
0.483,677733.7278,-1083218.476,
0.484,671660.6375,-1083131.196,
0.485,667048.569,-1082590.263,
0.486,663626.3355,-1081153.412,
0.487,660969.3004,-1078508.224,
0.488,658559.1589,-1074510.177,
0.489,655854.6203,-1069197.715,
0.49,652363.4051,-1062782.878,
0.491,647706.0292,-1055619.309,
0.492,641663.1666,-1048152.391,
0.493,634200.7404,-1040858.497,
0.494,625469.977,-1034181.597,
0.495,615783.023,-1028475.63,
0.496,605567.9348,-1023960.1,
0.497,595309.4762,-1020694.401,
0.498,585483.8776,-1018573.818,
0.499,576496.3043,-1017347.228,
0.5,568629.217,-1016653.627,
0.501,562006.4102,-1016072.058,
0.502,556582.1313,-1015178.736,
0.503,552152.8505,-1013602.995,
0.504,548386.2788,-1011074.561,
0.505,544868.3783,-1007456.757,
0.506,541160.0108,-1002761.334,
0.507,536855.5214,-997143.4214,
0.508,531635.4823,-990877.742,
0.509,525306.7861,-984319.6445,
0.51,517825.1066,-977856.4613,
0.511,509297.1952,-971855.8093,
0.512,499963.1987,-966617.7129,
0.513,490161.8165,-962336.7562,
0.514,480283.3079,-959079.0064,
0.515,470716.8428,-956776.3922,
0.516,461799.2751,-955238.8639,
0.517,453772.0589,-954182.3121,
0.518,446751.7936,-953268.1973,
0.519,440717.9474,-952149.3991,
0.52,435518.9644,-950516.1046,
0.521,430895.5003,-948135.6978,
0.522,426517.3082,-944881.5447,
0.523,422028.5787,-940747.1511,
0.524,417095.5488,-935844.1768,
0.525,411450.0478,-930384.9531,
0.526,404923.3347,-924652.1703,
0.527,397466.0032,-918960.0293,
0.528,389151.6651,-913612.171,
0.529,380164.3231,-908861.9943,
0.53,370771.4928,-904880.5278,
0.531,361286.9647,-901735.9013,
0.532,352028.3693,-899386.8426,
0.533,343275.2663,-897690.7213,
0.534,335233.273,-896424.735,
0.535,328008.815,-895317.1393,
0.536,321597.5702,-894084.1725,
0.537,315887.7991,-892467.6826,
0.538,310677.7579,-890268.4899,
0.539,305704.5587,-887371.1962,
0.54,300680.3908,-883757.3813,
0.541,295331.1487,-879505.7267,
0.542,289432.3148,-874779.3613,
0.543,282837.4301,-869802.3975,
0.544,275495.5805,-864829.0032,
0.545,267455.8579,-860109.2555,
0.546,258858.5259,-855856.3445,
0.547,249914.3763,-852219.4123,
0.548,240875.287,-849265.4626,
0.549,232000.0774,-846972.5081,
0.55,223520.2773,-845234.5882,
0.551,215610.3268,-843877.7139,
0.552,208366.0276,-842684.383,
0.553,201793.8893,-841423.2345,
0.554,195812.5079,-839879.8202,
0.555,190265.5051,-837884.4172,
0.556,184944.0391,-835333.2927,
0.557,179615.6875,-832200.7799,
0.558,174055.7375,-828540.7955,
0.559,168076.6985,-824477.8491,
0.56,161552.1906,-820188.9803,
0.561,154432.1915,-815879.2137,
0.562,146747.8456,-811753.9182,
0.563,138605.451,-807991.7788,
0.564,130170.6828,-804721.9238,
0.565,121645.3687,-802008.1173,
0.566,113240.0613,-799841.9276,
0.567,105146.1268,-798145.5578,
0.568,97511.04046,-796783.7334,
0.569,90420.07109,-795582.8697,
0.57,83886.61288,-794354.8206,
0.571,77852.23037,-792921.9766,
0.572,72196.17424,-791140.3775,
0.573,66752.88306,-788917.8454,
0.574,61334.96892,-786224.8708,
0.575,55758.52269,-783096.9939,
0.576,49867.34533,-779628.5692,
0.577,43552.93602,-775958.9398,
0.578,36767.7044,-772253.0227,
0.579,29529.82897,-768678.992,
0.58,21919.32425,-765386.0665,
0.581,14066.04861,-762485.3211,
0.582,6131.430218,-760035.9761,
0.583,-1713.526599,-758038.8361,
0.584,-9310.963791,-756437.5717,
0.585,-16536.60672,-755127.4887,
0.586,-23315.27639,-753970.4506,
0.587,-29629.55093,-752813.8454,
0.588,-35520.60034,-751511.0032,
0.589,-41081.27489,-749940.3434,
0.59,-46442.5465,-748020.7628,
0.591,-51755.25287,-745721.329,
0.592,-57169.66569,-743064.1396,
0.593,-62815.63043,-740120.1346,
0.594,-68785.88254,-736998.5813,
0.595,-75124.66332,-733831.7664,
0.596,-81823.00773,-730757.0254,
0.597,-88821.16362,-727898.5364,
0.598,-96017.65002,-725351.2809,
0.599,-103283.5987,-723169.2306,
0.6,-110480.3592,-721359.2125,
0.601,-117484.3117,-719881.3341,
0.602,-124197.139,-718655.5689,
0.603,-130552.5636,-717572.7964,
0.604,-136530.5124,-716509.8313,
0.605,-142158.5846,-715345.9623,
0.606,-147507.198,-713978.7697,
0.607,-152679.2066,-712337.1563,
0.608,-157795.4939,-710389.9436,
0.609,-162978.5384,-708149.0083,
0.61,-168336.1689,-705666.6765,
0.611,-173947.6459,-703027.8567,
0.612,-179853.8501,-700338.0732,
0.613,-186052.7699,-697709.0721,
0.614,-192500.7556,-695243.9539,
0.615,-199119.2347,-693023.799,
0.616,-205805.8699,-691097.5131,
0.617,-212448.5795,-689476.1493,
0.618,-218940.5039,-688132.349,
0.619,-225193.9199,-687004.851,
0.62,-231151.2928,-686007.3552,
0.621,-236792.0814,-685040.4684,
0.622,-242134.4974,-684005.0876,
0.623,-247232.114,-682815.423,
0.624,-252165.8928,-681409.9574,
0.625,-257032.7936,-679758.9462,
0.626,-261932.5515,-677867.5565,
0.627,-266954.4093,-675774.3339,
0.628,-272165.5574,-673545.3142,
0.629,-277602.7616,-671264.6554,
0.63,-283268.2082,-669023.1107,
0.631,-289130.01,-666905.9085,
0.632,-295127.1942,-664981.6512,
0.633,-301178.405,-663293.6681,
0.634,-307193.0833,-661854.9028,
0.635,-313083.5893,-660646.9234,
0.636,-318776.6457,-659623.086,
0.637,-324222.6099,-658715.3365,
0.638,-329401.4042,-657843.6672,
0.639,-334324.4037,-656926.9199,
0.64,-339032.1314,-655893.4813,
0.641,-343588.1655,-654690.4644,
0.642,-348070.1551,-653290.2045,
0.643,-352559.1988,-651693.2785,
0.644,-357129.0272,-649927.7333,
0.645,-361836.4201,-648044.7164,
0.646,-366714.0926,-646111.1697,
0.647,-371766.9274,-644200.6196,
0.648,-376971.9705,-642383.3209,
0.649,-382282.0977,-640717.0684,
0.65,-387632.7803,-639239.8693,
0.651,-392950.9821,-637965.3973,
0.652,-398164.9628,-636881.7592,
0.653,-403213.6733,-635953.6576,
0.654,-408054.5125,-635127.5833,
0.655,-412668.4643,-634339.2804,
0.656,-417062.0001,-633522.4474,
0.657,-421265.5734,-632617.4984,
0.658,-425328.9907,-631579.2297,
0.659,-429314.341,-630382.4078,
0.66,-433287.4798,-629024.5938,
0.661,-437309.2227,-627525.8987,
0.662,-441427.4179,-625925.7742,
0.663,-445670.923,-624277.3345,
0.664,-450046.2312,-622640.0156,
0.665,-454537.1315,-621071.5773,
0.666,-459107.3695,-619620.52,
0.667,-463705.8893,-618319.9014,
0.668,-468273.8993,-617183.3368,
0.669,-472752.7878,-616203.6554,
0.67,-477091.8229,-615354.3263,
0.671,-481254.6266,-614593.4007,
0.672,-485223.5998,-613869.3885,
0.673,-489001.7636,-613128.2515,
0.674,-492611.8371,-612320.5635,
0.675,-496092.7405,-611407.8911,
0.676,-499494.0475,-610367.5727,
0.677,-502869.1671,-609195.3061,
0.678,-506268.187,-607905.2556,
0.679,-509731.3282,-606527.7236,
0.68,-513283.8611,-605104.7536,
0.681,-516933.1165,-603684.2922,
0.682,-520667.936,-602313.7135,
0.683,-524460.5745,-601033.5755,
0.684,-528270.7443,-599872.4241,
0.685,-532051.2155,-598843.3048,
0.686,-535754.1967,-597942.3996,
0.687,-539337.6352,-597149.9189,
0.688,-542770.6078,-596433.0757,
0.689,-546037.1141,-595750.7,
0.69,-549137.8095,-595058.8477,
0.691,-552089.5005,-594316.6391,
0.692,-554922.5232,-593491.5538,
0.693,-557676.4012,-592563.4971,
0.694,-560394.3978,-591527.1315,
0.695,-563117.7088,-590392.2082,
0.696,-565880.0679,-589181.9029,
0.697,-568703.4693,-587929.4226,
0.698,-571595.5415,-586673.3735,
0.699,-574548.8808,-585452.5281,
0.7,-577542.3833,-584300.697,
0.701,-580545.2379,-583242.4864,
0.702,-583520.426,-582290.2231,
0.703,-586428.9748,-581442.4802,
0.704,-589236.0148,-580684.6569,
0.705,-591915.2714,-579991.2047,
0.706,-594452.3142,-579329.2432,
