time,p:1,q :1,,,
0,-0.339545129,1.2117E-11,,,
0.1,161818.8787,-2770768.998,0,,
0.2,511496.3287,-2079016.299,0.25,,
0.3,685780.1253,-1580855.731,0.2501,,
0.4,630502.857,-1186855.426,,,
0.5,442834.7382,-880689.5606,0.5,,
0.6,284476.8272,-665006.2681,0.501,,
0.7,308006.0263,-529314.9691,0.75,,
0.8,498572.9642,-458761.1569,0.7501,,
0.9,663277.4503,-426336.8531,,,
1,664708.1996,-392355.794,1,,
1.1,523279.6486,-345651.011,,,
1.2,339132.7177,-301383.8461,1.25,,
1.3,227319.0134,-272547.4663,1.2501,,
1.4,443124.8337,-278153.0311,,,
1.5,929298.2343,-356990.8012,1.5,,
1.6,1295370.512,-477289.9275,1.501,,
1.7,1214240.667,-495862.3864,1.75,,
1.8,692974.482,-385918.9777,1.7501,,
1.9,94837.8588,-294162.3303,,,
2,-189249.2791,-264218.975,2,0,
2.1,-81180.81632,-251350.9283,,,
2.2,89152.45685,-246830.7163,2.25,0.25,
2.3,52806.55501,-237977.3897,2.2501,0.2501,
2.4,-146563.5317,-228881.2828, , ,
2.5,-344739.2208,-231755.1954,2.5,0.5,
2.6,-410219.6217,-238838.0613,2.501,0.501,
2.7,-335806.2157,-239606.7626,2.75,0.75,
2.8,-204673.7112,-236452.8102,2.7501,0.7501,
2.9,-82929.3377,-233365.8198, , ,
3,-4478.568387,-231041.3376,3,0,3
3.1,19755.01025,-228363.4487, ,, 
3.2,36492.4622,-226253.2009,3.25,0.25,3
3.3,71962.76982,-225771.5957,3.2501,0.2501,3
3.4,148858.0948,-228058.8551, , ,3
3.5,244228.3945,-233794.0677,3.5,0.5,3
3.6,291726.3009,-237896.9202,3.501,0.501,3
3.7,307507.3532,-239539.037,3.75,0.75,3
3.8,305296.1381,-239806.1414,3.7501,0.7501,3
3.9,325613.0853,-241534.8549, , , 
4,387396.4948,-248292.6078,4,0,4
4.1,438706.9746,-255655.2669, ,,4
4.2,521132.6285,-267642.9524,4.25,0.25,4
4.3,645466.9954,-289883.8195,4.2501,0.2501,4
4.4,618377.8731,-293424.3219, , , 
4.5,373842.9147,-263608.4069,4.5,0.5,4
4.6,73963.46629,-235832.3877,4.501,0.501,4
4.7,-175158.4228,-226387.4724,4.75,0.75,4
4.8,-327409.7565,-229788.4997,4.7501,0.7501,4
4.9,-357132.5355,-234673.2427, , , 
5,-296924.686,-235477.5213,5,0,5
5.1,-214842.9446,-233854.0817, ,,5
5.2,-147923.0494,-231540.8908,5.25,0.25,5
5.3,-102962.4437,-229254.3655,5.2501,0.2501,5
5.4,-67922.81295,-227232.8918, , ,5
5.5,-42429.01777,-225652.0365,5.5,0.5,5
5.6,-42272.02784,-224032.8624,5.501,0.501,5
5.7,-71983.69348,-222471.1545,5.75,0.75,5
5.8,-116475.9356,-221640.0271,5.7501,0.7501,5
5.9,-139048.553,-221848.8146, , ,5
6,-134620.2567,-222415.0041,6,0,6
6.1,-130078.2175,-222779.2488, ,,6
6.2,-132217.4037,-222928.3469,6.25,0.25,6
