time,p:1,timeStamp
23.977,-45952.28418,
23.978,-45814.47087,
23.979,-45688.68588,
23.98,-45574.87919,
23.981,-45473.00335,
23.982,-45383.01482,
23.983,-45304.8746,
23.984,-45238.54813,
23.985,-45184.0045,
23.986,-45141.21509,
23.987,-45110.15184,
23.988,-45090.78538,
23.989,-45083.08318,
23.99,-45087.00818,
23.991,-45102.51785,
23.992,-45129.56394,
23.993,-45168.09281,
23.994,-45218.04646,
23.995,-45279.3639,
23.996,-45351.98285,
23.997,-45435.84144,
23.998,-45530.8797,
23.999,-45637.04067,
24,-45754.27099,
24.001,-45882.23878,
24.002,-46020.6266,
24.003,-46169.41306,
24.004,-46328.58311,
24.005,-46498.12283,
24.006,-46678.01402,
24.007,-46868.22947,
24.008,-47068.72943,
24.009,-47279.45967,
24.01,-47500.35152,
24.011,-47731.32363,
24.012,-47972.2853,
24.013,-48223.14093,
24.014,-48483.79485,
24.015,-48754.15602,
24.016,-49034.14187,
24.017,-49323.68094,
24.018,-49622.71376,
24.019,-49931.19219,
24.02,-50249.07718,
24.021,-50576.33526,
24.022,-50912.93431,
24.023,-51258.83924,
24.024,-51614.00817,
24.025,-51978.38882,
24.026,-52351.91783,
24.027,-52734.51987,
24.028,-53126.10911,
24.029,-53526.59183,
24.03,-53935.86992,
24.031,-54353.8448,
24.032,-54780.42124,
24.033,-55215.51062,
24.034,-55659.03313,
24.035,-56110.9187,
24.036,-56571.10664,
24.037,-57039.54387,
24.038,-57516.18222,
24.039,-58000.975,
24.04,-58493.87355,
24.041,-58994.82391,
24.042,-59503.76436,
24.043,-60020.62442,
24.044,-60545.32151,
24.045,-61077.76877,
24.046,-61617.86953,
24.047,-62165.52409,
24.048,-62720.63204,
24.049,-63283.09546,
24.05,-63852.82152,
24.051,-64429.72446,
24.052,-65013.72647,
24.053,-65604.75752,
24.054,-66202.75383,
24.055,-66807.65596,
24.056,-67419.40617,
24.057,-68037.94535,
24.058,-68663.21054,
24.059,-69295.1327,
24.06,-69933.63543,
24.061,-70578.63459,
24.062,-71230.039,
24.063,-71887.75194,
24.064,-72551.67337,
24.065,-73221.70246,
24.066,-73897.74015,
24.067,-74579.69142,
24.068,-75267.46689,
24.069,-75960.98363,
24.07,-76660.16512,
24.071,-77364.94026,
24.072,-78075.24174,
24.073,-78791.00389,
24.074,-79512.16034,
24.075,-80238.64184,
24.076,-80970.37448,
24.077,-81707.27853,
24.078,-82449.26809,
24.079,-83196.25153,
24.08,-83948.13265,
24.081,-84704.81244,
24.082,-85466.19112,
24.083,-86232.1702,
24.084,-87002.65441,
24.085,-87777.55301,
24.086,-88556.78055,
24.087,-89340.25691,
24.088,-90127.90659,
24.089,-90919.65743,
24.09,-91715.43886,
24.091,-92515.18011,
24.092,-93318.80832,
24.093,-94126.24712,
24.094,-94937.41556,
24.095,-95752.22782,
24.096,-96570.59349,
24.097,-97392.4184,
24.098,-98217.60608,
24.099,-99046.05932,
24.1,-99877.68194,
24.101,-100715.8132,
24.102,-101563.6542,
24.103,-102420.8305,
24.104,-103286.9035,
24.105,-104161.4149,
24.106,-105043.9337,
24.107,-105934.0976,
24.108,-106831.6449,
24.109,-107736.432,
24.11,-108648.435,
24.111,-109567.7355,
24.112,-110494.4923,
24.113,-111428.9046,
24.114,-112371.1694,
24.115,-113321.4413,
24.116,-114279.7984,
24.117,-115246.219,
24.118,-116220.5722,
24.119,-117202.6229,
24.12,-118192.0507,
24.121,-119188.4792,
24.122,-120191.5122,
24.123,-121200.7718,
24.124,-122215.9323,
24.125,-123236.7477,
24.126,-124263.0666,
24.127,-125294.8355,
24.128,-126332.0881,
24.129,-127374.924,
24.13,-128423.479,
24.131,-129477.891,
24.132,-130538.2673,
24.133,-131604.6557,
24.134,-132677.0249,
24.135,-133755.2555,
24.136,-134839.1428,
24.137,-135928.4109,
24.138,-137022.7359,
24.139,-138121.7745,
24.14,-139225.1951,
24.141,-140332.7057,
24.142,-141444.0775,
24.143,-142559.1573,
24.144,-143677.8715,
24.145,-144800.2191,
24.146,-145926.2546,
24.147,-147056.0649,
24.148,-148189.7421,
24.149,-149327.3561,
24.15,-150468.9311,
24.151,-151614.4285,
24.152,-152763.7394,
24.153,-153916.6846,
24.154,-155073.026,
24.155,-156232.4843,
24.156,-157394.7622,
24.157,-158559.5689,
24.158,-159726.6444,
24.159,-160895.7772,
24.16,-162066.8174,
24.161,-163239.6797,
24.162,-164414.3384,
24.163,-165590.8155,
24.164,-166769.161,
24.165,-167949.432,
24.166,-169131.6703,
24.167,-170315.8823,
24.168,-171502.0255,
24.169,-172690,
24.17,-173879.6493,
24.171,-175070.7681,
24.172,-176263.1159,
24.173,-177456.4354,
24.174,-178650.4732,
24.175,-179844.9984,
24.176,-181039.8188,
24.177,-182234.791,
24.178,-183429.8246,
24.179,-184624.8782,
24.18,-185819.9506,
24.181,-187015.0656,
24.182,-188210.2547,
24.183,-189405.5389,
24.184,-190600.9127,
24.185,-191796.3318,
24.186,-192991.7061,
24.187,-194186.8996,
24.188,-195381.7358,
24.189,-196576.0084,
24.19,-197769.4963,
24.191,-198961.9795,
24.192,-200153.2551,
24.193,-201343.1506,
24.194,-202531.5324,
24.195,-203718.31,
24.196,-204903.4336,
24.197,-206086.887,
24.198,-207268.676,
24.199,-208448.8144,
24.2,-209627.3094,
24.201,-210803.8933,
24.202,-211978.2792,
24.203,-213150.4095,
24.204,-214320.1936,
24.205,-215487.5096,
24.206,-216652.2084,
24.207,-217814.1221,
24.208,-218973.0754,
24.209,-220128.8964,
24.21,-221281.428,
24.211,-222430.5365,
24.212,-223576.1171,
24.213,-224718.0956,
24.214,-225856.4263,
24.215,-226991.0858,
24.216,-228122.0644,
24.217,-229249.3564,
24.218,-230372.9489,
24.219,-231492.8137,
24.22,-232608.8999,
24.221,-233721.1306,
24.222,-234829.4033,
24.223,-235933.5931,
24.224,-237033.5592,
24.225,-238129.1539,
24.226,-239220.2317,
24.227,-240306.6582,
24.228,-241388.3176,
24.229,-242465.1172,
24.23,-243536.9896,
24.231,-244603.8907,
24.232,-245665.7956,
24.233,-246722.6914,
24.234,-247774.5695,
24.235,-248821.4168,
24.236,-249863.2084,
24.237,-250899.9018,
24.238,-251931.4338,
24.239,-252957.7204,
24.24,-253978.6594,
24.241,-254994.1351,
24.242,-256004.0257,
24.243,-257008.2104,
24.244,-258006.5768,
24.245,-258999.0274,
24.246,-259985.4831,
24.247,-260965.8857,
24.248,-261940.196,
24.249,-262908.3914,
24.25,-263870.4598,
24.251,-264826.3931,
24.252,-265776.1811,
24.253,-266719.8043,
24.254,-267657.2299,
24.255,-268588.4085,
24.256,-269513.2739,
24.257,-270431.7449,
24.258,-271343.7294,
24.259,-272249.1294,
24.26,-273147.8476,
24.261,-274039.7929,
24.262,-274924.8859,
24.263,-275803.0622,
24.264,-276674.2743,
24.265,-277538.4907,
24.266,-278395.6936,
24.267,-279245.8744,
24.268,-280089.029,
24.269,-280925.1518,
24.27,-281754.2307,
24.271,-282576.2431,
24.272,-283391.1534,
24.273,-284198.9125,
24.274,-284999.4591,
24.275,-285792.7225,
24.276,-286578.6274,
24.277,-287357.0981,
24.278,-288128.064,
24.279,-288891.4636,
24.28,-289647.2475,
24.281,-290395.3801,
24.282,-291135.839,
24.283,-291868.6133,
24.284,-292593.7005,
24.285,-293311.1018,
24.286,-294020.8182,
24.287,-294722.8461,
24.288,-295417.1734,
24.289,-296103.7782,
24.29,-296782.6276,
24.291,-297453.6787,
24.292,-298116.881,
24.293,-298772.1797,
24.294,-299419.5197,
24.295,-300058.8496,
24.296,-300690.1253,
24.297,-301313.3121,
24.298,-301928.387,
24.299,-302535.3376,
24.3,-303134.1613,
24.301,-303724.4163,
24.302,-304305.6843,
24.303,-304878.013,
24.304,-305441.4553,
24.305,-305996.0599,
24.306,-306541.8637,
24.307,-307078.8853,
24.308,-307607.1219,
24.309,-308126.5484,
24.31,-308637.1201,
24.311,-309138.778,
24.312,-309631.456,
24.313,-310115.0884,
24.314,-310589.6182,
24.315,-311055.0034,
24.316,-311511.2216,
24.317,-311958.2719,
24.318,-312396.1743,
24.319,-312824.9657,
24.32,-313244.6953,
24.321,-313655.4169,
24.322,-314057.1819,
24.323,-314450.0329,
24.324,-314833.9983,
24.325,-315209.0894,
24.326,-315575.2993,
24.327,-315932.6053,
24.328,-316280.9724,
24.329,-316620.3594,
24.33,-316950.7247,
24.331,-317272.0333,
24.332,-317584.2619,
24.333,-317887.4029,
24.334,-318181.4661,
24.335,-318466.4784,
24.336,-318742.4813,
24.337,-319009.5265,
24.338,-319267.6701,
24.339,-319516.9674,
24.34,-319757.4669,
24.341,-319989.206,
24.342,-320212.2085,
24.343,-320426.4838,
24.344,-320632.028,
24.345,-320828.827,
24.346,-321016.8611,
24.347,-321196.1101,
24.348,-321366.5582,
24.349,-321528.199,
24.35,-321681.0387,
24.351,-321825.0974,
24.352,-321960.4095,
24.353,-322087.0213,
24.354,-322204.9879,
24.355,-322314.3689,
24.356,-322415.2235,
24.357,-322507.6058,
24.358,-322591.5616,
24.359,-322667.1258,
24.36,-322734.3215,
24.361,-322793.1611,
24.362,-322843.6484,
24.363,-322885.7821,
24.364,-322919.5602,
24.365,-322944.9841,
24.366,-322962.0622,
24.367,-322970.813,
24.368,-322971.2663,
24.369,-322963.4634,
24.37,-322947.4558,
24.371,-322923.3025,
24.372,-322891.0664,
24.373,-322850.8105,
24.374,-322802.5944,
24.375,-322746.4711,
24.376,-322682.4847,
24.377,-322610.6702,
24.378,-322531.0534,
24.379,-322443.6534,
24.38,-322348.4844,
24.381,-322245.5599,
24.382,-322134.8956,
24.383,-322016.513,
24.384,-321890.4412,
24.385,-321756.7187,
24.386,-321615.3931,
24.387,-321466.5209,
24.388,-321310.1643,
24.389,-321146.3897,
24.39,-320975.2634,
24.391,-320796.8496,
24.392,-320611.2073,
24.393,-320418.3883,
24.394,-320218.4372,
24.395,-320011.3911,
24.396,-319797.2812,
24.397,-319576.1347,
24.398,-319347.978,
24.399,-319112.8389,
24.4,-318870.7493,
24.401,-318622.1144,
24.402,-318367.3302,
24.403,-318106.4177,
24.404,-317839.398,
24.405,-317566.2958,
24.406,-317287.1424,
24.407,-317001.9773,
24.408,-316710.8497,
24.409,-316413.8175,
24.41,-316110.9462,
24.411,-315802.3067,
24.412,-315487.9718,
24.413,-315168.0135,
24.414,-314842.4999,
24.415,-314511.493,
24.416,-314175.0472,
24.417,-313833.2089,
24.418,-313486.0178,
24.419,-313133.5077,
24.42,-312775.7099,
24.421,-312412.6551,
24.422,-312044.3768,
24.423,-311670.9136,
24.424,-311292.3104,
24.425,-310908.62,
24.426,-310519.9023,
24.427,-310126.2237,
24.428,-309727.6547,
24.429,-309324.2681,
24.43,-308916.1359,
24.431,-308503.3273,
24.432,-308085.9068,
24.433,-307663.9324,
24.434,-307237.4562,
24.435,-306806.5239,
24.436,-306371.177,
24.437,-305931.4541,
24.438,-305487.3934,
24.439,-305039.0348,
24.44,-304586.4222,
24.441,-304129.6047,
24.442,-303668.6373,
24.443,-303203.581,
24.444,-302734.502,
24.445,-302261.4702,
24.446,-301784.5573,
24.447,-301303.8347,
24.448,-300819.3716,
24.449,-300331.2332,
24.45,-299839.4801,
24.451,-299344.1673,
24.452,-298845.3447,
24.453,-298343.0586,
24.454,-297837.3536,
24.455,-297328.2729,
24.456,-296815.8611,
24.457,-296300.1656,
24.458,-295781.2377,
24.459,-295259.1335,
24.46,-294733.9139,
24.461,-294205.644,
24.462,-293674.392,
24.463,-293140.2276,
24.464,-292603.2206,
24.465,-292063.4389,
24.466,-291520.9476,
24.467,-290975.8077,
24.468,-290428.076,
24.469,-289877.8052,
24.47,-289325.0445,
24.471,-288769.8411,
24.472,-288212.2412,
24.473,-287652.292,
24.474,-287093.1983,
24.475,-286542.5691,
24.476,-285987.1111,
24.477,-285425.4663,
24.478,-284856.8488,
24.479,-284281.1428,
24.48,-283698.9079,
24.481,-283111.2986,
24.482,-282519.9039,
24.483,-281926.5345,
24.484,-281332.9865,
24.485,-280740.8124,
24.486,-280151.1297,
24.487,-279564.4915,
24.488,-278980.8347,
24.489,-278399.5109,
24.49,-277819.3938,
24.491,-277239.0448,
24.492,-276656.9215,
24.493,-276071.5882,
24.494,-275481.9149,
24.495,-274887.2092,
24.496,-274287.3321,
24.497,-273682.6845,
24.498,-273074.1668,
24.499,-272463.0452,
24.5,-271850.7861,
24.501,-271239.103,
24.502,-270629.5197,
24.503,-270022.9745,
24.504,-269419.9523,
24.505,-268820.4383,
24.506,-268223.9392,
24.507,-267629.567,
24.508,-267036.1722,
24.509,-266442.509,
24.51,-265847.4083,
24.511,-265249.9374,
24.512,-264649.5234,
24.513,-264046.0272,
24.514,-263439.7579,
24.515,-262831.4281,
24.516,-262222.0561,
24.517,-261612.8315,
24.518,-261004.9607,
24.519,-260399.5133,
24.52,-259797.2918,
24.521,-259198.7381,
24.522,-258603.8904,
24.523,-258012.395,
24.524,-257423.5681,
24.525,-256836.5009,
24.526,-256250.191,
24.527,-255663.6833,
24.528,-255076.2007,
24.529,-254487.2491,
24.53,-253896.6813,
24.531,-253304.7145,
24.532,-252711.8989,
24.533,-252119.0429,
24.534,-251527.1064,
24.535,-250937.0767,
24.536,-250349.8434,
24.537,-249766.0892,
24.538,-249186.2112,
24.539,-248610.281,
24.54,-248038.0489,
24.541,-247468.9908,
24.542,-246902.3891,
24.543,-246337.4382,
24.544,-245773.3583,
24.545,-245209.5034,
24.546,-244645.4485,
24.547,-244081.0459,
24.548,-243516.4439,
24.549,-242952.0648,
24.55,-242388.5482,
24.551,-241826.6668,
24.552,-241267.2267,
24.553,-240710.9651,
24.554,-240158.4604,
24.555,-239610.0646,
24.556,-239065.8679,
24.557,-238525.6978,
24.558,-237989.1535,
24.559,-237455.6692,
24.56,-236924.5977,
24.561,-236395.3028,
24.562,-235867.2472,
24.563,-235340.0667,
24.564,-234813.6177,
24.565,-234287.9966,
24.566,-233763.525,
24.567,-233240.707,
24.568,-232720.1625,
24.569,-232202.5475,
24.57,-231688.4709,
24.571,-231178.4201,
24.572,-230672.7034,
24.573,-230171.419,
24.574,-229674.45,
24.575,-229181.4912,
24.576,-228692.0962,
24.577,-228205.7452,
24.578,-227721.9185,
24.579,-227240.1695,
24.58,-226760.1859,
24.581,-226281.8312,
24.582,-225805.1627,
24.583,-225330.4227,
24.584,-224858.0062,
24.585,-224388.4086,
24.586,-223922.1616,
24.587,-223459.7661,
24.588,-223001.63,
24.589,-222548.0207,
24.59,-222099.0364,
24.591,-221654.6006,
24.592,-221214.4802,
24.593,-220778.3231,
24.594,-220345.7106,
24.595,-219916.2179,
24.596,-219489.4732,
24.597,-219065.2085,
24.598,-218643.2955,
24.599,-218223.7625,
24.6,-217806.7895,
24.601,-217392.1661,
24.602,-216979.791,
24.603,-216570.1377,
24.604,-216163.6702,
24.605,-215760.7759,
24.606,-215361.7569,
24.607,-214966.7397,
24.608,-214575.7024,
24.609,-214188.4753,
24.61,-213804.7699,
24.611,-213424.2225,
24.612,-213046.447,
24.613,-212671.0892,
24.614,-212297.8756,
24.615,-211926.6501,
24.616,-211557.3944,
24.617,-211190.2302,
24.618,-210825.4016,
24.619,-210463.2431,
24.62,-210104.1356,
24.621,-209748.4575,
24.622,-209396.5373,
24.623,-209048.6139,
24.624,-208704.8097,
24.625,-208365.1192,
24.626,-208029.4156,
24.627,-207697.4723,
24.628,-207368.9977,
24.629,-207043.6767,
24.63,-206721.2157,
24.631,-206401.3823,
24.632,-206084.0365,
24.633,-205769.1493,
24.634,-205456.8048,
24.635,-205147.1893,
24.636,-204840.5652,
24.637,-204537.2367,
24.638,-204237.5104,
24.639,-203941.6561,
24.64,-203649.8742,
24.641,-203362.2724,
24.642,-203078.8549,
24.643,-202799.5262,
24.644,-202524.1078,
24.645,-202252.3644,
24.646,-201984.0382,
24.647,-201718.8849,
24.648,-201456.7062,
24.649,-201197.3766,
24.65,-200940.8593,
24.651,-200687.2096,
24.652,-200436.5672,
24.653,-200189.1359,
24.654,-199945.1569,
24.655,-199704.8764,
24.656,-199468.5146,
24.657,-199236.2376,
24.658,-199008.1377,
24.659,-198784.2241,
24.66,-198564.424,
24.661,-198348.5954,
24.662,-198136.5477,
24.663,-197928.0686,
24.664,-197722.9536,
24.665,-197521.033,
24.666,-197322.1938,
24.667,-197126.394,
24.668,-196933.6665,
24.669,-196744.1134,
24.67,-196557.891,
24.671,-196375.1886,
24.672,-196196.2024,
24.673,-196021.1099,
24.674,-195850.047,
24.675,-195683.0912,
24.676,-195520.253,
24.677,-195361.4758,
24.678,-195206.6453,
24.679,-195055.6056,
24.68,-194908.1811,
24.681,-194764.1994,
24.682,-194623.5142,
24.683,-194486.0235,
24.684,-194351.6818,
24.685,-194220.5045,
24.686,-194092.5638,
24.687,-193967.9776,
24.688,-193846.8923,
24.689,-193729.4623,
24.69,-193615.829,
24.691,-193506.1021,
24.692,-193400.3449,
24.693,-193298.5667,
24.694,-193200.7223,
24.695,-193106.7182,
24.696,-193016.4259,
24.697,-192929.6985,
24.698,-192846.3898,
24.699,-192766.3727,
24.7,-192689.5548,
24.701,-192614.866,
24.702,-192541.3292,
24.703,-192469.0804,
24.704,-192398.3135,
24.705,-192329.2534,
24.706,-192262.1254,
24.707,-192197.125,
24.708,-192134.3934,
24.709,-192073.9991,
24.71,-192015.9312,
24.711,-191960.102,
24.712,-191906.3604,
24.713,-191854.5132,
24.714,-191804.3511,
24.715,-191755.6766,
24.716,-191708.3291,
24.717,-191662.2052,
24.718,-191617.2705,
24.719,-191573.562,
24.72,-191531.1811,
24.721,-191490.2782,
24.722,-191451.0315,
24.723,-191413.622,
24.724,-191378.2095,
24.725,-191344.9112,
24.726,-191313.7868,
24.727,-191284.8318,
24.728,-191257.979,
24.729,-191233.108,
24.73,-191210.0622,
24.731,-191188.6696,
24.732,-191168.7652,
24.733,-191150.212,
24.734,-191132.9178,
24.735,-191116.8457,
24.736,-191102.0165,
24.737,-191088.5045,
24.738,-191076.4253,
24.739,-191065.919,
24.74,-191057.1301,
24.741,-191050.1881,
24.742,-191045.1894,
24.743,-191042.1853,
24.744,-191041.1749,
24.745,-191042.1061,
24.746,-191044.8824,
24.747,-191049.3767,
24.748,-191055.4469,
24.749,-191062.955,
24.75,-191071.7838,
24.751,-191081.8513,
24.752,-191093.1193,
24.753,-191105.597,
24.754,-191119.3371,
24.755,-191134.4274,
24.756,-191150.9769,
24.757,-191169.1005,
24.758,-191188.902,
24.759,-191210.4602,
24.76,-191233.8179,
24.761,-191258.9761,
24.762,-191285.8939,
24.763,-191314.4938,
24.764,-191344.6715,
24.765,-191376.3098,
24.766,-191409.2926,
24.767,-191443.5196,
24.768,-191478.9175,
24.769,-191515.4486,
24.77,-191553.113,
24.771,-191591.9469,
24.772,-191632.0157,
24.773,-191673.4038,
24.774,-191716.201,
24.775,-191760.4903,
24.776,-191806.3352,
24.777,-191853.7708,
24.778,-191902.7987,
24.779,-191953.3863,
24.78,-192005.4706,
24.781,-192058.9661,
24.782,-192113.7753,
24.783,-192169.8003,
24.784,-192226.955,
24.785,-192285.1743,
24.786,-192344.4212,
24.787,-192404.6895,
24.788,-192466.0026,
24.789,-192528.4083,
24.79,-192591.9706,
24.791,-192656.7597,
24.792,-192722.8407,
24.793,-192790.226,
24.794,-192859.0228,
24.795,-192929.1966,
24.796,-193000.7198,
24.797,-193073.5394,
24.798,-193147.5829,
24.799,-193222.7673,
24.8,-193299.0084,
24.801,-193360.3225,
24.802,-193391.4248,
24.803,-193393.6449,
24.804,-193368.6455,
24.805,-193318.2092,
24.806,-193244.0136,
24.807,-193147.4277,
24.808,-193029.3524,
24.809,-192890.1284,
24.81,-192729.5191,
24.811,-192546.7713,
24.812,-192340.7423,
24.813,-192110.0756,
24.814,-191853.4005,
24.815,-191569.5298,
24.816,-191257.6274,
24.817,-190917.3271,
24.818,-190548.7857,
24.819,-190152.6668,
24.82,-189730.0577,
24.821,-189282.3335,
24.822,-188810.9856,
24.823,-188317.4405,
24.824,-187802.8906,
24.825,-187268.1612,
24.826,-186713.6283,
24.827,-186139.1989,
24.828,-185544.3529,
24.829,-184928.241,
24.83,-184289.824,
24.831,-183628.0334,
24.832,-182941.9322,
24.833,-182230.8556,
24.834,-181494.511,
24.835,-180733.0281,
24.836,-179946.9512,
24.837,-179137.178,
24.838,-178304.853,
24.839,-177451.2307,
24.84,-176577.5291,
24.841,-175684.7901,
24.842,-174773.768,
24.843,-173844.8579,
24.844,-172898.0737,
24.845,-171933.0774,
24.846,-170949.2536,
24.847,-169945.8192,
24.848,-168921.9529,
24.849,-167876.9265,
24.85,-166810.221,
24.851,-165721.6121,
24.852,-164611.2156,
24.853,-163479.4862,
24.854,-162327.172,
24.855,-161155.2322,
24.856,-159964.7279,
24.857,-158756.7033,
24.858,-157532.0713,
24.859,-156291.5199,
24.86,-155035.4506,
24.861,-153763.9556,
24.862,-152476.8373,
24.863,-151173.6649,
24.864,-149853.861,
24.865,-148516.8053,
24.866,-147161.9417,
24.867,-145788.8724,
24.868,-144397.434,
24.869,-142987.739,
24.87,-141560.1743,
24.871,-140115.37,
24.872,-138654.1351,
24.873,-137177.3714,
24.874,-135685.9773,
24.875,-134180.754,
24.876,-132662.3272,
24.877,-131131.0943,
24.878,-129587.2024,
24.879,-128030.5602,
24.88,-126460.8812,
24.881,-124877.7514,
24.882,-123280.7127,
24.883,-121669.3497,
24.884,-120043.3688,
24.885,-118402.6597,
24.886,-116747.3313,
24.887,-115077.7174,
24.888,-113394.3532,
24.889,-111697.9254,
24.89,-109989.2038,
24.891,-108268.9638,
24.892,-106537.9097,
24.893,-104796.6095,
24.894,-103045.4495,
24.895,-101284.6131,
24.896,-99514.08846,
24.897,-97733.69997,
24.898,-95943.16202,
24.899,-94142.14518,
24.9,-92330.34686,
24.901,-90500.47487,
24.902,-88645.67264,
24.903,-86766.6416,
24.904,-84864.40796,
24.905,-82940.21242,
24.906,-80995.37439,
24.907,-79031.14921,
24.908,-77048.59742,
24.909,-75048.48303,
24.91,-73031.21338,
24.911,-70996.82766,
24.912,-68945.03436,
24.913,-66875.29151,
24.914,-64786.91809,
24.915,-62679.22115,
24.916,-60551.62151,
24.917,-58403.76157,
24.918,-56235.58119,
24.919,-54047.35272,
24.92,-51839.67142,
24.921,-49613.40343,
24.922,-47369.59945,
24.923,-45109.38633,
24.924,-42833.8511,
24.925,-40543.93329,
24.926,-38240.33922,
24.927,-35923.48957,
24.928,-33593.50483,
24.929,-31250.23252,
24.93,-28893.30816,
24.931,-26522.24368,
24.932,-24136.52952,
24.933,-21735.73747,
24.934,-19319.61017,
24.935,-16888.12588,
24.936,-14441.53073,
24.937,-11980.33482,
24.938,-9505.273631,
24.939,-7017.24059,
24.94,-4517.200593,
24.941,-2006.096082,
24.942,515.2415185,
24.943,3046.163789,
24.944,5586.251185,
24.945,8135.327786,
24.946,10693.44347,
24.947,13260.82678,
24.948,15837.81543,
24.949,18424.77404,
24.95,21022.01047,
24.951,23629.70153,
24.952,26247.8379,
24.953,28876.19497,
24.954,31514.33276,
24.955,34161.62437,
24.956,36817.30834,
24.957,39480.55758,
24.958,42150.55529,
24.959,44826.56782,
24.96,47508.00474,
24.961,50194.45871,
24.962,52885.72022,
24.963,55581.76599,
24.964,58282.72318,
24.965,60988.8146,
24.966,63700.29279,
24.967,66417.37186,
24.968,69140.16601,
24.969,71868.64293,
24.97,74602.59767,
24.971,77341.65001,
24.972,80085.26504,
24.973,82832.79384,
24.974,85583.52822,
24.975,88336.76206,
24.976,91091.85097,
24.977,93848.26254,
24.978,96605.6106,
24.979,99363.66953,
24.98,102122.3672,
24.981,104881.7577,
24.982,107641.9787,
24.983,110403.1984,
24.984,113165.5601,
24.985,115929.1316,
24.986,118693.8657,
24.987,121459.5773,
24.988,124225.9387,
24.989,126992.4948,
24.99,129758.6942,
24.991,132523.9329,
24.992,135287.6033,
24.993,138049.1435,
24.994,140808.079,
24.995,143564.0517,
24.996,146316.834,
24.997,149066.3246,
24.998,151812.528,
24.999,154555.5213,
25,157295.4114,
25.001,160040.3558,
25.002,162798.153,
25.003,165568.1102,
25.004,168349.2475,
25.005,171140.3973,
25.006,173940.3245,
25.007,176747.8547,
25.008,179561.9893,
25.009,182381.9966,
25.01,185207.4638,
25.011,188038.3073,
25.012,190874.7379,
25.013,193717.1894,
25.014,196566.2188,
25.015,199422.3929,
25.016,202286.1763,
25.017,205157.8363,
25.018,208037.3754,
25.019,210924.5006,
25.02,213818.6331,
25.021,216718.9549,
25.022,219624.4862,
25.023,222534.1819,
25.024,225447.0353,
25.025,228362.1738,
25.026,231278.9345,
25.027,234196.9107,
25.028,237115.9637,
25.029,240036.1989,
25.03,242957.9103,
25.031,245881.5019,
25.032,248807.3961,
25.033,251735.9427,
25.034,254667.3394,
25.035,257601.5741,
25.036,260538.3973,
25.037,263477.3255,
25.038,266417.6765,
25.039,269358.6297,
25.04,272299.303,
25.041,275238.8371,
25.042,278176.4739,
25.043,281111.6201,
25.044,284043.8879,
25.045,286973.1078,
25.046,289899.3118,
25.047,292822.6915,
25.048,295743.5355,
25.049,298662.1564,
25.05,301578.8161,
25.051,304493.6598,
25.052,307406.6675,
25.053,310317.6281,
25.054,313226.1401,
25.055,316131.6372,
25.056,319033.435,
25.057,321930.7929,
25.058,324822.9819,
25.059,327709.3487,
25.06,330589.3697,
25.061,333462.6859,
25.062,336329.1153,
25.063,339188.6429,
25.064,342041.3879,
25.065,344887.5548,
25.066,347727.3746,
25.067,350561.0443,
25.068,353388.672,
25.069,356210.2358,
25.07,359025.5607,
25.071,361834.3169,
25.072,364636.0382,
25.073,367430.1585,
25.074,370216.0608,
25.075,372993.132,
25.076,375760.8156,
25.077,378518.6565,
25.078,381266.3315,
25.079,384003.6611,
25.08,386730.6034,
25.081,389447.2295,
25.082,392153.685,
25.083,394850.1429,
25.084,397536.7542,
25.085,400213.6029,
25.086,402880.671,
25.087,405537.8182,
25.088,408184.7786,
25.089,410821.1736,
25.09,413446.5406,
25.091,416060.3715,
25.092,418662.1568,
25.093,421251.4293,
25.094,423827.8008,
25.095,426390.9885,
25.096,428940.8264,
25.097,431477.2616,
25.098,434000.3362,
25.099,436510.157,
25.1,439006.8578,
25.101,441510.499,
25.102,444040.425,
25.103,446595.1447,
25.104,449172.5895,
25.105,451770.3588,
25.106,454386.0034,
25.107,457017.3084,
25.108,459662.5384,
25.109,462320.613,
25.11,464991.1926,
25.111,467674.6631,
25.112,470372.0259,
25.113,473084.71,
25.114,475814.3304,
25.115,478562.4301,
25.116,481330.2358,
25.117,484118.4626,
25.118,486927.19,
25.119,489755.8254,
25.12,492603.1564,
25.121,495467.4844,
25.122,498346.8182,
25.123,501239.1022,
25.124,504142.4474,
25.125,507055.3342,
25.126,509976.7627,
25.127,512906.3298,
25.128,515844.2265,
25.129,518791.1563,
25.13,521748.1887,
25.131,524716.5671,
25.132,527697.4997,
25.133,530691.9587,
25.134,533700.5171,
25.135,536723.2405,
25.136,539759.65,
25.137,542808.7569,
25.138,545869.1642,
25.139,548939.2195,
25.14,552017.198,
25.141,555101.4906,
25.142,558190.7721,
25.143,561284.1286,
25.144,564381.1267,
25.145,567481.8185,
25.146,570586.6822,
25.147,573696.508,
25.148,576812.2462,
25.149,579934.8369,
25.15,583065.0467,
25.151,586203.3311,
25.152,589349.7421,
25.153,592503.8912,
25.154,595664.9713,
25.155,598831.8337,
25.156,602003.1082,
25.157,605177.3498,
25.158,608353.1915,
25.159,611529.4839,
25.16,614705.402,
25.161,617880.5074,
25.162,621054.7582,
25.163,624228.4658,
25.164,627402.207,
25.165,630576.7033,
25.166,633752.6838,
25.167,636930.7511,
25.168,640111.2668,
25.169,643294.2722,
25.17,646479.4527,
