time,p:1,timeStamp
13.959,554241.531,
13.96,557423.9144,
13.961,560603.9836,
13.962,563781.4155,
13.963,566956.0846,
13.964,570128.0379,
13.965,573297.4484,
13.966,576464.5527,
13.967,579629.5821,
13.968,582792.6963,
13.969,585953.9286,
13.97,589113.1488,
13.971,592270.0491,
13.972,595424.1536,
13.973,598574.8509,
13.974,601721.4423,
13.975,604863.2025,
13.976,607999.441,
13.977,611129.5584,
13.978,614253.0893,
13.979,617369.7271,
13.98,620479.3267,
13.981,623581.8866,
13.982,626677.5128,
13.983,629766.3696,
13.984,632848.6232,
13.985,635924.3885,
13.986,638993.6823,
13.987,642056.3919,
13.988,645112.2616,
13.989,648160.8984,
13.99,651201.7961,
13.991,654234.3738,
13.992,657258.024,
13.993,660272.1625,
13.994,663276.2753,
13.995,666269.9542,
13.996,669252.919,
13.997,672225.0216,
13.998,675186.2334,
13.999,678136.6171,
14,681076.2879,
14.001,684012.2691,
14.002,686951.3405,
14.003,689893.0283,
14.004,692836.5771,
14.005,695781.0221,
14.006,698725.2863,
14.007,701668.2913,
14.008,704609.0648,
14.009,707546.8326,
14.01,710481.0815,
14.011,713411.587,
14.012,716338.4024,
14.013,719261.8116,
14.014,722182.2527,
14.015,725100.2232,
14.016,728016.1806,
14.017,730930.4498,
14.018,733843.1511,
14.019,736754.1571,
14.02,739663.0832,
14.021,742569.3125,
14.022,745472.0516,
14.023,748370.4072,
14.024,751263.4754,
14.025,754150.4302,
14.026,757030.5992,
14.027,759903.5179,
14.028,762768.9558,
14.029,765626.9104,
14.03,768477.5718,
14.031,771321.2636,
14.032,774158.367,
14.033,776989.2394,
14.034,779814.1394,
14.035,782633.1652,
14.036,785446.2175,
14.037,788252.9884,
14.038,791052.9787,
14.039,793845.5408,
14.04,796629.9393,
14.041,799405.4228,
14.042,802171.2958,
14.043,804926.9821,
14.044,807672.0709,
14.045,810406.3404,
14.046,813129.7556,
14.047,815842.443,
14.048,818544.6432,
14.049,821236.6513,
14.05,823918.7509,
14.051,826591.1518,
14.052,829253.9393,
14.053,831907.041,
14.054,834550.2161,
14.055,837183.0666,
14.056,839805.0699,
14.057,842415.6269,
14.058,845014.1196,
14.059,847599.9697,
14.06,850172.691,
14.061,852731.9287,
14.062,855277.4803,
14.063,857809.2971,
14.064,860327.464,
14.065,862832.1643,
14.066,865323.6313,
14.067,867802.0955,
14.068,870267.7329,
14.069,872720.623,
14.07,875160.7202,
14.071,877587.8427,
14.072,880001.68,
14.073,882401.8173,
14.074,884787.7738,
14.075,887159.0484,
14.076,889515.1676,
14.077,891855.7289,
14.078,894180.4338,
14.079,896489.1069,
14.08,898781.6981,
14.081,901058.2691,
14.082,903318.9651,
14.083,905563.977,
14.084,907793.4981,
14.085,910007.6829,
14.086,912206.6109,
14.087,914390.2626,
14.088,916558.5087,
14.089,918711.1146,
14.09,920847.7589,
14.091,922968.0632,
14.092,925071.629,
14.093,927158.0763,
14.094,929227.0795,
14.095,931278.3955,
14.096,933311.8801,
14.097,935327.4917,
14.098,937325.2811,
14.099,939305.3706,
14.1,941267.9232,
14.101,943215.6746,
14.102,945151.2664,
14.103,947074.6148,
14.104,948985.4855,
14.105,950883.5143,
14.106,952768.2448,
14.107,954639.1774,
14.108,956495.8231,
14.109,958337.7547,
14.11,960164.6489,
14.111,961976.3142,
14.112,963772.7002,
14.113,965553.8894,
14.114,967320.0709,
14.115,969071.5014,
14.116,970808.4582,
14.117,972531.1914,
14.118,974239.8803,
14.119,975934.6008,
14.12,977615.3079,
14.121,979281.8338,
14.122,980933.9031,
14.123,982571.1624,
14.124,984193.2187,
14.125,985799.6833,
14.126,987390.2134,
14.127,988964.5478,
14.128,990522.5304,
14.129,992064.1199,
14.13,993589.3843,
14.131,995098.481,
14.132,996591.6267,
14.133,998069.0591,
14.134,999530.9983,
14.135,1000977.611,
14.136,1002408.982,
14.137,1003825.1,
14.138,1005225.853,
14.139,1006611.042,
14.14,1007980.4,
14.141,1009333.626,
14.142,1010670.416,
14.143,1011990.505,
14.144,1013293.686,
14.145,1014579.84,
14.146,1015848.939,
14.147,1017101.045,
14.148,1018336.297,
14.149,1019554.882,
14.15,1020757.01,
14.151,1021942.881,
14.152,1023112.651,
14.153,1024266.416,
14.154,1025404.194,
14.155,1026525.921,
14.156,1027631.46,
14.157,1028720.619,
14.158,1029793.172,
14.159,1030848.894,
14.16,1031887.582,
14.161,1032909.083,
14.162,1033913.311,
14.163,1034900.255,
14.164,1035869.978,
14.165,1036822.607,
14.166,1037758.309,
14.167,1038677.276,
14.168,1039579.692,
14.169,1040465.709,
14.17,1041335.431,
14.171,1042188.902,
14.172,1043026.098,
14.173,1043846.936,
14.174,1044651.284,
14.175,1045438.985,
14.176,1046209.875,
14.177,1046963.81,
14.178,1047700.682,
14.179,1048420.438,
14.18,1049123.085,
14.181,1049808.689,
14.182,1050477.371,
14.183,1051129.289,
14.184,1051764.618,
14.185,1052383.531,
14.186,1052986.181,
14.187,1053572.679,
14.188,1054143.09,
14.189,1054697.424,
14.19,1055235.641,
14.191,1055757.663,
14.192,1056263.388,
14.193,1056752.707,
14.194,1057225.523,
14.195,1057681.771,
14.196,1058121.425,
14.197,1058544.512,
14.198,1058951.104,
14.199,1059341.319,
14.2,1059715.308,
14.201,1060069.707,
14.202,1060401.238,
14.203,1060710.272,
14.204,1060997.253,
14.205,1061262.65,
14.206,1061506.898,
14.207,1061730.359,
14.208,1061933.279,
14.209,1062115.776,
14.21,1062277.832,
14.211,1062419.313,
14.212,1062539.999,
14.213,1062639.626,
14.214,1062717.934,
14.215,1062774.714,
14.216,1062809.841,
14.217,1062823.307,
14.218,1062815.225,
14.219,1062785.828,
14.22,1062735.444,
14.221,1062664.465,
14.222,1062573.308,
14.223,1062462.367,
14.224,1062331.979,
14.225,1062182.393,
14.226,1062013.751,
14.227,1061826.088,
14.228,1061619.341,
14.229,1061393.375,
14.23,1061148.013,
14.231,1060883.082,
14.232,1060598.439,
14.233,1060294.015,
14.234,1059969.826,
14.235,1059625.991,
14.236,1059262.726,
14.237,1058880.326,
14.238,1058479.142,
14.239,1058059.547,
14.24,1057621.902,
14.241,1057166.522,
14.242,1056693.655,
14.243,1056203.462,
14.244,1055696.018,
14.245,1055171.316,
14.246,1054629.288,
14.247,1054069.831,
14.248,1053492.836,
14.249,1052898.224,
14.25,1052285.965,
14.251,1051656.103,
14.252,1051008.759,
14.253,1050344.138,
14.254,1049662.509,
14.255,1048964.189,
14.256,1048249.516,
14.257,1047518.821,
14.258,1046772.402,
14.259,1046010.501,
14.26,1045233.295,
14.261,1044440.886,
14.262,1043633.311,
14.263,1042810.557,
14.264,1041972.577,
14.265,1041119.319,
14.266,1040250.749,
14.267,1039366.875,
14.268,1038467.759,
14.269,1037553.531,
14.27,1036624.384,
14.271,1035680.565,
14.272,1034722.365,
14.273,1033750.092,
14.274,1032764.051,
14.275,1031764.522,
14.276,1030751.742,
14.277,1029725.895,
14.278,1028687.106,
14.279,1027635.445,
14.28,1026570.939,
14.281,1025493.586,
14.282,1024403.38,
14.283,1023300.323,
14.284,1022184.453,
14.285,1021055.848,
14.286,1019914.642,
14.287,1018761.019,
14.288,1017595.21,
14.289,1016417.481,
14.29,1015228.115,
14.291,1014027.393,
14.292,1012815.579,
14.293,1011592.903,
14.294,1010359.551,
14.295,1009115.664,
14.296,1007861.335,
14.297,1006596.623,
14.298,1005321.56,
14.299,1004036.173,
14.3,1002740.496,
14.301,1001423.955,
14.302,1000076.268,
14.303,998698.2384,
14.304,997291.023,
14.305,995855.9955,
14.306,994394.5927,
14.307,992908.1527,
14.308,991397.7719,
14.309,989864.1965,
14.31,988307.7629,
14.311,986728.3945,
14.312,985125.6527,
14.313,983498.8343,
14.314,981847.1021,
14.315,980169.6296,
14.316,978465.7415,
14.317,976735.0303,
14.318,974977.4355,
14.319,973193.2746,
14.32,971383.2243,
14.321,969548.2542,
14.322,967689.5241,
14.323,965808.2587,
14.324,963905.6167,
14.325,961982.572,
14.326,960039.8225,
14.327,958077.7368,
14.328,956096.3469,
14.329,954095.3848,
14.33,952074.3577,
14.331,950032.6516,
14.332,947969.6484,
14.333,945884.8406,
14.334,943777.9284,
14.335,941648.8879,
14.336,939498.0009,
14.337,937325.8435,
14.338,935133.2365,
14.339,932921.1651,
14.34,930690.6781,
14.341,928442.7824,
14.342,926178.3441,
14.343,923898.0124,
14.344,921602.1725,
14.345,919290.9354,
14.346,916964.1637,
14.347,914621.5299,
14.348,912262.5982,
14.349,909886.9188,
14.35,907494.1213,
14.351,905083.9966,
14.352,902656.5537,
14.353,900212.0484,
14.354,897750.9773,
14.355,895274.041,
14.356,892782.0809,
14.357,890275.9994,
14.358,887756.6734,
14.359,885224.8741,
14.36,882681.202,
14.361,880126.0463,
14.362,877559.5731,
14.363,874981.7434,
14.364,872392.3576,
14.365,869791.1203,
14.366,867177.7159,
14.367,864551.885,
14.368,861913.4921,
14.369,859262.5746,
14.37,856599.368,
14.371,853924.3048,
14.372,851237.9867,
14.373,848541.1358,
14.374,845834.5307,
14.375,843118.9368,
14.376,840395.0401,
14.377,837663.3926,
14.378,834924.3776,
14.379,832178.1969,
14.38,829424.8834,
14.381,826664.3344,
14.382,823896.3631,
14.383,821120.7591,
14.384,818337.3508,
14.385,815546.0611,
14.386,812746.9495,
14.387,809940.2344,
14.388,807126.2947,
14.389,804305.6495,
14.39,801478.9201,
14.391,798646.7793,
14.392,795809.895,
14.393,792968.8759,
14.394,790124.226,
14.395,787276.3143,
14.396,784425.3627,
14.397,781571.4537,
14.398,778714.5559,
14.399,775854.5643,
14.4,772991.349,
14.401,770122.9368,
14.402,767247.4778,
14.403,764365.1721,
14.404,761476.3982,
14.405,758581.6924,
14.406,755681.7088,
14.407,752777.1642,
14.408,749868.7762,
14.409,746957.2024,
14.41,744042.9892,
14.411,741126.536,
14.412,738208.0801,
14.413,735287.7031,
14.414,732365.3572,
14.415,729440.9083,
14.416,726514.1893,
14.417,723585.056,
14.418,720653.4392,
14.419,717719.3848,
14.42,714783.0779,
14.421,711844.8484,
14.422,708905.1564,
14.423,705964.5612,
14.424,703023.6779,
14.425,700083.1272,
14.426,697143.4861,
14.427,694205.2449,
14.428,691268.7767,
14.429,688334.3235,
14.43,685401.9992,
14.431,682471.8094,
14.432,679543.685,
14.433,676617.5248,
14.434,673693.241,
14.435,670770.8016,
14.436,667850.2648,
14.437,664931.7995,
14.438,662015.6921,
14.439,659102.3358,
14.44,656192.2073,
14.441,653285.832,
14.442,650383.7441,
14.443,647486.4461,
14.444,644594.373,
14.445,641707.8668,
14.446,638827.1631,
14.447,635952.3925,
14.448,633083.5947,
14.449,630220.7453,
14.45,627363.7895,
14.451,624512.6787,
14.452,621667.4056,
14.453,618828.0332,
14.454,615994.7123,
14.455,613167.6884,
14.456,610347.295,
14.457,607533.9349,
14.458,604728.0536,
14.459,601930.1069,
14.46,599140.5275,
14.461,596359.6963,
14.462,593587.9199,
14.463,590825.4187,
14.464,588072.3271,
14.465,585328.7036,
14.466,582594.5515,
14.467,579869.8457,
14.468,577154.5627,
14.469,574448.7089,
14.47,571752.3449,
14.471,569065.6013,
14.472,566388.6844,
14.473,563721.8728,
14.474,561065.5025,
14.475,558419.9466,
14.476,555785.5887,
14.477,553162.7964,
14.478,550551.8969,
14.479,547953.1583,
14.48,545366.7795,
14.481,542792.8879,
14.482,540231.5484,
14.483,537682.7782,
14.484,535146.5685,
14.485,532622.9087,
14.486,530111.8096,
14.487,527613.3237,
14.488,525127.5585,
14.489,522654.6825,
14.49,520194.9228,
14.491,517748.5546,
14.492,515315.8842,
14.493,512897.2288,
14.494,510492.8944,
14.495,508103.1555,
14.496,505728.24,
14.497,503368.3195,
14.498,501023.5072,
14.499,498693.864,
14.5,496379.4101,
14.501,494078.2788,
14.502,491788.6586,
14.503,489510.6928,
14.504,487244.6022,
14.505,484990.6739,
14.506,482749.2409,
14.507,480520.6556,
14.508,478305.2623,
14.509,476103.3695,
14.51,473915.2292,
14.511,471741.0227,
14.512,469580.8562,
14.513,467434.7664,
14.514,465302.7346,
14.515,463184.7079,
14.516,461080.6238,
14.517,458990.4355,
14.518,456914.1341,
14.519,454851.7653,
14.52,452803.4382,
14.521,450769.325,
14.522,448749.6524,
14.523,446744.6862,
14.524,444754.7099,
14.525,442780.0024,
14.526,440820.8157,
14.527,438877.3569,
14.528,436949.7764,
14.529,435038.1633,
14.53,433142.5494,
14.531,431262.9192,
14.532,429399.2274,
14.533,427551.4182,
14.534,425719.4457,
14.535,423903.2931,
14.536,422102.9858,
14.537,420318.5999,
14.538,418550.2627,
14.539,416798.1464,
14.54,415062.4559,
14.541,413343.4125,
14.542,411641.2348,
14.543,409956.1215,
14.544,408288.2358,
14.545,406637.6955,
14.546,405004.5682,
14.547,403388.8741,
14.548,401790.5938,
14.549,400209.6814,
14.55,398646.0806,
14.551,397099.7408,
14.552,395570.6332,
14.553,394058.762,
14.554,392564.1714,
14.555,391086.9474,
14.556,389627.2125,
14.557,388185.1168,
14.558,386760.8249,
14.559,385354.5006,
14.56,383966.2926,
14.561,382596.3219,
14.562,381244.6727,
14.563,379911.3888,
14.564,378596.4744,
14.565,377299.9007,
14.566,376021.6156,
14.567,374761.5567,
14.568,373519.6649,
14.569,372295.8966,
14.57,371090.2344,
14.571,369902.6923,
14.572,368733.3179,
14.573,367582.189,
14.574,366449.4063,
14.575,365335.083,
14.576,364239.3333,
14.577,363162.2596,
14.578,362103.9427,
14.579,361064.4341,
14.58,360043.752,
14.581,359041.8825,
14.582,358058.7834,
14.583,357094.3927,
14.584,356148.6385,
14.585,355221.4501,
14.586,354312.7683,
14.587,353422.5536,
14.588,352550.7921,
14.589,351697.4962,
14.59,350862.7035,
14.591,350046.4704,
14.592,349248.8645,
14.593,348469.9546,
14.594,347709.8013,
14.595,346968.4478,
14.596,346245.914,
14.597,345542.1931,
14.598,344857.2512,
14.599,344191.0312,
14.6,343543.4589,
14.601,342909.0288,
14.602,342282.4226,
14.603,341663.9756,
14.604,341054.1658,
14.605,340453.5495,
14.606,339862.6884,
14.607,339282.0767,
14.608,338712.0799,
14.609,338152.891,
14.61,337604.5108,
14.611,337066.754,
14.612,336539.2795,
14.613,336021.6402,
14.614,335513.3457,
14.615,335013.9292,
14.616,334523.0089,
14.617,334040.3376,
14.618,333565.8322,
14.619,333099.5814,
14.62,332641.8305,
14.621,332192.9451,
14.622,331753.3604,
14.623,331323.5223,
14.624,330903.8283,
14.625,330494.5759,
14.626,330095.9259,
14.627,329707.8837,
14.628,329330.3027,
14.629,328962.9058,
14.63,328605.3252,
14.631,328257.1522,
14.632,327917.9909,
14.633,327587.5094,
14.634,327265.4809,
14.635,326951.8101,
14.636,326646.5408,
14.637,326349.8458,
14.638,326061.9993,
14.639,325783.3367,
14.64,325514.2074,
14.641,325254.9261,
14.642,325005.731,
14.643,324766.7515,
14.644,324537.9922,
14.645,324319.3329,
14.646,324110.5453,
14.647,323911.3233,
14.648,323721.3228,
14.649,323540.2055,
14.65,323367.6804,
14.651,323203.5389,
14.652,323047.6768,
14.653,322900.1029,
14.654,322760.9321,
14.655,322630.3643,
14.656,322508.6528,
14.657,322396.0666,
14.658,322292.8507,
14.659,322199.1912,
14.66,322115.1883,
14.661,322040.8421,
14.662,321976.0503,
14.663,321920.6212,
14.664,321874.2969,
14.665,321836.7848,
14.666,321807.7929,
14.667,321787.0643,
14.668,321774.406,
14.669,321769.7082,
14.67,321772.9524,
14.671,321784.2072,
14.672,321803.6125,
14.673,321831.3547,
14.674,321867.6361,
14.675,321912.643,
14.676,321966.5167,
14.677,322029.331,
14.678,322101.0789,
14.679,322181.6704,
14.68,322270.9412,
14.681,322368.6708,
14.682,322474.6077,
14.683,322588.4977,
14.684,322710.1121,
14.685,322839.2718,
14.686,322975.8636,
14.687,323119.8484,
14.688,323271.2583,
14.689,323430.185,
14.69,323596.7604,
14.691,323771.1319,
14.692,323953.437,
14.693,324143.7788,
14.694,324342.2075,
14.695,324548.7084,
14.696,324763.1995,
14.697,324985.5371,
14.698,325215.5303,
14.699,325452.9605,
14.7,325697.6045,
14.701,325946.7239,
14.702,326197.7068,
14.703,326450.6319,
14.704,326705.6965,
14.705,326963.1832,
14.706,327223.4161,
14.707,327486.7128,
14.708,327753.3379,
14.709,328023.465,
14.71,328297.1516,
14.711,328574.3299,
14.712,328854.8139,
14.713,329138.3227,
14.714,329424.5151,
14.715,329713.0314,
14.716,330003.537,
14.717,330295.761,
14.718,330589.5261,
14.719,330884.7651,
14.72,331181.5222,
14.721,331479.9402,
14.722,331780.2344,
14.723,332082.6581,
14.724,332387.4633,
14.725,332694.8631,
14.726,333004.9999,
14.727,333317.9237,
14.728,333633.5827,
14.729,333951.8287,
14.73,334272.4335,
14.731,334595.1169,
14.732,334919.5799,
14.733,335245.5401,
14.734,335572.7638,
14.735,335901.0908,
14.736,336230.4493,
14.737,336560.8586,
14.738,336892.4195,
14.739,337225.2941,
14.74,337559.6788,
14.741,337895.7727,
14.742,338233.7463,
14.743,338573.7154,
14.744,338915.7221,
14.745,339259.727,
14.746,339605.611,
14.747,339953.1885,
14.748,340302.2292,
14.749,340652.4844,
14.75,341003.7157,
14.751,341355.7218,
14.752,341708.3592,
14.753,342061.5552,
14.754,342415.3113,
14.755,342769.6961,
14.756,343124.8305,
14.757,343480.8657,
14.758,343837.9577,
14.759,344196.2423,
14.76,344555.8131,
14.761,344916.7052,
14.762,345278.8878,
14.763,345642.2652,
14.764,346006.6865,
14.765,346371.9618,
14.766,346737.8846,
14.767,347104.2538,
14.768,347470.8965,
14.769,347837.685,
14.77,348204.5485,
14.771,348571.4761,
14.772,348938.5127,
14.773,349305.7471,
14.774,349673.2948,
14.775,350041.2776,
14.776,350409.8032,
14.777,350778.9466,
14.778,351148.7369,
14.779,351519.15,
14.78,351890.109,
14.781,352261.4907,
14.782,352633.1393,
14.783,353004.8829,
14.784,353376.5527,
14.785,353748.0006,
14.786,354119.1139,
14.787,354489.8253,
14.788,354860.1164,
14.789,355230.0145,
14.79,355599.5841,
14.791,355968.9127,
14.792,356338.0952,
14.793,356707.2167,
14.794,357076.3374,
14.795,357445.4812,
14.796,357814.6294,
14.797,358183.72,
14.798,358552.6532,
14.799,358921.301,
14.8,359289.5211,
14.801,359633.9664,
14.802,359932.102,
14.803,360185.5812,
14.804,360396.6405,
14.805,360567.8091,
14.806,360701.5862,
14.807,360800.1318,
14.808,360865.0085,
14.809,360897.0104,
14.81,360896.0963,
14.811,360861.4361,
14.812,360791.5601,
14.813,360684.5893,
14.814,360538.5144,
14.815,360351.4858,
14.816,360122.0756,
14.817,359849.4784,
14.818,359533.6243,
14.819,359175.1942,
14.82,358775.5345,
14.821,358336.4873,
14.822,357860.1595,
14.823,357348.6623,
14.824,356803.8579,
14.825,356227.1443,
14.826,355619.3079,
14.827,354980.4595,
14.828,354310.0625,
14.829,353607.0448,
14.83,352869.9804,
14.831,352097.3117,
14.832,351287.586,
14.833,350439.671,
14.834,349552.9242,
14.835,348627.2938,
14.836,347663.3383,
14.837,346662.1676,
14.838,345625.3105,
14.839,344554.5327,
14.84,343451.6269,
14.841,342318.205,
14.842,341155.5195,
14.843,339964.337,
14.844,338744.8788,
14.845,337496.8355,
14.846,336219.4508,
14.847,334911.6632,
14.848,333572.2845,
14.849,332200.1905,
14.85,330794.4994,
14.851,329354.7136,
14.852,327880.8084,
14.853,326373.2555,
14.854,324832.981,
14.855,323261.2652,
14.856,321659.5974,
14.857,320029.5077,
14.858,318372.3971,
14.859,316689.3897,
14.86,314981.2237,
14.861,313248.1984,
14.862,311490.178,
14.863,309706.6553,
14.864,307896.861,
14.865,306059.9063,
14.866,304194.9377,
14.867,302301.2832,
14.868,300378.5717,
14.869,298426.8098,
14.87,296446.4065,
14.871,294438.1455,
14.872,292403.108,
14.873,290342.5587,
14.874,288257.8104,
14.875,286150.0856,
14.876,284020.3936,
14.877,281869.4392,
14.878,279697.573,
14.879,277504.7905,
14.88,275290.7783,
14.881,273054.9992,
14.882,270796.8057,
14.883,268515.5649,
14.884,266210.7789,
14.885,263882.1844,
14.886,261529.8189,
14.887,259154.0461,
14.888,256755.5375,
14.889,254335.2138,
14.89,251894.1555,
14.891,249433.4941,
14.892,246954.2996,
14.893,244457.479,
14.894,241943.6984,
14.895,239413.3395,
14.896,236866.494,
14.897,234302.9973,
14.898,231722.4941,
14.899,229124.5292,
14.9,226508.6475,
14.901,223869.8809,
14.902,221203.6104,
14.903,218510.2608,
14.904,215790.6249,
14.905,213045.7931,
14.906,210277.0452,
14.907,207485.7202,
14.908,204673.081,
14.909,201840.1936,
14.91,198987.834,
14.911,196116.4367,
14.912,193226.089,
14.913,190316.5718,
14.914,187387.4392,
14.915,184438.1271,
14.916,181468.0737,
14.917,178476.8381,
14.918,175464.1988,
14.919,172430.2222,
14.92,169375.2906,
14.921,166300.0884,
14.922,163205.5486,
14.923,160092.7682,
14.924,156962.9033,
14.925,153817.0604,
14.926,150656.195,
14.927,147481.0346,
14.928,144292.0321,
14.929,141089.3572,
14.93,137872.9259,
14.931,134642.4615,
14.932,131397.5809,
14.933,128137.8918,
14.934,124863.0891,
14.935,121573.0381,
14.936,118267.832,
14.937,114947.8188,
14.938,111613.5939,
14.939,108265.9597,
14.94,104905.8594,
14.941,101534.2939,
14.942,98152.23207,
14.943,94760.52889,
14.944,91359.85939,
14.945,87950.67841,
14.946,84533.21023,
14.947,81107.46885,
14.948,77673.30535,
14.949,74230.47566,
14.95,70778.71913,
14.951,67317.83729,
14.952,63847.76247,
14.953,60368.60745,
14.954,56880.68996,
14.955,53384.52961,
14.956,49880.81805,
14.957,46370.36721,
14.958,42854.04274,
14.959,39332.69197,
14.96,35807.07593,
14.961,32277.81427,
14.962,28745.35016,
14.963,25209.93898,
14.964,21671.66233,
14.965,18130.46404,
14.966,14586.20381,
14.967,11038.7202,
14.968,7487.894914,
14.969,3933.709787,
14.97,376.2886199,
14.971,-3184.080167,
14.972,-6746.943588,
14.973,-10311.70667,
14.974,-13877.67234,
14.975,-17444.0939,
14.976,-21010.23388,
14.977,-24575.41985,
14.978,-28139.09005,
14.979,-31700.82455,
14.98,-35260.35583,
14.981,-38817.55985,
14.982,-42372.42942,
14.983,-45925.03075,
14.984,-49475.45387,
14.985,-53023.75972,
14.986,-56569.93337,
14.987,-60113.84835,
14.988,-63655.24656,
14.989,-67193.73651,
14.99,-70728.80915,
14.991,-74259.86904,
14.992,-77786.27661,
14.993,-81307.39502,
14.994,-84822.63605,
14.995,-88331.49846,
14.996,-91833.59434,
14.997,-95328.6599,
14.998,-98816.54998,
14.999,-102297.2172,
15,-105770.6789,
15.001,-109239.5254,
15.002,-112706.2223,
15.003,-116170.5207,
15.004,-119632.0329,
15.005,-123090.2488,
15.006,-126544.5685,
15.007,-129994.3458,
15.008,-133438.9366,
15.009,-136877.7472,
15.01,-140310.2735,
15.011,-143736.129,
15.012,-147155.0559,
15.013,-150566.9193,
15.014,-153971.6862,
15.015,-157369.3909,
15.016,-160760.0932,
15.017,-164143.8342,
15.018,-167520.5959,
15.019,-170890.27,
15.02,-174252.6391,
15.021,-177607.3737,
15.022,-180954.0436,
15.023,-184292.1431,
15.024,-187621.125,
15.025,-190940.4408,
15.026,-194249.5789,
15.027,-197548.0982,
15.028,-200835.6513,
15.029,-204111.9956,
15.03,-207376.9901,
15.031,-210630.5789,
15.032,-213872.7651,
15.033,-217103.5767,
15.034,-220323.0311,
15.035,-223531.1018,
15.036,-226727.6917,
15.037,-229912.6174,
15.038,-233085.6046,
15.039,-236246.2967,
15.04,-239394.2735,
15.041,-242529.0789,
15.042,-245650.2526,
15.043,-248757.3613,
15.044,-251850.0273,
15.045,-254927.9475,
15.046,-257990.904,
15.047,-261038.7625,
15.048,-264071.4605,
15.049,-267088.9861,
15.05,-270091.3518,
15.051,-273078.5649,
15.052,-276050.6004,
15.053,-279007.3789,
15.054,-281948.7524,
15.055,-284874.4998,
15.056,-287784.3325,
15.057,-290677.9092,
15.058,-293554.8573,
15.059,-296414.7983,
15.06,-299257.3738,
15.061,-302082.2685,
15.062,-304889.227,
15.063,-307678.0628,
15.064,-310448.6585,
15.065,-313200.9567,
15.066,-315934.9438,
15.067,-318650.6289,
15.068,-321348.0201,
15.069,-324027.102,
15.07,-326687.8176,
15.071,-329330.0554,
15.072,-331953.6453,
15.073,-334558.3623,
15.074,-337143.9374,
15.075,-339710.0747,
15.076,-342256.4719,
15.077,-344782.8412,
15.078,-347288.9282,
15.079,-349774.5266,
15.08,-352239.486,
15.081,-354683.7127,
15.082,-357107.1632,
15.083,-359509.8319,
15.084,-361891.7338,
15.085,-364252.886,
15.086,-366593.2887,
15.087,-368912.9102,
15.088,-371211.676,
15.089,-373489.4648,
15.09,-375746.1104,
15.091,-377981.4104,
15.092,-380195.1392,
15.093,-382387.0647,
15.094,-384556.9652,
15.095,-386704.6449,
15.096,-388829.9466,
15.097,-390932.7581,
15.098,-393013.014,
15.099,-395070.6909,
15.1,-397105.7978,
15.101,-399118.9602,
15.102,-401110.7796,
15.103,-403081.2217,
15.104,-405030.2173,
15.105,-406957.6612,
15.106,-408863.4167,
15.107,-410747.3236,
15.108,-412609.2106,
15.109,-414448.908,
15.11,-416266.261,
15.111,-418061.1403,
15.112,-419833.4504,
15.113,-421583.1321,
15.114,-423310.1619,
15.115,-425014.5461,
15.116,-426696.3115,
15.117,-428355.4944,
15.118,-429992.1281,
15.119,-431606.2324,
15.12,-433197.8046,
15.121,-434766.814,
15.122,-436313.2014,
15.123,-437836.8814,
15.124,-439337.7495,
15.125,-440815.6909,
15.126,-442270.5917,
15.127,-443702.3489,
15.128,-445110.88,
15.129,-446496.1294,
15.13,-447858.0713,
15.131,-449196.7095,
15.132,-450512.0726,
15.133,-451804.2073,
15.134,-453073.1693,
15.135,-454319.0133,
15.136,-455541.784,
15.137,-456741.5088,
15.138,-457918.1935,
15.139,-459071.8204,
15.14,-460202.3507,
15.141,-461309.7298,
15.142,-462393.894,
15.143,-463454.7795,
15.144,-464492.3309,
15.145,-465506.509,
15.146,-466497.296,
15.147,-467464.6985,
15.148,-468408.7474,
15.149,-469329.4948,
15.15,-470227.0079,
15.151,-471101.3627,
15.152,-471952.6353,
15.153,-472780.8947,
15.154,-473586.1967,
15.155,-474368.58,
15.156,-475128.0645,
15.157,-475864.653,
15.158,-476578.3349,
15.159,-477269.092,
15.16,-477936.9053,
15.161,-478581.7621,
15.162,-479203.6625,
15.163,-479802.6235,
15.164,-480378.6822,
15.165,-480931.8956,
15.166,-481462.3383,
15.167,-481970.0984,
15.168,-482455.2712,
15.169,-482917.9536,
15.17,-483358.2372,
15.171,-483776.2037,
15.172,-484171.9212,
15.173,-484545.4429,
15.174,-484896.808,
15.175,-485226.0444,
15.176,-485533.1737,
15.177,-485818.2161,
15.178,-486081.1968,
15.179,-486322.1504,
15.18,-486541.1257,
15.181,-486738.1874,
15.182,-486913.4165,
15.183,-487066.9088,
15.184,-487198.7714,
15.185,-487309.1184,
15.186,-487398.0653,
15.187,-487465.7243,
15.188,-487512.1998,
15.189,-487537.5858,
15.19,-487541.9641,
15.191,-487525.4051,
15.192,-487487.9701,
15.193,-487429.7145,
15.194,-487350.6926,
15.195,-487250.9619,
15.196,-487130.5875,
15.197,-486989.6456,
15.198,-486828.2254,
15.199,-486646.4292,
15.2,-486444.3717,
15.201,-486222.1148,
15.202,-485979.7287,
15.203,-485717.3514,
15.204,-485435.1195,
15.205,-485133.164,
15.206,-484811.6067,
15.207,-484470.5587,
15.208,-484110.1195,
15.209,-483730.3787,
15.21,-483331.4189,
15.211,-482913.3192,
15.212,-482476.1598,
15.213,-482020.0259,
15.214,-481545.0118,
15.215,-481051.2231,
15.216,-480538.7778,
