time,p:1,q :1,,,
47.3,2586.526031,-222940.7178,47.2501,0.2501,47
47.4,151881.3391,-227949.5883, , , 
47.5,360203.9088,-244153.9458,47.5,0.5,47
47.6,459560.6719,-257619.4886,47.501,0.501,47
47.7,432196.3189,-257166.0616,47.75,0.75,47
47.8,362193.1805,-250125.312,47.7501,0.7501,47
47.9,331507.0765,-246038.4043, , , 
48,356775.3909,-247641.4917,48,0,48
48.1,399283.3694,-252184.1295, ,, 
48.2,423748.6435,-255803.418,48.25,0.25,48
48.3,422841.2674,-256650.5,48.2501,0.2501,48
48.4,418051.7922,-256537.5214, , , 
48.5,412402.1484,-256217.6685,48.5,0.5,48
48.6,390957.1423,-253939.5108,48.501,0.501,48
48.7,294186.8848,-244350.9978,48.75,0.75,48
48.8,78479.76415,-228180.3349,48.7501,0.7501,48
48.9,-167611.4007,-221067.3039, , , 
49,-303604.4733,-225128.6061,49,0,49
49.1,-286604.7709,-228585.2288, ,, 
49.2,-206635.1507,-229011.8861,49.25,0.25,49
49.3,-163706.0396,-228367.1763,49.2501,0.2501,49
49.4,-179728.8769,-227540.6846, , , 
49.5,-223517.6502,-227749.4384,49.5,0.5,49
49.6,-253856.9978,-229009.6309,49.501,0.501,49
49.7,-258240.2446,-230233.5464,49.75,0.75,49
49.8,-242464.9699,-230694.5196,49.7501,0.7501,49
49.9,-191629.8249,-229914.9483, , , 
50,-114977.1294,-228592.3511,50,0,50
