time,p:1,q :1,,,
11.5,375448.7578,-245050.2635,11.5,0.5,11
11.6,532455.7155,-266577.5996,11.501,0.501,11
11.7,626438.3959,-285633.6275,11.75,0.75,11
11.8,663110.3134,-297933.7757,11.7501,0.7501,11
11.9,657993.4784,-302310.2678, , , 
12,633616.1716,-301520.4831,12,0,12
12.1,604793.5857,-298131.5534, ,, 
12.2,574945.808,-293464.7851,12.25,0.25,12
12.3,547657.3819,-288366.4179,12.2501,0.2501,12
12.4,521458.891,-283219.5897, , , 
12.5,516889.1916,-280620.2262,12.5,0.5,12
12.6,560267.8541,-285367.9274,12.501,0.501,12
12.7,634924.521,-297445.3736,12.75,0.75,12
12.8,683667.9457,-308919.0876,12.7501,0.7501,12
12.9,456605.6627,-280694.9013, , , 
13,-16973.79754,-238783.1069,13,0,13
13.1,-372362.7282,-236320.0529, ,, 
13.2,-441152.457,-243831.9433,13.25,0.25,13
13.3,-297316.2562,-241145.6909,13.2501,0.2501,13
13.4,-121195.6705,-236880.0097, , , 
13.5,-44739.68061,-233369.2936,13.5,0.5,13
13.6,-82793.36631,-228854.7221,13.501,0.501,13
13.7,-172970.9384,-226316.4299,13.75,0.75,13
13.8,-238757.6501,-227048.818,13.7501,0.7501,13
13.9,-248721.8193,-228511.3532, , , 
14,-217753.5384,-228931.6707,14,0,14
14.1,-176978.2611,-228437.0093, ,, 
14.2,-117272.5867,-227354.8196,14.25,0.25,14
14.3,-40271.51029,-226655.2886,14.2501,0.2501,14
14.4,29961.9833,-226502.4607, , , 
14.5,82852.59191,-227721.0223,14.5,0.5,14
14.6,91905.19701,-225696.7519,14.501,0.501,14
14.7,200196.3836,-230153.7015,14.75,0.75,14
14.8,440669.1148,-252137.2989,14.7501,0.7501,14
14.9,703144.9742,-294412.7308, , , 
15,859788.532,-336645.6649,15,0,15
15.1,854635.2769,-350335.5874, ,, 
15.2,713663.5147,-331423.3903,15.25,0.25,15
15.3,552715.2679,-303335.6527,15.2501,0.2501,15
15.4,690089.7286,-316470.117, , , 
15.5,1142250.614,-420172.3209,15.5,0.5,15
15.6,1557130.142,-591976.6677,15.501,0.501,15
15.7,1608567.916,-682546.4907,15.75,0.75,15
15.8,1269327.33,-603981.9744,15.7501,0.7501,15
15.9,570780.6052,-429093.9028, , , 
16,-147738.8688,-325784.8984,16,0,16
16.1,-383027.298,-298802.0986, ,, 
16.2,-180841.012,-275686.1026,16.25,0.25,16
16.3,111163.9195,-265346.3406,16.2501,0.2501,16
16.4,196434.404,-257988.5429, , , 
16.5,29013.43807,-240296.6226,16.5,0.5,16
16.6,-214594.2453,-231426.826,16.501,0.501,16
16.7,-369661.1822,-235601.1115,16.75,0.75,16
16.8,-377611.9664,-239611.6104,16.7501,0.7501,16
16.9,-282154.9758,-238240.1219, , , 
17,-179308.0432,-235184.4772,17,0,17
17.1,-139795.4193,-232164.8131, ,, 
17.2,-174870.4108,-229730.6041,17.25,0.25,17
17.3,-242587.4895,-229555.2278,17.2501,0.2501,17
17.4,-268512.8764,-230737.0368, , , 
17.5,-193176.1843,-230028.1208,17.5,0.5,17
17.6,-6189.143016,-229930.3651,17.501,0.501,17
17.7,258382.9016,-240584.2636,17.75,0.75,17
17.8,463601.878,-260678.6552,17.7501,0.7501,17
17.9,519289.4923,-270575.2323, , , 
18,471007.9495,-266704.9642,18,0,18
18.1,402949.9769,-258482.7816, ,, 
18.2,475199.4569,-264759.3429,18.25,0.25,18
18.3,710193.2855,-301462.3391,18.2501,0.2501,18
18.4,945363.9334,-359545.0071, , , 
18.5,1041789.22,-402345.6452,18.5,0.5,18
18.6,996029.2371,-409124.6271,18.501,0.501,18
18.7,914866.4706,-397670.1486,18.75,0.75,18
18.8,863522.8009,-387133.0172,18.7501,0.7501,18
18.9,600880.4311,-338045.4467, , , 
19,163881.6415,-275013.9135,19,0,19
19.1,-81749.41725,-248838.1275, ,, 
19.2,-10417.14604,-240448.7184,19.25,0.25,19
19.3,214298.6915,-244627.821,19.2501,0.2501,19
19.4,261119.3539,-245125.8039, , , 
19.5,40771.26278,-229053.7969,19.5,0.5,19
19.6,-245999.7476,-223958.2551,19.501,0.501,19
19.7,-398564.4,-232346.3794,19.75,0.75,19
19.8,-360337.983,-236415.7354,19.7501,0.7501,19
19.9,-223849.1301,-234575.7564, , , 
20,-114726.4109,-232181.2566,20,0,20
20.1,-96702.98117,-229355.4186, ,, 
20.2,-161556.9881,-226971.5527,20.25,0.25,20
20.3,-248916.7686,-227617.8497,20.2501,0.2501,20
20.4,-136237.4063,-226982.1601, , , 
20.5,287058.475,-242472.6733,20.5,0.5,20
20.6,853279.5637,-324286.4474,20.501,0.501,20
20.7,1383727.608,-488589.2117,20.75,0.75,20
20.8,1697648.471,-670492.92,20.7501,0.7501,20
20.9,1751017.001,-775288.0012, , , 
21,1633926.907,-785309.5332,21,0,21
21.1,1447654.567,-733505.6425, ,, 
21.2,1311320.323,-676155.6998,21.25,0.25,21
21.3,1294227.779,-651023.7678,21.2501,0.2501,21
21.4,1188406.815,-606413.2368, , , 
21.5,892271.2993,-504971.4875,21.5,0.5,21
21.6,637333.09,-416906.1784,21.501,0.501,21
21.7,502787.4467,-360338.2301,21.75,0.75,21
21.8,460923.6562,-326564.5521,21.7501,0.7501,21
21.9,318535.8468,-292158.6035, , , 
22,39803.18216,-257027.5558,22,0,22
22.1,-165966.2304,-241601.6361, ,, 
22.2,-171316.1441,-235961.2421,22.25,0.25,22
22.3,-26647.19557,-233324.9819,22.2501,0.2501,22
22.4,96558.15221,-233649.3454, , , 
22.5,104588.7475,-230819.817,22.5,0.5,22
22.6,25523.41886,-225054.3581,22.501,0.501,22
22.7,-54053.01668,-221418.573,22.75,0.75,22
22.8,-72517.47521,-220726.4384,22.7501,0.7501,22
22.9,-9491.170427,-221799.3882, , , 
23,97513.25258,-225168.0997,23,0,23
23.1,178373.3917,-229050.8481, ,, 
23.2,237777.5584,-232695.6379,23.25,0.25,23
23.3,296740.354,-237622.8315,23.2501,0.2501,23
23.4,402852.6673,-248434.764, , , 
23.5,555462.7991,-270180.456,23.5,0.5,23
23.6,681114.7357,-295681.9432,23.501,0.501,23
23.7,766150.9983,-319052.5299,23.75,0.75,23
23.8,804891.7441,-335779.1941,23.7501,0.7501,23
23.9,797758.3719,-342011.757, , , 
24,771654.4682,-341508.3441,24,0,24
24.1,749249.4961,-339029.2774, ,, 
24.2,751739.7421,-339669.4073,24.25,0.25,24
24.3,782626.9161,-346045.2114,24.2501,0.2501,24
24.4,771431.5674,-346341.4889, , , 
24.5,681656.8489,-330362.6606,24.5,0.5,24
24.6,564556.888,-307556.1695,24.501,0.501,24
24.7,419078.6548,-281934.3366,24.75,0.75,24
24.8,249200.5678,-256986.8689,24.7501,0.7501,24
24.9,74527.99644,-238403.6454, , , 
25,-32699.05292,-229027.7929,25,0,25
25.1,1688.970396,-226665.6647, ,, 
25.2,94947.33035,-228122.8924,25.25,0.25,25
25.3,129940.7789,-228374.3546,25.2501,0.2501,25
25.4,69538.38856,-224326.4179, , , 
25.5,-30270.18849,-220103.9485,25.5,0.5,25
25.6,-84784.30114,-219120.8891,25.501,0.501,25
25.7,-82052.37624,-219800.4839,25.75,0.75,25
25.8,-54463.96058,-220635.555,25.7501,0.7501,25
25.9,-19177.99886,-221325.9198, , , 
26,14119.35811,-221895.7549,26,0,26
26.1,37582.46884,-222190.5587, ,, 
26.2,111814.7526,-224556.4417,26.25,0.25,26
26.3,270405.7313,-234503.5101,26.2501,0.2501,26
26.4,512274.515,-261002.2719, , , 
26.5,749735.9687,-304927.397,26.5,0.5,26
26.6,858956.5879,-339637.8974,26.501,0.501,26
26.7,796038.5576,-340395.1227,26.75,0.75,26
26.8,619081.2103,-313147.9269,26.7501,0.7501,26
26.9,538735.9909,-295737.496, , , 
27,618978.5022,-302854.41,27,0,27
27.1,729856.2993,-322041.3117, ,, 
27.2,780298.129,-336208.8976,27.25,0.25,27
27.3,767474.322,-338644.6738,27.2501,0.2501,27
27.4,729006.132,-333741.1838, , , 
27.5,698656.0432,-328017.2583,27.5,0.5,27
27.6,690848.0903,-325285.9328,27.501,0.501,27
27.7,679767.4286,-322480.0069,27.75,0.75,27
27.8,651375.2361,-316430.9908,27.7501,0.7501,27
27.9,458308.0699,-287605.9301, , , 
28,67487.5657,-246837.0536,28,0,28
28.1,-301095.8289,-236285.2094, ,, 
28.2,-403884.7188,-241328.0237,28.25,0.25,28
28.3,-206171.3253,-237136.9267,28.2501,0.2501,28
28.4,148077.0234,-240925.3555, , , 
28.5,448527.7133,-263586.6178,28.5,0.5,28
28.6,535245.0645,-276255.2489,28.501,0.501,28
28.7,439155.5244,-265832.1519,28.75,0.75,28
28.8,282615.1277,-247695.6114,28.7501,0.7501,28
28.9,184238.3245,-236287.8404, , , 
29,188008.552,-233364.4288,29,0,29
29.1,261996.6005,-237026.6624, ,, 
29.2,388498.1664,-248254.1667,29.25,0.25,29
29.3,559764.0725,-271367.6949,29.2501,0.2501,29
29.4,738497.7728,-306213.1331, , , 
29.5,884079.2056,-346132.8285,29.5,0.5,29
29.6,982238.9484,-383023.2327,29.501,0.501,29
29.7,1068215.163,-419940.6622,29.75,0.75,29
29.8,1136626.172,-455503.3183,29.7501,0.7501,29
29.9,1127750.628,-470091.5474, , , 
30,1035860.29,-455390.4041,30,0,30
30.1,915255.5215,-425365.9597, ,, 
30.2,824330.7467,-397245.1085,30.25,0.25,30
30.3,810388.2176,-383873.8075,30.2501,0.2501,30
30.4,891514.4882,-393679.2638, , , 
30.5,1001359.232,-419874.3961,30.5,0.5,30
30.6,1052777.041,-440307.6938,30.501,0.501,30
30.7,923877.317,-417592.0715,30.75,0.75,30
30.8,632816.9843,-355145.7134,30.7501,0.7501,30
30.9,192677.3401,-287277.2, , , 
31,-230906.475,-256331.6471,31,0,31
31.1,-354521.33,-251749.6004, ,, 
31.2,-125324.3878,-243466.6781,31.25,0.25,31
31.3,262221.4723,-252343.7454,31.2501,0.2501,31
31.4,502317.9224,-274133.861, , , 
31.5,472154.1822,-271539.4969,31.5,0.5,31
31.6,282838.0322,-249836.1795,31.501,0.501,31
31.7,86142.32632,-232201.5524,31.75,0.75,31
31.8,-13375.59342,-224895.4467,31.7501,0.7501,31
31.9,10205.06159,-223727.5632, , , 
32,95673.99755,-225836.2249,32,0,32
32.1,161727.6049,-228515.748, ,, 
32.2,154369.7501,-227606.2593,32.25,0.25,32
32.3,101326.3682,-224041.3303,32.2501,0.2501,32
32.4,137809.2257,-224926.8496, , , 
32.5,316381.4574,-237686.101,32.5,0.5,32
32.6,549768.0867,-266666.0644,32.501,0.501,32
32.7,762820.666,-308470.8061,32.75,0.75,32
32.8,877984.811,-344964.3749,32.7501,0.7501,32
32.9,828301.0501,-348866.9748, , , 
33,668223.775,-324150.7384,33,0,33
33.1,536727.2863,-299775.1708, ,, 
33.2,549178.8313,-294504.7267,33.25,0.25,33
33.3,694501.813,-314234.1601,33.2501,0.2501,33
33.4,944310.4245,-367620.5949, , , 
33.5,1186969.843,-447996.2644,33.5,0.5,33
33.6,1266023.967,-501710.1822,33.501,0.501,33
33.7,1135018.434,-488620.8236,33.75,0.75,33
33.8,851643.9466,-422102.9326,33.7501,0.7501,33
33.9,369684.5536,-329461.1123, , , 
34,-151269.6786,-274272.6714,34,0,34
34.1,-367659.636,-263315.9661, ,, 
34.2,-258217.0022,-253428.7906,34.25,0.25,34
34.3,-20529.13626,-246022.8784,34.2501,0.2501,34
34.4,135277.9105,-244261.4417, , , 
34.5,133986.2912,-238276.3831,34.5,0.5,34
34.6,41259.30532,-229514.7562,34.501,0.501,34
34.7,-6541.70676,-224800.2216,34.75,0.75,34
34.8,46847.49994,-224765.4998,34.7501,0.7501,34
34.9,149792.9669,-228362.6643, , , 
35,222719.3967,-232509.5905,35,0,35
35.1,217224.9547,-231968.0909, ,, 
35.2,187243.8192,-229271.0318,35.25,0.25,35
35.3,213992.1516,-230401.2424,35.2501,0.2501,35
35.4,378760.4077,-244288.2191, , , 
35.5,605073.0755,-276444.6456,35.5,0.5,35
35.6,720116.1228,-304113.5841,35.501,0.501,35
35.7,646618.7093,-301117.5729,35.75,0.75,35
35.8,454885.1942,-275538.2379,35.7501,0.7501,35
35.9,286352.5665,-253236.7352, , , 
36,251896.738,-244540.2174,36,0,36
36.1,372147.687,-251761.1755, ,, 
36.2,443556.2014,-260374.191,36.25,0.25,36
36.3,334580.6093,-249567.1976,36.2501,0.2501,36
36.4,167406.4787,-233940.8272, , , 
36.5,91265.8881,-226779.9314,36.5,0.5,36
36.6,148324.4276,-227889.4179,36.501,0.501,36
36.7,250581.157,-234200.0949,36.75,0.75,36
36.8,277783.6645,-236879.4214,36.7501,0.7501,36
36.9,98462.59019,-225646.8533, , , 
37,-189916.9331,-218762.1015,37,0,37
37.1,-330125.6535,-224832.728, ,, 
37.2,-251429.6889,-227310.0321,37.25,0.25,37
37.3,-67810.78864,-227583.89,37.2501,0.2501,37
37.4,63639.43023,-229236.5048, , , 
37.5,70541.43872,-227351.0367,37.5,0.5,37
37.6,-13417.15142,-222710.9746,37.501,0.501,37
37.7,-115171.9682,-220352.066,37.75,0.75,37
37.8,-169508.4066,-221024.9294,37.7501,0.7501,37
37.9,-120821.2125,-222096.4371, , , 
38,12006.48003,-224270.0479,38,0,38
38.1,148121.6599,-229065.0977, ,, 
38.2,253953.3451,-235282.3663,38.25,0.25,38
38.3,321521.0998,-241123.1464,38.2501,0.2501,38
38.4,413962.0163,-250837.9734, , , 
38.5,573624.9138,-273597.5442,38.5,0.5,38
38.6,751483.6259,-309177.4487,38.501,0.501,38
38.7,936453.4396,-358303.993,38.75,0.75,38
38.8,1084086.533,-412837.3445,38.7501,0.7501,38
38.9,1025199.339,-420885.6337, , , 
39,743329.0679,-366965.0385,39,0,39
39.1,433691.6837,-308235.4283, ,, 
39.2,315080.1727,-278314.068,39.25,0.25,39
39.3,455155.9054,-280673.3243,39.2501,0.2501,39
39.4,928458.1833,-355507.5737, , , 
39.5,1484016.233,-540923.6039,39.5,0.5,39
39.6,1716182.525,-703613.9464,39.501,0.501,39
39.7,1494048.636,-686213.3286,39.75,0.75,39
39.8,917952.6617,-520964.7187,39.7501,0.7501,39
39.9,258428.4785,-374266.7406, , , 
40,-96332.46525,-310439.3884,40,0,40
40.1,58961.91591,-284072.9384, ,, 
40.2,513754.4297,-302597.4282,40.25,0.25,40
40.3,866909.1911,-358656.159,40.2501,0.2501,40
40.4,895049.6332,-375530.9216, , , 
40.5,697891.763,-341564.7979,40.5,0.5,40
40.6,491690.0577,-302643.6977,40.501,0.501,40
40.7,449417.8032,-285876.8127,40.75,0.75,40
40.8,585199.2887,-296634.0929,40.7501,0.7501,40
40.9,743732.6643,-323110.1649, , , 
41,781036.8989,-336553.1483,41,0,41
41.1,675477.1478,-322166.4823, ,, 
41.2,466406.6138,-289175.9793,41.25,0.25,41
41.3,316751.43,-263993.8406,41.2501,0.2501,41
41.4,426996.3211,-266981.858, , , 
41.5,711134.8919,-306391.4578,41.5,0.5,41
41.6,925288.3993,-358866.9374,41.501,0.501,41
41.7,1005408.951,-393819.5917,41.75,0.75,41
41.8,1027613.484,-414717.5346,41.7501,0.7501,41
41.9,1015469.689,-423363.2439, , , 
42,990396.7177,-424072.2967,42,0,42
42.1,973961.5152,-423107.8703, ,, 
42.2,1000030.89,-430367.1009,42.25,0.25,42
42.3,1060729.159,-448945.3941,42.2501,0.2501,42
42.4,1091324.627,-463999.4914, , , 
42.5,1082513.586,-467893.4613,42.5,0.5,42
42.6,1076557.581,-469602.7827,42.501,0.501,42
42.7,948397.6535,-440757.872,42.75,0.75,42
42.8,605257.3864,-364375.1456,42.7501,0.7501,42
42.9,215144.806,-295941.1343, , , 
43,22031.2673,-263131.027,43,0,43
43.1,102148.1911,-251771.021, ,, 
43.2,297932.8816,-255898.9853,43.25,0.25,43
43.3,424391.9439,-264348.5541,43.2501,0.2501,43
43.4,433892.4938,-264188.098, , , 
43.5,372537.4084,-256098.9574,43.5,0.5,43
43.6,309875.6631,-247589.0772,43.501,0.501,43
43.7,285020.3991,-242938.8713,43.75,0.75,43
43.8,292749.532,-241832.1454,43.7501,0.7501,43
43.9,280604.1471,-239984.3675, , , 
44,237851.32,-235555.0545,44,0,44
44.1,208770.7586,-232251.0639, ,, 
44.2,204866.6482,-231091.037,44.25,0.25,44
44.3,247109.7031,-233456.3166,44.2501,0.2501,44
44.4,372964.9462,-244704.3261, , , 
44.5,541171.9396,-267320.5231,44.5,0.5,44
44.6,672177.8874,-293248.0814,44.501,0.501,44
44.7,686884.2217,-304356.1582,44.75,0.75,44
44.8,569199.9773,-290919.2603,44.7501,0.7501,44
44.9,417693.9784,-269656.5047, , , 
45,354354.3211,-257966.6206,45,0,45
45.1,417776.8743,-260817.6377, ,, 
45.2,458052.4207,-265382.8092,45.25,0.25,45
45.3,382727.536,-256764.5976,45.2501,0.2501,45
45.4,397890.5903,-255474.9721, , , 
45.5,595754.3053,-280585.9193,45.5,0.5,45
45.6,829629.3298,-328133.5012,45.501,0.501,45
45.7,856940.2093,-349406.1954,45.75,0.75,45
45.8,617313.4012,-314320.2574,45.7501,0.7501,45
45.9,137788.6955,-257526.0719, , , 
46,-362167.4762,-242804.4717,46,0,46
46.1,-573310.8635,-258760.9218, ,, 
46.2,-443072.4622,-257091.647,46.25,0.25,46
46.3,-151086.5042,-246837.9137,46.2501,0.2501,46
46.4,41418.06836,-242967.1631, , , 
46.5,26575.01241,-235825.8823,46.5,0.5,46
46.6,-118036.1626,-228227.6537,46.501,0.501,46
46.7,-234236.4813,-227250.0442,46.75,0.75,46
46.8,-229840.0587,-228081.0916,46.7501,0.7501,46
46.9,-142775.8659,-227654.8231, , , 
47,-63610.93731,-226980.4341,47,0,47
47.1,-49969.4105,-225387.7209, ,, 
47.2,-58078.89761,-223620.813,47.25,0.25,47
47.3,-14802.94714,-223358.8578,47.2501,0.2501,47
47.4,159570.0287,-229100.7467, , , 
47.5,424779.7056,-251407.8644,47.5,0.5,47
47.6,637328.6907,-284204.6703,47.501,0.501,47
47.7,677558.3612,-299859.842,47.75,0.75,47
47.8,533862.5074,-283547.8675,47.7501,0.7501,47
47.9,308666.3537,-255867.7212, , , 
48,118680.675,-236402.2249,48,0,48
48.1,40586.51958,-228283.8376, ,, 
48.2,26610.49057,-225297.2102,48.25,0.25,48
48.3,23513.58955,-223592.2333,48.2501,0.2501,48
48.4,33032.40681,-222839.4012, , , 
48.5,47473.33083,-222630.8168,48.5,0.5,48
48.6,53314.58476,-222312.7585,48.501,0.501,48
48.7,13284.97721,-220641.6421,48.75,0.75,48
48.8,-73736.10409,-218713.9779,48.7501,0.7501,48
48.9,-198843.7935,-219601.3671, , , 
49,-311880.3925,-224998.1346,49,0,49
49.1,-340297.5724,-230634.8127, ,, 
49.2,-293283.3316,-232649.1913,49.25,0.25,49
49.3,-227065.3702,-232170.7237,49.2501,0.2501,49
49.4,-186076.4286,-230852.0683, , , 
49.5,-182000.0306,-229501.5802,49.5,0.5,49
49.6,-199656.2686,-228715.3225,49.501,0.501,49
49.7,-218411.2162,-228673.0054,49.75,0.75,49
49.8,-224819.3884,-228944.1196,49.7501,0.7501,49
49.9,-205455.5301,-228819.8748, , , 
50,-163349.3403,-228093.5397,50,0,50
