time,p:1,q :1,,,
11.2,1263066.212,-466450.851,11.25,0.25,11
11.3,1012677.637,-435308.6663,11.2501,0.2501,11
11.4,233313.6905,-307278.6268, , , 
11.5,-594310.9788,-286855.3823,11.5,0.5,11
11.6,-906644.238,-331382.3904,11.501,0.501,11
11.7,-613240.0756,-310572.0687,11.75,0.75,11
11.8,-47749.0034,-279532.4046,11.7501,0.7501,11
11.9,306502.1982,-280847.5033, , , 
12,254797.0773,-265032.5905,12,0,12
12.1,-51854.26706,-239705.2117, ,, 
12.2,-358084.2126,-237514.7171,12.25,0.25,12
12.3,-483914.4147,-247651.117,12.2501,0.2501,12
12.4,-407749.2472,-248658.4534, , , 
12.5,-245593.9347,-243120.4713,12.5,0.5,12
12.6,-123788.8386,-238094.7852,12.501,0.501,12
12.7,-55317.51192,-233804.1963,12.75,0.75,12
12.8,-68333.61395,-229658.4623,12.7501,0.7501,12
12.9,-167473.0625,-226569.6452, , , 
13,-246580.3524,-227289.3398,13,0,13
13.1,-225283.0996,-228122.2281, ,, 
13.2,-73548.5168,-227706.5612,13.25,0.25,13
13.3,123445.7715,-231944.5804,13.2501,0.2501,13
13.4,226971.0577,-236478.0994, , , 
13.5,212446.5115,-234160.0793,13.5,0.5,13
13.6,152466.9141,-228836.6205,13.501,0.501,13
13.7,26201.59125,-222147.6929,13.75,0.75,13
13.8,-180869.9325,-219046.0273,13.7501,0.7501,13
13.9,-322608.9783,-224677.513, , , 
14,-314135.5876,-229320.4762,14,0,14
14.1,-220166.4069,-229762.2782, ,, 
14.2,-79826.66822,-228864.4537,14.25,0.25,14
14.3,34412.11765,-229198.6196,14.2501,0.2501,14
14.4,-5746.072498,-225735.0138, , , 
14.5,-176205.3902,-222431.6026,14.5,0.5,14
14.6,-332206.9406,-227368.3956,14.501,0.501,14
14.7,-331660.6141,-231820.2919,14.75,0.75,14
14.8,-169471.3914,-230592.5216,14.7501,0.7501,14
14.9,25373.47075,-231244.9317, , , 
15,119204.5628,-232234.6082,15,0,15
15.1,60045.34337,-227099.3436, ,, 
15.2,-125771.8397,-221342.7972,15.25,0.25,15
15.3,-304845.8878,-224702.9757,15.2501,0.2501,15
15.4,-90337.97903,-224906.6048, , , 
15.5,402452.0377,-252443.6991,15.5,0.5,15
15.6,628933.1018,-286895.1712,15.501,0.501,15
15.7,339212.8785,-257168.5608,15.75,0.75,15
15.8,-238470.7987,-228796.1752,15.7501,0.7501,15
15.9,-593730.4218,-250205.0266, , , 
16,-531271.3466,-257869.536,16,0,16
16.1,-212228.1879,-246815.1865, ,, 
16.2,28241.84979,-243179.5149,16.25,0.25,16
16.3,11881.14233,-236020.2256,16.2501,0.2501,16
16.4,-91234.47553,-228685.2629, , , 
16.5,-118653.4677,-226045.4954,16.5,0.5,16
16.6,-78305.31063,-225127.473,16.501,0.501,16
16.7,-54345.92596,-224356.9073,16.75,0.75,16
16.8,-99865.18123,-222762.0486,16.7501,0.7501,16
16.9,-200355.9493,-222898.7354, , , 
17,-290528.4731,-226511.2817,17,0,17
17.1,-300472.0106,-229990.9609, ,, 
17.2,-254734.7319,-231021.6343,17.25,0.25,17
17.3,-213785.0058,-230664.5859,17.2501,0.2501,17
17.4,-144066.8126,-229213.3171, , , 
17.5,2611.345332,-229089.6382,17.5,0.5,17
17.6,214390.3302,-236512.8274,17.501,0.501,17
17.7,626664.2367,-280204.494,17.75,0.75,17
17.8,1159609.097,-405918.8282,17.7501,0.7501,17
17.9,1549697.934,-576880.3719, , , 
18,1699308.104,-709086.2041,18,0,18
18.1,1659154.264,-758743.61, ,, 
18.2,1489940.697,-728655.7353,18.25,0.25,18
18.3,1275867.053,-654400.6268,18.2501,0.2501,18
18.4,1158196.929,-596271.4436, , , 
18.5,1189368.184,-581517.3335,18.5,0.5,18
18.6,1319976.474,-610979.4943,18.501,0.501,18
18.7,1453927.516,-664016.1157,18.75,0.75,18
18.8,1524104.032,-709970.4139,18.7501,0.7501,18
18.9,1484827.001,-716175.4489, , , 
19,1326028.758,-666076.616,19,0,19
19.1,1104699.065,-582926.9517, ,, 
19.2,634695.6264,-449267.2883,19.25,0.25,19
19.3,-65510.58738,-336424.4266,19.2501,0.2501,19
19.4,-587650.6272,-319182.8686, , , 
19.5,-689668.971,-321698.7015,19.5,0.5,19
19.6,-450808.1837,-297282.0637,19.501,0.501,19
19.7,-145015.4796,-273952.3991,19.75,0.75,19
19.8,10476.79109,-260240.5053,19.7501,0.7501,19
19.9,-39987.59323,-246537.8422, , , 
20,-207276.2775,-237679.5262,20,0,20
20.1,-342642.2879,-238536.2975, ,, 
20.2,-349667.1514,-240232.3754,20.25,0.25,20
20.3,-239001.5122,-237483.3379,20.2501,0.2501,20
20.4,-82073.91374,-234264.7751, , , 
20.5,31286.04466,-232772.5349,20.5,0.5,20
20.6,46558.86935,-229651.1389,20.501,0.501,20
20.7,-38073.04422,-224574.4063,20.75,0.75,20
20.8,-165410.3053,-222295.5976,20.7501,0.7501,20
20.9,-271686.5241,-225083.7375, , , 
21,-301386.358,-228950.1496,21,0,21
21.1,-216815.5219,-229339.8712, ,, 
21.2,-13529.42265,-229461.3274,21.25,0.25,21
21.3,257522.4192,-240479.8749,21.2501,0.2501,21
21.4,516744.9827,-266959.038, , , 
21.5,633590.6075,-289260.6248,21.5,0.5,21
21.6,535959.6111,-280670.3422,21.501,0.501,21
21.7,313040.0721,-254325.5851,21.75,0.75,21
21.8,120486.2096,-235179.1071,21.7501,0.7501,21
21.9,82389.20781,-228887.6717, , , 
22,204630.7922,-233168.8853,22,0,22
22.1,388454.5547,-248422.4486, ,, 
22.2,554527.8553,-271077.8156,22.25,0.25,22
22.3,648569.9535,-291141.7665,22.2501,0.2501,22
22.4,560237.3004,-284677.029, , , 
22.5,334126.1139,-257247.5299,22.5,0.5,22
22.6,158144.6231,-238138.7617,22.501,0.501,22
22.7,54625.45964,-228785.9696,22.75,0.75,22
22.8,-35393.69319,-223506.648,22.7501,0.7501,22
22.9,-160774.5617,-221648.9172, , , 
23,-283492.2158,-224879.1124,23,0,23
23.1,-312210.5282,-229274.1845, ,, 
23.2,-269500.7303,-230964.9224,23.25,0.25,23
23.3,-216711.7152,-230737.2019,23.2501,0.2501,23
23.4,-172971.3301,-229612.0588, , , 
23.5,-152043.7456,-228275.3325,23.5,0.5,23
23.6,-162301.9443,-227129.0129,23.501,0.501,23
23.7,-205006.8852,-226968.5666,23.75,0.75,23
23.8,-256879.0954,-228388.2142,23.7501,0.7501,23
23.9,-163548.2929,-227854.4412, , , 
24,94282.76118,-231642.9077,24,0,24
24.1,342160.5749,-246976.7352, ,, 
24.2,512098.443,-266829.2707,24.25,0.25,24
24.3,614165.6264,-285302.6322,24.2501,0.2501,24
24.4,668249.3973,-299329.5059, , , 
24.5,722398.5977,-313915.9452,24.5,0.5,24
24.6,815032.7395,-337300.4834,24.501,0.501,24
24.7,871025.5363,-358272.1383,24.75,0.75,24
24.8,836655.8831,-359503.8069,24.7501,0.7501,24
24.9,734994.9733,-343043.4888, , , 
25,615269.5722,-319443.0964,25,0,25
25.1,538186.4554,-301225.4152, ,, 
25.2,509681.7226,-290731.8212,25.25,0.25,25
25.3,519925.9851,-286988.5006,25.2501,0.2501,25
25.4,417772.0524,-272171.2317, , , 
25.5,77721.58871,-240176.017,25.5,0.5,25
25.6,-332423.2468,-232606.7157,25.501,0.501,25
25.7,-426014.153,-240263.8571,25.75,0.75,25
25.8,-169671.7911,-235698.4349,25.7501,0.7501,25
25.9,35550.94336,-235581.6035, , , 
26,-9788.132994,-229989.3227,26,0,26
26.1,-195248.8497,-225568.7533, ,, 
26.2,-328622.8034,-229545.8201,26.25,0.25,26
26.3,-313910.4451,-232606.1354,26.2501,0.2501,26
26.4,-192852.4259,-231471.392, , , 
26.5,-67461.83868,-230114.305,26.5,0.5,26
26.6,-19545.24531,-228257.2222,26.501,0.501,26
26.7,-46899.06981,-225213.9407,26.75,0.75,26
26.8,-100867.6902,-223015.7228,26.7501,0.7501,26
26.9,-162438.0364,-222670.7155, , , 
27,-235157.3729,-224457.8101,27,0,27
27.1,-260991.4056,-226997.3163, ,, 
27.2,-100009.5087,-226777.1448,27.25,0.25,27
27.3,233408.6767,-238218.1664,27.2501,0.2501,27
27.4,625976.9439,-282161.5844, , , 
27.5,902330.3807,-344067.9641,27.5,0.5,27
27.6,946747.7803,-372811.5355,27.501,0.501,27
27.7,781198.4557,-351205.1833,27.75,0.75,27
27.8,505194.5552,-304219.3529,27.7501,0.7501,27
27.9,280760.3107,-268445.6385, , , 
28,220918.0494,-252593.6607,28,0,28
28.1,318802.1144,-253342.8268, ,, 
28.2,405992.8454,-259416.0776,28.25,0.25,28
28.3,357676.435,-253540.1836,28.2501,0.2501,28
28.4,444797.4912,-259501.5788, , , 
28.5,739849.0302,-305338.3546,28.5,0.5,28
28.6,959414.4421,-363754.8613,28.501,0.501,28
28.7,851144.4255,-360556.1961,28.75,0.75,28
28.8,422909.9926,-293992.5795,28.7501,0.7501,28
28.9,275297.8668,-263805.8379, , , 
29,646225.7689,-299315.9165,29,0,29
29.1,1096999.281,-401609.0911, ,, 
29.2,1108495.779,-438078.1855,29.25,0.25,29
29.3,602589.5576,-344965.1696,29.2501,0.2501,29
29.4,-158324.8901,-268431.0582, , , 
29.5,-723686.7778,-289962.8888,29.5,0.5,29
29.6,-761804.7773,-308096.5125,29.501,0.501,29
29.7,-356908.8033,-279632.0388,29.75,0.75,29
29.8,126777.0662,-268978.0814,29.7501,0.7501,29
29.9,326457.7971,-271064.7868, , , 
30,189716.915,-251773.5272,30,0,30
30.1,-89109.35786,-232918.0541, ,, 
30.2,-281563.0536,-230903.2175,30.25,0.25,30
30.3,-305623.3918,-233055.6132,30.2501,0.2501,30
30.4,-250008.5572,-232989.9205, , , 
30.5,-203147.929,-231787.3265,30.5,0.5,30
30.6,-173332.0637,-230195.2487,30.501,0.501,30
30.7,2241.833576,-229675.0941,30.75,0.75,30
30.8,364308.0691,-249556.7117,30.7501,0.7501,30
30.9,635768.7793,-287038.1555, , , 
31,654388.8958,-297884.1154,31,0,31
31.1,532603.8887,-283452.6408, ,, 
31.2,346096.7025,-259840.7227,31.25,0.25,31
31.3,148305.193,-238972.9962,31.2501,0.2501,31
31.4,-25755.45594,-227165.4635, , , 
31.5,-75835.35996,-223531.2332,31.5,0.5,31
31.6,105006.754,-227489.8494,31.501,0.501,31
31.7,342433.9566,-243899.5386,31.75,0.75,31
31.8,427752.7302,-254684.4833,31.7501,0.7501,31
31.9,310427.4346,-244583.3757, , , 
32,134724.4361,-229703.9796,32,0,32
32.1,112266.06,-225995.6948, ,, 
32.2,188254.4529,-229604.3344,32.25,0.25,32
32.3,221286.5736,-231727.6494,32.2501,0.2501,32
32.4,193541.0142,-229672.5691, , , 
32.5,107452.6664,-224337.5113,32.5,0.5,32
32.6,-20153.48813,-219115.0118,32.501,0.501,32
32.7,-189424.8183,-218463.7093,32.75,0.75,32
32.8,-325213.0702,-224558.8791,32.7501,0.7501,32
32.9,-289224.623,-228264.1485, , , 
33,-111338.4931,-227983.083,33,0,33
33.1,56911.40372,-229912.5444, ,, 
33.2,113948.1147,-230088.5793,33.25,0.25,33
33.3,58320.99161,-225578.9617,33.2501,0.2501,33
33.4,-99655.99777,-220558.7549, , , 
33.5,-288969.7281,-223216.4137,33.5,0.5,33
33.6,-357401.3133,-230059.668,33.501,0.501,33
33.7,-273323.7746,-231520.7354,33.75,0.75,33
33.8,-152924.6901,-230382.9848,33.7501,0.7501,33
33.9,-88145.1265,-228738.5603, , , 
34,-110929.005,-226448.1415,34,0,34
34.1,-23639.55668,-225603.0694, ,, 
34.2,324948.1635,-243105.9775,34.25,0.25,34
34.3,724350.0062,-298615.7977,34.2501,0.2501,34
34.4,861412.1843,-339947.0232, , , 
34.5,691849.8881,-320572.6119,34.5,0.5,34
34.6,424825.5979,-280702.7907,34.501,0.501,34
34.7,240567.5968,-254467.8766,34.75,0.75,34
34.8,137891.0078,-240245.4818,34.7501,0.7501,34
34.9,163861.5257,-235953.3972, , , 
35,294382.3397,-242613.7191,35,0,35
35.1,365091.8746,-248884.6844, ,, 
35.2,174978.6015,-234087.5754,35.25,0.25,35
35.3,-217023.4139,-221763.8036,35.2501,0.2501,35
35.4,-427907.14,-232131.6621, , , 
35.5,-309285.7861,-233755.3274,35.5,0.5,35
35.6,-38046.91476,-232425.9737,35.501,0.501,35
35.7,153722.7212,-236537.6109,35.75,0.75,35
35.8,157956.1298,-233950.1037,35.7501,0.7501,35
35.9,27402.71022,-225275.6095, , , 
36,-121642.8788,-220819.9629,36,0,36
36.1,-206406.7856,-221854.8628, ,, 
36.2,-181307.2528,-223386.386,36.25,0.25,36
36.3,9630.647599,-225531.3228,36.2501,0.2501,36
36.4,321971.791,-242674.7294, , , 
36.5,554004.1433,-271491.4822,36.5,0.5,36
36.6,569469.1397,-279706.6625,36.501,0.501,36
36.7,415625.1566,-262672.4747,36.75,0.75,36
36.8,246034.6745,-243608.2842,36.7501,0.7501,36
36.9,191171.1801,-235589.6033, , , 
37,173939.4716,-232310.2818,37,0,37
37.1,59596.01176,-224924.7526, ,, 
37.2,-114070.8787,-219670.4682,37.25,0.25,37
37.3,-232505.1996,-221368.3279,37.2501,0.2501,37
37.4,-268633.3972,-225139.9401, , , 
37.5,-260895.2346,-227776.0249,37.5,0.5,37
37.6,-240846.0138,-229033.0617,37.501,0.501,37
37.7,245982.2228,-239911.2579,37.75,0.75,37
37.8,1093845.249,-380849.222,37.7501,0.7501,37
37.9,1453955.952,-537405.2995, , , 
38,1180825.643,-502940.0174,38,0,38
38.1,630733.8095,-381352.43, ,, 
38.2,53741.86896,-295208.5163,38.25,0.25,38
38.3,-349366.9954,-270992.4589,38.2501,0.2501,38
38.4,-481183.6529,-270174.8267, , , 
38.5,-398564.9796,-263406.4914,38.5,0.5,38
38.6,-199497.3156,-252126.8005,38.501,0.501,38
38.7,-28095.13232,-244853.4002,38.75,0.75,38
38.8,16238.39509,-238471.1991,38.7501,0.7501,38
38.9,-89522.24603,-230749.6953, , , 
39,-256569.5914,-229029.4483,39,0,39
39.1,-329882.6636,-232574.0325, ,, 
39.2,-128289.3292,-230529.3523,39.25,0.25,39
39.3,291874.5553,-245754.6824,39.2501,0.2501,39
39.4,678189.5068,-294050.6363, , , 
39.5,809512.2716,-329271.5944,39.5,0.5,39
39.6,636064.873,-308830.4378,39.501,0.501,39
39.7,226439.3922,-258507.4958,39.75,0.75,39
39.8,-165926.4939,-234657.0418,39.7501,0.7501,39
39.9,-332397.0216,-235317.9244, , , 
40,-188199.1365,-232915.1181,40,0,40
40.1,286790.2855,-246873.8502, ,, 
40.2,823609.327,-322358.7862,40.25,0.25,40
40.3,1074015.206,-399048.635,40.2501,0.2501,40
40.4,998457.9798,-405133.3932, , , 
40.5,769084.5572,-363769.1475,40.5,0.5,40
40.6,576860.8061,-323561.0214,40.501,0.501,40
40.7,471425.1191,-297763.8968,40.75,0.75,40
40.8,414185.45,-280720.3666,40.7501,0.7501,40
40.9,637087.8994,-301291.2612, , , 
41,1047122.973,-390131.1118,41,0,41
41.1,1220945.727,-465528.8084, ,, 
41.2,952301.3547,-423398.8627,41.25,0.25,41
41.3,349283.2718,-316206.5342,41.2501,0.2501,41
41.4,-306075.8711,-269191.6386, , , 
41.5,-698238.354,-289762.0544,41.5,0.5,41
41.6,-651831.4553,-294475.2852,41.501,0.501,41
41.7,-272852.9655,-270327.0648,41.75,0.75,41
41.8,141851.9601,-263829.5289,41.7501,0.7501,41
41.9,291516.644,-263649.4837, , , 
42,145725.3002,-245486.1712,42,0,42
42.1,-105397.2932,-230339.7703, ,, 
42.2,-313802.7316,-230739.3115,42.25,0.25,42
42.3,-391809.3604,-237031.4631,42.2501,0.2501,42
42.4,-334946.367,-238460.3728, , , 
42.5,-229562.3127,-236163.3449,42.5,0.5,42
42.6,-143355.806,-233248.6054,42.501,0.501,42
42.7,324462.922,-248577.7777,42.75,0.75,42
42.8,994892.5048,-360352.3085,42.7501,0.7501,42
42.9,1179224.811,-440871.0544, , , 
43,874472.6693,-391613.5162,43,0,43
43.1,429162.5661,-311395.0452, ,, 
43.2,147578.1859,-267634.3129,43.25,0.25,43
43.3,103755.6011,-250688.869,43.2501,0.2501,43
43.4,134289.292,-243431.795, , , 
43.5,121859.2277,-236664.3785,43.5,0.5,43
43.6,95515.47019,-231082.3578,43.501,0.501,43
43.7,45792.44309,-226264.6987,43.75,0.75,43
43.8,-73216.7085,-221672.0482,43.7501,0.7501,43
43.9,-221547.3808,-221786.2972, , , 
44,-285914.5508,-225758.0986,44,0,44
44.1,-216272.8588,-227110.3086, ,, 
44.2,22804.4818,-228718.0811,44.25,0.25,44
44.3,337695.1986,-246331.6483,44.2501,0.2501,44
44.4,427791.8273,-257605.1525, , , 
44.5,220345.2647,-238762.417,44.5,0.5,44
44.6,-68062.00622,-222851.6203,44.501,0.501,44
44.7,-289398.6547,-223978.8784,44.75,0.75,44
44.8,-382503.6548,-231856.3712,44.7501,0.7501,44
44.9,-332635.882,-234881.0857, , , 
45,-208478.08,-233303.6873,45,0,45
45.1,-100922.7824,-231209.6272, ,, 
45.2,-63677.62917,-228773.4452,45.25,0.25,45
45.3,-105005.7292,-225937.4199,45.2501,0.2501,45
45.4,-198858.6122,-225102.5799, , , 
45.5,-267752.2034,-227269.0912,45.5,0.5,45
45.6,-240355.5203,-228584.0964,45.501,0.501,45
45.7,-129625.1913,-228013.2403,45.75,0.75,45
45.8,-23575.48832,-227752.1135,45.7501,0.7501,45
45.9,35204.29595,-227109.3678, , , 
46,76299.72092,-226609.5642,46,0,46
46.1,134497.4136,-227788.4101, ,, 
46.2,213304.4017,-231682.5827,46.25,0.25,46
46.3,250190.3428,-234387.722,46.2501,0.2501,46
46.4,364238.6545,-243720.9337, , , 
46.5,565576.84,-270778.4778,46.5,0.5,46
46.6,661651.6617,-292807.5232,46.501,0.501,46
46.7,493404.1008,-275764.5408,46.75,0.75,46
46.8,106597.9052,-238461.1559,46.7501,0.7501,46
46.9,-50681.17952,-226498.8541, , , 
47,175037.9808,-232732.072,47,0,47
47.1,471628.956,-259416.5118, ,, 
47.2,466672.5047,-264155.2069,47.25,0.25,47
47.3,107268.6738,-233180.7711,47.2501,0.2501,47
47.4,-324534.3974,-226406.3176, , , 
47.5,-533081.4982,-243914.2971,47.5,0.5,47
47.6,-418913.3713,-246143.7216,47.501,0.501,47
47.7,-134167.5625,-239579.254,47.75,0.75,47
47.8,76029.23906,-239124.6239,47.7501,0.7501,47
47.9,44992.9098,-233090.7108, , , 
48,-158629.0144,-225776.8261,48,0,48
48.1,-296890.3501,-227914.1206, ,, 
48.2,-50927.43498,-227496.4251,48.25,0.25,48
48.3,466478.4933,-260738.6466,48.2501,0.2501,48
48.4,668598.5127,-296529.5963, , , 
48.5,329238.4391,-258852.5078,48.5,0.5,48
48.6,-256552.0081,-230837.327,48.501,0.501,48
48.7,-632739.3567,-255724.4341,48.75,0.75,48
48.8,-589537.7576,-266282.5978,48.7501,0.7501,48
48.9,-207663.4467,-251086.3421, , , 
49,199124.558,-254214.6192,49,0,49
49.1,326436.1541,-258180.5149, ,, 
49.2,139687.227,-239775.9941,49.25,0.25,49
49.3,-138090.0858,-226381.7257,49.2501,0.2501,49
49.4,-267754.088,-227037.5928, , , 
49.5,-220751.0505,-227964.7314,49.5,0.5,49
49.6,-103863.4612,-227587.0591,49.501,0.501,49
49.7,-25957.35357,-227036.7998,49.75,0.75,49
49.8,-9077.069764,-225372.4119,49.7501,0.7501,49
49.9,-30122.50529,-223269.6485, , , 
50,-81709.29929,-221541.9136,50,0,50
