Time,value
20130228:2307,0
20130301:0007,0
20130301:0107,0
20130301:0207,0
20130301:0307,0
20130301:0407,0
20130301:0507,28140
20130301:0607,119455
20130301:0707,196983.5
20130301:0807,254124.5
20130301:0907,290762.5
20130301:1007,304346
20130301:1107,297979.5
20130301:1207,267211
20130301:1307,219509.5
20130301:1407,150776.5
20130301:1507,67963
20130301:1607,0
20130301:1707,0
20130301:1807,0
20130301:1907,0
20130301:2007,0
20130301:2107,0
20130301:2207,0
20130301:2307,0
20130302:0007,0
20130302:0107,0
20130302:0207,0
20130302:0307,0
20130302:0407,0
20130302:0507,28493.5
20130302:0607,118359.5
20130302:0707,196441
20130302:0807,251881
20130302:0907,286608
20130302:1007,298518.5
20130302:1107,292022.5
20130302:1207,266038.5
20130302:1307,217164.5
20130302:1407,149019.5
20130302:1507,67081
20130302:1607,0
20130302:1707,0
20130302:1807,0
20130302:1907,0
20130302:2007,0
20130302:2107,0
20130302:2207,0
20130302:2307,0
20130303:0007,0
20130303:0107,0
20130303:0207,0
20130303:0307,0
20130303:0407,0
20130303:0507,31395
20130303:0607,118993
20130303:0707,194995.5
20130303:0807,248577
20130303:0907,283136
20130303:1007,295165.5
20130303:1107,287696.5
20130303:1207,260928.5
20130303:1307,215988.5
20130303:1407,143090.5
20130303:1507,64694
20130303:1607,0
20130303:1707,0
20130303:1807,0
20130303:1907,0
20130303:2007,0
20130303:2107,0
20130303:2207,0
20130303:2307,0
20130304:0007,0
20130304:0107,0
20130304:0207,0
20130304:0307,0
20130304:0407,0
20130304:0507,28441
20130304:0607,113074.5
20130304:0707,189430.5
20130304:0807,243750.5
20130304:0907,276857
20130304:1007,293933.5
20130304:1107,286828.5
20130304:1207,262101
20130304:1307,214973.5
20130304:1407,146510
20130304:1507,65803.5
20130304:1607,0
20130304:1707,0
20130304:1807,0
20130304:1907,0
20130304:2007,0
20130304:2107,0
20130304:2207,0
20130304:2307,0
20130305:0007,0
20130305:0107,0
20130305:0207,0
20130305:0307,0
20130305:0407,0
20130305:0507,30047.5
20130305:0607,103120.5
20130305:0707,160993
20130305:0807,257967.5
20130305:0907,292852
20130305:1007,293149.5
20130305:1107,288554
20130305:1207,262461.5
20130305:1307,212061.5
20130305:1407,143580.5
20130305:1507,65996
20130305:1607,0
20130305:1707,0
20130305:1807,0
20130305:1907,0
20130305:2007,0
20130305:2107,0
20130305:2207,0
20130305:2307,0
20130306:0007,0
20130306:0107,0
20130306:0207,0
20130306:0307,0
20130306:0407,0
20130306:0507,34212.5
20130306:0607,110509
20130306:0707,176599.5
20130306:0807,254838.5
20130306:0907,285096
20130306:1007,298529
20130306:1107,296030
20130306:1207,272860
20130306:1307,226744
20130306:1407,150367
20130306:1507,69769
20130306:1607,0
20130306:1707,0
20130306:1807,0
20130306:1907,0
20130306:2007,0
20130306:2107,0
20130306:2207,0
20130306:2307,0
20130307:0007,0
20130307:0107,0
20130307:0207,0
20130307:0307,0
20130307:0407,0
20130307:0507,34811
20130307:0607,119563.5
20130307:0707,195037.5
20130307:0807,252602
20130307:0907,285813.5
20130307:1007,306327
20130307:1107,285904.5
20130307:1207,252182
20130307:1307,204799
20130307:1407,154875
20130307:1507,62093.5
20130307:1607,0
20130307:1707,0
20130307:1807,0
20130307:1907,0
20130307:2007,0
20130307:2107,0
20130307:2207,0
20130307:2307,0
20130308:0007,0
20130308:0107,0
20130308:0207,0
20130308:0307,0
20130308:0407,0
20130308:0507,34251
20130308:0607,120911
20130308:0707,195303.5
20130308:0807,248321.5
20130308:0907,277448.5
20130308:1007,291781
20130308:1107,283951.5
20130308:1207,253389.5
20130308:1307,209233.5
20130308:1407,143405.5
20130308:1507,63969.5
20130308:1607,0
20130308:1707,0
20130308:1807,0
20130308:1907,0
20130308:2007,0
20130308:2107,0
20130308:2207,0
20130308:2307,0
20130309:0007,0
20130309:0107,0
20130309:0207,0
20130309:0307,0
20130309:0407,0
20130309:0507,35542.5
20130309:0607,125065.5
20130309:0707,201617.5
20130309:0807,244874
20130309:0907,281508.5
20130309:1007,293436.5
20130309:1107,286076
20130309:1207,256039
20130309:1307,209370
20130309:1407,147189
20130309:1507,68589.5
20130309:1607,0
20130309:1707,0
20130309:1807,0
20130309:1907,0
20130309:2007,0
20130309:2107,0
20130309:2207,0
20130309:2307,0
20130310:0007,0
20130310:0107,0
20130310:0207,0
20130310:0307,0
20130310:0407,0
20130310:0507,25966.5
20130310:0607,115115
20130310:0707,200697
20130310:0807,257099.5
20130310:0907,284756.5
20130310:1007,306313
20130310:1107,294465.5
20130310:1207,264495
20130310:1307,216149.5
20130310:1407,145120.5
20130310:1507,64123.5
20130310:1607,0
20130310:1707,0
20130310:1807,0
20130310:1907,0
20130310:2007,0
20130310:2107,0
20130310:2207,0
20130310:2307,0
20130311:0007,0
20130311:0107,0
20130311:0207,0
20130311:0307,0
20130311:0407,0
20130311:0507,33453
20130311:0607,106018.5
20130311:0707,194005
20130311:0807,248125.5
20130311:0907,282278.5
20130311:1007,293433
20130311:1107,288522.5
20130311:1207,253085
20130311:1307,203462
20130311:1407,141396.5
20130311:1507,48079.5
20130311:1607,0
20130311:1707,0
20130311:1807,0
20130311:1907,0
20130311:2007,0
20130311:2107,0
20130311:2207,0
20130311:2307,0
20130312:0007,0
20130312:0107,0
20130312:0207,0
20130312:0307,0
20130312:0407,0
20130312:0507,37338
20130312:0607,119423.5
20130312:0707,194852
20130312:0807,248115
20130312:0907,279842.5
20130312:1007,291182.5
20130312:1107,280619.5
20130312:1207,249343.5
20130312:1307,205369.5
20130312:1407,142943.5
20130312:1507,64610
20130312:1607,0
20130312:1707,0
20130312:1807,0
20130312:1907,0
20130312:2007,0
20130312:2107,0
20130312:2207,0
20130312:2307,0
20130313:0007,0
20130313:0107,0
20130313:0207,0
20130313:0307,0
20130313:0407,0
20130313:0507,19960.5
20130313:0607,103540.5
20130313:0707,184313.5
20130313:0807,245675.5
20130313:0907,279380.5
20130313:1007,289824.5
20130313:1107,283178
20130313:1207,253907.5
20130313:1307,207956
20130313:1407,143241
20130313:1507,64375.5
20130313:1607,0
20130313:1707,0
20130313:1807,0
20130313:1907,0
20130313:2007,0
20130313:2107,0
20130313:2207,0
20130313:2307,0
20130314:0007,0
20130314:0107,0
20130314:0207,0
20130314:0307,0
20130314:0407,0
20130314:0507,36512
20130314:0607,124736.5
20130314:0707,179385.5
20130314:0807,230240.5
20130314:0907,262703
20130314:1007,279366.5
20130314:1107,277777.5
20130314:1207,250204.5
20130314:1307,199528
20130314:1407,146405
20130314:1507,51261
20130314:1607,0
20130314:1707,0
20130314:1807,0
20130314:1907,0
20130314:2007,0
20130314:2107,0
20130314:2207,0
20130314:2307,0
20130315:0007,0
20130315:0107,0
20130315:0207,0
20130315:0307,0
20130315:0407,0
20130315:0507,1246
20130315:0607,68722.5
20130315:0707,62062
20130315:0807,154850.5
20130315:0907,264337.5
20130315:1007,279191.5
20130315:1107,263165
20130315:1207,225256.5
20130315:1307,205373
20130315:1407,124257
20130315:1507,56238
20130315:1607,0
20130315:1707,0
20130315:1807,0
20130315:1907,0
20130315:2007,0
20130315:2107,0
20130315:2207,0
20130315:2307,0
20130316:0007,0
20130316:0107,0
20130316:0207,0
20130316:0307,0
20130316:0407,0
20130316:0507,36942.5
20130316:0607,121194.5
20130316:0707,193193
20130316:0807,244181
20130316:0907,274120
20130316:1007,286275.5
20130316:1107,278229
20130316:1207,249501
20130316:1307,207053
20130316:1407,141186.5
20130316:1507,61806.5
20130316:1607,0
20130316:1707,0
20130316:1807,0
20130316:1907,0
20130316:2007,0
20130316:2107,0
20130316:2207,0
20130316:2307,0
20130317:0007,0
20130317:0107,0
20130317:0207,0
20130317:0307,0
20130317:0407,0
20130317:0507,31692.5
20130317:0607,110918.5
20130317:0707,185381
20130317:0807,243925.5
20130317:0907,280182
20130317:1007,292995.5
20130317:1107,291046
20130317:1207,267970.5
20130317:1307,213570
20130317:1407,143531.5
20130317:1507,60714.5
20130317:1607,0
20130317:1707,0
20130317:1807,0
20130317:1907,0
20130317:2007,0
20130317:2107,0
20130317:2207,0
20130317:2307,0
20130318:0007,0
20130318:0107,0
20130318:0207,0
20130318:0307,0
20130318:0407,0
20130318:0507,36529.5
20130318:0607,125044.5
20130318:0707,201481
20130318:0807,256329.5
20130318:0907,292369
20130318:1007,302827
20130318:1107,296149
20130318:1207,264946.5
20130318:1307,215096
20130318:1407,144497.5
20130318:1507,62699
20130318:1607,0
20130318:1707,0
20130318:1807,0
20130318:1907,0
20130318:2007,0
20130318:2107,0
20130318:2207,0
20130318:2307,0
20130319:0007,0
20130319:0107,0
20130319:0207,0
20130319:0307,0
20130319:0407,0
20130319:0507,39826.5
20130319:0607,123651.5
20130319:0707,198331
20130319:0807,251562.5
20130319:0907,283111.5
20130319:1007,294689.5
20130319:1107,284067
20130319:1207,247733.5
20130319:1307,203332.5
20130319:1407,137847.5
20130319:1507,58740.5
20130319:1607,0
20130319:1707,0
20130319:1807,0
20130319:1907,0
20130319:2007,0
20130319:2107,0
20130319:2207,0
20130319:2307,0
20130320:0007,0
20130320:0107,0
20130320:0207,0
20130320:0307,0
20130320:0407,0
20130320:0507,40498.5
20130320:0607,123963
20130320:0707,197540
20130320:0807,248801
20130320:0907,283188.5
20130320:1007,293170.5
20130320:1107,282415
20130320:1207,245941.5
20130320:1307,201162.5
20130320:1407,136916.5
20130320:1507,59006.5
20130320:1607,0
20130320:1707,0
20130320:1807,0
20130320:1907,0
20130320:2007,0
20130320:2107,0
20130320:2207,0
20130320:2307,0
20130321:0007,0
20130321:0107,0
20130321:0207,0
20130321:0307,0
20130321:0407,0
20130321:0507,41443.5
20130321:0607,127340.5
20130321:0707,199962
20130321:0807,248374
20130321:0907,280532
20130321:1007,292785.5
20130321:1107,281673
20130321:1207,248034.5
20130321:1307,200543
20130321:1407,136293.5
20130321:1507,61232.5
20130321:1607,0
20130321:1707,0
20130321:1807,0
20130321:1907,0
20130321:2007,0
20130321:2107,0
20130321:2207,0
20130321:2307,0
20130322:0007,0
20130322:0107,0
20130322:0207,0
20130322:0307,0
20130322:0407,0
20130322:0507,41104
20130322:0607,123935
20130322:0707,195317.5
20130322:0807,243880
20130322:0907,275331
20130322:1007,292950
20130322:1107,272433
20130322:1207,251762
20130322:1307,199899
20130322:1407,128523.5
20130322:1507,63549.5
20130322:1607,0
20130322:1707,0
20130322:1807,0
20130322:1907,0
20130322:2007,0
20130322:2107,0
20130322:2207,0
20130322:2307,0
20130323:0007,0
20130323:0107,0
20130323:0207,0
20130323:0307,0
20130323:0407,0
20130323:0507,23467.5
20130323:0607,81900
20130323:0707,156425.5
20130323:0807,218155
20130323:0907,263263
20130323:1007,279195
20130323:1107,279387.5
20130323:1207,254138.5
20130323:1307,206370.5
20130323:1407,137095
20130323:1507,59286.5
20130323:1607,0
20130323:1707,0
20130323:1807,0
20130323:1907,0
20130323:2007,0
20130323:2107,0
20130323:2207,0
20130323:2307,0
20130324:0007,0
20130324:0107,0
20130324:0207,0
20130324:0307,0
20130324:0407,0
20130324:0507,37789.5
20130324:0607,120449
20130324:0707,194190.5
20130324:0807,250967.5
20130324:0907,284473
20130324:1007,295036
20130324:1107,284441.5
20130324:1207,248143
20130324:1307,202863.5
20130324:1407,147504
20130324:1507,57900.5
20130324:1607,0
20130324:1707,0
20130324:1807,0
20130324:1907,0
20130324:2007,0
20130324:2107,0
20130324:2207,0
20130324:2307,0
20130325:0007,0
20130325:0107,0
20130325:0207,0
20130325:0307,0
20130325:0407,0
20130325:0507,39809
20130325:0607,123497.5
20130325:0707,197984.5
20130325:0807,249977
20130325:0907,280899.5
20130325:1007,290206
20130325:1107,280189
20130325:1207,250460
20130325:1307,203353.5
20130325:1407,136241
20130325:1507,56087.5
20130325:1607,0
20130325:1707,0
20130325:1807,0
20130325:1907,0
20130325:2007,0
20130325:2107,0
20130325:2207,0
20130325:2307,0
20130326:0007,0
20130326:0107,0
20130326:0207,0
20130326:0307,0
20130326:0407,0
20130326:0507,41275.5
20130326:0607,125237
20130326:0707,195188
20130326:0807,245609
20130326:0907,275268
20130326:1007,284896.5
20130326:1107,274585.5
20130326:1207,241342.5
20130326:1307,198635.5
20130326:1407,133413
20130326:1507,57043
20130326:1607,0
20130326:1707,0
20130326:1807,0
20130326:1907,0
20130326:2007,0
20130326:2107,0
20130326:2207,0
20130326:2307,0
20130327:0007,0
20130327:0107,0
20130327:0207,0
20130327:0307,0
20130327:0407,0
20130327:0507,43312.5
20130327:0607,127305.5
20130327:0707,198548
20130327:0807,249480
20130327:0907,277903.5
20130327:1007,288669.5
20130327:1107,278771.5
20130327:1207,243880
20130327:1307,199080
20130327:1407,133059.5
20130327:1507,56399
20130327:1607,0
20130327:1707,0
20130327:1807,0
20130327:1907,0
20130327:2007,0
20130327:2107,0
20130327:2207,0
20130327:2307,0
20130328:0007,0
20130328:0107,0
20130328:0207,0
20130328:0307,0
20130328:0407,0
20130328:0507,42234.5
20130328:0607,123721.5
20130328:0707,195233.5
20130328:0807,246928.5
20130328:0907,278407.5
20130328:1007,291651.5
20130328:1107,285449.5
20130328:1207,259707
20130328:1307,212299.5
20130328:1407,139300
20130328:1507,59136
20130328:1607,0
20130328:1707,0
20130328:1807,0
20130328:1907,0
20130328:2007,0
20130328:2107,0
20130328:2207,0
20130328:2307,0
20130329:0007,0
20130329:0107,0
20130329:0207,0
20130329:0307,0
20130329:0407,0
20130329:0507,41373.5
20130329:0607,122059
20130329:0707,191922.5
20130329:0807,241741.5
20130329:0907,274568
20130329:1007,283486
20130329:1107,276857
20130329:1207,250152
20130329:1307,205324
20130329:1407,135149
20130329:1507,56017.5
20130329:1607,0
20130329:1707,0
20130329:1807,0
20130329:1907,0
20130329:2007,0
20130329:2107,0
20130329:2207,0
20130329:2307,0
20130330:0007,0
20130330:0107,0
20130330:0207,0
20130330:0307,0
20130330:0407,0
20130330:0507,43746.5
20130330:0607,124617.5
20130330:0707,196605.5
20130330:0807,240383.5
20130330:0907,275215.5
20130330:1007,284291
20130330:1107,262276
20130330:1207,245133
20130330:1307,200756.5
20130330:1407,134242.5
20130330:1507,55076
20130330:1607,0
20130330:1707,0
20130330:1807,0
20130330:1907,0
20130330:2007,0
20130330:2107,0
20130330:2207,0
20130330:2307,0
20130331:0007,0
20130331:0107,0
20130331:0207,0
20130331:0307,0
20130331:0407,0
20130331:0507,41720
20130331:0607,122087
20130331:0707,187957
20130331:0807,239715
20130331:0907,264607
20130331:1007,277056.5
20130331:1107,269472
20130331:1207,243288.5
20130331:1307,198698.5
20130331:1407,110197.5
20130331:1507,56066.5
20130331:1607,0
20130331:1707,0
20130331:1807,0
20130331:1907,0
20130331:2007,0
20130331:2107,0
20130331:2207,0
20130331:2307,0
20130401:0007,0
20130401:0107,0
20130401:0207,0
20130401:0307,0
20130401:0407,0
20130401:0507,22302
20130401:0607,123973.5
20130401:0707,179777.5
20130401:0807,241650.5
20130401:0907,265468
20130401:1007,274753.5
20130401:1107,263340
20130401:1207,205383.5
20130401:1307,140115.5
20130401:1407,135544.5
20130401:1507,45542
20130401:1607,0
20130401:1707,0
20130401:1807,0
20130401:1907,0
20130401:2007,0
20130401:2107,0
20130401:2207,0
20130401:2307,0
20130402:0007,0
20130402:0107,0
20130402:0207,0
20130402:0307,0
20130402:0407,0
20130402:0507,44740.5
20130402:0607,125254.5
20130402:0707,184548
20130402:0807,233355.5
20130402:0907,264708.5
20130402:1007,273591.5
20130402:1107,266052.5
20130402:1207,234762.5
20130402:1307,142180.5
20130402:1407,122647
20130402:1507,53774
20130402:1607,0
20130402:1707,0
20130402:1807,0
20130402:1907,0
20130402:2007,0
20130402:2107,0
20130402:2207,0
20130402:2307,0
20130403:0007,0
20130403:0107,0
20130403:0207,0
20130403:0307,0
20130403:0407,0
20130403:0507,41216
20130403:0607,118968.5
20130403:0707,185108
20130403:0807,233877
20130403:0907,262447.5
20130403:1007,271547.5
20130403:1107,262706.5
20130403:1207,232939
20130403:1307,187785.5
20130403:1407,125597.5
20130403:1507,51982
20130403:1607,231
20130403:1707,0
20130403:1807,0
20130403:1907,0
20130403:2007,0
20130403:2107,0
20130403:2207,0
20130403:2307,0
20130404:0007,0
20130404:0107,0
20130404:0207,0
20130404:0307,0
20130404:0407,0
20130404:0507,41149.5
20130404:0607,116823
20130404:0707,184296
20130404:0807,230121.5
20130404:0907,261142
20130404:1007,271624.5
20130404:1107,262038
20130404:1207,233292.5
20130404:1307,189497
20130404:1407,126052.5
20130404:1507,53578
20130404:1607,231
20130404:1707,0
20130404:1807,0
20130404:1907,0
20130404:2007,0
20130404:2107,0
20130404:2207,0
20130404:2307,0
20130405:0007,0
20130405:0107,0
20130405:0207,0
20130405:0307,0
20130405:0407,0
20130405:0507,32966.5
20130405:0607,101006.5
20130405:0707,175325.5
20130405:0807,228088
20130405:0907,265429.5
20130405:1007,278488
20130405:1107,271365.5
20130405:1207,242693.5
20130405:1307,195881
20130405:1407,126798
20130405:1507,52626
20130405:1607,234.5
20130405:1707,0
20130405:1807,0
20130405:1907,0
20130405:2007,0
20130405:2107,0
20130405:2207,0
20130405:2307,0
20130406:0007,0
20130406:0107,0
20130406:0207,0
20130406:0307,0
20130406:0407,0
20130406:0507,44383.5
20130406:0607,125933.5
20130406:0707,195342
20130406:0807,243117
20130406:0907,276006.5
20130406:1007,284231.5
20130406:1107,269195.5
20130406:1207,232326.5
20130406:1307,187841.5
20130406:1407,123466
20130406:1507,51457
20130406:1607,112
20130406:1707,0
20130406:1807,0
20130406:1907,0
20130406:2007,0
20130406:2107,0
20130406:2207,0
20130406:2307,0
20130407:0007,0
20130407:0107,0
20130407:0207,0
20130407:0307,0
20130407:0407,0
20130407:0507,46679.5
20130407:0607,125786.5
20130407:0707,192146.5
20130407:0807,237716.5
20130407:0907,266829.5
20130407:1007,277312
20130407:1107,262913
20130407:1207,227465
20130407:1307,184275
20130407:1407,120172.5
20130407:1507,51688
20130407:1607,241.5
20130407:1707,0
20130407:1807,0
20130407:1907,0
20130407:2007,0
20130407:2107,0
20130407:2207,0
20130407:2307,0
20130408:0007,0
20130408:0107,0
20130408:0207,0
20130408:0307,0
20130408:0407,0
20130408:0507,47183.5
20130408:0607,127162
20130408:0707,194358.5
20130408:0807,240506
20130408:0907,268506
20130408:1007,276559.5
20130408:1107,263739
20130408:1207,232239
20130408:1307,185902.5
20130408:1407,121639
20130408:1507,50673
20130408:1607,238
20130408:1707,0
20130408:1807,0
20130408:1907,0
20130408:2007,0
20130408:2107,0
20130408:2207,0
20130408:2307,0
20130409:0007,0
20130409:0107,0
20130409:0207,0
20130409:0307,0
20130409:0407,0
20130409:0507,47897.5
20130409:0607,124883.5
20130409:0707,192311
20130409:0807,237496
20130409:0907,268782.5
20130409:1007,280297.5
20130409:1107,265979
20130409:1207,232690.5
20130409:1307,187085.5
20130409:1407,124372.5
20130409:1507,50358
20130409:1607,213.5
20130409:1707,0
20130409:1807,0
20130409:1907,0
20130409:2007,0
20130409:2107,0
20130409:2207,0
20130409:2307,0
20130410:0007,0
20130410:0107,0
20130410:0207,0
20130410:0307,0
20130410:0407,0
20130410:0507,44222.5
20130410:0607,124267.5
20130410:0707,193494
20130410:0807,241720.5
20130410:0907,275397.5
20130410:1007,284676
20130410:1107,270371.5
20130410:1207,243428.5
20130410:1307,195072.5
20130410:1407,125408.5
20130410:1507,51723
20130410:1607,353.5
20130410:1707,0
20130410:1807,0
20130410:1907,0
20130410:2007,0
20130410:2107,0
20130410:2207,0
20130410:2307,0
20130411:0007,0
20130411:0107,0
20130411:0207,0
20130411:0307,0
20130411:0407,0
20130411:0507,48065.5
20130411:0607,128289
20130411:0707,197354.5
20130411:0807,243684
20130411:0907,275688
20130411:1007,284966.5
20130411:1107,268114
20130411:1207,237856.5
20130411:1307,190753.5
20130411:1407,124026
20130411:1507,51065
20130411:1607,357
20130411:1707,0
20130411:1807,0
20130411:1907,0
20130411:2007,0
20130411:2107,0
20130411:2207,0
20130411:2307,0
20130412:0007,0
20130412:0107,0
20130412:0207,0
20130412:0307,0
20130412:0407,0
20130412:0507,48671
20130412:0607,129493
20130412:0707,197361.5
20130412:0807,246270.5
20130412:0907,277403
20130412:1007,285600
20130412:1107,271957
20130412:1207,241321.5
20130412:1307,196080.5
20130412:1407,126577.5
20130412:1507,52370.5
20130412:1607,357
20130412:1707,0
20130412:1807,0
20130412:1907,0
20130412:2007,0
20130412:2107,0
20130412:2207,0
20130412:2307,0
20130413:0007,0
20130413:0107,0
20130413:0207,0
20130413:0307,0
20130413:0407,0
20130413:0507,48244
20130413:0607,129034.5
20130413:0707,197676.5
20130413:0807,247037
20130413:0907,277504.5
20130413:1007,285313
20130413:1107,273815.5
20130413:1207,241125.5
20130413:1307,193704
20130413:1407,122566.5
20130413:1507,51145.5
20130413:1607,511
20130413:1707,0
20130413:1807,0
20130413:1907,0
20130413:2007,0
20130413:2107,0
20130413:2207,0
20130413:2307,0
20130414:0007,0
20130414:0107,0
20130414:0207,0
20130414:0307,0
20130414:0407,0
20130414:0507,49346.5
20130414:0607,127627.5
20130414:0707,197802.5
20130414:0807,246613.5
20130414:0907,277749.5
20130414:1007,284865
20130414:1107,272748
20130414:1207,237356
20130414:1307,191992.5
20130414:1407,122724
20130414:1507,50564.5
20130414:1607,364
20130414:1707,0
20130414:1807,0
20130414:1907,0
20130414:2007,0
20130414:2107,0
20130414:2207,0
20130414:2307,0
20130415:0007,0
20130415:0107,0
20130415:0207,0
20130415:0307,0
20130415:0407,0
20130415:0507,49724.5
20130415:0607,131260.5
20130415:0707,199584
20130415:0807,246498
20130415:0907,274603
20130415:1007,284301.5
20130415:1107,269636.5
20130415:1207,237475
20130415:1307,189980
20130415:1407,124061
20130415:1507,49955.5
20130415:1607,651
20130415:1707,0
20130415:1807,0
20130415:1907,0
20130415:2007,0
20130415:2107,0
20130415:2207,0
20130415:2307,0
20130416:0007,0
20130416:0107,0
20130416:0207,0
20130416:0307,0
20130416:0407,549.5
20130416:0507,49990.5
20130416:0607,130826.5
20130416:0707,198796.5
20130416:0807,244597.5
20130416:0907,275555
20130416:1007,283080
20130416:1107,271817
20130416:1207,242161.5
20130416:1307,194659.5
20130416:1407,125986
20130416:1507,50571.5
20130416:1607,651
20130416:1707,0
20130416:1807,0
20130416:1907,0
20130416:2007,0
20130416:2107,0
20130416:2207,0
20130416:2307,0
20130417:0007,0
20130417:0107,0
20130417:0207,0
20130417:0307,0
20130417:0407,392
20130417:0507,49577.5
20130417:0607,130476.5
20130417:0707,195499.5
20130417:0807,244314
20130417:0907,274081.5
20130417:1007,280007
20130417:1107,271278
20130417:1207,241286.5
20130417:1307,191733.5
20130417:1407,130361
20130417:1507,47785.5
20130417:1607,497
20130417:1707,0
20130417:1807,0
20130417:1907,0
20130417:2007,0
20130417:2107,0
20130417:2207,0
20130417:2307,0
20130418:0007,0
20130418:0107,0
20130418:0207,0
20130418:0307,0
20130418:0407,1046.5
20130418:0507,49784
20130418:0607,123385.5
20130418:0707,196143.5
20130418:0807,249000.5
20130418:0907,277105.5
20130418:1007,288956.5
20130418:1107,273024.5
20130418:1207,240047.5
20130418:1307,193217.5
20130418:1407,124579
20130418:1507,48632.5
20130418:1607,808.5
20130418:1707,0
20130418:1807,0
20130418:1907,0
20130418:2007,0
20130418:2107,0
20130418:2207,0
20130418:2307,0
20130419:0007,0
20130419:0107,0
20130419:0207,0
20130419:0307,0
20130419:0407,0
20130419:0507,47365.5
20130419:0607,118818
20130419:0707,197599.5
20130419:0807,247779
20130419:0907,276587.5
20130419:1007,282628.5
20130419:1107,270837
20130419:1207,246645
20130419:1307,190823.5
20130419:1407,126948.5
20130419:1507,48685
20130419:1607,962.5
20130419:1707,0
20130419:1807,0
20130419:1907,0
20130419:2007,0
20130419:2107,0
20130419:2207,0
20130419:2307,0
20130420:0007,0
20130420:0107,0
20130420:0207,0
20130420:0307,0
20130420:0407,0
20130420:0507,48618.5
20130420:0607,127774.5
20130420:0707,191971.5
20130420:0807,243477.5
20130420:0907,272286
20130420:1007,279783
20130420:1107,268380
20130420:1207,232494.5
20130420:1307,192776.5
20130420:1407,91126
20130420:1507,44072
20130420:1607,1120
20130420:1707,0
20130420:1807,0
20130420:1907,0
20130420:2007,0
20130420:2107,0
20130420:2207,0
20130420:2307,0
20130421:0007,0
20130421:0107,0
20130421:0207,0
20130421:0307,0
20130421:0407,1564.5
20130421:0507,27009.5
20130421:0607,118933.5
20130421:0707,146048
20130421:0807,225330
20130421:0907,257484.5
20130421:1007,276174.5
20130421:1107,266150.5
20130421:1207,234066
20130421:1307,171167.5
20130421:1407,123119.5
20130421:1507,48902
20130421:1607,1123.5
20130421:1707,0
20130421:1807,0
20130421:1907,0
20130421:2007,0
20130421:2107,0
20130421:2207,0
20130421:2307,0
20130422:0007,0
20130422:0107,0
20130422:0207,0
20130422:0307,0
20130422:0407,0
20130422:0507,43778
20130422:0607,106428
20130422:0707,202440
20130422:0807,214511.5
20130422:0907,124281.5
20130422:1007,233639
20130422:1107,241230.5
20130422:1207,212796.5
20130422:1307,174331.5
20130422:1407,123760
20130422:1507,48167
20130422:1607,959
20130422:1707,0
20130422:1807,0
20130422:1907,0
20130422:2007,0
20130422:2107,0
20130422:2207,0
20130422:2307,0
20130423:0007,0
20130423:0107,0
20130423:0207,0
20130423:0307,0
20130423:0407,385
20130423:0507,43064
20130423:0607,121516.5
20130423:0707,189518
20130423:0807,238885.5
20130423:0907,268128
20130423:1007,278096
20130423:1107,266882
20130423:1207,239417.5
20130423:1307,189287
20130423:1407,122650.5
20130423:1507,47841.5
20130423:1607,794.5
20130423:1707,0
20130423:1807,0
20130423:1907,0
20130423:2007,0
20130423:2107,0
20130423:2207,0
20130423:2307,0
20130424:0007,0
20130424:0107,0
20130424:0207,0
20130424:0307,0
20130424:0407,2145.5
20130424:0507,49157.5
20130424:0607,125307
20130424:0707,191173.5
20130424:0807,238570.5
20130424:0907,267778
20130424:1007,276857
20130424:1107,267074.5
20130424:1207,240761.5
20130424:1307,188244
20130424:1407,122549
20130424:1507,47383
20130424:1607,948.5
20130424:1707,0
20130424:1807,0
20130424:1907,0
20130424:2007,0
20130424:2107,0
20130424:2207,0
20130424:2307,0
20130425:0007,0
20130425:0107,0
20130425:0207,0
20130425:0307,0
20130425:0407,2338
20130425:0507,50379
20130425:0607,127708
20130425:0707,194988.5
20130425:0807,241062.5
20130425:0907,268968
20130425:1007,277511.5
20130425:1107,267459.5
20130425:1207,241003
20130425:1307,189087.5
20130425:1407,121373
20130425:1507,47372.5
20130425:1607,1120
20130425:1707,0
20130425:1807,0
20130425:1907,0
20130425:2007,0
20130425:2107,0
20130425:2207,0
20130425:2307,0
20130426:0007,0
20130426:0107,0
20130426:0207,0
20130426:0307,0
20130426:0407,2149
20130426:0507,49115.5
20130426:0607,127526
20130426:0707,190438.5
20130426:0807,246113
20130426:0907,273007
20130426:1007,274788.5
20130426:1107,261936.5
20130426:1207,233639
20130426:1307,187925.5
20130426:1407,118888
20130426:1507,46378.5
20130426:1607,1295
20130426:1707,0
20130426:1807,0
20130426:1907,0
20130426:2007,0
20130426:2107,0
20130426:2207,0
20130426:2307,0
20130427:0007,0
20130427:0107,0
20130427:0207,0
20130427:0307,0
20130427:0407,2754.5
20130427:0507,49553
20130427:0607,123588.5
20130427:0707,187019
20130427:0807,233663.5
20130427:0907,263343.5
20130427:1007,270035.5
20130427:1107,259878.5
20130427:1207,233191
20130427:1307,185076.5
20130427:1407,119892.5
20130427:1507,46060
20130427:1607,948.5
20130427:1707,0
20130427:1807,0
20130427:1907,0
20130427:2007,0
20130427:2107,0
20130427:2207,0
20130427:2307,0
20130428:0007,0
20130428:0107,0
20130428:0207,0
20130428:0307,0
20130428:0407,2947
20130428:0507,50232
