TimeStamp,wSpeed.100
655.75,4.74
655.7501,4.65
656,4.06
656.01,1.91
656.25,0.63
656.2501,1.33
656.5,1.53
656.501,0.81
656.75,1.75
656.7501,2.3
657,2.09
657.01,2.49
657.25,2.56
657.2501,6.3
657.5,6.48
657.501,6.57
657.75,5.16
657.7501,6.24
658,6.21
658.01,5.98
658.25,5.81
658.2501,5.46
658.5,5.53
658.501,4.83
658.75,4.51
658.7501,4.24
659,4.07
659.01,3.55
659.25,3.43
659.2501,3.49
659.5,3.35
659.501,3.97
659.75,4.69
659.7501,6.01
660,7.23
660.01,7.1
660.25,6.91
660.2501,7.5
660.5,8.09
660.501,8.33
660.75,7.14
660.7501,6.95
661,5.21
661.01,3.23
661.25,2.99
661.2501,2.98
661.5,3
661.501,2.92
661.75,2.5
661.7501,3.12
662,3.24
662.01,3.51
662.25,4.53
662.2501,4.34
662.5,3.46
662.501,4.64
662.75,3.9
662.7501,10.44
663,6.71
663.01,5.39
663.25,8.14
663.2501,7.17
663.5,9.02
663.501,8.5
663.75,7.11
663.7501,7.65
664,11.22
664.01,11.54
664.25,9.12
664.2501,7.29
664.5,5.01
664.501,4.12
664.75,2.79
664.7501,4
665,6.27
665.01,5.95
665.25,6.69
665.2501,7.42
665.5,7.28
665.501,6.77
665.75,6.22
665.7501,5.95
666,5.72
666.01,5.22
666.25,5.24
666.2501,5.36
666.5,6.96
666.501,8.14
666.75,6.58
666.7501,6.54
667,6.67
667.01,6.22
667.25,6.25
667.2501,6.5
667.5,5.78
667.501,4.83
667.75,4.07
667.7501,3.73
668,4.36
668.01,4.38
668.25,4.86
668.2501,5.72
668.5,6.23
668.501,7.41
668.75,7.81
668.7501,7.83
669,8.23
669.01,8.92
669.25,9.22
669.2501,8.41
669.5,8.55
669.501,8.52
669.75,6.92
669.7501,7.21
670,7.16
670.01,6.55
670.25,5.69
670.2501,5.09
670.5,4.19
670.501,3.61
670.75,2.86
670.7501,2.04
671,2.14
671.01,1.79
671.25,2.81
671.2501,8.73
671.5,7.39
671.501,5.21
671.75,3.45
671.7501,3.15
672,2.21
672.01,2.57
672.25,2.33
672.2501,2.51
672.5,2.72
672.501,4.36
672.75,4.58
672.7501,2.38
673,2.03
673.01,4.58
673.25,6.14
673.2501,5.61
673.5,4.42
673.501,3.12
673.75,3.93
673.7501,4.04
674,3.85
674.01,4.29
674.25,4.16
674.2501,3.72
674.5,3.62
674.501,5.66
674.75,2.91
674.7501,7
675,6.02
675.01,2.5
675.25,1.81
675.2501,7.42
675.5,8.56
675.501,9.33
675.75,7.46
675.7501,7.02
676,6.87
676.01,6.01
676.25,5.51
676.2501,4.93
676.5,4.24
676.501,3.84
676.75,3.93
676.7501,3.92
677,4.61
677.01,4.84
677.25,5.62
677.2501,5.47
677.5,5.09
677.501,6.76
677.75,5.65
677.7501,3.51
678,2.89
678.01,3.88
678.25,6.14
678.2501,9.06
678.5,9.67
678.501,9.17
678.75,8.94
678.7501,8.69
679,8.13
679.01,7.02
679.25,5.99
679.2501,4.61
679.5,4.63
679.501,4.22
679.75,1.68
679.7501,10.19
680,6.62
680.01,5.47
680.25,16.41
680.2501,10.87
680.5,4.39
680.501,3.68
680.75,4.57
680.7501,3.48
681,3.37
681.01,2.28
681.25,1.45
681.2501,7.72
681.5,8.43
681.501,9.16
681.75,8.44
681.7501,8.35
682,8.27
682.01,7.46
682.25,5.34
682.2501,3.81
682.5,2.81
682.501,1.99
682.75,3.01
682.7501,4.34
683,6.59
683.01,5.58
683.25,11.36
683.2501,10.21
683.5,9.38
683.501,7.57
683.75,5.87
683.7501,3.63
684,2.51
684.01,1.47
684.25,1.09
684.2501,1.41
684.5,2.52
684.501,3.03
684.75,2.5
684.7501,1.45
685,1.27
685.01,0.74
685.25,0.74
685.2501,0.42
685.5,1.86
685.501,2.64
685.75,1.39
685.7501,1.67
686,1.96
686.01,5.99
686.25,4.11
686.2501,7.2
686.5,5.94
686.501,4.57
686.75,4.52
686.7501,5.15
687,4.75
687.01,5.36
687.25,5.76
687.2501,7.26
687.5,6.69
687.501,6.87
687.75,6.54
687.7501,5.4
688,5.08
688.01,3.67
688.25,1.84
688.2501,0.6
688.5,0.84
688.501,2.11
688.75,3.21
688.7501,2.42
689,2.92
689.01,8.34
689.25,9.28
689.2501,9.09
689.5,7.1
689.501,4.82
689.75,6.69
689.7501,7.53
690,7.81
690.01,8.23
690.25,8.85
690.2501,9.06
690.5,9.42
690.501,8.29
690.75,7.58
690.7501,4.86
691,5.51
691.01,6.29
691.25,5.88
691.2501,5.46
691.5,5.41
691.501,5.83
691.75,5.81
691.7501,5.87
692,6.16
692.01,6.9
692.25,7.61
692.2501,7.64
692.5,7.71
692.501,7.08
692.75,11.27
692.7501,10.84
693,10.38
693.01,10.11
693.25,9.92
693.2501,8.9
693.5,8.71
693.501,8.08
693.75,6.07
693.7501,2.96
694,3.26
694.01,5.24
694.25,5.73
694.2501,5.47
694.5,4.97
694.501,4.45
694.75,3.84
694.7501,3.53
695,3.4
695.01,3.29
695.25,3.21
695.2501,2.37
695.5,5.01
695.501,5.3
695.75,3.81
695.7501,0.93
696,3.4
696.01,6.71
696.25,8.7
696.2501,7.65
696.5,7.37
696.501,8.51
696.75,8.37
696.7501,9.47
697,7.42
697.01,5.32
697.25,2.26
697.2501,1.25
697.5,0.45
697.501,0.62
697.75,8.06
697.7501,13.83
698,17.83
698.01,14.37
698.25,9.99
698.2501,8.29
698.5,7.04
698.501,6.89
698.75,8.13
698.7501,4.31
699,2.92
699.01,2.73
699.25,2.75
699.2501,5.33
699.5,5.41
699.501,5.91
699.75,4.78
699.7501,4.37
700,3.52
700.01,2.92
700.25,4.3
700.2501,5.86
700.5,6.53
700.501,5.79
700.75,5.4
700.7501,5.95
701,5.65
701.01,5.24
701.25,5.26
701.2501,6.11
701.5,5.21
701.501,8.69
701.75,4.76
701.7501,1.93
702,3.12
702.01,4.55
702.25,6.34
702.2501,8.33
702.5,9.21
702.501,9.52
702.75,8.53
702.7501,8.2
703,7.28
703.01,6.52
703.25,7.05
703.2501,11.27
703.5,12.29
703.501,10.22
703.75,7.22
703.7501,5.26
704,5.14
704.01,3.71
704.25,4.75
704.2501,6.7
704.5,7.08
704.501,6.38
704.75,6.15
704.7501,5.83
705,6.17
705.01,6.71
705.25,6.32
705.2501,3.55
705.5,4.79
705.501,6.26
705.75,5.1
705.7501,4.58
706,3.18
706.01,2.4
706.25,1.67
706.2501,2.2
706.5,3.69
706.501,4.96
706.75,4.78
706.7501,5.13
707,11.42
707.01,11.94
707.25,9.11
707.2501,7.38
707.5,3.96
707.501,9.03
707.75,8.77
707.7501,7.09
708,5.18
708.01,3.21
708.25,2.51
708.2501,2.79
708.5,3.76
708.501,5.19
708.75,5.58
708.7501,3.43
709,3.18
709.01,3.48
709.25,3.89
709.2501,4.43
709.5,5.36
709.501,5.63
709.75,5.21
709.7501,5.3
710,7.84
710.01,7.04
710.25,6.02
710.2501,5.91
710.5,4.54
710.501,4.93
710.75,5.4
710.7501,7.11
711,6.87
711.01,6.16
711.25,6.1
711.2501,9.13
711.5,9.01
711.501,8.49
711.75,7.15
711.7501,8.03
712,6.79
712.01,4.74
712.25,2.74
712.2501,1.99
712.5,0.97
712.501,1.86
712.75,4.24
712.7501,6.28
713,6.23
713.01,10.6
713.25,7.5
713.2501,6.74
713.5,9.72
713.501,12.45
713.75,21.23
713.7501,12.61
714,4.45
714.01,3.83
714.25,2.72
714.2501,6.96
714.5,8.08
714.501,8.23
714.75,6.84
714.7501,6.61
715,7.37
715.01,6.83
715.25,5.67
715.2501,4.97
715.5,4.91
715.501,4.42
715.75,4.01
715.7501,3.96
716,4.02
716.01,4.16
716.25,5.23
716.2501,8.13
716.5,2.77
716.501,3.53
716.75,4.95
716.7501,4.92
717,4.73
717.01,4.93
717.25,5.92
717.2501,9.24
717.5,9.29
717.501,9.38
717.75,7.33
717.7501,7.64
718,6.92
718.01,5.76
718.25,4.24
718.2501,2.66
718.5,1.91
718.501,1.61
718.75,9.91
718.7501,12.39
719,14.7
719.01,10.84
719.25,9.69
719.2501,8.52
719.5,7.47
719.501,8.1
719.75,6.02
719.7501,1.14
720,2.92
720.01,5.99
720.25,7.26
720.2501,7.22
720.5,1.11
720.501,3.53
720.75,5.63
720.7501,7
721,6.41
721.01,7.18
721.25,6.98
721.2501,7.34
721.5,6.47
721.501,5.24
721.75,4.04
721.7501,2.93
722,2.63
722.01,3.19
722.25,12.09
722.2501,7.37
722.5,6.25
722.501,3.6
722.75,11.78
722.7501,10.52
723,8.06
723.01,6.95
723.25,8.08
723.2501,6.29
723.5,6.43
723.501,7.22
723.75,6.26
723.7501,6.27
724,5.59
724.01,4.2
724.25,2.91
724.2501,1.96
724.5,3.77
724.501,1.31
724.75,13.1
724.7501,11.99
725,6.34
725.01,5.25
725.25,6.69
725.2501,8.35
725.5,2.67
725.501,4.64
725.75,1.64
725.7501,4.05
726,8.96
726.01,11.29
726.25,11.6
726.2501,8.91
726.5,7.76
726.501,7.22
726.75,4.7
726.7501,1.96
727,1.47
727.01,3.55
727.25,5.49
727.2501,7.66
727.5,11.95
727.501,8.7
727.75,5.53
727.7501,5
728,4.59
728.01,3.75
728.25,3.73
728.2501,2.13
728.5,1.53
728.501,1.78
728.75,3.22
728.7501,3.24
729,3.24
729.01,3.91
729.25,4.81
729.2501,8.08
729.5,8.44
729.501,8.43
729.75,7.36
729.7501,6.59
730,6.16
730.01,4.62
730.25,2.74
730.2501,1.17
730.5,1.9
730.501,4.05
730.75,4.48
730.7501,5.93
731,6.35
731.01,9.72
731.25,9.47
731.2501,8.26
731.5,6.34
731.501,4.8
731.75,2.41
731.7501,6.51
732,7.25
732.01,8.25
732.25,8.13
732.2501,8.06
732.5,9.52
732.501,9.62
732.75,7.66
732.7501,4.31
733,6.48
733.01,6.34
733.25,7.36
733.2501,5.85
733.5,5.35
733.501,6.4
733.75,6
733.7501,5.3
734,4.93
734.01,4.44
734.25,5.74
734.2501,7.6
734.5,6.26
734.501,7.09
734.75,6.67
734.7501,6.01
735,4.92
735.01,6.3
735.25,8.22
735.2501,5.63
735.5,4.95
735.501,4.99
735.75,5.59
735.7501,2.94
736,2.86
736.01,4.47
736.25,5.09
736.2501,4.89
736.5,4.61
736.501,4.33
736.75,4.19
736.7501,4.05
737,3.6
737.01,3.33
737.25,2.38
737.2501,6.43
737.5,7.71
737.501,8.54
737.75,9.51
737.7501,8.54
738,6.56
738.01,3.02
738.25,1.57
738.2501,1.94
738.5,3.19
738.501,3.26
738.75,2.92
738.7501,1.65
739,1.62
739.01,2.93
739.25,3.44
739.2501,4.89
739.5,5.3
739.501,4.43
739.75,3.76
739.7501,3.51
740,3.65
740.01,3.93
740.25,3.27
740.2501,2.91
740.5,4.03
740.501,4.15
740.75,5.26
740.7501,4.37
741,3.42
741.01,3.01
741.25,2.22
741.2501,9.74
741.5,9.43
741.501,8.53
741.75,7.13
741.7501,4.35
742,3.29
742.01,3.78
742.25,3.83
742.2501,3.88
742.5,4.11
742.501,4.39
742.75,4.98
742.7501,6.35
743,8.21
743.01,9.17
743.25,9.48
743.2501,9.77
743.5,9.95
743.501,9.37
743.75,8.93
743.7501,9.06
744,8.82
744.01,9.43
744.25,9.76
744.2501,8.88
744.5,6.72
744.501,5.64
744.75,2.2
744.7501,3.82
745,5.96
745.01,4.27
745.25,1.46
745.2501,0.58
745.5,0.48
745.501,0.51
745.75,1.51
745.7501,3.73
746,4.65
746.01,4.58
746.25,4.03
746.2501,4.94
746.5,7.93
746.501,9.08
746.75,8.9
746.7501,8.4
747,7.5
747.01,6.26
747.25,5.82
747.2501,7.43
747.5,6.47
747.501,6.12
747.75,4.99
747.7501,5.15
748,3.97
748.01,3.18
748.25,2.92
748.2501,3.45
748.5,3.72
748.501,4.24
748.75,4.81
748.7501,5.17
749,4.8
749.01,4.49
749.25,6.35
749.2501,8.46
749.5,7.38
749.501,4.84
749.75,5.35
749.7501,5.41
750,3.62
750.01,3.74
750.25,2.61
750.2501,1.27
750.5,1.24
750.501,0.78
750.75,1.46
750.7501,3.38
751,5.67
751.01,7.38
751.25,6.47
751.2501,4.33
751.5,3.92
751.501,5.17
751.75,5.31
751.7501,5.33
752,4.96
752.01,5.83
752.25,7.62
752.2501,3.98
752.5,2.82
752.501,2.78
752.75,4.5
752.7501,6.17
753,5.07
753.01,5.27
753.25,5.66
753.2501,10.33
753.5,8.64
753.501,7.93
753.75,6.57
753.7501,4.97
754,3.73
754.01,2.47
754.25,2.45
754.2501,2.8
754.5,3.51
754.501,3.92
754.75,4.39
754.7501,4.75
755,4.21
755.01,4.24
755.25,9.11
755.2501,9.61
755.5,5.46
755.501,5.86
755.75,6.72
755.7501,5.13
756,3.87
756.01,3.53
756.25,4.44
756.2501,4.54
756.5,4.72
756.501,4.57
756.75,4.35
756.7501,2.13
757,3.81
757.01,3.62
757.25,2.57
757.2501,2.7
757.5,1.89
757.501,0.9
757.75,2.74
757.7501,3.96
758,4.61
758.01,4.77
758.25,8.12
758.2501,9.76
758.5,6.63
758.501,2.72
758.75,3.61
758.7501,3.66
759,5.02
759.01,6.09
759.25,6.6
759.2501,9.13
759.5,9.52
759.501,9.27
759.75,7.09
759.7501,5.48
760,4.85
760.01,2.8
760.25,1.14
760.2501,2
760.5,4.28
760.501,5.85
760.75,5.89
760.7501,5.05
761,5.86
761.01,5.55
761.25,6.57
761.2501,8.11
761.5,8.11
761.501,6.61
761.75,4.88
761.7501,1.94
762,3.19
762.01,5.19
762.25,5.78
762.2501,6.78
762.5,7.77
762.501,7.89
762.75,6.41
762.7501,6.91
763,6.63
763.01,5.89
763.25,4.77
763.2501,4.76
763.5,4.88
763.501,5.14
763.75,4.64
763.7501,5.37
764,6.77
764.01,8.97
764.25,9.96
764.2501,9.59
764.5,10.54
764.501,9.25
764.75,8.04
764.7501,9.61
765,9.35
765.01,8.82
765.25,8.74
765.2501,0.87
765.5,2.06
765.501,2.84
765.75,3.43
765.7501,3.25
766,5.3
766.01,5.83
766.25,5.39
766.2501,5.11
766.5,4.93
766.501,5.08
766.75,4.73
766.7501,4.4
767,4.08
767.01,4.88
767.25,9.47
767.2501,10.36
767.5,11.11
767.501,11.85
767.75,11.17
767.7501,10.59
768,9.81
768.01,9.08
768.25,7.97
768.2501,5.19
768.5,4.13
768.501,2.23
768.75,3.28
768.7501,3.52
769,3.48
769.01,2.86
769.25,2.72
769.2501,2.86
769.5,2.74
769.501,3.35
769.75,4.11
769.7501,5.35
770,6.79
770.01,7.74
770.25,9.01
770.2501,8.97
770.5,9.41
770.501,10.48
770.75,10.2
770.7501,8.7
771,6.55
771.01,5.05
771.25,5.07
771.2501,5.38
771.5,5.66
771.501,4.04
771.75,2.38
771.7501,1.37
772,3.49
772.01,4.25
772.25,4.32
772.2501,4.18
772.5,4.04
772.501,4.21
772.75,4.39
772.7501,4.09
773,3.55
773.01,3.52
773.25,7.93
773.2501,9.2
773.5,9.58
773.501,9.8
773.75,9.47
773.7501,9.03
774,9.37
774.01,8.99
774.25,6.7
774.2501,4.1
774.5,2.66
774.501,2.82
774.75,3.6
774.7501,2.68
775,2.52
775.01,1.91
775.25,2.1
775.2501,1.58
775.5,1.06
775.501,0.66
775.75,0.94
775.7501,1.05
776,1.33
776.01,12.46
776.25,11.12
776.2501,5.94
776.5,2.07
776.501,0.92
776.75,1.4
776.7501,2.75
777,2.39
777.01,1.22
777.25,1.34
777.2501,8.65
777.5,8.61
777.501,8.36
777.75,7.45
777.7501,5.86
778,3.65
778.01,2.83
778.25,2.39
778.2501,2.44
778.5,2.82
778.501,3.04
778.75,4.18
778.7501,4.74
779,4.36
779.01,6.11
779.25,9.47
779.2501,2.31
779.5,4.27
779.501,4.86
779.75,5.62
779.7501,6.01
780,5.36
780.01,4.49
780.25,4.81
780.2501,5.48
780.5,6.07
780.501,6.51
780.75,7.13
780.7501,5.75
781,5.51
781.01,5.55
781.25,4.82
781.2501,3.92
781.5,3.34
781.501,2.55
781.75,2.35
781.7501,2.4
782,2.47
782.01,3.18
782.25,7.65
782.2501,10.71
782.5,10.76
782.501,9.98
782.75,10.01
782.7501,9.18
783,8.55
783.01,7.82
783.25,7.99
783.2501,6.82
783.5,7.01
783.501,4.98
783.75,2.5
783.7501,1.68
784,2.24
784.01,3.25
784.25,3.85
784.2501,4.09
784.5,4.3
784.501,4.46
784.75,4.5
784.7501,4.24
785,4.44
785.01,6.51
785.25,10.24
785.2501,10.75
785.5,10.77
785.501,10.66
785.75,10.43
785.7501,8.51
786,2.54
786.01,1.11
786.25,1.37
786.2501,3.41
786.5,4.54
786.501,5.5
786.75,4.08
786.7501,4.73
787,6.28
787.01,5.8
787.25,4.31
787.2501,3.2
787.5,2.55
787.501,4.51
787.75,5.79
787.7501,5.42
788,4.36
788.01,4.16
788.25,3.26
788.2501,8.55
788.5,9.04
788.501,7.92
788.75,4.97
788.7501,6.14
789,6.35
789.01,7.22
789.25,10.17
789.2501,8.42
789.5,8.32
789.501,8.35
789.75,6.92
789.7501,6.55
790,5.29
790.01,3.27
790.25,0.67
790.2501,2.14
790.5,4.28
790.501,5.71
790.75,6.05
790.7501,5.69
791,7.37
791.01,12.57
791.25,6.56
791.2501,6.9
791.5,3.92
791.501,7.29
791.75,7.31
791.7501,6.62
792,6.41
792.01,6.56
792.25,7.12
792.2501,8.12
792.5,8.65
792.501,9.03
792.75,7.67
792.7501,7.47
793,7.93
793.01,8.26
793.25,8.28
793.2501,7.26
793.5,6.86
793.501,6.68
793.75,6.46
793.7501,6.58
794,6.33
794.01,6.95
794.25,11.9
794.2501,13.3
794.5,12.75
794.501,12.03
794.75,11.28
794.7501,10.43
795,9.7
795.01,7.39
795.25,5.96
795.2501,1.42
795.5,3.29
795.501,4.31
795.75,4.24
795.7501,2.47
796,3.25
796.01,1.29
796.25,0.91
796.2501,3.01
796.5,5.07
796.501,6.17
796.75,6.31
796.7501,6.17
797,6.52
797.01,6.72
797.25,7.36
797.2501,10.33
797.5,9.89
797.501,9.6
797.75,9.22
797.7501,7.82
798,6.77
798.01,7.31
798.25,7.05
798.2501,5.86
798.5,4.62
798.501,3.99
798.75,3.54
798.7501,2.84
799,6.65
799.01,7
799.25,5.74
799.2501,4.67
799.5,3.5
799.501,2.84
799.75,2.58
799.7501,2.29
800,2.9
800.01,3.21
800.25,3.92
800.2501,10.22
800.5,10.81
800.501,10.9
800.75,9.33
800.7501,8.62
801,9.31
801.01,9.49
801.25,9.33
801.2501,9.52
801.5,10.75
801.501,10.32
801.75,8.68
801.7501,6.93
802,5.23
802.01,2.52
802.25,0.46
802.2501,5.19
802.5,6.36
802.501,5.97
802.75,5.86
802.7501,5.6
803,4.68
803.01,3.29
803.25,7.98
803.2501,11.6
803.5,11.77
803.501,11.33
803.75,10.39
803.7501,10.43
804,9.66
804.01,10.06
804.25,9.97
804.2501,9.48
804.5,9.44
804.501,9.54
804.75,7.31
804.7501,8.09
805,8.72
805.01,9.1
805.25,9.45
805.2501,8.54
805.5,7.83
805.501,7.39
805.75,7.41
805.7501,7.79
806,8.18
806.01,8.87
806.25,10.32
806.2501,10.73
806.5,10.94
806.501,11.3
806.75,10.68
806.7501,9.8
807,9.81
807.01,9.58
807.25,9.31
807.2501,9.25
807.5,9.12
807.501,8.15
807.75,6.11
807.7501,6.93
808,6.85
808.01,6.08
808.25,5.53
808.2501,5.32
808.5,5.37
808.501,5.47
808.75,5.99
808.7501,7.36
809,8.22
809.01,9.23
809.25,9.53
809.2501,9.55
809.5,9.6
809.501,10.2
809.75,9.83
809.7501,9.8
810,9.54
810.01,9.56
810.25,9.57
810.2501,9.41
810.5,9.13
810.501,4.88
810.75,1.78
810.7501,2.95
811,4.06
811.01,3.61
811.25,3.28
811.2501,3.03
811.5,2.73
811.501,3.12
811.75,3.02
811.7501,3.66
812,4.64
812.01,6.86
812.25,10.13
812.2501,10.2
812.5,9.83
812.501,9.38
812.75,9.25
812.7501,9.59
813,9.59
813.01,9.94
813.25,10.18
813.2501,10.58
813.5,10.64
813.501,10.83
813.75,9.46
813.7501,7.92
814,7.88
814.01,7.33
814.25,6.4
814.2501,5.09
814.5,4.25
814.501,3.77
814.75,3.75
814.7501,4.33
815,5.97
815.01,9.15
815.25,10.29
815.2501,10.53
815.5,10.58
815.501,9.69
815.75,9.46
815.7501,9.64
816,9.48
816.01,9.4
816.25,9.41
816.2501,9.05
816.5,9.21
816.501,9.39
816.75,7.5
816.7501,6.73
817,5.79
817.01,4.61
817.25,3.45
817.2501,3.02
817.5,2.68
817.501,2.58
817.75,2.37
817.7501,2.19
818,2.43
818.01,4.19
818.25,7.57
818.2501,9.29
818.5,9.6
818.501,10.16
818.75,9.57
818.7501,8.97
819,8.74
819.01,8.58
819.25,9.02
819.2501,7.03
819.5,7.51
819.501,8.18
819.75,8.02
819.7501,5.87
820,5.53
820.01,4.21
820.25,3.42
820.2501,2.56
820.5,2.26
820.501,2.4
820.75,2.77
820.7501,3
821,4.12
821.01,9.98
821.25,10.51
821.2501,10.5
821.5,10.08
821.501,10.06
821.75,10.03
821.7501,9.96
822,10.05
822.01,9.82
822.25,9.74
822.2501,9.32
822.5,9.24
822.501,9.47
822.75,8.29
822.7501,6.05
823,6.65
823.01,7.64
823.25,5.52
823.2501,4.45
823.5,3.71
823.501,2.38
823.75,1.63
823.7501,1.35
824,2.51
824.01,4.25
824.25,5.1
824.2501,9.14
824.5,9.59
824.501,9.73
824.75,9.38
824.7501,9.14
825,8.89
825.01,9.54
825.25,9.49
825.2501,8.31
825.5,9.06
825.501,9.24
825.75,8.34
825.7501,5.13
826,6.29
826.01,5.87
826.25,5.04
826.2501,4.01
826.5,3.64
826.501,3.7
826.75,3.84
826.7501,4.22
827,4.92
827.01,9.82
827.25,11.18
827.2501,10.96
827.5,10.65
827.501,10.89
827.75,10.77
827.7501,10.36
828,9.74
828.01,9.58
828.25,9.5
828.2501,9.34
828.5,9.18
828.501,8.39
828.75,5.9
828.7501,3.56
829,4.43
829.01,4.98
829.25,4.84
829.2501,4
829.5,3.61
829.501,4.08
829.75,4.48
829.7501,4.4
830,4.08
830.01,5.34
830.25,10.3
830.2501,11.15
830.5,10.95
830.501,10.3
830.75,9.98
830.7501,9.61
831,9.25
831.01,9.35
831.25,8.74
831.2501,10.68
831.5,10.24
831.501,10.13
831.75,8.66
831.7501,9.9
832,10.24
832.01,9.98
832.25,8.76
832.2501,7.54
832.5,7.02
832.501,7.08
832.75,7.06
832.7501,7.7
833,8.8
833.01,10.07
833.25,10.32
833.2501,10.01
833.5,10.06
833.501,9.62
833.75,9.11
833.7501,8.98
834,8.91
834.01,9.04
834.25,9.51
834.2501,9.34
834.5,9.15
834.501,8.85
834.75,7.58
834.7501,7.95
835,7.07
835.01,5.96
835.25,5.39
835.2501,4.76
835.5,4.25
835.501,4
835.75,3.86
835.7501,4.14
836,5.62
836.01,8.21
836.25,9.6
836.2501,9.48
836.5,9.37
836.501,8.78
836.75,8.75
836.7501,8.88
837,9.07
837.01,8.97
837.25,8.81
837.2501,9.91
837.5,10.05
837.501,9.89
837.75,8
837.7501,7.83
838,7.21
838.01,6.98
838.25,6.83
838.2501,6.59
838.5,6.32
838.501,5.99
838.75,6.16
838.7501,6.62
839,7.16
839.01,8.05
839.25,9.02
839.2501,9.21
839.5,8.77
839.501,9.11
839.75,9.48
839.7501,9.55
840,10.56
840.01,11.2
840.25,11.14
840.2501,10.86
840.5,10.36
840.501,9.97
840.75,8.74
840.7501,8
841,8.52
841.01,8.3
841.25,8.1
841.2501,7.26
841.5,6.27
841.501,5.41
841.75,4.67
841.7501,4.21
842,4.87
842.01,7.55
842.25,9.49
842.2501,10.14
842.5,10.08
842.501,10.05
842.75,10.1
842.7501,10.26
843,10.39
843.01,10.62
843.25,10.93
843.2501,10.99
843.5,11.08
843.501,10.67
843.75,8.75
843.7501,7.81
844,8.03
844.01,7.42
844.25,6.69
844.2501,6.41
844.5,5.76
844.501,5.44
844.75,5.61
844.7501,6.19
845,7.49
845.01,8.79
845.25,9.11
845.2501,9.51
845.5,9.7
845.501,9.67
845.75,9.58
845.7501,9.16
846,9.01
846.01,8.57
846.25,8.51
846.2501,7.36
846.5,6.57
846.501,6.41
846.75,5.31
846.7501,6.76
847,6.74
847.01,5.32
847.25,3.31
847.2501,2.63
847.5,3.28
847.501,4.52
847.75,5.6
847.7501,6.28
848,6.4
848.01,8.92
848.25,10.02
848.2501,9.37
848.5,9.8
848.501,9
848.75,8.81
848.7501,8.25
849,7.45
849.01,6.87
849.25,4.55
849.2501,0.53
849.5,1.65
849.501,3.11
849.75,4.8
849.7501,3.86
850,2.73
850.01,1.65
850.25,1.79
850.2501,2.87
850.5,5.05
850.501,5.8
850.75,5.04
850.7501,4.39
851,5.72
851.01,7.68
851.25,6.48
851.2501,8.9
851.5,8.62
851.501,2.93
851.75,3.33
851.7501,2.04
852,3.43
852.01,5.03
852.25,5.78
852.2501,5.62
852.5,5.84
852.501,6.58
852.75,5.83
852.7501,5.07
853,5.1
853.01,6.54
853.25,6.43
853.2501,5.41
853.5,5.03
853.501,5.26
853.75,5.47
853.7501,5.54
854,8.88
854.01,9.54
854.25,9.52
854.2501,9.28
854.5,10
854.501,10
854.75,9.27
854.7501,8.97
855,9.12
855.01,8.29
855.25,1.46
855.2501,4.2
855.5,4.17
855.501,5.73
855.75,5.76
855.7501,5.71
856,6.24
856.01,6.39
856.25,6.34
856.2501,6.56
856.5,6.76
856.501,6.51
856.75,6.33
856.7501,6.93
857,7.78
857.01,8.9
857.25,9.65
857.2501,9.98
857.5,9.81
857.501,9.57
857.75,9.23
857.7501,8.97
858,8.98
858.01,9.08
858.25,8.53
858.2501,7.71
858.5,7.83
858.501,8.46
858.75,7.05
858.7501,6.39
859,6.79
859.01,6.71
859.25,5.89
859.2501,5.68
859.5,5.32
859.501,5.51
859.75,5.88
859.7501,6.12
860,6.99
860.01,8.66
860.25,10.01
860.2501,10.16
860.5,10.13
860.501,9.34
860.75,9.04
860.7501,8.89
861,9.34
861.01,10.22
861.25,10.22
861.2501,11.23
861.5,11.51
861.501,11.4
861.75,9.47
861.7501,9.32
862,9.81
862.01,9.42
862.25,8.72
862.2501,8.18
862.5,7.79
862.501,7.53
862.75,7.61
862.7501,8.19
863,8.81
863.01,9.57
863.25,9.95
863.2501,10.23
863.5,10.08
863.501,9.65
863.75,9.95
863.7501,9.65
864,9.65
864.01,9.84
864.25,9.99
864.2501,10.19
864.5,10.2
864.501,10.21
864.75,8.68
864.7501,7.96
865,8.21
865.01,7.06
865.25,6.42
865.2501,5.83
865.5,5.56
865.501,5.26
865.75,5.58
865.7501,6.47
866,7.5
866.01,8.71
866.25,9.38
866.2501,9.3
866.5,9.57
866.501,9.09
866.75,8.98
866.7501,8.77
867,8.49
867.01,8.68
867.25,9.22
867.2501,8.79
867.5,9.55
867.501,9.61
867.75,8.91
867.7501,6.21
868,7.03
868.01,6.59
868.25,6.08
868.2501,5.64
868.5,5.01
868.501,4.86
868.75,4.46
868.7501,4.8
869,6.05
869.01,8.93
869.25,10.5
869.2501,10.5
869.5,10.36
869.501,9.91
869.75,9.76
869.7501,9.17
870,9.14
870.01,8.72
870.25,9
870.2501,9.81
870.5,10.32
870.501,10.41
870.75,9.14
870.7501,7.42
871,6.85
871.01,6.49
871.25,6.33
871.2501,6.26
871.5,6.22
871.501,6.24
871.75,6.44
871.7501,7.07
872,7.56
872.01,8.57
872.25,10.02
872.2501,10.33
872.5,10.47
872.501,9.97
872.75,9.83
872.7501,9.94
873,9.88
873.01,10.08
873.25,10.5
873.2501,9.52
873.5,10.02
873.501,10.22
873.75,9.93
873.7501,7.07
874,8.14
874.01,8.03
874.25,7.54
874.2501,7.28
874.5,6.74
874.501,6.47
