time,p:1,q :1,,,
4.7,86088.83965,-228419.6534,4.75,0.75,4
4.8,518543.444,-264713.0377,4.7501,0.7501,4
4.9,1034741.167,-368023.2404, , , 
5,1441057.881,-523795.9873,5,0,5
5.1,1560844.479,-628656.5971, ,,5
5.2,1465508.657,-644072.3254,5.25,0.25,5
5.3,1296374.309,-606631.4141,5.2501,0.2501,5
5.4,1200134.221,-572896.8676, , ,5
5.5,1254828.051,-580338.3307,5.5,0.5,5
5.6,1408222.12,-632831.7222,5.501,0.501,5
5.7,1492890.748,-683317.6406,5.75,0.75,5
5.8,1423660.471,-678402.5532,5.7501,0.7501,5
5.9,974760.5655,-546340.7198, , ,5
6,223489.8815,-382048.7257,6,0,6
6.1,-307295.6624,-320092.1149, ,,6
6.2,-350317.8848,-295301.1299,6.25,0.25,6
6.3,-54311.96329,-273457.4863,6.2501,0.2501,6
6.4,182030.7069,-266698.6749, , ,6
6.5,141254.8871,-252514.594,6.5,0.5,6
6.6,-80475.27844,-235845.4701,6.501,0.501,6
6.7,-305121.7408,-233588.9382,6.75,0.75,6
6.8,-400182.6928,-239398.3623,6.7501,0.7501,6
6.9,-334891.0563,-239992.0318, , ,6
7,-186459.7775,-236409.1147,7,0,7
7.1,-63015.64068,-233477.5881, ,, 
7.2,1497.854208,-230844.2877,7.25,0.25,7
7.3,7631.422239,-227756.6348,7.2501,0.2501,7
7.4,-18983.91071,-224616.8025, , , 
7.5,-10694.35747,-223219.3628,7.5,0.5,7
7.6,70925.33707,-224767.5208,7.501,0.501,7
7.7,442389.9932,-251425.8875,7.75,0.75,7
7.8,1050549.81,-367794.9052,7.7501,0.7501,7
7.9,1584466.642,-575031.6377, , , 
8,1833314.785,-767887.5106,8,0,8
8.1,1771061.587,-831028.0604, ,, 
8.2,1553116.518,-784391.5228,8.25,0.25,8
8.3,1356275.852,-710348.0816,8.2501,0.2501,8
8.4,1299885.544,-670740.7746, , , 
8.5,1371179.26,-676872.6288,8.5,0.5,8
8.6,1491128.259,-717790.1643,8.501,0.501,8
8.7,1566636.586,-760965.4178,8.75,0.75,8
8.8,1533871.629,-765723.5723,8.7501,0.7501,8
8.9,1176882.04,-647003.6826, , , 
9,578046.4143,-468871.0043,9,0,9
9.1,173384.2185,-363862.9494, ,, 
9.2,284940.6319,-325686.4321,9.25,0.25,9
9.3,767873.68,-364036.2159,9.2501,0.2501,9
9.4,1019054.968,-420319.8125, , , 
9.5,815316.8994,-384375.7283,9.5,0.5,9
9.6,368430.0133,-306424.2285,9.501,0.501,9
9.7,6593.400254,-261371.1046,9.75,0.75,9
9.8,-47961.50581,-245862.4814,9.7501,0.7501,9
9.9,192890.4263,-246918.2169, , , 
10,520120.959,-274587.1176,10,0,10
10.1,687674.6101,-303542.2634, ,, 
10.2,664436.0995,-306046.082,10.25,0.25,10
10.3,596014.9373,-297076.9385,10.2501,0.2501,10
10.4,634564.3398,-301788.8817, , , 
10.5,764378.9395,-326173.8109,10.5,0.5,10
10.6,868219.5124,-354324.5431,10.501,0.501,10
10.7,916525.5218,-374549.3739,10.75,0.75,10
10.8,915369.8185,-383496.6411,10.7501,0.7501,10
10.9,883855.1655,-382094.3931, , , 
11,861555.4969,-379153.5979,11,0,11
11.1,864262.8778,-379933.5097, ,, 
11.2,912727.2739,-390850.3793,11.25,0.25,11
11.3,997821.1862,-414461.3474,11.2501,0.2501,11
11.4,1117171.811,-453294.8013, , , 
11.5,1244908.866,-505380.701,11.5,0.5,11
11.6,1321596.966,-551522.7364,11.501,0.501,11
11.7,1299398.722,-566217.2428,11.75,0.75,11
11.8,1178754.748,-540436.3682,11.7501,0.7501,11
11.9,712632.2137,-426959.5426, , , 
12,53190.74343,-317666.6404,12,0,12
12.1,-211801.3565,-281676.8025, ,, 
12.2,57278.01955,-266166.0896,12.25,0.25,12
12.3,536504.1366,-294203.1962,12.2501,0.2501,12
12.4,800566.1979,-338105.5226, , , 
12.5,714923.5483,-330232.4024,12.5,0.5,12
12.6,419334.9617,-285299.5091,12.501,0.501,12
12.7,106768.8904,-249186.5997,12.75,0.75,12
12.8,-63627.37064,-234321.6321,12.7501,0.7501,12
12.9,10875.3682,-230908.0454, , , 
13,248333.5671,-239987.8375,13,0,13
13.1,462419.5287,-260313.6895, ,, 
13.2,581592.1405,-279112.9606,13.25,0.25,13
13.3,646494.3366,-293827.9306,13.2501,0.2501,13
13.4,754456.153,-317346.6524, , , 
13.5,926329.5231,-361308.5524,13.5,0.5,13
13.6,1089691.015,-417191.1101,13.501,0.501,13
13.7,1174973.662,-462815.8953,13.75,0.75,13
13.8,1135509.093,-473007.1855,13.7501,0.7501,13
13.9,946407.8707,-434349.1875, , , 
14,714277.1705,-377813.2305,14,0,14
14.1,584834.8078,-339118.0683, ,, 
14.2,577891.0532,-322665.9227,14.25,0.25,14
14.3,630670.929,-320848.3851,14.2501,0.2501,14
14.4,856758.3162,-356386.4828, , , 
14.5,1158266.946,-440584.5421,14.5,0.5,14
14.6,1243120.676,-493931.3598,14.501,0.501,14
14.7,1026360,-456856.3548,14.75,0.75,14
14.8,653840.6709,-373338.9567,14.7501,0.7501,14
14.9,262096.7097,-302458.4761, , , 
15,-8683.252925,-264376.3296,15,0,15
15.1,-20488.53499,-249066.646, ,, 
15.2,351102.0907,-260558.0552,15.25,0.25,15
15.3,881096.0316,-340746.5509,15.2501,0.2501,15
15.4,1136438.634,-423583.5915, , , 
15.5,1069557.832,-433442.773,15.5,0.5,15
15.6,853365.532,-392275.0703,15.501,0.501,15
15.7,717409.594,-358630.8313,15.75,0.75,15
15.8,738246.9228,-352435.0594,15.7501,0.7501,15
15.9,913664.9081,-383030.6273, , , 
16,1117376.567,-441543.8481,16,0,16
16.1,1180005.019,-479048.1104, ,, 
16.2,1000532.877,-447937.6467,16.25,0.25,16
16.3,678947.3299,-374839.3738,16.2501,0.2501,16
16.4,460835.7763,-321936.8918, , , 
16.5,461115.019,-302516.8767,16.5,0.5,16
16.6,618816.1645,-312725.4315,16.501,0.501,16
16.7,745361.9529,-332463.3561,16.75,0.75,16
16.8,742019.7195,-334852.9164,16.7501,0.7501,16
16.9,780581.673,-341958.8323, , , 
17,964514.6237,-384327.2577,17,0,17
17.1,1193437.366,-458492.6087, ,, 
17.2,1368400.714,-541404.2252,17.25,0.25,17
17.3,1430119.564,-598951.6712,17.2501,0.2501,17
17.4,1384413.48,-612799.7371, , , 
17.5,1283282.612,-593623.4768,17.5,0.5,17
17.6,1173504.911,-558984.057,17.501,0.501,17
17.7,969356.3644,-494845.3165,17.75,0.75,17
17.8,637729.7372,-403271.4068,17.7501,0.7501,17
17.9,229232.9691,-321450.9667, , , 
18,-92664.23435,-277197.3284,18,0,18
18.1,-143241.018,-258450.8452, ,, 
18.2,45710.43558,-249914.1403,18.25,0.25,18
18.3,307511.3594,-257282.5441,18.2501,0.2501,18
18.4,528849.1935,-277814.3254, , , 
18.5,670562.819,-301234.9659,18.5,0.5,18
18.6,729930.4092,-317089.2334,18.501,0.501,18
18.7,773109.8206,-330573.8399,18.75,0.75,18
18.8,823194.4025,-346425.4581,18.7501,0.7501,18
18.9,845717.6878,-357717.9655, , , 
19,825978.138,-359080.9397,19,0,19
19.1,779793.6161,-352187.0022, ,, 
19.2,684171.0854,-334172.2548,19.25,0.25,19
19.3,562758.4699,-309526.4885,19.2501,0.2501,19
19.4,516159.9852,-294979.9363, , , 
19.5,595656.1236,-300078.2109,19.5,0.5,19
19.6,762645.8961,-327473.0397,19.501,0.501,19
19.7,943484.8638,-371976.8903,19.75,0.75,19
19.8,1041376.257,-410760.8784,19.7501,0.7501,19
19.9,948320.0256,-404275.5019, , , 
20,720385.2371,-359073.6035,20,0,20
20.1,531733.3552,-318052.4329, ,, 
20.2,529215.7861,-304078.61,20.25,0.25,20
20.3,716768.2468,-325785.7095,20.2501,0.2501,20
20.4,1053988.967,-400592.0982, , , 
20.5,1345953.34,-510899.6329,20.5,0.5,20
20.6,1387248.759,-566791.2428,20.501,0.501,20
20.7,1222521.651,-542283.7788,20.75,0.75,20
20.8,976755.0999,-476797.3325,20.7501,0.7501,20
20.9,538441.9086,-375983.0086, , , 
21,16802.33615,-297058.6018,21,0,21
21.1,-224659.2216,-269607.615, ,, 
21.2,-138877.5331,-255327.3503,21.25,0.25,21
21.3,87778.63505,-249772.1842,21.2501,0.2501,21
21.4,197946.2595,-248024.3944, , , 
21.5,96023.43413,-236390.2331,21.5,0.5,21
21.6,-102056.04,-226261.8292,21.501,0.501,21
21.7,-269082.6821,-226488.8815,21.75,0.75,21
21.8,-324758.8072,-230753.4664,21.7501,0.7501,21
21.9,-220490.2839,-230597.545, , , 
22,-27852.6474,-230254.4474,22,0,22
22.1,115314.0344,-232514.7942, ,, 
22.2,208328.2727,-235258.4927,22.25,0.25,22
22.3,287942.1885,-239927.6277,22.2501,0.2501,22
22.4,340618.8876,-244435.7942, , , 
22.5,361420.575,-246916.0742,22.5,0.5,22
22.6,360816.2253,-247292.428,22.501,0.501,22
22.7,417213.8201,-253155.5314,22.75,0.75,22
22.8,553508.1895,-272036.9644,22.7501,0.7501,22
22.9,740165.3074,-306990.9537, , , 
23,909678.1265,-352480.1583,23,0,23
23.1,991880.4499,-387670.8129, ,, 
23.2,945261.3791,-392493.4404,23.25,0.25,23
23.3,790766.8956,-365496.7178,23.2501,0.2501,23
23.4,542021.9817,-319060.0136, , , 
23.5,282870.0902,-276127.9218,23.5,0.5,23
23.6,158576.8517,-253480.6044,23.501,0.501,23
23.7,137762.5375,-243140.1182,23.75,0.75,23
23.8,131247.9825,-236764.7088,23.7501,0.7501,23
23.9,-49.59449118,-227805.2915, , , 
24,-230452.4079,-224179.2441,24,0,24
24.1,-365372.4446,-230645.2524, ,, 
24.2,-359376.8009,-235353.9095,24.25,0.25,24
24.3,-275267.9699,-235214.4563,24.2501,0.2501,24
24.4,-183400.8891,-233141.1911, , , 
24.5,-136842.2368,-230793.3664,24.5,0.5,24
24.6,-146508.3778,-228562.5469,24.501,0.501,24
24.7,-189255.9308,-227463.1536,24.75,0.75,24
24.8,-234627.0579,-228015.5614,24.7501,0.7501,24
24.9,-262462.6664,-229528.1623, , , 
25,-262600.7235,-230746.6688,25,0,25
25.1,-236658.8488,-230929.7265, ,, 
25.2,-120382.2559,-229419.2144,25.25,0.25,25
25.3,112139.4725,-232968.8148,25.2501,0.2501,25
25.4,372447.5955,-250085.7229, , , 
25.5,542653.9733,-272033.7278,25.5,0.5,25
25.6,574194.5069,-280943.2353,25.501,0.501,25
25.7,605420.3272,-288035.7571,25.75,0.75,25
25.8,721041.6549,-310611.2253,25.7501,0.7501,25
25.9,855359.1002,-344119.9415, , , 
26,931715.9626,-372779.2808,26,0,26
26.1,921306.7954,-382282.2856, ,, 
26.2,872810.6704,-378110.5539,26.25,0.25,26
26.3,842663.6942,-373312.8682,26.2501,0.2501,26
26.4,1057397.61,-420906.3717, , , 
26.5,1461744.771,-563849.7401,26.5,0.5,26
26.6,1707185.456,-717760.1199,26.501,0.501,26
26.7,1694083.255,-781826.7805,26.75,0.75,26
26.8,1492892.498,-739960.4188,26.7501,0.7501,26
26.9,938079.989,-566854.4553, , , 
27,176335.9428,-395113.7383,27,0,27
27.1,-215371.3395,-328866.3001, ,, 
27.2,-68340.65847,-295240.7888,27.25,0.25,27
27.3,335704.7258,-292917.7355,27.2501,0.2501,27
27.4,511256.1417,-300513.6969, , , 
27.5,288554.891,-268689.16,27.5,0.5,27
27.6,-108945.8428,-239164.2065,27.501,0.501,27
27.7,-418513.2769,-241561.4732,27.75,0.75,27
27.8,-499826.4936,-251493.9199,27.7501,0.7501,27
27.9,-373831.634,-249112.7696, , , 
28,-184613.3406,-242460.2723,28,0,28
28.1,-70915.73581,-237558.4932, ,, 
28.2,-63365.69839,-232496.9277,28.25,0.25,28
28.3,-124772.4088,-228305.0362,28.2501,0.2501,28
28.4,-206513.6436,-227108.3817, , , 
28.5,-237816.0875,-227940.2021,28.5,0.5,28
28.6,-175948.3368,-227766.9852,28.501,0.501,28
28.7,232095.62,-238380.7153,28.75,0.75,28
28.8,947069.7468,-343362.9114,28.7501,0.7501,28
28.9,1713072.613,-619442.9754, , , 
29,2216233.609,-1000878.854,29,0,29
29.1,2298711.789,-1253010.333, ,, 
29.2,2097048.002,-1280025.837,29.25,0.25,29
29.3,1782741.39,-1150759.142,29.2501,0.2501,29
29.4,1472569.097,-974430.4412, , , 
29.5,1259788.421,-823216.812,29.5,0.5,29
29.6,1218448.247,-736345.3936,29.501,0.501,29
29.7,1277634.674,-703064.9497,29.75,0.75,29
29.8,1304499.704,-681596.9439,29.7501,0.7501,29
29.9,1176456.304,-621322.6071, , , 
30,948552.3377,-529929.6293,30,0,30
30.1,812521.996,-461793.7553, ,, 
30.2,815850.478,-430379.599,30.25,0.25,30
30.3,869174.9275,-421068.0578,30.2501,0.2501,30
30.4,765130.1352,-389714.5714, , , 
30.5,479288.3096,-328619.7801,30.5,0.5,30
30.6,204486.8512,-280499.7633,30.501,0.501,30
30.7,32016.55066,-254218.6473,30.75,0.75,30
30.8,-33970.4408,-241137.2916,30.7501,0.7501,30
30.9,-32858.97559,-234323.5612, , , 
31,-11097.06348,-230252.2989,31,0,31
31.1,11125.37377,-227637.1406, ,, 
31.2,54895.17026,-226616.1369,31.25,0.25,31
31.3,143768.0365,-228952.4068,31.2501,0.2501,31
31.4,315361.3824,-240085.8066, , , 
31.5,566024.3099,-270473.0303,31.5,0.5,31
31.6,823839.5352,-321738.4711,31.501,0.501,31
31.7,1185603.035,-424226.5429,31.75,0.75,31
31.8,1549246.891,-585899.8757,31.7501,0.7501,31
31.9,1759002.562,-742042.1521, , , 
32,1805385.808,-842656.9684,32,0,32
32.1,1731243.534,-869033.2922, ,, 
32.2,1604272.684,-842151.5776,32.25,0.25,32
32.3,1483186.675,-793532.727,32.2501,0.2501,32
32.4,1339320.348,-725521.438, , , 
32.5,1214261.751,-654957.1651,32.5,0.5,32
32.6,1184034.861,-614062.1132,32.501,0.501,32
32.7,1193386.734,-593563.1708,32.75,0.75,32
32.8,1158522.956,-568020.4152,32.7501,0.7501,32
32.9,846027.5343,-475758.9824, , , 
33,352956.6327,-361701.0351,33,0,33
33.1,107668.7333,-303438.9824, ,, 
33.2,230509.7895,-283951.9519,33.25,0.25,33
33.3,509910.5698,-296640.8853,33.2501,0.2501,33
33.4,562003.0108,-299973.8684, , , 
33.5,291139.5417,-264279.1284,33.5,0.5,33
33.6,-62997.28375,-236456.8708,33.501,0.501,33
33.7,-271879.3176,-232316.6156,33.75,0.75,33
33.8,-259481.7082,-232406.6032,33.7501,0.7501,33
33.9,-99762.66134,-230702.069, , , 
34,74957.06805,-232196.4848,34,0,34
34.1,170989.7048,-234242.9886, ,, 
34.2,236763.4775,-236310.6085,34.25,0.25,34
34.3,325679.0083,-242722.6559,34.2501,0.2501,34
34.4,506514.0565,-262822.9329, , , 
34.5,739177.9426,-304296.1198,34.5,0.5,34
34.6,872659.8042,-342906.2065,34.501,0.501,34
34.7,848723.1425,-352248.234,34.75,0.75,34
34.8,722207.3565,-334319.382,34.7501,0.7501,34
34.9,670464.5447,-322867.6731, , , 
35,777576.6947,-339534.0435,35,0,35
35.1,965469.5184,-383867.74, ,, 
35.2,1082734.121,-427974.6433,35.25,0.25,35
35.3,1031507.017,-431705.5458,35.2501,0.2501,35
35.4,843623.6202,-394323.8785, , , 
35.5,656249.5894,-350391.4168,35.5,0.5,35
35.6,611790.3406,-329518.9389,35.501,0.501,35
35.7,595743.1499,-318183.0011,35.75,0.75,35
35.8,460531.5018,-292418.544,35.7501,0.7501,35
35.9,97108.6807,-252366.5316, , , 
36,-344124.0406,-240419.4699,36,0,36
36.1,-541114.584,-254198.7428, ,, 
36.2,-457083.6497,-255532.5636,36.25,0.25,36
36.3,-253632.235,-247491.6085,36.2501,0.2501,36
36.4,-99778.60353,-241201.0104, , , 
36.5,-70035.95382,-235526.8538,36.5,0.5,36
36.6,-131134.7664,-230494.5816,36.501,0.501,36
36.7,-192686.104,-228442.3879,36.75,0.75,36
36.8,-206644.6961,-228146.5952,36.7501,0.7501,36
36.9,-203296.6621,-228136.5353, , , 
37,-215013.8496,-228299.327,37,0,37
37.1,-238598.3278,-228979.1427, ,, 
37.2,-163062.1039,-228221.0257,37.25,0.25,37
37.3,72477.25209,-230840.5597,37.2501,0.2501,37
37.4,382667.7113,-250735.3654, , , 
37.5,619502.5696,-283600.0892,37.5,0.5,37
37.6,688365.9175,-302200.1106,37.501,0.501,37
37.7,675850.1937,-306126.5062,37.75,0.75,37
37.8,676245.2493,-309597.4859,37.7501,0.7501,37
37.9,711832.1211,-318276.0964, , , 
38,767359.4415,-331965.5396,38,0,38
38.1,815686.2036,-346409.2832, ,, 
38.2,763906.5499,-342600.2154,38.25,0.25,38
38.3,614629.9913,-316810.568,38.2501,0.2501,38
38.4,458272.6652,-288812.1018, , , 
38.5,391096.0998,-272252.4894,38.5,0.5,38
38.6,472097.0441,-274929.7584,38.501,0.501,38
38.7,665176.3676,-300860.2477,38.75,0.75,38
38.8,830571.4021,-337576.4467,38.7501,0.7501,38
38.9,572921.3924,-305297.7764, , , 
39,-49003.06592,-245847.9756,39,0,39
39.1,-509582.0442,-250434.0708, ,, 
39.2,-593440.2054,-265157.2734,39.25,0.25,39
39.3,-412812.6762,-258929.3597,39.2501,0.2501,39
39.4,-163315.5042,-248562.0248, , , 
39.5,-16546.07606,-242497.2598,39.5,0.5,39
39.6,-32978.82011,-235298.7317,39.501,0.501,39
39.7,-138109.5631,-229405.8805,39.75,0.75,39
39.8,-222240.1536,-228248.8267,39.7501,0.7501,39
39.9,-245008.2647,-229081.161, , , 
40,-229806.8956,-229542.0067,40,0,40
40.1,-213084.729,-229461.2409, ,, 
40.2,-199371.8995,-229004.2087,40.25,0.25,40
40.3,-188115.3202,-228433.8844,40.2501,0.2501,40
40.4,-191408.5465,-227971.6516, , , 
40.5,-208686.8269,-227934.8639,40.5,0.5,40
40.6,-229948.0951,-228472.6737,40.501,0.501,40
40.7,-247314.0354,-229425.8917,40.75,0.75,40
40.8,-252705.509,-230328.918,40.7501,0.7501,40
40.9,-242748.2739,-230736.4766, , , 
41,-229237.0662,-230664.8067,41,0,41
41.1,-225182.3256,-230437.9434, ,, 
41.2,-203060.4537,-229776.2634,41.25,0.25,41
41.3,-129237.7472,-228510.7312,41.2501,0.2501,41
41.4,32922.00457,-229206.3805, , , 
41.5,207478.846,-235776.6685,41.5,0.5,41
41.6,263191.0953,-238753.8223,41.501,0.501,41
41.7,168274.1978,-231159.8354,41.75,0.75,41
41.8,-15233.289,-221487.9428,41.7501,0.7501,41
41.9,-226434.2162,-220349.901, , , 
42,-376392.3981,-228583.7107,42,0,42
42.1,-387394.6845,-235371.0148, ,, 
42.2,-296352.3611,-235820.5658,42.25,0.25,42
42.3,-189002.842,-233683.5229,42.2501,0.2501,42
42.4,-109916.4862,-231189.4651, , , 
42.5,-75486.35894,-228709.3522,42.5,0.5,42
42.6,-87562.58126,-226202.4273,42.501,0.501,42
42.7,-97317.14175,-224511.0153,42.75,0.75,42
42.8,-76282.42904,-223781.0065,42.7501,0.7501,42
42.9,-44043.03472,-223412.0886, , , 
43,-24063.8163,-222922.6691,43,0,43
43.1,-25702.09743,-222076.5804, ,, 
43.2,-96267.59506,-220669.9753,43.25,0.25,43
43.3,-228919.7518,-221821.2247,43.2501,0.2501,43
43.4,-293021.3134,-226081.2002, , , 
43.5,-242456.6452,-227971.1665,43.5,0.5,43
43.6,-155422.9077,-227806.5405,43.501,0.501,43
43.7,-120245.1025,-226891.7187,43.75,0.75,43
43.8,-158657.851,-225717.2674,43.7501,0.7501,43
43.9,-231517.8227,-226387.9086, , , 
44,-287479.6196,-229124.8853,44,0,44
44.1,-294834.4913,-231588.0467, ,, 
44.2,-260288.231,-232222.7541,44.25,0.25,44
44.3,-217088.4478,-231551.0056,44.2501,0.2501,44
44.4,-196313.1926,-230469.7955, , , 
44.5,-197492.9264,-229514.7422,44.5,0.5,44
44.6,-197420.8088,-228840.3544,44.501,0.501,44
44.7,-183272.5589,-228205.8602,44.75,0.75,44
44.8,-164396.8836,-227471.3905,44.7501,0.7501,44
44.9,-173229.7554,-226879.2005, , , 
45,-212050.7053,-227025.5751,45,0,45
45.1,-246852.9195,-228246.2718, ,, 
45.2,-241832.6545,-229211.6925,45.25,0.25,45
45.3,-187613.0002,-228867.6751,45.2501,0.2501,45
45.4,-100415.326,-227862.7186, , , 
45.5,-23228.01725,-227140.2126,45.5,0.5,45
45.6,3223.318656,-225739.0488,45.501,0.501,45
45.7,-13123.74202,-223588.4219,45.75,0.75,45
45.8,-42613.74073,-221839.9953,45.7501,0.7501,45
45.9,-77188.64279,-220880.6729, , , 
46,-116635.7628,-220679.3025,46,0,46
46.1,-153697.0134,-221312.5743, ,, 
46.2,5312.959034,-223337.033,46.25,0.25,46
46.3,388532.1359,-247673.1744,46.2501,0.2501,46
46.4,788320.8137,-310179.1242, , , 
46.5,1013811.971,-376991.0188,46.5,0.5,46
46.6,992381.5131,-394847.3933,46.501,0.501,46
46.7,820378.2429,-368407.8005,46.75,0.75,46
46.8,619575.5626,-329365.9696,46.7501,0.7501,46
46.9,543856.0254,-307514.5218, , , 
47,657484.0193,-316493.7642,47,0,47
47.1,865760.2973,-355264.6583, ,, 
47.2,1087795.389,-418039.1217,47.25,0.25,47
47.3,1248368.25,-486287.1841,47.2501,0.2501,47
47.4,1312898.327,-534643.0192, , , 
47.5,1302681.649,-556162.2973,47.5,0.5,47
47.6,1258292.387,-557203.9354,47.501,0.501,47
47.7,1108338.015,-520093.6771,47.75,0.75,47
47.8,830421.9353,-442146.6023,47.7501,0.7501,47
47.9,276897.7093,-336192.6823, , , 
48,-383109.3219,-289629.5893,48,0,48
48.1,-659852.8891,-299737.6399, ,, 
48.2,-484567.6529,-285991.1731,48.25,0.25,48
48.3,-124769.3543,-265636.8915,48.2501,0.2501,48
48.4,98238.2478,-257820.9207, , , 
48.5,60066.37871,-245487.5124,48.5,0.5,48
48.6,-141526.2284,-233642.4248,48.501,0.501,48
48.7,-327528.2367,-234169.1363,48.75,0.75,48
48.8,-379558.9613,-238741.2302,48.7501,0.7501,48
48.9,-209839.1163,-235570.5379, , , 
49,95482.50284,-237470.0311,49,0,49
49.1,318724.2915,-248970.7355, ,, 
49.2,485280.4795,-265265.585,49.25,0.25,49
49.3,678270.638,-296077.5275,49.2501,0.2501,49
49.4,1010897.03,-371536.563, , , 
49.5,1398631.502,-511733.5686,49.5,0.5,49
49.6,1615762.272,-648309.8182,49.501,0.501,49
49.7,1640076.539,-721734.4037,49.75,0.75,49
49.8,1538667.156,-725459.8282,49.7501,0.7501,49
49.9,1383748.341,-683153.3937, , , 
50,1287867.022,-643212.9205,50,0,50
