time,p:1,q :1, ,,
9.2,434787.6595,-355237.7341,9.25,0.25,9
9.3,453003.0141,-363319.7188,9.2501,0.2501,9
9.4,500358.7844,-373877.6611, , , 
9.5,532958.0724,-388542.3998,9.5,0.5,9
9.6,541693.665,-394360.255,9.501,0.501,9
9.7,554534.3139,-371981.2291,9.75,0.75,9
9.8,575822.9419,-328122.8026,9.7501,0.7501,9
9.9,579282.728,-276866.4967, , , 
10,566146.5054,-246623.3982,10,0,10
10.1,554075.9915,-241352.3002, ,, 
10.2,544065.0638,-237724.2638,10.25,0.25,10
10.3,528369.0406,-234435.768,10.2501,0.2501,10
10.4,508538.9453,-232497.1572, , , 
10.5,502278.3222,-229161.7355,10.5,0.5,10
10.6,523426.0064,-225296.4986,10.501,0.501,10
10.7,561575.387,-223050.9624,10.75,0.75,10
10.8,580225.8184,-222642.6052,10.7501,0.7501,10
10.9,560629.4211,-223952.2301, , , 
11,520120.0103,-226256.8091,11,0,11
11.1,482462.4381,-226386.5812, ,, 
11.2,452706.4825,-225621.7603,11.25,0.25,11
11.3,435493.7717,-227660.125,11.2501,0.2501,11
11.4,500225.4499,-234829.5392, , , 
11.5,618380.2391,-245751.4063,11.5,0.5,11
11.6,672006.9841,-252149.1759,11.501,0.501,11
11.7,642496.5484,-251372.1554,11.75,0.75,11
11.8,568546.7799,-248171.0218,11.7501,0.7501,11
11.9,351084.5367,-248105.405, , , 
12,37971.98222,-253077.3189,12,0,12
12.1,-148747.5973,-260461.9193, ,, 
12.2,-135641.3088,-264534.3345,12.25,0.25,12
12.3,736.0378554,-260446.2776,12.2501,0.2501,12
12.4,135776.3881,-245490.5603, , , 
12.5,188761.5989,-229266.5575,12.5,0.5,12
12.6,156357.4574,-222220.4714,12.501,0.501,12
12.7,61406.37725,-221152.4352,12.75,0.75,12
12.8,-44360.3989,-223091.3786,12.7501,0.7501,12
12.9,-105960.9887,-223562.5368, , , 
13,-109274.8431,-219604.8911,13,0,13
13.1,-72738.32786,-220538.8626, ,, 
13.2,215.6342137,-225328.2425,13.25,0.25,13
13.3,110002.7365,-228698.9413,13.2501,0.2501,13
13.4,235675.2968,-229665.7361, , , 
13.5,311152.4278,-229448.7165,13.5,0.5,13
13.6,284983.5429,-228993.4168,13.501,0.501,13
13.7,216656.0622,-229084.6551,13.75,0.75,13
13.8,185824.7785,-229967.6379,13.7501,0.7501,13
13.9,213346.6119,-231045.2252, , , 
14,274004.7283,-231650.242,14,0,14
14.1,327266.6539,-231672.2044, ,, 
14.2,323089.6786,-230517.6301,14.25,0.25,14
14.3,255872.3101,-229142.7706,14.2501,0.2501,14
14.4,170098.4345,-231841.9212, , , 
14.5,129649.8021,-242805.0406,14.5,0.5,14
14.6,170877.3949,-253046.3405,14.501,0.501,14
14.7,225660.1749,-254477.2916,14.75,0.75,14
14.8,218816.9736,-247891.3585,14.7501,0.7501,14
14.9,35434.61292,-237189.7006, , , 
15,-257992.2046,-228678.5188,15,0,15
15.1,-430079.4708,-225681.5055, ,, 
15.2,-410627.2808,-229242.9951,15.25,0.25,15
15.3,-281126.8391,-241263.9155,15.2501,0.2501,15
15.4,-166899.8943,-271043.5085, , , 
15.5,-140121.2302,-323189.7664,15.5,0.5,15
15.6,-189830.2581,-360729.3478,15.501,0.501,15
15.7,-257359.6586,-355683.937,15.75,0.75,15
15.8,-290699.6834,-319970.8671,15.7501,0.7501,15
15.9,-272574.6338,-268603.9243, , , 
16,-224223.3288,-241228.776,16,0,16
16.1,-181997.1948,-241019.3257, ,, 
16.2,-121778.5221,-238188.0038,16.25,0.25,16
16.3,-11729.98852,-235160.2136,16.2501,0.2501,16
16.4,215895.1328,-233932.8267, , , 
16.5,505979.2485,-228923.7738,16.5,0.5,16
16.6,695260.4471,-223859.8057,16.501,0.501,16
16.7,717589.0661,-222466.3122,16.75,0.75,16
16.8,599289.446,-222913.6133,16.7501,0.7501,16
16.9,402491.9885,-225874.135, , , 
17,236260.6345,-231794.857,17,0,17
17.1,188797.8426,-235610.9786, ,, 
17.2,281045.3163,-239338.1021,17.25,0.25,17
17.3,453327.4613,-250514.6197,17.2501,0.2501,17
17.4,784610.929,-275472.2969, , , 
17.5,1169547.695,-310921.9576,17.5,0.5,17
17.6,1345438.168,-334552.605,17.501,0.501,17
17.7,1265274.246,-338588.4784,17.75,0.75,17
17.8,1029642.638,-331744.9854,17.7501,0.7501,17
17.9,630715.6285,-325322.6796, , , 
18,195976.5469,-325475.1492,18,0,18
18.1,-4751.568214,-330019.7538, ,, 
18.2,39116.34859,-327859.1561,18.25,0.25,18
18.3,171931.1084,-313986.0765,18.2501,0.2501,18
18.4,224339.2338,-294924.7675, , , 
18.5,150283.3977,-277607.4144,18.5,0.5,18
18.6,31441.55551,-267399.6834,18.501,0.501,18
18.7,-51340.49115,-262226.5772,18.75,0.75,18
18.8,-70328.41343,-258703.8296,18.7501,0.7501,18
18.9,-37199.82462,-248572.5078, , , 
19,20182.24625,-235023.4644,19,0,19
19.1,71430.64118,-229895.3039, ,, 
19.2,136023.3346,-236715.2236,19.25,0.25,19
19.3,241471.7556,-258115.5729,19.2501,0.2501,19
19.4,398931.3874,-278622.9002, , , 
19.5,528960.0408,-277674.658,19.5,0.5,19
19.6,533045.1101,-259336.0545,19.501,0.501,19
19.7,486091.8577,-241413.478,19.75,0.75,19
19.8,506944.9573,-232447.0999,19.7501,0.7501,19
19.9,606608.2936,-232676.1019, , , 
20,701706.9119,-241128.0164,20,0,20
20.1,716489.1222,-252233.8959, ,, 
20.2,681254.4695,-261001.8485,20.25,0.25,20
20.3,662577.4348,-268902.833,20.2501,0.2501,20
20.4,642743.5744,-282735.7065, , , 
20.5,591984.0373,-304552.0237,20.5,0.5,20
20.6,526884.2184,-323730.4772,20.501,0.501,20
20.7,434317.0024,-326114.4958,20.75,0.75,20
20.8,328252.1751,-309601.9723,20.7501,0.7501,20
20.9,125216.7047,-289028.4336, , , 
21,-144756.6637,-276853.0547,21,0,21
21.1,-295442.2477,-277384.9707, ,, 
21.2,-274104.9909,-286307.4573,21.25,0.25,21
21.3,-153335.4661,-294195.9337,21.2501,0.2501,21
21.4,-63785.78197,-300469.8305, , , 
21.5,-72479.69408,-308800.9293,21.5,0.5,21
21.6,-146227.8373,-316795.3434,21.501,0.501,21
21.7,-214888.8654,-309631.2201,21.75,0.75,21
21.8,-230514.1316,-284690.4113,21.7501,0.7501,21
21.9,-187875.4323,-251237.3813, , , 
22,-120542.8238,-231921.9146,22,0,22
22.1,-71848.91783,-228707.9881, ,, 
22.2,-16427.02287,-227883.8245,22.25,0.25,22
22.3,78157.35658,-229928.8227,22.2501,0.2501,22
22.4,227004.8409,-229977.6956, , , 
22.5,373476.0864,-224975.747,22.5,0.5,22
22.6,429627.1563,-220602.5256,22.501,0.501,22
22.7,411447.0424,-219777.1621,22.75,0.75,22
22.8,383161.561,-220607.2146,22.7501,0.7501,22
22.9,442618.5094,-222239.4955, , , 
23,588006.9607,-224124.4492,23,0,23
23.1,712187.5096,-223686.8668, ,, 
23.2,720213.7442,-222984.9007,23.25,0.25,23
23.3,599507.929,-226107.3219,23.2501,0.2501,23
23.4,554265.2232,-237676.2275, , , 
23.5,684546.4322,-259692.5628,23.5,0.5,23
23.6,858866.3492,-279097.7023,23.501,0.501,23
23.7,923762.8334,-282486.5326,23.75,0.75,23
23.8,841484.1578,-272984.6763,23.7501,0.7501,23
23.9,497780.0219,-265484.9248, , , 
24,13306.97998,-267296.6726,24,0,24
24.1,-246448.8404,-277494.0151, ,, 
24.2,-197307.9401,-291242.6974,24.25,0.25,24
24.3,5880.504533,-299508.0427,24.2501,0.2501,24
24.4,189007.1031,-286855.3791, , , 
24.5,256314.8104,-260941.609,24.5,0.5,24
24.6,208907.2046,-243333.7967,24.501,0.501,24
24.7,102453.8241,-238546.5265,24.75,0.75,24
24.8,12931.00546,-245069.2033,24.7501,0.7501,24
24.9,9951.781702,-251578.4288, , , 
25,89729.70969,-250183.6738,25,0,25
25.1,190310.176,-251249.892, ,, 
25.2,326569.3667,-259485.23,25.25,0.25,25
25.3,503459.3598,-270529.8044,25.2501,0.2501,25
25.4,679555.4689,-276293.954, , , 
25.5,795143.1611,-273324.7571,25.5,0.5,25
25.6,809634.8331,-266214.648,25.501,0.501,25
25.7,811015.7585,-257531.1794,25.75,0.75,25
25.8,868723.3166,-249406.1152,25.7501,0.7501,25
25.9,966568.5019,-244554.8197, , , 
26,1043689.626,-242141.3262,26,0,26
26.1,1048274.054,-240627.7727, ,, 
26.2,977049.9323,-241566.3469,26.25,0.25,26
26.3,874751.1137,-248342.4145,26.2501,0.2501,26
26.4,742518.7672,-265205.4958, , , 
26.5,598099.0111,-289835.6169,26.5,0.5,26
26.6,505564.9368,-305755.921,26.501,0.501,26
26.7,461362.6264,-306349.2191,26.75,0.75,26
26.8,434529.2031,-300773.9888,26.7501,0.7501,26
26.9,324463.3015,-295645.0929, , , 
27,141591.338,-290982.8113,27,0,27
27.1,24045.52782,-287683.6015, ,, 
27.2,14789.27633,-285070.185,27.25,0.25,27
27.3,67093.44015,-281678.5555,27.2501,0.2501,27
27.4,65773.21304,-291523.6931, , , 
27.5,-18007.85733,-328239.8372,27.5,0.5,27
27.6,-103019.7859,-375719.4208,27.501,0.501,27
27.7,-128897.043,-401272.3061,27.75,0.75,27
27.8,-94606.644,-387936.9333,27.7501,0.7501,27
27.9,-27018.04372,-334188.4469, , , 
28,37138.96554,-279434.1651,28,0,28
28.1,66276.43121,-257202.6182, ,, 
28.2,125549.8403,-262817.2776,28.25,0.25,28
28.3,268321.06,-294801.7275,28.2501,0.2501,28
28.4,493303.4021,-317658.2055, , , 
28.5,714116.0077,-298904.9272,28.5,0.5,28
28.6,818738.6722,-263188.7282,28.501,0.501,28
28.7,824951.7722,-239942.7077,28.75,0.75,28
28.8,787639.0081,-232138.5557,28.7501,0.7501,28
28.9,723567.2525,-237990.6278, , , 
29,645849.8016,-261932.1055,29,0,29
29.1,576838.4917,-288675.7474, ,, 
29.2,515240.4995,-299350.8394,29.25,0.25,29
29.3,476723.7321,-296870.8378,29.2501,0.2501,29
29.4,692008.0228,-292276.6724, , , 
29.5,1100218.466,-289571.836,29.5,0.5,29
29.6,1346107.356,-287807.9512,29.501,0.501,29
29.7,1267290.455,-287832.1714,29.75,0.75,29
29.8,952644.4874,-291452.1979,29.7501,0.7501,29
29.9,421672.7467,-298120.8326, , , 
30,-134917.7399,-306982.073,30,0,30
30.1,-358072.4314,-317001.0761, ,, 
30.2,-273731.1899,-326708.0214,30.25,0.25,30
30.3,-95856.53904,-334231.8383,30.2501,0.2501,30
30.4,23162.3656,-341248.6019, , , 
30.5,29813.93488,-351036.3963,30.5,0.5,30
30.6,-36226.59157,-363508.5688,30.501,0.501,30
30.7,-119242.3467,-358166.8827,30.75,0.75,30
30.8,-172123.3424,-326218.1658,30.7501,0.7501,30
30.9,-179919.5099,-293255.5417, , , 
31,-165676.0671,-274700.8436,31,0,31
31.1,-154206.4245,-272364.273, ,, 
31.2,-122603.1035,-275592.2176,31.25,0.25,31
31.3,-18772.65699,-269214.3956,31.2501,0.2501,31
31.4,234190.3248,-250229.9456, , , 
31.5,528512.7855,-232390.2609,31.5,0.5,31
31.6,654789.7431,-225109.8094,31.501,0.501,31
31.7,623860.6204,-223701.9524,31.75,0.75,31
31.8,541184.4467,-224514.4304,31.7501,0.7501,31
31.9,457529.1635,-225422.9735, , , 
32,403291.0052,-224998.033,32,0,32
32.1,381192.3713,-223593.9913, ,, 
32.2,315382.0065,-224291.1527,32.25,0.25,32
32.3,191228.1787,-230642.9287,32.2501,0.2501,32
32.4,104268.3626,-246661.1048, , , 
32.5,100724.3022,-271524.1122,32.5,0.5,32
32.6,148649.6641,-290869.9091,32.501,0.501,32
32.7,152458.283,-296016.3158,32.75,0.75,32
32.8,85073.80251,-290020.0284,32.7501,0.7501,32
32.9,-83928.8117,-280490.1882, , , 
33,-294820.3015,-274045.7906,33,0,33
33.1,-394673.7635,-273669.0029, ,, 
33.2,-353570.1771,-274574.358,33.25,0.25,33
33.3,-244811.3245,-270338.012,33.2501,0.2501,33
33.4,-164394.2978,-268643.8886, , , 
33.5,-155921.2074,-276091.5382,33.5,0.5,33
33.6,-198016.585,-286015.0886,33.501,0.501,33
33.7,-241155.6078,-296288.5083,33.75,0.75,33
33.8,-253003.6194,-307198.2627,33.7501,0.7501,33
33.9,-227303.0066,-283041.5084, , , 
34,-181845.9477,-241910.3347,34,0,34
34.1,-144484.1719,-230239.0735, ,, 
34.2,-136997.289,-228804.2942,34.25,0.25,34
34.3,-161624.4461,-229046.092,34.2501,0.2501,34
34.4,-104507.9282,-232271.3575, , , 
34.5,106003.6832,-229962.4339,34.5,0.5,34
34.6,396396.8885,-223455.7475,34.501,0.501,34
34.7,698250.9013,-219943.9424,34.75,0.75,34
34.8,904537.2871,-220407.3036,34.7501,0.7501,34
34.9,904295.2766,-221680.8385, , , 
35,745625.0664,-222781.0112,35,0,35
35.1,589575.4811,-224167.3602, ,, 
35.2,535481.0243,-227955.7341,35.25,0.25,35
35.3,577167.4297,-239889.5911,35.2501,0.2501,35
35.4,738052.991,-265916.3739, , , 
35.5,969495.3976,-300903.5917,35.5,0.5,35
35.6,1135852.649,-319190.7154,35.501,0.501,35
35.7,1184427.645,-317835.4636,35.75,0.75,35
35.8,1157590.613,-311315.7645,35.7501,0.7501,35
35.9,813096.6587,-307103.4363, , , 
36,178956.2469,-304862.4726,36,0,36
36.1,-285007.6127,-301299.182, ,, 
36.2,-389784.6951,-290961.7281,36.25,0.25,36
36.3,-226381.0622,-276403.674,36.2501,0.2501,36
36.4,14059.35801,-272311.4812, , , 
36.5,160756.7404,-285862.1804,36.5,0.5,36
36.6,163871.4128,-310021.5409,36.501,0.501,36
36.7,37428.40058,-321176.1537,36.75,0.75,36
36.8,-133900.301,-304822.3783,36.7501,0.7501,36
36.9,-232596.4852,-266530.8084, , , 
37,-225181.8529,-238121.3969,37,0,37
37.1,-159174.1271,-230064.6815, ,, 
37.2,-82769.93122,-231786.8249,37.25,0.25,37
37.3,18857.37394,-240371.3907,37.2501,0.2501,37
37.4,340416.249,-242045.7137, , , 
37.5,882642.1801,-231905.0821,37.5,0.5,37
37.6,1373057.132,-222722.5708,37.501,0.501,37
37.7,1734668.674,-219788.3922,37.75,0.75,37
37.8,1915148.945,-220386.8481,37.7501,0.7501,37
37.9,1863373.993,-223616.3855, , , 
38,1669085.434,-228988.3123,38,0,38
38.1,1458660.004,-231708.7825, ,, 
38.2,1341436.604,-235032.2887,38.25,0.25,38
38.3,1347014.41,-247236.0424,38.2501,0.2501,38
38.4,1338329.859,-271887.7197, , , 
38.5,1240130.297,-300914.9678,38.5,0.5,38
38.6,1140263.43,-312986.7944,38.501,0.501,38
38.7,1053446.613,-308322.7619,38.75,0.75,38
38.8,946041.6726,-300410.4271,38.7501,0.7501,38
38.9,713467.0475,-296818.9487, , , 
39,399285.2837,-299491.3722,39,0,39
39.1,217191.26,-305404.7255, ,, 
39.2,132566.2765,-309750.4501,39.25,0.25,39
39.3,64810.53983,-308991.6026,39.2501,0.2501,39
39.4,7063.137716,-317142.2379, , , 
39.5,-39576.72288,-343999.6478,39.5,0.5,39
39.6,-55327.11405,-370934.6534,39.501,0.501,39
39.7,-22559.39095,-378636.5794,39.75,0.75,39
39.8,52627.40195,-365081.292,39.7501,0.7501,39
39.9,100603.038,-319436.2939, , , 
40,83830.69133,-268619.5915,40,0,40
40.1,35974.77641,-245320.7186, ,, 
40.2,39246.97479,-237987.7609,40.25,0.25,40
40.3,148851.6026,-240061.9561,40.2501,0.2501,40
40.4,419589.2551,-241597.0356, , , 
40.5,762267.109,-232907.79,40.5,0.5,40
40.6,983300.0059,-223693.2884,40.501,0.501,40
40.7,1138896.368,-220340.3169,40.75,0.75,40
40.8,1278725.771,-220481.3787,40.7501,0.7501,40
40.9,1381072.326,-222509.675, , , 
41,1426684.359,-226756.6202,41,0,41
41.1,1417419.082,-230175.356, ,, 
41.2,1359563.293,-234913.7093,41.25,0.25,41
41.3,1273294.037,-247635.4904,41.2501,0.2501,41
41.4,1200851.787,-272987.6962, , , 
41.5,1160601.614,-305437.4576,41.5,0.5,41
41.6,1147270.527,-321570.0746,41.501,0.501,41
41.7,1096894.225,-318738.9277,41.75,0.75,41
41.8,987678.3671,-311554.2077,41.7501,0.7501,41
41.9,691865.6369,-311722.1493, , , 
42,274249.8926,-322435.7395,42,0,42
42.1,29030.67507,-337587.4498, ,, 
42.2,24469.53012,-342305.7171,42.25,0.25,42
42.3,125687.7153,-330116.8955,42.2501,0.2501,42
42.4,141273.8093,-312110.7948, , , 
42.5,20861.75281,-297269.3288,42.5,0.5,42
42.6,-135294.4947,-288263.7633,42.501,0.501,42
42.7,-236044.2815,-285270.4453,42.75,0.75,42
42.8,-242016.6168,-288952.8196,42.7501,0.7501,42
42.9,-179044.2269,-277877.0738, , , 
43,-118436.0695,-250652.6775,43,0,43
43.1,-110408.623,-234886.0357, ,, 
43.2,-132676.0341,-229177.4913,43.25,0.25,43
43.3,-122091.1552,-226582.0061,43.2501,0.2501,43
43.4,113257.3457,-223516.2796, , , 
43.5,588993.4348,-220408.519,43.5,0.5,43
43.6,1060964.818,-219878.5116,43.501,0.501,43
43.7,1374586.782,-220860.7874,43.75,0.75,43
43.8,1485995.707,-221893.1142,43.7501,0.7501,43
43.9,1446908.897,-222530.5529, , , 
44,1356517.885,-222718.9663,44,0,44
44.1,1309795.543,-222680.9669, ,, 
44.2,1332298.689,-223036.2324,44.25,0.25,44
44.3,1321965.97,-227225.6199,44.2501,0.2501,44
44.4,1253226.706,-247343.7683, , , 
44.5,1164465.074,-295428.4104,44.5,0.5,44
44.6,1120418.759,-340273.7799,44.501,0.501,44
44.7,1065787.383,-349721.7161,44.75,0.75,44
44.8,934377.7727,-329545.6986,44.7501,0.7501,44
44.9,541242.9061,-307146.6154, , , 
45,-11840.28763,-297632.2683,45,0,45
45.1,-320658.652,-302601.9746, ,, 
45.2,-293631.2874,-313726.47,45.25,0.25,45
45.3,-93638.52643,-318709.1782,45.2501,0.2501,45
45.4,53994.30366,-337771.8808, , , 
45.5,44986.37046,-392784.5753,45.5,0.5,45
45.6,-59862.3499,-457252.8359,45.501,0.501,45
45.7,-165211.4953,-490040.9553,45.75,0.75,45
45.8,-210594.1566,-475531.2284,45.7501,0.7501,45
45.9,-178413.2367,-390068.7789, , , 
46,-109567.8215,-297533.3237,46,0,46
46.1,-66947.85561,-268633.9489, ,, 
46.2,-52389.03986,-261741.5818,46.25,0.25,46
46.3,-10353.30302,-251711.4906,46.2501,0.2501,46
46.4,251523.7959,-244186.1518, , , 
46.5,731733.4926,-237767.3759,46.5,0.5,46
46.6,1173785.569,-231117.7673,46.501,0.501,46
46.7,1460332.982,-228825.9166,46.75,0.75,46
46.8,1554819.808,-230720.5353,46.7501,0.7501,46
46.9,1483414.452,-232279.873, , , 
47,1343671.977,-231964.5389,47,0,47
47.1,1230081.85,-230755.5231, ,, 
47.2,1196433.975,-228981.1709,47.25,0.25,47
47.3,1222428.728,-229561.0259,47.2501,0.2501,47
47.4,1254133.566,-246583.9413, , , 
47.5,1237879.08,-298842.5389,47.5,0.5,47
47.6,1172476.611,-349148.3224,47.501,0.501,47
47.7,1049686.53,-360981.0715,47.75,0.75,47
47.8,901604.3829,-344185.2966,47.7501,0.7501,47
47.9,697893.2195,-327599.1539, , , 
48,494625.293,-323872.446,48,0,48
48.1,442087.819,-331247.9451, ,, 
48.2,506579.5984,-339643.8397,48.25,0.25,48
48.3,569875.0434,-339906.3736,48.2501,0.2501,48
48.4,520323.3173,-326830.2475, , , 
48.5,363584.7218,-305374.5137,48.5,0.5,48
48.6,214991.4204,-288357.9122,48.501,0.501,48
48.7,179643.8124,-280068.8788,48.75,0.75,48
48.8,267988.9553,-278268.2476,48.7501,0.7501,48
48.9,391927.4509,-257022.3938, , , 
49,460877.3738,-230889.0266,49,0,49
49.1,445287.8283,-230381.5172, ,, 
49.2,388747.2341,-233456.4965,49.25,0.25,49
49.3,373508.1264,-231686.4498,49.2501,0.2501,49
49.4,461738.5074,-230668.4399, , , 
49.5,617042.1218,-227649.228,49.5,0.5,49
49.6,750471.8903,-224315.6258,49.501,0.501,49
49.7,831897.2765,-225013.6742,49.75,0.75,49
49.8,858996.9434,-227948.4505,49.7501,0.7501,49
49.9,800373.7525,-229183.2082, , , 
50,675694.3145,-228648.2738,50,0,50
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,, ,
