time,p:1,q :1,,,
9.2,175487.8861,-277245.5177,9.25,0.25,9
9.3,484052.9524,-291358.3259,9.2501,0.2501,9
9.4,672280.0318,-313940.2628, , , 
9.5,704616.7789,-321821.5524,9.5,0.5,9
9.6,611328.6399,-307681.9361,9.501,0.501,9
9.7,525560.8165,-291633.8479,9.75,0.75,9
9.8,505996.5363,-284483.3568,9.7501,0.7501,9
9.9,505785.7625,-281353.3025, , , 
10,496864.3743,-277984.4605,10,0,10
10.1,487203.7212,-274957.6003, ,, 
10.2,467759.4107,-271147.5208,10.25,0.25,10
10.3,459620.0074,-268457.2106,10.2501,0.2501,10
10.4,596137.8475,-285150.3046, , , 
10.5,829502.3942,-331033.8367,10.5,0.5,10
10.6,952029.9061,-371808.4429,10.501,0.501,10
10.7,933662.3387,-382574.3606,10.75,0.75,10
10.8,856765.7117,-373608.969,10.7501,0.7501,10
10.9,774566.384,-357914.6807, , , 
11,705120.9524,-341612.0587,11,0,11
11.1,653891.7394,-327581.7588, ,, 
11.2,628002.1741,-317827.0417,11.25,0.25,11
11.3,633508.3398,-314168.9225,11.2501,0.2501,11
11.4,590478.5823,-305290.9746, , , 
11.5,440218.8035,-281296.831,11.5,0.5,11
11.6,235447.1259,-254168.0772,11.501,0.501,11
11.7,128.2470926,-234421.2044,11.75,0.75,11
11.8,-192830.9711,-227885.3866,11.7501,0.7501,11
11.9,-274852.2139,-229245.4219, , , 
12,-232972.5887,-229757.3046,12,0,12
12.1,-79028.61671,-228904.2867, ,, 
12.2,53807.54074,-229958.9529,12.25,0.25,12
12.3,55421.51349,-227555.5648,12.2501,0.2501,12
12.4,-40651.0655,-222710.6714, , , 
12.5,-131326.4309,-220909.6465,12.5,0.5,12
12.6,-141385.6124,-221508.2014,12.501,0.501,12
12.7,-64615.4116,-222529.5948,12.75,0.75,12
12.8,44605.09187,-224736.6011,12.7501,0.7501,12
12.9,172179.6967,-229686.9909, , , 
13,292760.3685,-238154.3539,13,0,13
13.1,352376.8163,-244380.3476, ,, 
13.2,352147.5551,-245357.0748,13.25,0.25,13
13.3,341670.931,-244614.6867,13.2501,0.2501,13
13.4,473526.4916,-258547.2569, , , 
13.5,767881.688,-307973.9698,13.5,0.5,13
13.6,1051344.273,-385463.315,13.501,0.501,13
13.7,1235811.063,-463485.0489,13.75,0.75,13
13.8,1307515.343,-518927.7682,13.7501,0.7501,13
13.9,1279578.681,-538285.0076, , , 
14,1207516.974,-531726.6956,14,0,14
14.1,1156836.324,-520874.0523, ,, 
14.2,1133167.631,-513482.0808,14.25,0.25,14
14.3,1113548.373,-505699.9073,14.2501,0.2501,14
14.4,1240713.529,-538268.0301, , , 
14.5,1492646.024,-637192.5428,14.5,0.5,14
14.6,1650096.743,-739504.5223,14.501,0.501,14
14.7,1488028.392,-721068.2897,14.75,0.75,14
14.8,980934.6231,-562904.4036,14.7501,0.7501,14
14.9,371456.3302,-407173.5941, , , 
15,74663.74147,-330823.3926,15,0,15
15.1,302445.9301,-308916.7547, ,, 
15.2,778207.7128,-354533.1209,15.25,0.25,15
15.3,1050098.277,-419159.2507,15.2501,0.2501,15
15.4,941845.2689,-408880.8015, , , 
15.5,633010.9123,-347436.306,15.5,0.5,15
15.6,383428.7771,-297912.0497,15.501,0.501,15
15.7,383421.9315,-281459.4654,15.75,0.75,15
15.8,593589.85,-298787.9471,15.7501,0.7501,15
15.9,878139.0968,-350561.0904, , , 
16,1064850.615,-409355.5191,16,0,16
16.1,1045676.558,-424920.99, ,, 
16.2,871942.4582,-394584.9205,16.25,0.25,16
16.3,656079.1465,-348128.8558,16.2501,0.2501,16
16.4,565397.6365,-320582.2709, , , 
16.5,698792.1953,-330584.0161,16.5,0.5,16
16.6,1002365.94,-392871.4651,16.501,0.501,16
16.7,1272955.298,-486308.692,16.75,0.75,16
16.8,1340151.66,-542736.8588,16.7501,0.7501,16
16.9,1194906.401,-524201.7712, , , 
17,962635.3957,-464271.3336,17,0,17
17.1,799099.8085,-412700.2653, ,, 
17.2,797699.6972,-393556.8441,17.25,0.25,17
17.3,925402.495,-409483.5697,17.2501,0.2501,17
17.4,1051414.569,-440779.7263, , , 
17.5,1079034.272,-456698.2786,17.5,0.5,17
17.6,1012959.074,-445950.3418,17.501,0.501,17
17.7,762869.5718,-390813.2657,17.75,0.75,17
17.8,296043.0081,-308268.4021,17.7501,0.7501,17
17.9,-94446.70354,-264601.3626, , , 
18,-160832.078,-249932.3148,18,0,18
18.1,45771.9206,-244376.4832, ,, 
18.2,286403.9766,-251947.071,18.25,0.25,18
18.3,386948.1667,-259007.1344,18.2501,0.2501,18
18.4,281937.8486,-246529.0085, , , 
18.5,106999.1129,-231255.5364,18.5,0.5,18
18.6,-525.9883011,-223896.8861,18.501,0.501,18
18.7,33776.99674,-223333.9267,18.75,0.75,18
18.8,164717.0729,-228575.725,18.7501,0.7501,18
18.9,294103.116,-237778.7521, , , 
19,365253.9317,-245397.9544,19,0,19
19.1,377619.2679,-248009.4793, ,, 
19.2,313939.7858,-242865.4742,19.25,0.25,19
19.3,203543.3967,-233154.6294,19.2501,0.2501,19
19.4,155334.698,-228289.5625, , , 
19.5,217232.4149,-231163.3272,19.5,0.5,19
19.6,344394.0808,-241837.8887,19.501,0.501,19
19.7,472856.5769,-257824.1785,19.75,0.75,19
19.8,558731.9777,-273190.0342,19.7501,0.7501,19
19.9,576139.9577,-280547.5614, , , 
20,515491.5018,-275452.5927,20,0,20
20.1,402805.3661,-261666.5919, ,, 
20.2,217318.4979,-242308.1996,20.25,0.25,20
20.3,13921.19605,-227362.5874,20.2501,0.2501,20
20.4,378472.4269,-245900.6264, , , 
20.5,1244479.108,-420299.654,20.5,0.5,20
20.6,1804250.372,-692247.705,20.501,0.501,20
20.7,1676610.896,-745319.5721,20.75,0.75,20
20.8,980174.1656,-547499.8812,20.7501,0.7501,20
20.9,77148.26999,-371186.6161, , , 
21,-513896.8123,-331085.2935,21,0,21
21.1,-502866.5012,-311940.1456, ,, 
21.2,-155138.0189,-282992.091,21.25,0.25,21
21.3,125849.3295,-271166.4841,21.2501,0.2501,21
21.4,126217.1991,-257048.7062, , , 
21.5,-98829.60129,-239381.7843,21.5,0.5,21
21.6,-331200.9709,-237333.7874,21.501,0.501,21
21.7,-405299.4732,-242295.4291,21.75,0.75,21
21.8,-304114.0008,-240647.2721,21.7501,0.7501,21
21.9,-79966.12909,-236466.4582, , , 
22,151148.3693,-239610.8932,22,0,22
22.1,269156.345,-244034.3839, ,, 
22.2,276235.4653,-242356.4365,22.25,0.25,22
22.3,221250.5564,-236253.2659,22.2501,0.2501,22
22.4,182279.1249,-231489.0624, , , 
22.5,228195.6358,-233092.1296,22.5,0.5,22
22.6,349296.5921,-243051.6014,22.501,0.501,22
22.7,519306.5975,-264162.5812,22.75,0.75,22
22.8,688927.0312,-295296.4698,22.7501,0.7501,22
22.9,828345.7689,-330600.1029, , , 
23,907283.3759,-360383.4903,23,0,23
23.1,898806.5705,-371067.7959, ,, 
23.2,793235.6677,-356717.6963,23.25,0.25,23
23.3,648376.9079,-328893.8489,23.2501,0.2501,23
23.4,597057.1028,-313365.5104, , , 
23.5,659770.01,-317580.0287,23.5,0.5,23
23.6,751016.9507,-332799.2107,23.501,0.501,23
23.7,687638.5146,-325634.459,23.75,0.75,23
23.8,384662.3644,-281162.6426,23.7501,0.7501,23
23.9,-53424.19893,-242935.2574, , , 
24,-383469.1292,-240748.457,24,0,24
24.1,-428980.3598,-246025.6495, ,, 
24.2,-251606.3329,-241234.3131,24.25,0.25,24
24.3,-30957.88929,-237675.1758,24.2501,0.2501,24
24.4,55111.3468,-235200.3683, , , 
24.5,-32451.81126,-228306.6986,24.5,0.5,24
24.6,-190534.6793,-224893.2049,24.501,0.501,24
24.7,-284722.6729,-227468.7366,24.75,0.75,24
24.8,-255269.9932,-229169.9688,24.7501,0.7501,24
24.9,-145933.6901,-228564.5418, , , 
25,-43350.90104,-227951.5567,25,0,25
25.1,-5423.596839,-226572.5086, ,, 
25.2,17527.58501,-225060.5693,25.25,0.25,25
25.3,89903.80356,-226156.9054,25.2501,0.2501,25
25.4,224961.2372,-232755.5635, , , 
25.5,348978.3251,-243530.754,25.5,0.5,25
25.6,370680.3032,-247277.3154,25.501,0.501,25
25.7,279480.8519,-239600.46,25.75,0.75,25
25.8,142237.61,-228681.1936,25.7501,0.7501,25
25.9,95185.28844,-224360.7493, , , 
26,180009.7924,-228135.6344,26,0,26
26.1,309261.1579,-238115.6723, ,, 
26.2,474850.0763,-256844.053,26.25,0.25,26
26.3,674788.1554,-290474.981,26.2501,0.2501,26
26.4,831318.4734,-329487.6401, , , 
26.5,901338.6306,-357973.1595,26.5,0.5,26
26.6,906219.4827,-371362.7781,26.501,0.501,26
26.7,778739.6644,-354024.831,26.75,0.75,26
26.8,475518.4159,-303079.0207,26.7501,0.7501,26
26.9,50972.15789,-255264.49, , , 
27,-251662.7808,-240883.1384,27,0,27
27.1,-191338.048,-236419.1708, ,, 
27.2,83319.838,-237302.6999,27.25,0.25,27
27.3,271281.4884,-245195.5619,27.2501,0.2501,27
27.4,203894.4916,-238211.5382, , , 
27.5,-42567.31812,-224118.1562,27.5,0.5,27
27.6,-255676.0581,-223197.4594,27.501,0.501,27
27.7,-317399.7988,-228112.2374,27.75,0.75,27
27.8,-240608.7136,-229326.4189,27.7501,0.7501,27
27.9,-76354.98286,-228717.9417, , , 
28,97929.48732,-231438.1526,28,0,28
28.1,209578.8234,-235498.628, ,, 
28.2,353118.9334,-245528.5916,28.25,0.25,28
28.3,578963.2008,-274195.2616,28.2501,0.2501,28
28.4,835820.5863,-325715.894, , , 
28.5,1016179.749,-383125.6396,28.5,0.5,28
28.6,1036948.324,-409638.4798,28.501,0.501,28
28.7,974770.0236,-408342.8109,28.75,0.75,28
28.8,921924.3758,-401286.7063,28.7501,0.7501,28
28.9,883233.7515,-393425.7752, , , 
29,850178.7947,-384629.0953,29,0,29
29.1,824980.4747,-376494.7435, ,, 
29.2,745659.0942,-358204.6966,29.25,0.25,29
29.3,632321.7549,-331557.7798,29.2501,0.2501,29
29.4,591679.2883,-315897.4342, , , 
29.5,645198.2539,-317256.802,29.5,0.5,29
29.6,739812.5482,-331425.7718,29.501,0.501,29
29.7,726090.8406,-332265.5444,29.75,0.75,29
29.8,491861.678,-296031.0634,29.7501,0.7501,29
29.9,129443.0746,-253197.5002, , , 
30,-115872.9652,-235478.7209,30,0,30
30.1,-95213.77691,-230845.3902, ,, 
30.2,101486.3011,-233027.8297,30.25,0.25,30
30.3,276490.1601,-241805.0674,30.2501,0.2501,30
30.4,301732.1697,-243215.2078, , , 
30.5,206510.0751,-234553.811,30.5,0.5,30
30.6,105589.6155,-226548.822,30.501,0.501,30
30.7,98188.66724,-224545.2543,30.75,0.75,30
30.8,193073.8166,-229112.6126,30.7501,0.7501,30
30.9,374531.0829,-244236.4891, , , 
31,561032.9019,-270158.042,31,0,31
31.1,642365.9975,-289209.2976, ,, 
31.2,580851.3388,-286342.6301,31.25,0.25,31
31.3,456564.8562,-270583.1061,31.2501,0.2501,31
31.4,422365.8312,-263603.1925, , , 
31.5,498941.5769,-271110.3829,31.5,0.5,31
31.6,591122.8981,-285266.605,31.501,0.501,31
31.7,651096.0751,-298124.8787,31.75,0.75,31
31.8,673811.4659,-306246.6641,31.7501,0.7501,31
31.9,621712.4041,-301568.8659, , , 
32,511444.7589,-285289.4013,32,0,32
32.1,419204.4226,-270090.7127, ,, 
32.2,382800.7213,-261604.6169,32.25,0.25,32
32.3,405056.6109,-260528.9094,32.2501,0.2501,32
32.4,705413.0909,-299623.2588, , , 
32.5,1222897.452,-431630.8889,32.5,0.5,32
32.6,1616237.573,-601993.1428,32.501,0.501,32
32.7,1487091.38,-634770.3804,32.75,0.75,32
32.8,967594.8211,-502034.4454,32.7501,0.7501,32
32.9,-2596333.137,-2048279.011, , , 
33,-827338.4388,-227233.3627,33,0,33
33.1,-1040517.777,-309315.5037, ,, 
33.2,-659395.6743,-293190.2843,33.25,0.25,33
33.3,-128097.452,-266221.2584,33.2501,0.2501,33
33.4,164043.9574,-262099.4061, , , 
33.5,111979.5546,-248649.4512,33.5,0.5,33
33.6,-136050.5187,-233904.3249,33.501,0.501,33
33.7,-328447.6609,-234186.027,33.75,0.75,33
33.8,-330116.2482,-236374.7666,33.7501,0.7501,33
33.9,-189403.0926,-233942.2963, , , 
34,-42657.36652,-232143.7429,34,0,34
34.1,4709.042064,-229800.5144, ,, 
34.2,-89830.89966,-225243.9076,34.25,0.25,34
34.3,-253882.8291,-225264.519,34.2501,0.2501,34
34.4,-350584.456,-230944.2256, , , 
34.5,-329554.8894,-234215.8934,34.5,0.5,34
34.6,-237093.2983,-233444.7905,34.501,0.501,34
34.7,-163981.7177,-231616.4271,34.75,0.75,34
34.8,-159638.6521,-229614.6046,34.7501,0.7501,34
34.9,-183572.7852,-228259.4728, , , 
35,-184813.7623,-227636.9704,35,0,35
35.1,-154188.7772,-226986.6234, ,, 
35.2,-112817.2777,-226179.4029,35.25,0.25,35
35.3,-108917.377,-225117.3136,35.2501,0.2501,35
35.4,-154847.5978,-224251.9901, , , 
35.5,-187753.4231,-224534.3406,35.5,0.5,35
35.6,-144062.3239,-224771.8767,35.501,0.501,35
35.7,103426.1478,-229200.5915,35.75,0.75,35
35.8,428261.6466,-254325.7754,35.7501,0.7501,35
35.9,441179.6837,-260121.5199, , , 
36,165178.4378,-235164.6237,36,0,36
36.1,-61055.5529,-222570.3037, ,, 
36.2,-196673.6724,-221811.6461,36.25,0.25,36
36.3,-304994.9812,-226224.8245,36.2501,0.2501,36
36.4,-278538.2736,-229010.6138, , , 
36.5,-115657.8745,-228444.4728,36.5,0.5,36
36.6,49698.61637,-229981.0972,36.501,0.501,36
36.7,103982.2045,-229891.1849,36.75,0.75,36
36.8,34896.03505,-224921.9281,36.7501,0.7501,36
36.9,-80218.77913,-220776.7354, , , 
37,-158163.9446,-220553.3508,37,0,37
37.1,-166911.982,-221864.9614, ,, 
37.2,-177595.9847,-223193.0956,37.25,0.25,37
37.3,-201477.5684,-224358.002,37.2501,0.2501,37
37.4,-80912.37673,-224706.3726, , , 
37.5,141720.7917,-230978.2172,37.5,0.5,37
37.6,256677.111,-237658.6943,37.501,0.501,37
37.7,137494.221,-229360.644,37.75,0.75,37
37.8,-143319.509,-219805.8328,37.7501,0.7501,37
37.9,-373387.8035,-226811.8869, , , 
38,-418189.9572,-235937.5151,38,0,38
38.1,-293278.8294,-235861.8536, ,, 
38.2,-100161.3551,-233236.7841,38.25,0.25,38
38.3,38893.86403,-232718.3111,38.2501,0.2501,38
38.4,126131.2088,-232690.85, , , 
38.5,162710.9394,-232315.0217,38.5,0.5,38
38.6,100468.9305,-227170.4156,38.501,0.501,38
38.7,-51117.93274,-220770.1627,38.75,0.75,38
38.8,-230387.5579,-220813.7155,38.7501,0.7501,38
38.9,-280313.6263,-224913.6349, , , 
39,-160197.8397,-225774.4378,39,0,39
39.1,704.5986949,-227168.5173, ,, 
39.2,55205.54371,-227243.6248,39.25,0.25,39
39.3,-23666.92254,-223005.5078,39.2501,0.2501,39
39.4,-113522.0758,-220712.9035, , , 
39.5,-123714.7175,-221072.176,39.5,0.5,39
39.6,-66543.87638,-221998.1399,39.501,0.501,39
39.7,2173.262901,-223105.6144,39.75,0.75,39
39.8,29454.41613,-223191.8604,39.7501,0.7501,39
39.9,-32350.64767,-220903.4787, , , 
40,-169113.1015,-219791.5571,40,0,40
40.1,-297101.9527,-224209.8484, ,, 
40.2,-222702.5254,-226016.3975,40.25,0.25,40
40.3,79435.49016,-230133.3444,40.2501,0.2501,40
40.4,334673.1091,-246152.3099, , , 
40.5,355230.5369,-248871.2138,40.5,0.5,40
40.6,188648.6457,-234423.362,40.501,0.501,40
40.7,2943.457216,-222974.7906,40.75,0.75,40
40.8,-76045.80182,-220124.4375,40.7501,0.7501,40
40.9,-55331.23901,-220588.3608, , , 
41,-14195.69232,-221498.3682,41,0,41
41.1,-16642.08936,-221190.2166, ,, 
41.2,-46400.71679,-220230.7346,41.25,0.25,41
41.3,-57896.85679,-220053.7197,41.2501,0.2501,41
41.4,-44987.84918,-220440.9636, , , 
41.5,-30598.48143,-220775.0987,41.5,0.5,41
41.6,-39847.64377,-220517.594,41.501,0.501,41
41.7,-111269.5803,-219808.2374,41.75,0.75,41
41.8,-222863.7931,-221391.1928,41.7501,0.7501,41
41.9,-301328.6756,-226110.0578, , , 
42,-303616.9965,-229880.6814,42,0,42
42.1,-231245.6041,-230332.9946, ,, 
42.2,-155058.1276,-229382.1946,42.25,0.25,42
42.3,-142815.8151,-227930.3399,42.2501,0.2501,42
42.4,-170757.4691,-226774.2037, , , 
42.5,-180944.1296,-226419.6129,42.5,0.5,42
42.6,-149938.8398,-226073.5471,42.501,0.501,42
42.7,-77303.15164,-225661.0207,42.75,0.75,42
42.8,-576.8956836,-225742.9563,42.7501,0.7501,42
42.9,27336.07309,-224991.2748, , , 
43,-568.121734,-222788.7774,43,0,43
43.1,-49885.52959,-220831.2908, ,, 
43.2,-127607.6037,-220118.8446,43.25,0.25,43
43.3,-232800.3493,-222106.5006,43.2501,0.2501,43
43.4,-302992.4728,-226739.3679, , , 
43.5,-306427.3754,-230438.1189,43.5,0.5,43
43.6,-262080.8632,-231522.6236,43.501,0.501,43
43.7,-211249.5519,-230989.9745,43.75,0.75,43
43.8,-193104.57,-230013.7826,43.7501,0.7501,43
43.9,-212504.2924,-229426.1572, , , 
44,-243820.23,-229822.2469,44,0,44
44.1,-259880.2905,-230750.6567, ,, 
44.2,-244572.169,-231082.4971,44.25,0.25,44
44.3,-208638.9927,-230509.1512,44.2501,0.2501,44
44.4,-143333.0892,-229100.4322, , , 
44.5,-66029.15011,-227869.527,44.5,0.5,44
44.6,-27710.08351,-226416.0162,44.501,0.501,44
44.7,-57772.9336,-224054.2214,44.75,0.75,44
44.8,-133990.2723,-222388.8949,44.7501,0.7501,44
44.9,-184386.6553,-222888.7571, , , 
45,-185091.9629,-224019.8481,45,0,45
45.1,-169574.1402,-224704.5139, ,, 
45.2,-175288.3457,-225077.873,45.25,0.25,45
45.3,-200145.6841,-225637.6203,45.2501,0.2501,45
45.4,-184736.1324,-225988.5462, , , 
45.5,-113237.3218,-225812.792,45.5,0.5,45
45.6,-34648.19916,-225686.4828,45.501,0.501,45
45.7,11010.82518,-225219.1608,45.75,0.75,45
45.8,9291.856988,-223701.796,45.7501,0.7501,45
45.9,-90219.62321,-220961.5948, , , 
46,-169207.3188,-220780.9134,46,0,46
46.1,220891.6587,-232373.275, ,, 
46.2,925399.9911,-335625.1061,46.25,0.25,46
46.3,1341756.4,-479765.9233,46.2501,0.2501,46
46.4,1330287.126,-526763.4468, , , 
46.5,1083581.824,-480602.0407,46.5,0.5,46
46.6,858516.4616,-422483.3642,46.501,0.501,46
46.7,750877.1083,-385683.6475,46.75,0.75,46
46.8,707426.2295,-363082.6815,46.7501,0.7501,46
46.9,607344.2819,-335286.4516, , , 
47,450580.1512,-300947.3569,47,0,47
47.1,352504.7003,-277049.1033, ,, 
47.2,346530.286,-266253.7944,47.25,0.25,47
47.3,396989.2414,-264920.7721,47.2501,0.2501,47
47.4,344028.9543,-256767.9005, , , 
47.5,155492.1954,-237886.6455,47.5,0.5,47
47.6,-13671.32967,-226203.7977,47.501,0.501,47
47.7,-151800.7103,-222755.8237,47.75,0.75,47
47.8,-268259.3584,-225051.5097,47.7501,0.7501,47
47.9,-316476.8387,-229505.5231, , , 
48,-298165.6032,-232043.8902,48,0,48
48.1,-248801.5816,-232258.9544, ,, 
48.2,-206314.5602,-231329.6862,48.25,0.25,48
48.3,-189223.7778,-230120.4911,48.2501,0.2501,48
48.4,-189915.162,-229088.5271, , , 
48.5,-193516.8101,-228433.4537,48.5,0.5,48
48.6,-193974.2326,-228031.2791,48.501,0.501,48
48.7,-172939.9613,-227482.2976,48.75,0.75,48
48.8,-129505.3383,-226704.2188,48.7501,0.7501,48
48.9,-114109.4274,-225723.7667, , , 
49,-159142.2092,-224821.2374,49,0,49
49.1,-235379.1136,-225860.2097, ,, 
49.2,-176356.3756,-226120.4249,49.25,0.25,49
49.3,128688.6065,-231856.937,49.2501,0.2501,49
49.4,611965.6326,-279015.4268, , , 
49.5,1008156.53,-367883.287,49.5,0.5,49
49.6,1112394.561,-421906.3256,49.501,0.501,49
49.7,1037207.141,-424299.8281,49.75,0.75,49
49.8,939434.3335,-409827.554,49.7501,0.7501,49
49.9,787362.7298,-377425.2598, , , 
50,599535.8911,-335560.0619,50,0,50
