time,p:1,timeStamp
7.56,270712.4447,
7.561,269807.5864,
7.562,269053.5379,
7.563,268457.0633,
7.564,268004.0983,
7.565,267662.1173,
7.566,267384.878,
7.567,267118.8606,
7.568,266810.5089,
7.569,266413.3015,
7.57,265893.7242,
7.571,265235.3801,
7.572,264440.7446,
7.573,263530.3871,
7.574,262539.8265,
7.575,261514.4907,
7.576,260503.4921,
7.577,259553.0672,
7.578,258700.5564,
7.579,257969.7009,
7.58,257367.849,
7.581,256885.391,
7.582,256497.4453,
7.583,256167.5144,
7.584,255852.59,
7.585,255508.9873,
7.586,255098.1294,
7.587,254591.516,
7.588,253974.2465,
7.589,253246.6588,
7.59,252423.9218,
7.591,251533.6816,
7.592,250612.1178,
7.593,249698.9715,
7.594,248832.2239,
7.595,248043.135,
7.596,247352.291,
7.597,246767.1534,
7.598,246281.3991,
7.599,245876.0948,
7.6,245522.5057,
7.601,245184.0971,
7.602,244823.3347,
7.603,244408.4502,
7.604,243915.4994,
7.605,243331.337,
7.606,242655.0959,
7.607,241898.0106,
7.608,241081.649,
7.609,240234.8246,
7.61,239389.6274,
7.611,238577.1201,
7.612,237823.273,
7.613,237145.6697,
7.614,236551.3986,
7.615,236036.3805,
7.616,235586.1834,
7.617,235178.1847,
7.618,234784.7605,
7.619,234377.0564,
7.62,233928.8301,
7.621,233419.8553,
7.622,232838.4505,
7.623,232182.8185,
7.624,231461.0505,
7.625,230689.826,
7.626,229892.011,
7.627,229093.4991,
7.628,228319.7297,
7.629,227592.3506,
7.63,226926.4619,
7.631,226328.7894,
7.632,225797.0079,
7.633,225320.2736,
7.634,224880.8672,
7.635,224456.7044,
7.636,224024.3603,
7.637,223562.1978,
7.638,223053.1839,
7.639,222487.0307,
7.64,221861.394,
7.641,221181.997,
7.642,220461.6849,
7.643,219718.5647,
7.644,218973.4952,
7.645,218247.2755,
7.646,217557.9093,
7.647,216918.3045,
7.648,216334.7,
7.649,215806.0111,
7.65,215324.1558,
7.651,214875.2959,
7.652,214441.8081,
7.653,214004.7051,
7.654,213546.1789,
7.655,213051.9256,
7.656,212512.9533,
7.657,211926.6436,
7.658,211296.9484,
7.659,210633.7143,
7.66,209951.2464,
7.661,209266.3191,
7.662,208595.9089,
7.663,207954.956,
7.664,207354.4484,
7.665,206800.0742,
7.666,206291.6045,
7.667,205823.0729,
7.668,205383.7062,
7.669,204959.4669,
7.67,204534.9883,
7.671,204095.6388,
7.672,203629.4379,
7.673,203128.5771,
7.674,202590.3529,
7.675,202017.404,
7.676,201417.2388,
7.677,200801.1309,
7.678,200182.5461,
7.679,199575.3173,
7.68,198991.8159,
7.681,198441.3602,
7.682,197929.0647,
7.683,197455.2717,
7.684,197015.6267,
7.685,196601.7704,
7.686,196202.5425,
7.687,195805.5256,
7.688,195398.7174,
7.689,194972.1075,
7.69,194518.9531,
7.691,194036.5927,
7.692,193526.7021,
7.693,192994.9718,
7.694,192450.2628,
7.695,191903.3646,
7.696,191365.5296,
7.697,190846.9804,
7.698,190355.5913,
7.699,189895.9093,
7.7,189468.6393,
7.701,189071.2832,
7.702,188697.9903,
7.703,188339.855,
7.704,187986.7938,
7.705,187628.9062,
7.706,187257.779,
7.707,186867.5615,
7.708,186455.678,
7.709,186023.0896,
7.71,185574.084,
7.711,185115.6319,
7.712,184656.4042,
7.713,184205.5894,
7.714,183771.6713,
7.715,183361.3289,
7.716,182978.6018,
7.717,182624.4222,
7.718,182296.5701,
7.719,181990.0437,
7.72,181697.7884,
7.721,181411.6783,
7.722,181123.6154,
7.723,180826.5986,
7.724,180515.6211,
7.725,180188.2843,
7.726,179845.0516,
7.727,179489.1192,
7.728,179125.9292,
7.729,178762.3987,
7.73,178405.9726,
7.731,178063.6299,
7.732,177740.9752,
7.733,177441.5342,
7.734,177166.3395,
7.735,176913.8559,
7.736,176680.2455,
7.737,176459.9304,
7.738,176246.3713,
7.739,176032.9531,
7.74,175813.8603,
7.741,175584.8241,
7.742,175343.6488,
7.743,175090.4507,
7.744,174827.5874,
7.745,174559.2919,
7.746,174291.0695,
7.747,174028.9404,
7.748,173778.6337,
7.749,173544.8378,
7.75,173330.6084,
7.751,173137.0041,
7.752,172962.9949,
7.753,172805.6487,
7.754,172660.5636,
7.755,172522.4834,
7.756,172386.0115,
7.757,172246.3248,
7.758,172099.7958,
7.759,171944.441,
7.76,171780.1418,
7.761,171608.6143,
7.762,171433.1376,
7.763,171258.0821,
7.764,171088.3064,
7.765,170928.5029,
7.766,170782.5826,
7.767,170653.1767,
7.768,170541.3196,
7.769,170446.3503,
7.77,170366.0388,
7.771,170296.9176,
7.772,170234.7673,
7.773,170175.1899,
7.774,170114.1919,
7.775,170048.6993,
7.776,169976.9393,
7.777,169898.641,
7.778,169815.033,
7.779,169728.6428,
7.78,169642.9309,
7.781,169561.8096,
7.782,169489.1143,
7.783,169428.0971,
7.784,169381.0112,
7.785,169348.8352,
7.786,169331.1724,
7.787,169326.3368,
7.788,169331.601,
7.789,169343.5822,
7.79,169358.7,
7.791,169373.6522,
7.792,169385.8405,
7.793,169393.6942,
7.794,169396.8498,
7.795,169396.1674,
7.796,169393.585,
7.797,169391.834,
7.798,169394.0575,
7.799,169403.3831,
7.8,169422.508,
7.801,169459.2934,
7.802,169520.3639,
7.803,169605.0405,
7.804,169711.4522,
7.805,169836.803,
7.806,169977.7544,
7.807,170130.8698,
7.808,170293.0618,
7.809,170461.9814,
7.81,170636.3007,
7.811,170815.8545,
7.812,171001.6238,
7.813,171195.5697,
7.814,171400.3407,
7.815,171618.8977,
7.816,171854.1055,
7.817,172108.3474,
7.818,172383.2128,
7.819,172679.296,
7.82,172996.1323,
7.821,173332.274,
7.822,173685.4949,
7.823,174053.0919,
7.824,174432.2424,
7.825,174820.3686,
7.826,175215.4604,
7.827,175616.3157,
7.828,176022.6679,
7.829,176435.1876,
7.83,176855.3593,
7.831,177285.255,
7.832,177727.2347,
7.833,178183.6165,
7.834,178656.3603,
7.835,179146.8059,
7.836,179655.4997,
7.837,180182.1292,
7.838,180725.5737,
7.839,181284.0589,
7.84,181855.3945,
7.841,182437.2608,
7.842,183027.5055,
7.843,183624.4105,
7.844,184226.8955,
7.845,184834.6323,
7.846,185448.057,
7.847,186068.2809,
7.848,186696.9147,
7.849,187335.8312,
7.85,187986.8981,
7.851,188651.7196,
7.852,189331.4172,
7.853,190026.4804,
7.854,190736.7044,
7.855,191461.2201,
7.856,192198.6114,
7.857,192947.1021,
7.858,193704.7845,
7.859,194469.8612,
7.86,195240.8651,
7.861,196016.8318,
7.862,196797.4,
7.863,197582.8311,
7.864,198373.9453,
7.865,199171.9863,
7.866,199978.4326,
7.867,200794.7827,
7.868,201622.3432,
7.869,202462.0464,
7.87,203314.3227,
7.871,204179.0413,
7.872,205055.5273,
7.873,205942.649,
7.874,206838.9641,
7.875,207742.9029,
7.876,208652.9641,
7.877,209567.8965,
7.878,210486.8434,
7.879,211409.4318,
7.88,212335.7947,
7.881,213266.527,
7.882,214202.5813,
7.883,215145.1188,
7.884,216095.3363,
7.885,217054.2929,
7.886,218022.759,
7.887,219001.1069,
7.888,219989.2566,
7.889,220986.6823,
7.89,221992.4784,
7.891,223005.4725,
7.892,224024.3724,
7.893,225047.9242,
7.894,226075.062,
7.895,227105.029,
7.896,228137.4552,
7.897,229172.3816,
7.898,230210.2302,
7.899,231251.7241,
7.9,232297.7703,
7.901,233349.0873,
7.902,234406.3055,
7.903,235470.076,
7.904,236540.7402,
7.905,237618.2775,
7.906,238702.3026,
7.907,239792.1103,
7.908,240886.7617,
7.909,241985.1993,
7.91,243086.3743,
7.911,244189.3708,
7.912,245293.5084,
7.913,246398.4118,
7.914,247504.0387,
7.915,248610.6622,
7.916,249718.8134,
7.917,250829.1903,
7.918,251942.5473,
7.919,253059.5801,
7.92,254180.821,
7.921,255306.5582,
7.922,256436.7899,
7.923,257571.2166,
7.924,258709.2742,
7.925,259850.2004,
7.926,260993.1259,
7.927,262137.1777,
7.928,263281.5798,
7.929,264425.7397,
7.93,265569.3077,
7.931,266712.2034,
7.932,267854.6056,
7.933,268996.909,
7.934,270139.654,
7.935,271283.4335,
7.936,272428.8056,
7.937,273576.2042,
7.938,274725.8714,
7.939,275877.817,
7.94,277031.8088,
7.941,278187.3961,
7.942,279343.9606,
7.943,280500.7889,
7.944,281657.1554,
7.945,282812.4048,
7.946,283966.024,
7.947,285117.6929,
7.948,286267.3089,
7.949,287414.9818,
7.95,288561.0016,
7.951,289705.7827,
7.952,290849.7934,
7.953,291993.4798,
7.954,293137.1952,
7.955,294281.1426,
7.956,295425.3391,
7.957,296569.6059,
7.958,297713.5835,
7.959,298856.7716,
7.96,299998.5858,
7.961,301138.4248,
7.962,302275.7374,
7.963,303410.082,
7.964,304541.1705,
7.965,305668.8898,
7.966,306793.3011,
7.967,307914.6156,
7.968,309033.151,
7.969,310149.2758,
7.97,311263.347,
7.971,312375.6526,
7.972,313486.3638,
7.973,314595.5019,
7.974,315702.9309,
7.975,316808.3657,
7.976,317911.4032,
7.977,319011.5666,
7.978,320108.3596,
7.979,321201.321,
7.98,322290.0739,
7.981,323374.3627,
7.982,324454.0731,
7.983,325529.2333,
7.984,326599.9959,
7.985,327666.6048,
7.986,328729.3503,
7.987,329788.5191,
7.988,330844.347,
7.989,331896.9785,
7.99,332946.44,
7.991,333992.6296,
7.992,335035.3233,
7.993,336074.1984,
7.994,337108.8682,
7.995,338138.9254,
7.996,339163.9867,
7.997,340183.7334,
7.998,341197.9427,
7.999,342206.5053,
8,343209.4283,
8.001,344206.5904,
8.002,345197.9558,
8.003,346183.7722,
8.004,347164.2944,
8.005,348139.7426,
8.006,349110.2656,
8.007,350075.9148,
8.008,351036.6316,
8.009,351992.2499,
8.01,352942.5125,
8.011,353887.0998,
8.012,354825.6653,
8.013,355757.8749,
8.014,356683.4426,
8.015,357602.16,
8.016,358513.9144,
8.017,359418.6944,
8.018,360316.5817,
8.019,361207.7309,
8.02,362092.3407,
8.021,362970.6199,
8.022,363842.7525,
8.023,364708.868,
8.024,365569.0188,
8.025,366423.1688,
8.026,367271.1942,
8.027,368112.8957,
8.028,368948.0203,
8.029,369776.2906,
8.03,370597.4355,
8.031,-100470.2379,
8.032,-2583314.453,
8.033,-4584033.688,
8.034,-5850772.32,
8.035,-6234558.924,
8.036,-5706452.489,
8.037,-4358448.188,
8.038,-2388417.312,
8.039,-71452.02147,
8.04,2278280.26,
8.041,4349915.166,
8.042,5876811.674,
8.043,6670651.231,
8.044,6644380.51,
8.045,5821239.332,
8.046,4329019.052,
8.047,2380667.832,
8.048,244134.5606,
8.049,-1794307.354,
8.05,-3468259.386,
8.051,-4565845.944,
8.052,-4956330.014,
8.053,-4605383.67,
8.054,-3577277.07,
8.055,-2024014.506,
8.056,-163165.2829,
8.057,1752415.289,
8.058,3468787.064,
8.059,4764443.415,
8.06,5478741.772,
8.061,5531617.921,
8.062,4932193.248,
8.063,3775407.978,
8.064,2227415.354,
8.065,501937.372,
8.066,-1169078.356,
8.067,-2566491.174,
8.068,-3512555.796,
8.069,-3893356.859,
8.07,-3672281.969,
8.071,-2892975.166,
8.072,-1671636.671,
8.073,-179941.8496,
8.074,1378942.105,
8.075,2797912.866,
8.076,3893342.698,
8.077,4528729.242,
8.078,4631557.951,
8.079,4201315.379,
8.08,3307810.321,
8.081,2080259.497,
8.082,688802.3121,
8.083,-678932.3907,
8.084,-1842996.188,
8.085,-2654665.86,
8.086,-3015298.182,
8.087,-2888123.04,
8.088,-2301591.827,
8.089,-1344044.572,
8.09,-150609.0815,
8.091,1115752.792,
8.092,2286411.161,
8.093,3209445.573,
8.094,3769277.248,
8.095,3901032.563,
8.096,3597870.256,
8.097,2910476.053,
8.098,1938981.454,
8.099,818556.8781,
8.1,-299266.4359,
8.101,-1266963.666,
8.102,-1960387.511,
8.103,-2294585.45,
8.104,-2234037.366,
8.105,-1796140.783,
8.106,-1047633.683,
8.107,-94597.62405,
8.108,932485.4095,
8.109,1896532.409,
8.11,2672098.605,
8.111,3161640.297,
8.112,3307703.804,
8.113,3099531.158,
8.114,2573346.341,
8.115,1806437.608,
8.116,905967.2486,
8.117,-5886.941843,
8.118,-808409.4369,
8.119,-1398231.495,
8.12,-1702542.195,
8.121,-1687949.035,
8.122,-1363925.516,
8.123,-780522.486,
8.124,-20784.02001,
8.125,811003.9522,
8.126,1603581.868,
8.127,2253559.01,
8.128,2678859.372,
8.129,2829028.052,
8.13,2691121.806,
8.131,2290504.578,
8.132,1686573.2,
8.133,964097.6758,
8.134,221425.3063,
8.135,-442819.3026,
8.136,-942747.71,
8.137,-1216225.457,
8.138,-1232489.896,
8.139,-995446.1487,
8.14,-542311.4718,
8.141,62100.46879,
8.142,734596.1347,
8.143,1385019.354,
8.144,1928310.322,
8.145,2295600.369,
8.146,2442902.453,
8.147,2356309.245,
8.148,2053097.773,
8.149,1578694.194,
8.15,999999.5546,
8.151,396045.288,
8.152,-152724.1741,
8.153,-575094.8622,
8.154,-818250.9897,
8.155,-854293.8698,
8.156,-683316.7551,
8.157,-332713.7147,
8.158,147095.009,
8.159,689870.6727,
8.16,1222675.22,
8.161,1675653.084,
8.162,1991169.459,
8.163,2131115.327,
8.164,2081460.086,
8.165,1853517.999,
8.166,1481841.088,
8.167,1019098.311,
8.168,528689.6256,
8.169,76124.12497,
8.17,-279670.6391,
8.171,-493960.3689,
8.172,-541759.2202,
8.173,-420645.8724,
8.174,-150535.5973,
8.175,229487.8066,
8.176,666791.1905,
8.177,1102461.951,
8.178,1479229.912,
8.179,1748980.623,
8.18,1878879.009,
8.181,1855329.35,
8.182,1685301.715,
8.183,1394913.769,
8.184,1025521.607,
8.185,627895.7225,
8.186,255296.7292,
8.187,-43609.20838,
8.188,-231057.0519,
8.189,-284898.8769,
8.19,-201145.8925,
8.191,5945.965807,
8.192,306198.5827,
8.193,657877.6974,
8.194,1013477.139,
8.195,1326124.083,
8.196,1555745.516,
8.197,1674188.412,
8.198,1668643.632,
8.199,1542963.088,
8.2,1316747.517,
8.201,1022387.242,
8.202,700473.07,
8.203,394237.0439,
8.204,143794.5849,
8.205,-19070.36933,
8.206,-74894.91583,
8.207,-18805.0704,
8.208,139195.3203,
8.209,375904.7269,
8.21,658303.8446,
8.211,948148.332,
8.212,1207139.305,
8.213,1401975.674,
8.214,1508624.854,
8.215,1515267.502,
8.216,1423560.065,
8.217,1248089.383,
8.218,1014135.183,
8.219,754076.6184,
8.22,502949.7211,
8.221,293762.2848,
8.222,153189.9434,
8.223,98211.77863,
8.224,134106.332,
8.225,254039.2794,
8.226,440258.5389,
8.227,666700.2267,
8.228,902627.5961,
8.229,1116798.017,
8.23,1281595.646,
8.231,1376585.562,
8.232,1391034.654,
8.233,1325091.814,
8.234,1189504.3,
8.235,1003943.208,
8.236,794192.6334,
8.237,588600.8523,
8.238,414279.4481,
8.239,293557.7803,
8.24,241154.171,
8.241,262419.4689,
8.242,352858.6005,
8.243,498962.202,
8.244,680206.8899,
8.245,871932.0442,
8.246,1048692.464,
8.247,1187633.2,
8.248,1271440.936,
8.249,1290492.93,
8.25,1243939.545,
8.251,1139603.475,
8.252,992737.6516,
8.253,823833.3278,
8.254,655790.5521,
8.255,510839.5761,
8.256,407625.3284,
8.257,358835.4676,
8.258,369671.6308,
8.259,437345.027,
8.26,551638.0454,
8.261,696431.9602,
8.262,851975.834,
8.263,997579.4249,
8.264,1114364.668,
8.265,1187711.432,
8.266,1209082.397,
8.267,1177001.441,
8.268,1097077.005,
8.269,981090.5561,
8.27,845293.0266,
8.271,708153.1457,
8.272,587867.9169,
8.273,499969.343,
8.274,455340.6859,
8.275,458893.938,
8.276,509066.8724,
8.277,598186.119,
8.278,713627.3765,
8.279,839600.4241,
8.28,959308.3706,
8.281,1057187.3,
8.282,1120928.988,
8.283,1143025.186,
8.284,1121641.395,
8.285,1060721.163,
8.286,969325.8162,
8.287,860315.2452,
8.288,748559.7421,
8.289,648930.0835,
8.29,574336.3209,
8.291,534072.7434,
8.292,532679.8453,
8.293,569460.8397,
8.294,638700.5983,
8.295,730541.1061,
8.296,832382.0535,
8.297,930609.1182,
8.298,1012414.061,
8.299,1067464.367,
8.3,1089205.876,
8.301,1075654.029,
8.302,1029528.595,
8.303,957764.454,
8.304,870512.863,
8.305,779724.6261,
8.306,697530.3183,
8.307,634636.0996,
8.308,598946.3045,
8.309,594588.9558,
8.31,621462.9414,
8.311,675353.9166,
8.312,748589.851,
8.313,831136.6794,
8.314,911978.8904,
8.315,980596.0636,
8.316,1028338.304,
8.317,1049521.622,
8.318,1042105.594,
8.319,1007874.051,
8.32,952107.0334,
8.321,882799.6044,
8.322,809541.555,
8.323,742213.9664,
8.324,689678.9801,
8.325,658635.7324,
8.326,652789.3039,
8.327,672434.6862,
8.328,714500.5685,
8.329,773036.0138,
8.33,840065.103,
8.331,906687.9102,
8.332,964276.6376,
8.333,1005606.852,
8.334,1025776.205,
8.335,1022794.626,
8.336,997776.1141,
8.337,954716.504,
8.338,899896.5552,
8.339,840998.1739,
8.34,786057.2885,
8.341,742395.4352,
8.342,715671.4772,
8.343,709175.601,
8.344,723452.8249,
8.345,756297.6749,
8.346,803111.7314,
8.347,857568.0932,
8.348,912487.6801,
8.349,960806.6761,
8.35,996505.3075,
8.351,1015376.404,
8.352,1015536.27,
8.353,997616.7293,
8.354,964620.7635,
8.355,921468.9276,
8.356,874303.8737,
8.357,829650.5683,
8.358,793546.4587,
8.359,770757.0331,
8.36,764178.1566,
8.361,774499.4717,
8.362,800166.9263,
8.363,837642.1138,
8.364,881917.0262,
8.365,927210.1397,
8.366,967747.6339,
8.367,998524.6502,
8.368,1015946.675,
8.369,1018269.369,
8.37,1005783.714,
8.371,980728.2526,
8.372,946946.5962,
8.373,909341.5588,
8.374,873202.8398,
8.375,843499.9887,
8.376,824234.7396,
8.377,817936.695,
8.378,825365.3844,
8.379,845452.9967,
8.38,875489.493,
8.381,911519.8141,
8.382,948895.6524,
8.383,982905.273,
8.384,1009396.425,
8.385,1025310.364,
8.386,1029058.7,
8.387,1020697.203,
8.388,1001878.538,
8.389,975595.5561,
8.39,945754.0513,
8.391,916635.4825,
8.392,892323.1791,
8.393,876168.5936,
8.394,870367.0215,
8.395,875696.0873,
8.396,891447.541,
8.397,915556.6703,
8.398,944907.4698,
8.399,975769.0586,
8.4,1004302.607,
8.401,1027070.936,
8.402,1041481.428,
8.403,1046106.796,
8.404,1040845.747,
8.405,1026904.157,
8.406,1006604.304,
8.407,983051.498,
8.408,959705.5208,
8.409,939915.7123,
8.41,926481.8964,
8.411,921298.4284,
8.412,925126.2904,
8.413,937520.1864,
8.414,956916.4952,
8.415,980866.5787,
8.416,1006381.152,
8.417,1030337.608,
8.418,1049895.042,
8.419,1062862.071,
8.42,1067970.058,
8.421,1065018.03,
8.422,1054873.257,
8.423,1039330.948,
8.424,1020854.957,
8.425,1002236.599,
8.426,986218.553,
8.427,975134.2979,
8.428,970610.2613,
8.429,973368.4393,
8.43,983153.0829,
8.431,998788.1118,
8.432,1018354.513,
8.433,1039461.417,
8.434,1059572.835,
8.435,1076345.61,
8.436,1087933.739,
8.437,1093219.755,
8.438,1091944.41,
8.439,1084720.027,
8.44,1072928.589,
8.441,1058520.783,
8.442,1043744.921,
8.443,1030843.181,
8.444,1021756.023,
8.445,1017873.563,
8.446,1019865.567,
8.447,1027610.555,
8.448,1040230.994,
8.449,1056227.335,
8.45,1073690.847,
8.451,1090565.241,
8.452,1104921.424,
8.453,1115208.807,
8.454,1120450.6,
8.455,1120358.703,
8.456,1115354.975,
8.457,1106498.362,
8.458,1095329.761,
8.459,1083657.098,
8.46,1073310.386,
8.461,1065899.819,
8.462,1062608.726,
8.463,1064047.834,
8.464,1070188.587,
8.465,1080382.396,
8.466,1093461.192,
8.467,1107904.051,
8.468,1122046.321,
8.469,1134302.621,
8.47,1143373.996,
8.471,1148412.253,
8.472,1149120.883,
8.473,1145780.762,
8.474,1139199.089,
8.475,1130590.142,
8.476,1121405.25,
8.477,1113135.61,
8.478,1107114.639,
8.479,1104345.925,
8.48,1105378.848,
8.481,1110247.122,
8.482,1118476.836,
8.483,1129161.25,
8.484,1141090.853,
8.485,1152920.21,
8.486,1163348.677,
8.487,1171290.838,
8.488,1176014.414,
8.489,1177228.262,
8.49,1175110.054,
8.491,1170271.464,
8.492,1163666.952,
8.493,1156459.559,
8.494,1149862.446,
8.495,1144977.663,
8.496,1142653.486,
8.497,1143378.686,
8.498,1147226.762,
8.499,1153856.313,
8.5,1162566.104,
8.501,1172396.978,
8.502,1182263.976,
8.503,1191101.823,
8.504,1198005.634,
8.505,1202346.345,
8.506,1203846.976,
8.507,1202610.606,
8.508,1199097.548,
8.509,1194055.967,
8.51,1188416.206,
8.511,1183163.665,
8.512,1179207.488,
8.513,1177262.5,
8.514,1177759.632,
8.515,1180795.959,
8.516,1186129.982,
8.517,1193221.678,
8.518,1201310.946,
8.519,1209523.179,
8.52,1216987.375,
8.521,1222950.912,
8.522,1226875.92,
8.523,1228505.006,
8.524,1227888.376,
8.525,1225369.755,
8.526,1221533.914,
8.527,1217123.7,
8.528,1212938.217,
8.529,1209726.067,
8.53,1208087.829,
8.531,1208400.438,
8.532,1210772.887,
8.533,1215038.338,
8.534,1220782.809,
8.535,1227405.754,
8.536,1234203.786,
8.537,1240465.92,
8.538,1245567.527,
8.539,1249050.599,
8.54,1250680.114,
8.541,1250469.606,
8.542,1248673.354,
8.543,1245746.99,
8.544,1242282.526,
8.545,1238926.957,
8.546,1236295.591,
8.547,1234891.668,
8.548,1235042.695,
8.549,1236861.511,
8.55,1240236.606,
8.551,1244852.263,
8.552,1250235.141,
8.553,1255820.519,
8.554,1261028.986,
8.555,1265343.204,
8.556,1268374.627,
8.557,1269911.619,
8.558,1269943.061,
8.559,1268654.958,
8.56,1266401.117,
8.561,1263652.413,
8.562,1260931.845,
8.563,1258744.29,
8.564,1257510.355,
8.565,1257512.947,
8.566,1258863.296,
8.567,1261490.449,
8.568,1265155.039,
8.569,1269484.939,
8.57,1274027.556,
8.571,1278311.468,
8.572,1281909.053,
8.573,1284491.82,
8.574,1285871.322,
8.575,1286020.617,
8.576,1285073.895,
8.577,1283304.873,
8.578,1281087.314,
8.579,1278843.297,
8.58,1276986.385,
8.581,1275867.289,
8.582,1275729.134,
8.583,1276678.003,
8.584,1278672.277,
8.585,1281531.697,
8.586,1284964.506,
8.587,1288608.629,
8.588,1292081.128,
8.589,1295029.217,
8.59,1297176.051,
8.591,1298355.4,
8.592,1298530.89,
8.593,1297797.645,
8.594,1296366.561,
8.595,1294533.678,
8.596,1292639.078,
8.597,1291020.962,
8.598,1289971.099,
8.599,1289697.47,
8.6,1290298.876,
8.601,1291758.455,
8.602,1293945.353,
8.603,1296631.267,
8.604,1299526.727,
8.605,1302320.751,
8.606,1304722.381,
8.607,1306498.565,
8.608,1307503.486,
8.609,1307695.681,
8.61,1307140.966,
8.611,1306001.163,
8.612,1304510.42,
8.613,1302942.58,
8.614,1301574.098,
8.615,1300647.519,
8.616,1300340.311,
8.617,1300743.039,
8.618,1301849.525,
8.619,1303560.011,
8.62,1305696.585,
8.621,1308028.537,
8.622,1310304.069,
8.623,1312284.011,
8.624,1313773.061,
8.625,1314644.472,
8.626,1314855.108,
8.627,1314449.103,
8.628,1313549.926,
8.629,1312342.17,
8.63,1311045.723,
8.631,1309885.92,
8.632,1309063.683,
8.633,1308729.624,
8.634,1308965.397,
8.635,1309774.605,
8.636,1311084.218,
8.637,1312756.063,
8.638,1314606.629,
8.639,1316432.37,
8.64,1318037.031,
8.641,1319257.363,
8.642,1319983.846,
8.643,1320173.832,
8.644,1319855.552,
8.645,1319122.669,
8.646,1318120.343,
8.647,1317024.839,
8.648,1316019.525,
8.649,1315270.519,
8.65,1314905.204,
8.651,1314996.363,
8.652,1315553.913,
8.653,1316525.118,
8.654,1317803.071,
8.655,1319242.105,
8.656,1320677.947,
8.657,1321949.838,
8.658,1322921.648,
8.659,1323499.237,
8.66,1323641.85,
8.661,1323366.205,
8.662,1322742.889,
8.663,1321885.749,
8.664,1320935.829,
8.665,1320042.112,
8.666,1319341.681,
8.667,1318941.932,
8.668,1318907.132,
8.669,1319250.992,
8.67,1319936.09,
8.671,1320880.049,
8.672,1321967.491,
8.673,1323066.062,
8.674,1324044.299,
8.675,1324788.949,
8.676,1325219.466,
8.677,1325297.845,
8.678,1325032.607,
8.679,1324476.542,
8.68,1323718.686,
8.681,1322871.696,
8.682,1322056.426,
8.683,1321385.791,
8.684,1320950.073,
8.685,1320805.566,
8.686,1320967.983,
8.687,1321411.365,
8.688,1322072.527,
8.689,1322860.292,
8.69,1323668.201,
8.691,1324388.929,
8.692,1324928.459,
8.693,1325218.169,
8.694,1325223.264,
8.695,1324946.552,
8.696,1324427.164,
8.697,1323734.515,
8.698,1322958.422,
8.699,1322196.764,
8.7,1321542.387,
8.701,1321072.948,
8.702,1320839.353,
8.703,1320857.944,
8.704,1321111.098,
8.705,1321550.384,
8.706,1322103.696,
8.707,1322685.34,
8.708,1323207.667,
8.709,1323592.684,
8.71,1323782.106,
8.711,1323744.568,
8.712,1323479.109,
8.713,1323014.567,
8.714,1322405.053,
8.715,1321722.202,
8.716,1321045.309,
8.717,1320450.68,
8.718,1320001.65,
8.719,1319740.545,
8.72,1319683.612,
8.721,1319819.511,
8.722,1320111.484,
8.723,1320502.82,
8.724,1320924.821,
8.725,1321306.157,
8.726,1321582.338,
8.727,1321704.055,
8.728,1321643.321,
8.729,1321396.641,
8.73,1320984.887,
8.731,1320449.954,
8.732,1319848.727,
8.733,1319245.222,
8.734,1318701.965,
8.735,1318271.792,
8.736,1317991.117,
8.737,1317875.527,
8.738,1317918.238,
8.739,1318091.535,
8.74,1318350.934,
8.741,1318641.462,
8.742,1318905.162,
8.743,1319088.812,
8.744,1319150.831,
8.745,1319066.486,
8.746,1318830.744,
8.747,1318458.46,
8.748,1317981.943,
8.749,1317446.272,
8.75,1316903.039,
8.751,1316403.397,
8.752,1315991.322,
8.753,1315697.993,
8.754,1315537.992,
8.755,1315507.785,
8.756,1315586.632,
8.757,1315739.743,
8.758,1315923.207,
8.759,1316090.009,
8.76,1316196.309,
8.761,1316207.147,
8.762,1316100.842,
8.763,1315871.534,
8.764,1315529.57,
8.765,1315099.756,
8.766,1314617.733,
8.767,1314125.017,
8.768,1313663.383,
8.769,1313269.356,
8.77,1312969.52,
8.771,1312777.258,
8.772,1312691.307,
8.773,1312696.287,
8.774,1312765.072,
8.775,1312862.655,
8.776,1312950.958,
8.777,1312993.934,
8.778,1312962.269,
8.779,1312837.094,
8.78,1312612.218,
8.781,1312294.639,
8.782,1311903.308,
8.783,1311466.338,
8.784,1311017.08,
8.785,1310589.598,
8.786,1310214.163,
8.787,1309913.355,
8.788,1309699.275,
8.789,1309572.203,
8.79,1309520.857,
8.791,1309524.155,
8.792,1309554.244,
8.793,1309580.336,
8.794,1309572.841,
8.795,1309507.246,
8.796,1309367.226,
8.797,1309146.6,
8.798,1308849.905,
8.799,1308491.536,
8.8,1308093.614,
8.801,1307691.031,
8.802,1307319.511,
8.803,1307003.628,
8.804,1306761.776,
8.805,1306603.879,
8.806,1306530.286,
8.807,1306531.948,
8.808,1306591.836,
8.809,1306687.373,
8.81,1306793.539,
8.811,1306886.222,
8.812,1306945.371,
8.813,1306957.535,
8.814,1306917.467,
8.815,1306828.613,
8.816,1306702.438,
8.817,1306556.711,
8.818,1306413.004,
8.819,1306293.743,
8.82,1306219.226,
8.821,1306204.987,
8.822,1306259.857,
8.823,1306384.952,
8.824,1306573.707,
8.825,1306812.917,
8.826,1307084.634,
8.827,1307368.639,
8.828,1307645.157,
8.829,1307897.442,
8.83,1308113.906,
8.831,1308289.513,
