time,p:1,q :1,,,
5.6,-95870.38379,-227180.0976,5.5,0.5,5
5.7,-178820.861,-225543.8196,5.501,0.501,5
5.8,-256533.8587,-227056.2912,5.75,0.75,5
5.9,-279048.57,-229481.9738,5.7501,0.7501,5
6,-246539.7761,-230366.633, , ,5
6.1,-195632.8397,-229850.3661,6,0,6
6.2,-102226.3184,-228498.3193, ,,6
6.3,49887.0555,-229544.227,6.25,0.25,6
6.4,318765.8053,-243569.0918,6.2501,0.2501,6
6.5,637809.4247,-284240.8645, , ,6
6.6,821894.55,-327085.3316,6.5,0.5,6
6.7,771592.6598,-331039.7968,6.501,0.501,6
6.8,553335.8324,-298959.6444,6.75,0.75,6
6.9,329925.6471,-266411.6391,6.7501,0.7501,6
7,225807.3845,-249130.0645, , ,6
7.1,268753.2725,-246276.7233,7,0,7
7.2,429428.2597,-258630.6307, ,, 
7.3,608604.4036,-283988.6521,7.25,0.25,7
7.4,752835.6084,-314042.6271,7.2501,0.2501,7
7.5,848785.2261,-342818.5912, , , 
7.6,872205.7377,-358755.343,7.5,0.5,7
7.7,869301.889,-366100.9496,7.501,0.501,7
7.8,861932.3671,-370045.6524,7.75,0.75,7
7.9,577942.8458,-323617.3294,7.7501,0.7501,7
8,896.0430572,-259316.3917, , , 
8.1,-475317.3218,-255594.076,8,0,8
8.2,-595189.3818,-269230.2547, ,, 
8.3,-389619.1221,-260265.2542,8.25,0.25,8
8.4,-83967.36074,-249532.4419,8.2501,0.2501,8
8.5,93607.5788,-245946.1647, , , 
8.6,64263.84435,-237605.6242,8.5,0.5,8
8.7,-73668.75316,-228552.2727,8.501,0.501,8
8.8,-163661.9641,-225599.1011,8.75,0.75,8
8.9,-96260.5237,-225077.6764,8.7501,0.7501,8
9,44515.80853,-227119.1766, , , 
9.1,88041.33826,-227355.1436,9,0,9
9.2,46691.75854,-223969.2155, ,, 
9.3,24771.28892,-221999.8541,9.25,0.25,9
9.4,172680.8774,-227685.0909,9.2501,0.2501,9
9.5,460213.233,-254087.1166, , , 
9.6,680263.0275,-291439.0593,9.5,0.5,9
9.7,727107.3083,-309927.7021,9.501,0.501,9
9.8,641857.2546,-302828.1097,9.75,0.75,9
9.9,535592.4412,-287595.7708,9.7501,0.7501,9
10,493136.3045,-279124.3082, , , 
10.1,520378.355,-280180.4559,10,0,10
10.2,573666.6149,-287145.754, ,, 
10.3,616960.0549,-294980.8072,10.25,0.25,10
10.4,578948.7836,-291860.9512,10.2501,0.2501,10
10.5,455540.9928,-274665.2468, , , 
10.6,339649.6541,-257886.8136,10.5,0.5,10
10.7,285612.6201,-248230.2477,10.501,0.501,10
10.8,289182.7968,-244968.6433,10.75,0.75,10
10.9,121724.5092,-232109.884,10.7501,0.7501,10
11,-226497.9674,-222807.5712, , , 
11.1,-466725.2967,-235578.3272,11,0,11
11.2,-477961.3681,-245409.0952, ,, 
11.3,-330248.4322,-243158.2414,11.25,0.25,11
11.4,-170265.8926,-238465.8467,11.2501,0.2501,11
11.5,-103687.0142,-234413.5573, , , 
11.6,-140262.1935,-230490.4824,11.5,0.5,11
11.7,-221219.7313,-229118.9184,11.501,0.501,11
11.8,-274118.1958,-230436.0154,11.75,0.75,11
11.9,-208050.6343,-230025.8987,11.7501,0.7501,11
12,-24159.50266,-229730.5094, , , 
12.1,175251.8499,-235256.7523,12,0,12
12.2,335537.7457,-245768.0126, ,, 
12.3,424657.7011,-255427.9057,12.25,0.25,12
12.4,356982.0945,-249976.8339,12.2501,0.2501,12
12.5,184247.4096,-234271.139, , , 
12.6,74778.61952,-225576.6636,12.5,0.5,12
12.7,122853.7795,-226022.6383,12.501,0.501,12
12.8,269235.7124,-235179.1735,12.75,0.75,12
12.9,407085.5661,-249208.13,12.7501,0.7501,12
13,482574.8271,-260925.1403, , , 
13.1,488774.1615,-264880.4126,13,0,13
13.2,509608.8319,-269187.4323, ,, 
13.3,574327.4641,-280391.6059,13.25,0.25,13
13.4,435936.6973,-266908.6932,13.2501,0.2501,13
13.5,82319.60248,-234935.8059, , , 
13.6,-187679.7354,-225230.9674,13.5,0.5,13
13.7,-185006.5156,-225205.4984,13.501,0.501,13
13.8,40658.56206,-227876.5521,13.75,0.75,13
13.9,208239.9142,-235238.5989,13.7501,0.7501,13
14,146644.4003,-230301.8996, , , 
14.1,-66647.32469,-220814.5875,14,0,14
14.2,-191056.7534,-220226.4967, ,, 
14.3,-121994.9941,-221768.0671,14.25,0.25,14
14.4,59345.78437,-225573.5411,14.2501,0.2501,14
14.5,232884.4358,-234422.7288, , , 
14.6,301601.6303,-239980.9437,14.5,0.5,14
14.7,285838.3624,-238698.0829,14.501,0.501,14
14.8,250032.86,-235354.4481,14.75,0.75,14
14.9,217092.2694,-232278.5621,14.7501,0.7501,14
15,201444.9308,-230457.8074, , , 
15.1,215565.1544,-230928.691,15,0,15
15.2,244359.0567,-232941.7156, ,, 
15.3,257549.94,-234217.9833,15.25,0.25,15
15.4,401891.2726,-247058.4983,15.2501,0.2501,15
15.5,728326.3151,-296867.3304, , , 
15.6,1048030.23,-380231.6354,15.5,0.5,15
15.7,1098745.071,-423223.1179,15.501,0.501,15
15.8,842988.4938,-381486.9305,15.75,0.75,15
15.9,496103.6108,-316939.5122,15.7501,0.7501,15
16,308254.0334,-279473.2056, , , 
16.1,379399.6189,-272940.364,16,0,16
16.2,585082.0967,-292434.0074, ,, 
16.3,737678.475,-319532.9723,16.25,0.25,16
16.4,703575.8055,-320361.5183,16.2501,0.2501,16
16.5,513857.2602,-292041.4874, , , 
16.6,321631.0517,-263738.7587,16.5,0.5,16
16.7,254938.2911,-250079.9043,16.501,0.501,16
16.8,328930.7254,-251095.4804,16.75,0.75,16
16.9,328192.0676,-249674.9919,16.7501,0.7501,16
17,144182.9957,-233603.596, , , 
17.1,-88357.57699,-222513.951,17,0,17
17.2,-193288.6842,-221934.905, ,, 
17.3,-119284.5328,-222962.7449,17.25,0.25,17
17.4,29251.96557,-225443.9466,17.2501,0.2501,17
17.5,129684.2866,-228573.8138, , , 
17.6,127650.677,-227370.4876,17.5,0.5,17
17.7,128691.6368,-225977.1931,17.501,0.501,17
17.8,234284.0432,-231843.321,17.75,0.75,17
17.9,459186.8749,-253848.1734,17.7501,0.7501,17
18,686502.8956,-292082.7104, , , 
18.1,762448.4003,-316615.9371,18,0,18
18.2,639063.2052,-304653.23, ,, 
18.3,419025.4039,-273799.621,18.25,0.25,18
18.4,357839.7082,-260270.0227,18.2501,0.2501,18
18.5,536486.9151,-277014.9157, , , 
18.6,800696.0193,-323682.1604,18.5,0.5,18
18.7,984769.3305,-376748.8792,18.501,0.501,18
18.8,1005325.744,-401006.656,18.75,0.75,18
18.9,869150.9226,-381931.792,18.7501,0.7501,18
19,721017.6261,-351407.7681, , , 
19.1,678858.8729,-336371.485,19,0,19
19.2,731196.0726,-339822.3612, ,, 
19.3,794056.3221,-350657.5971,19.25,0.25,19
19.4,870145.7457,-367903.2172,19.2501,0.2501,19
19.5,950010.6416,-391593.947, , , 
19.6,977163.0335,-406656.1368,19.5,0.5,19
19.7,1018453.702,-423142.8594,19.501,0.501,19
19.8,1129589.945,-460434.7412,19.75,0.75,19
19.9,1008662.24,-445673.1604,19.7501,0.7501,19
20,560743.1399,-353632.8463, , , 
20.1,90958.38826,-283756.8491,20,0,20
20.2,-122761.2379,-257321.2548, ,, 
20.3,-15271.08779,-246875.3127,20.25,0.25,20
20.4,217350.4293,-249423.669,20.2501,0.2501,20
20.5,348116.9851,-255516.5172, , , 
20.6,307666.4315,-249310.4698,20.5,0.5,20
20.7,156302.4003,-234908.1667,20.501,0.501,20
20.8,17860.50398,-225139.1695,20.75,0.75,20
20.9,-9315.529408,-222421.6753,20.7501,0.7501,20
21,67547.95205,-224068.6754, , , 
21.1,167771.9322,-228479.9996,21,0,21
21.2,260294.9639,-234535.6719, ,, 
21.3,363262.7818,-244181.0505,21.25,0.25,21
21.4,430594.0731,-253497.5014,21.2501,0.2501,21
21.5,432917.2007,-256028.9931, , , 
21.6,413244.6322,-254981.8528,21.5,0.5,21
21.7,409049.1422,-254865.4353,21.501,0.501,21
21.8,400946.1132,-254405.8062,21.75,0.75,21
21.9,301065.59,-244818.3164,21.7501,0.7501,21
22,129492.2044,-230383.9133, , , 
22.1,3767.596031,-222675.706,22,0,22
22.2,27795.92988,-222078.7646, ,, 
22.3,184430.8473,-229027.9418,22.25,0.25,22
22.4,323674.12,-240275.7971,22.2501,0.2501,22
22.5,338342.5527,-243198.2924, , , 
22.6,238605.1559,-235114.2031,22.5,0.5,22
22.7,90754.93424,-224950.656,22.501,0.501,22
22.8,-21745.23076,-219793.9225,22.75,0.75,22
22.9,-114172.5626,-218721.5553,22.7501,0.7501,22
23,-212500.0231,-220511.8004, , , 
23.1,-275725.1492,-224586.2168,23,0,23
23.2,-273123.4771,-227734.2467, ,, 
23.3,-218775.8712,-228565.0388,23.25,0.25,23
23.4,-163662.522,-228106.4953,23.2501,0.2501,23
23.5,-143747.106,-227128.0725, , , 
23.6,-161935.0092,-226231.1046,23.5,0.5,23
23.7,-204861.2277,-226326.7537,23.501,0.501,23
23.8,-245114.2603,-227651.7989,23.75,0.75,23
23.9,-244724.1825,-228866.8282,23.7501,0.7501,23
24,-205195.1363,-228933.4215, , , 
24.1,-162561.4894,-228208.2762,24,0,24
24.2,-135128.4562,-227110.4097, ,, 
24.3,-129857.532,-225987.1683,24.25,0.25,24
24.4,-151092.6654,-225173.346,24.2501,0.2501,24
24.5,-151690.2907,-224803.4664, , , 
24.6,-70375.30373,-224783.4002,24.5,0.5,24
24.7,77139.71674,-227530.2956,24.501,0.501,24
24.8,191329.3835,-232306.2723,24.75,0.75,24
24.9,165396.4271,-229994.4052,24.7501,0.7501,24
25,13378.86319,-221813.2441, , , 
25.1,-151029.3203,-218864.4402,25,0,25
25.2,-260958.505,-222207.8566, ,, 
25.3,-297857.5531,-226842.0699,25.25,0.25,25
25.4,-270331.3987,-229295.9133,25.2501,0.2501,25
25.5,-219041.8573,-229644.1913, , , 
25.6,-182965.8103,-229029.1192,25.5,0.5,25
25.7,-177052.7964,-228173.2949,25.501,0.501,25
25.8,-193663.1781,-227684.6499,25.75,0.75,25
25.9,-226953.514,-228103.875,25.7501,0.7501,25
26,-258634.7684,-229421.1877, , , 
26.1,-263358.4463,-230668.8514,26,0,26
26.2,-247753.8818,-231160.4312, ,, 
26.3,-232949.037,-231069.9802,26.25,0.25,26
26.4,-227060.9051,-230775.0588,26.2501,0.2501,26
26.5,-228512.5838,-230550.0575, , , 
26.6,-231929.2297,-230472.9903,26.5,0.5,26
26.7,-233488.5801,-230481.7183,26.501,0.501,26
26.8,-233943.2804,-230513.9106,26.75,0.75,26
26.9,-235679.1859,-230580.1985,26.7501,0.7501,26
27,-238323.6615,-230694.6856, , , 
27.1,-239824.9925,-230825.3895,27,0,27
27.2,-239677.3341,-230922.6431, ,, 
27.3,-232826.6172,-230822.1547,27.25,0.25,27
27.4,-151247.4203,-229429.099,27.2501,0.2501,27
27.5,-10104.63336,-229193.0055, , , 
27.6,82058.29595,-229756.2682,27.5,0.5,27
27.7,35943.55886,-225885.1358,27.501,0.501,27
27.8,-117648.811,-221179.4261,27.75,0.75,27
27.9,-255343.8786,-223023.8295,27.7501,0.7501,27
28,-306100.7012,-227628.2355, , , 
28.1,-275936.7864,-230008.073,28,0,28
28.2,-225444.7278,-230299.0027, ,, 
28.3,-202358.4439,-229794.0996,28.25,0.25,28
28.4,-207566.1926,-229284.8498,28.2501,0.2501,28
28.5,-223393.8392,-229249.3172, , , 
28.6,-234671.1294,-229593.9018,28.5,0.5,28
28.7,-234889.6046,-229929.2725,28.501,0.501,28
28.8,-227303.2797,-230005.9831,28.75,0.75,28
28.9,-208880.2897,-229638.066,28.7501,0.7501,28
29,-179308.7452,-228833.1448, , , 
29.1,-148212.4181,-227756.9141,29,0,29
29.2,-150470.2282,-226721.0523, ,, 
29.3,-195784.5607,-226375.9489,29.25,0.25,29
29.4,-242655.6378,-227523.2668,29.2501,0.2501,29
29.5,-251685.0377,-228940.2914, , , 
29.6,-214415.8891,-229163.4116,29.5,0.5,29
29.7,-146019.7743,-228300.0955,29.501,0.501,29
29.8,-85358.18357,-227180.1787,29.75,0.75,29
29.9,-72673.97731,-225587.0122,29.7501,0.7501,29
30,-102939.1611,-223889.5318, , , 
30.1,-139345.0872,-223172.4741,30,0,30
30.2,-120458.6488,-223174.4734, ,, 
30.3,-10077.28088,-224310.0251,30.25,0.25,30
30.4,165273.7562,-230407.312,30.2501,0.2501,30
30.5,297889.4151,-239655.5018, , , 
30.6,298946.1677,-240294.9594,30.5,0.5,30
30.7,203015.8318,-232413.2697,30.501,0.501,30
30.8,101057.6828,-225075.8764,30.75,0.75,30
30.9,17885.17399,-220873.6714,30.7501,0.7501,30
31,-46702.11814,-218992.1076, , , 
31.1,-78600.67393,-218939.0213,31,0,31
31.2,-100951.9848,-219502.7234, ,, 
31.3,-130411.7332,-220203.8136,31.25,0.25,31
31.4,-123436.5329,-221059.788,31.2501,0.2501,31
31.5,-64622.60387,-222034.7837, , , 
31.6,3360.414376,-223108.7809,31.5,0.5,31
31.7,120873.8592,-226581.2921,31.501,0.501,31
31.8,300409.3349,-238309.3506,31.75,0.75,31
31.9,285998.2377,-239211.0016,31.7501,0.7501,31
32,7225.791166,-222435.1184, , , 
32.1,-290217.6963,-221593.5282,32,0,32
32.2,-433130.4027,-233148.7926, ,, 
32.3,-396421.0679,-238674.0065,32.25,0.25,32
32.4,-266585.1952,-237032.6348,32.2501,0.2501,32
32.5,-162403.3003,-234202.8431, , , 
32.6,-145035.4103,-231325.8669,32.5,0.5,32
32.7,-195613.6138,-229424.0393,32.501,0.501,32
32.8,-253299.019,-229834.4705,32.75,0.75,32
32.9,-150785.4047,-228688.7505,32.7501,0.7501,32
33,344601.2048,-248168.2482, , , 
33.1,1260879.792,-426034.9996,33,0,33
33.2,1918667.647,-753195.4967, ,, 
33.3,1903294.426,-878735.9838,33.25,0.25,33
33.4,1434681.807,-744768.8071,33.2501,0.2501,33
33.5,878631.6921,-556355.1181, , , 
33.6,600404.9772,-444848.5969,33.5,0.5,33
33.7,670805.4183,-407805.9579,33.501,0.501,33
33.8,882247.8631,-421129.0853,33.75,0.75,33
33.9,1021986.287,-446307.0017,33.7501,0.7501,33
34,1018719.255,-447804.3715, , , 
34.1,933074.579,-426820.4311,34,0,34
34.2,854445.5954,-402923.8373, ,, 
34.3,834272.8416,-390126.4515,34.25,0.25,34
34.4,850616.0426,-387306.8791,34.2501,0.2501,34
34.5,879181.8257,-390062.7058, , , 
34.6,917109.9842,-397851.0852,34.5,0.5,34
34.7,939002.1358,-404872.825,34.501,0.501,34
34.8,948031.687,-409203.5577,34.75,0.75,34
34.9,1017363.279,-427585.1663,34.7501,0.7501,34
35,1115908.999,-460806.8858, , , 
35.1,1141506.7,-480253.6248,35,0,35
35.2,909084.427,-432105.4837, ,, 
35.3,439704.1993,-337314.7029,35.25,0.25,35
35.4,-15078.42858,-277411.5676,35.2501,0.2501,35
35.5,-260265.5306,-258263.3904, , , 
35.6,-242585.489,-249426.4401,35.5,0.5,35
35.7,-113374.1637,-242200.271,35.501,0.501,35
35.8,-32890.11398,-236975.8382,35.75,0.75,35
35.9,-35640.45542,-231693.7368,35.7501,0.7501,35
36,-82249.15577,-227330.3517, , , 
36.1,-123626.5796,-225060.4194,36,0,36
36.2,-115177.0184,-224249.8528, ,, 
36.3,-53215.0244,-224205.8703,36.25,0.25,36
36.4,18638.11749,-224789.8848,36.2501,0.2501,36
36.5,51822.12106,-224685.1958, , , 
36.6,32336.85162,-222893.1691,36.5,0.5,36
36.7,903.5213376,-221084.4023,36.501,0.501,36
36.8,-7505.754246,-220507.3651,36.75,0.75,36
36.9,24482.807,-221206.6629,36.7501,0.7501,36
37,91357.21162,-223544.1689, , , 
37.1,159202.1612,-226820.1895,37,0,37
37.2,233073.6407,-231510.8229, ,, 
37.3,302983.7213,-237694.0652,37.25,0.25,37
37.4,372798.0064,-245224.5914,37.2501,0.2501,37
37.5,447944.5361,-255409.6863, , , 
37.6,503189.6219,-265099.6771,37.5,0.5,37
37.7,442275.1085,-261167.6485,37.501,0.501,37
37.8,245803.9377,-241642.7157,37.75,0.75,37
37.9,-37725.38457,-224591.7643,37.7501,0.7501,37
38,-265425.7235,-223536.1797, , , 
38.1,-277917.603,-226950.0025,38,0,38
38.2,-161841.0133,-227283.3051, ,, 
38.3,-75693.06,-226900.0254,38.25,0.25,38
38.4,-91859.20355,-225135.9393,38.2501,0.2501,38
38.5,-181488.8912,-224101.3781, , , 
38.6,-259207.7727,-226172.1969,38.5,0.5,38
38.7,-272752.026,-228701.7029,38.501,0.501,38
38.8,-230025.1724,-229432.893,38.75,0.75,38
38.9,-180112.9825,-228931.6264,38.7501,0.7501,38
39,-162865.96,-227980.4587, , , 
39.1,-182012.7701,-227251.8963,39,0,39
39.2,-179173.3231,-226822.6629, ,, 
39.3,-97589.36112,-226285.6139,39.25,0.25,39
39.4,106589.0134,-230046.7323,39.2501,0.2501,39
39.5,358995.5669,-246986.1496, , , 
39.6,515748.9,-266849.5937,39.5,0.5,39
39.7,675897.219,-294029.823,39.501,0.501,39
39.8,921717.5741,-350632.541,39.75,0.75,39
39.9,1127295.046,-421052.1976,39.7501,0.7501,39
40,1180984.967,-463782.5952, , , 
40.1,1082451.88,-457529.1172,40,0,40
40.2,865433.0987,-410819.5445, ,, 
40.3,650137.7084,-358264.5222,40.25,0.25,40
40.4,636465.1283,-338765.5844,40.2501,0.2501,40
40.5,826911.4645,-363226.87, , , 
40.6,1050352.53,-417987.5355,40.5,0.5,40
40.7,1157824.941,-463468.7343,40.501,0.501,40
40.8,1120866.402,-471352.3608,40.75,0.75,40
40.9,900197.7627,-424607.8833,40.7501,0.7501,40
41,628490.8005,-360342.369, , , 
41.1,534132.2305,-326177.3119,41,0,41
41.2,644274.4872,-327752.2197, ,, 
41.3,827798.9531,-356274.267,41.25,0.25,41
41.4,921896.4547,-382093.7892,41.2501,0.2501,41
41.5,876823.1546,-379878.2762, , , 
41.6,772905.9052,-359949.7138,41.5,0.5,41
41.7,644256.1406,-332792.0077,41.501,0.501,41
41.8,515593.2937,-304900.5912,41.75,0.75,41
41.9,446213.0935,-286210.3452,41.7501,0.7501,41
42,443236.9049,-277932.8033, , , 
42.1,465807.2145,-275625.959,42,0,42
42.2,393743.5795,-264914.9043, ,, 
42.3,236825.1466,-246074.8904,42.25,0.25,42
42.4,219403.0058,-239251.0934,42.2501,0.2501,42
42.5,419800.0234,-254627.3404, , , 
42.6,702042.3134,-297001.8934,42.5,0.5,42
42.7,910506.4258,-349435.7893,42.501,0.501,42
42.8,958505.261,-378119.3429,42.75,0.75,42
42.9,875321.3754,-372590.6061,42.7501,0.7501,42
43,774914.5803,-355145.9974, , , 
43.1,740891.9403,-345862.7375,43,0,43
43.2,780174.468,-350488.8962, ,, 
43.3,846375.6358,-364309.1309,43.25,0.25,43
43.4,845824.54,-368475.4822,43.2501,0.2501,43
43.5,755787.4124,-352287.7058, , , 
43.6,648956.1806,-329504.2185,43.5,0.5,43
43.7,562247.5599,-309218.5801,43.501,0.501,43
43.8,506563.3776,-293959.9166,43.75,0.75,43
43.9,469696.7913,-282868.8309,43.7501,0.7501,43
44,484449.2642,-279168.3895, , , 
44.1,598092.6593,-291976.2224,44,0,44
44.2,740388.19,-318093.6441, ,, 
44.3,798302.4292,-336574.7517,44.25,0.25,44
44.4,744775.9326,-333195.2059,44.2501,0.2501,44
44.5,643235.4654,-316715.0537, , , 
44.6,570906.4806,-302044.027,44.5,0.5,44
44.7,546994.941,-294214.1052,44.501,0.501,44
44.8,552423.9136,-291533.0892,44.75,0.75,44
44.9,572905.1544,-292448.5618,44.7501,0.7501,44
45,596698.2151,-295332.4739, , , 
45.1,614694.3019,-298430.2447,45,0,45
45.2,593555.7565,-296184.6312, ,, 
45.3,542005.1933,-288051.6443,45.25,0.25,45
45.4,484544.3142,-278391.6159,45.2501,0.2501,45
45.5,440080.7913,-269862.7682, , , 
45.6,433698.2664,-266132.9765,45.5,0.5,45
45.7,455273.3899,-266790.5262,45.501,0.501,45
45.8,492543.3881,-270705.292,45.75,0.75,45
45.9,534051.096,-276789.6158,45.7501,0.7501,45
46,547952.9565,-280359.0047, , , 
46.1,517027.7177,-277365.5143,46,0,46
46.2,502586.7165,-274849.0426, ,, 
46.3,560153.564,-282240.3968,46.25,0.25,46
46.4,656303.0988,-298932.8181,46.2501,0.2501,46
46.5,715963.8013,-314144.1531, , , 
46.6,699601.6572,-316658.4069,46.5,0.5,46
46.7,595983.3958,-302286.2783,46.501,0.501,46
46.8,457651.1242,-280341.1837,46.75,0.75,46
46.9,364956.0405,-264130.4216,46.7501,0.7501,46
47,394501.2585,-261506.294, , , 
47.1,569155.9765,-280895.4504,47,0,47
47.2,727245.5765,-310884.0922, ,, 
47.3,718537.0252,-317775.1443,47.25,0.25,47
47.4,480572.6599,-285554.9382,47.2501,0.2501,47
47.5,133253.2455,-246886.8529, , , 
47.6,-89628.75206,-231397.5577,47.5,0.5,47
47.7,-102727.4508,-227671.4667,47.501,0.501,47
47.8,24688.88537,-228037.805,47.75,0.75,47
47.9,178634.5069,-233084.6035,47.7501,0.7501,47
48,269979.7523,-238446.8105, , , 
48.1,269983.4655,-238011.8323,48,0,48
48.2,257262.0757,-236062.7626, ,, 
48.3,303618.5497,-239311.0091,48.25,0.25,48
48.4,411185.515,-250362.1693,48.2501,0.2501,48
48.5,528438.0363,-267368.9007, , , 
48.6,595632.0453,-281641.9986,48.5,0.5,48
48.7,627791.9918,-291292.9208,48.501,0.501,48
48.8,648822.145,-298950.4581,48.75,0.75,48
48.9,646936.0297,-302308.8913,48.7501,0.7501,48
49,610688.3155,-298830.1034, , , 
49.1,547474.1577,-289450.1286,49,0,49
49.2,461074.8184,-275982.3024, ,, 
49.3,384430.7915,-263222.0642,49.25,0.25,49
49.4,527610.876,-275329.598,49.2501,0.2501,49
49.5,848437.0024,-332492.139, , , 
49.6,1047908.724,-395561.6411,49.5,0.5,49
49.7,972250.8219,-399477.2879,49.501,0.501,49
49.8,711237.1911,-351792.9707,49.75,0.75,49
49.9,263834.2962,-284576.4249,49.7501,0.7501,49
50,-200679.0527,-250461.2297, , , 
,,,50,0,50
